crop,market,week_start,modal_price_weighted
tomato,Samalkha APMC,2025-01-06,857.7777777777778
tomato,Bijaynagar APMC,2025-01-06,1821.428571428572
tomato,Pattambi Market,2025-01-06,1840.9090909090908
tomato,Lashkar(F&V) APMC,2025-01-06,
tomato,Virudhunagar(Uzhavar Sandhai ),2025-01-06,2275.609756097561
tomato,Harda(F&V) APMC,2025-01-06,
tomato,Lehra Gaga APMC,2025-01-06,2545.454545454545
tomato,Kaveripattinam(Uzhavar Sandhai ),2025-01-06,2146.7391304347825
tomato,Kahithapattarai(Uzhavar Sandhai ),2025-01-06,1428.087167070218
tomato,Faridkot APMC,2025-01-06,2268.865030674847
tomato,Vai APMC,2025-01-06,1637.4045801526718
tomato,Palladam(Uzhavar Sandhai ),2025-01-06,1600.0
tomato,Kanjirappally Market,2025-01-06,4723.076923076923
tomato,Mehsana(Mehsana Veg) APMC,2025-01-06,1021.1928199189348
tomato,Gandarvakottai(Uzhavar Sandhai ),2025-01-06,2000.0
tomato,Dhanaura APMC,2025-01-06,1200.0
tomato,Naraingarh APMC,2025-01-06,991.9607843137254
tomato,Chamkaur Sahib APMC,2025-01-06,3249.9999999999995
tomato,SMY Palampur,2025-01-06,1819.6721311475408
tomato,Taliparamba Market,2025-01-06,2028.5714285714284
tomato,Kollam Market,2025-01-06,2900.0
tomato,Attingal Market,2025-01-06,3495.412844036697
tomato,SMY Nagrota Bagwan,2025-01-06,1740.9090909090908
tomato,Budalada APMC,2025-01-06,1700.0
tomato,Pandua APMC,2025-01-06,1499.561403508772
tomato,Jaunpur APMC,2025-01-06,879.2382751022978
tomato,Mohindergarh APMC,2025-01-06,879.5833333333335
tomato,Pukharayan APMC,2025-01-06,1219.6052631578948
tomato,Guduvancheri(Uzhavar Sandhai ),2025-01-06,2192.307692307693
tomato,Bhadrak APMC,2025-01-06,
tomato,Morbi APMC,2025-01-06,1660.704483074108
tomato,Vamanapuram Market,2025-01-06,4269.2307692307695
tomato,Sultanpur APMC,2025-01-06,1326.029411764706
tomato,Jalagandapuram(Uzhavar Sandhai ),2025-01-06,1537.9620853080569
tomato,Dibiapur APMC,2025-01-06,874.6478873239436
tomato,Bolangir APMC,2025-01-06,
tomato,Phillaur(Apra Mandi) APMC,2025-01-06,3000.0
tomato,Athirampuzha Market,2025-01-06,3050.0
tomato,PMY Hamirpur,2025-01-06,2958.823529411765
tomato,Naanpara APMC,2025-01-06,1550.0
tomato,Saraskana APMC,2025-01-06,1894.2583732057417
tomato,Dahod(Veg. Market) APMC,2025-01-06,930.6715063520872
tomato,Chevella APMC,2025-01-06,1000.0
tomato,Golagokarnath APMC,2025-01-06,1248.0
tomato,Broadway market Market,2025-01-06,3560.3960396039606
tomato,SMY Takoli,2025-01-06,1916.6666666666667
tomato,Kottayam Market,2025-01-06,3500.0
tomato,Amroha APMC,2025-01-06,1149.6127946127947
tomato,Jasvantnagar APMC,2025-01-06,1287.0876288659792
tomato,PMY Kather Solan,2025-01-06,1435.9519150125805
tomato,Khandwa(F&V) APMC,2025-01-06,
tomato,Hindol APMC,2025-01-06,1800.0
tomato,Kumarapalayam(Uzhavar Sandhai ),2025-01-06,2000.0
tomato,Myladi(Uzhavar Sandhai ),2025-01-06,2500.0
tomato,Barasat APMC,2025-01-06,2000.0
tomato,Atarra APMC,2025-01-06,853.0909090909091
tomato,Piravam Market,2025-01-06,3500.0
tomato,SMY Jassur,2025-01-06,2250.0
tomato,Muthupettai(Uzhavar Sandhai ),2025-01-06,1834.782608695652
tomato,Kotadwara APMC,2025-01-06,1600.0
tomato,Balrampur APMC,2025-01-06,1281.764705882353
tomato,Dudhi APMC,2025-01-06,704.4842254519673
tomato,PMY Kullu,2025-01-06,1800.0
tomato,Kambam(Uzhavar Sandhai ),2025-01-06,1728.323699421965
tomato,Rudauli APMC,2025-01-06,1445.6140350877192
tomato,Bahadajholla APMC,2025-01-06,1126.2860082304528
tomato,Ramnagar APMC,2025-01-06,1662.162162162162
tomato,Chickkaballapura APMC,2025-01-06,976.3157894736842
tomato,PMY Chamba,2025-01-06,2225.598802395209
tomato,Sirkali(Uzhavar Sandhai ),2025-01-06,2000.0
tomato,Gohana APMC,2025-01-06,884.9397590361446
tomato,Manjhanpur APMC,2025-01-06,1308.6063218390805
tomato,Pattikonda APMC,2025-01-06,1450.0
tomato,SMY Nadaun,2025-01-06,2770.833333333333
tomato,Barwala APMC,2025-01-06,1243.5064935064936
tomato,Karsiyang(Matigara) APMC,2025-01-06,2695.555555555556
tomato,Kottakkal Market,2025-01-06,1728.571428571429
tomato,Ammapet(Uzhavar Sandhai ),2025-01-06,1629.1510611735332
tomato,Mohanur(Uzhavar Sandhai ),2025-01-06,2141.269841269841
tomato,Udupi APMC,2025-01-06,1788.235294117647
tomato,Angamaly Market,2025-01-06,3650.0
tomato,Gonda APMC,2025-01-06,990.21101992966
tomato,Pundibari APMC,2025-01-06,
tomato,Patan APMC,2025-01-06,1130.0
tomato,Bhawanipatna APMC,2025-01-06,
tomato,Mansa APMC,2025-01-06,2360.606060606061
tomato,Phagwara APMC,2025-01-06,1412.8509719222463
tomato,Bilga APMC,2025-01-06,2685.7142857142862
tomato,Sujangarh APMC,2025-01-06,2278.787878787879
tomato,Ibrahimputnam APMC,2025-01-06,1050.0
tomato,Rajnandgaon APMC,2025-01-06,640.1370906321401
tomato,Mannargudi I(Uzhavar Sandhai ),2025-01-06,1918.12725090036
tomato,Rampurmaniharan APMC,2025-01-06,1936.875
tomato,Chhibramau APMC,2025-01-06,1231.3419913419914
tomato,Akbarpur APMC,2025-01-06,1474.051724137931
tomato,Kasganj APMC,2025-01-06,878.9514563106796
tomato,Rajpura APMC,2025-01-06,2015.988023952096
tomato,Thirupathur APMC,2025-01-06,2349.1995425957693
tomato,Tuticorin(Uzhavar Sandhai ),2025-01-06,2218.846549948507
tomato,Barabanki APMC,2025-01-06,1425.993031358885
tomato,Thrissur Market,2025-01-06,2125.0
tomato,Baghapurana APMC,2025-01-06,2291.8238993710693
tomato,Kalna APMC,2025-01-06,1573.5849056603774
tomato,Pipariya(F&V) APMC,2025-01-06,672.8813559322034
tomato,Kovilpatti(Uzhavar Sandhai ),2025-01-06,1826.4227642276423
tomato,Doraha APMC,2025-01-06,1719.0152801358236
tomato,Shadnagar APMC,2025-01-06,800.0
tomato,Jalalabad APMC,2025-01-06,2031.5653298835705
tomato,Goluwala APMC,2025-01-06,1925.0
tomato,Shahabad APMC,2025-01-06,1001.8648018648016
tomato,Thodupuzha Market,2025-01-06,2942.8571428571427
tomato,Barara APMC,2025-01-06,2092.8
tomato,PMY Dhalli Shimla,2025-01-06,1537.037037037037
tomato,Perambalur(Uzhavar Sandhai ),2025-01-06,2415.265200517465
tomato,Sulur(Uzhavar Sandhai ),2025-01-06,1968.2926829268288
tomato,Coonoor(Uzhavar Sandhai ),2025-01-06,2228.1006071118823
tomato,Radaur APMC,2025-01-06,1365.3846153846157
tomato,Sarankul APMC,2025-01-06,1062.5
tomato,Kothamangalam Market,2025-01-06,2900.0
tomato,Singanallur(Uzhavar Sandhai ),2025-01-06,1971.0016835016836
tomato,Gudalur(Uzhavar Sandhai ),2025-01-06,2000.0
tomato,Mohamadabad APMC,2025-01-06,1230.9126984126983
tomato,PMY Kangra,2025-01-06,1797.6923076923076
tomato,Hinjilicut APMC,2025-01-06,2528.0866003510823
tomato,Mysuru APMC,2025-01-06,1137.7777777777778
tomato,Vadgaonpeth APMC,2025-01-06,998.2456140350876
tomato,Bodinayakanur(Uzhavar Sandhai ),2025-01-06,2183.425414364641
tomato,Sahiyapur APMC,2025-01-06,1213.55
tomato,Chutmalpur APMC,2025-01-06,1030.0653594771245
tomato,Warangal APMC,2025-01-06,1177.2277227722773
tomato,Bishalpur APMC,2025-01-06,1361.1830985915492
tomato,Hoshangabad(F&V) APMC,2025-01-06,1645.2606837606838
tomato,Dadri APMC,2025-01-06,1327.2727272727273
tomato,Samrala APMC,2025-01-06,2505.0
tomato,Sohela APMC,2025-01-06,2077.5280898876404
tomato,Bowenpally APMC,2025-01-06,939.6991901272656
tomato,Bonai APMC,2025-01-06,3315.7894736842104
tomato,Krishnagiri(Uzhavar Sandhai ),2025-01-06,1685.4587611791983
tomato,Palayam Market,2025-01-06,1517.5
tomato,Dindigul(Uzhavar Sandhai ),2025-01-06,1890.0709219858156
tomato,Bhilwara APMC,2025-01-06,550.0
tomato,Wazirganj APMC,2025-01-06,1344.7721179624666
tomato,Alangudi(Uzhavar Sandhai ),2025-01-06,2500.0
tomato,Sirhind APMC,2025-01-06,1447.142857142857
tomato,Gudimalkapur APMC,2025-01-06,600.0
tomato,Achalda APMC,2025-01-06,1182.2222222222222
tomato,Shadabad APMC,2025-01-06,721.4285714285714
tomato,Boxonagar,2025-01-06,3122.3021582733813
tomato,Morena APMC,2025-01-06,533.3333333333334
tomato,Manjeri Market,2025-01-06,2050.0
tomato,Kamakhyanagar APMC,2025-01-06,2000.0
tomato,Kharar APMC,2025-01-06,1732.673267326733
tomato,Rampur APMC,2025-01-06,1213.2575757575758
tomato,Boudh APMC,2025-01-06,3875.0
tomato,Mannar Market,2025-01-06,4400.0
tomato,Akluj APMC,2025-01-06,1245.6692913385828
tomato,Safidon APMC,2025-01-06,1014.8648648648648
tomato,Jaipur (F&V) APMC,2025-01-06,728.9969995713673
tomato,Gobichettipalayam(Uzhavar Sandhai ),2025-01-06,1945.0549450549447
tomato,Barwala(Hisar) APMC,2025-01-06,1028.735632183908
tomato,Bilsi APMC,2025-01-06,1346.111111111111
tomato,Dinanagar APMC,2025-01-06,2750.0
tomato,Chidambaram(Uzhavar Sandhai ),2025-01-06,2058.823529411765
tomato,Kulithalai(Uzhavar Sandhai ),2025-01-06,1914.5381526104416
tomato,Avallapalli(Uzhavar Sandhai ),2025-01-06,1458.1651376146783
tomato,Bhagta Bhai Ka APMC,2025-01-06,3039.9999999999995
tomato,Jawra(F&V) APMC,2025-01-06,1721.0526315789473
tomato,Awagarh APMC,2025-01-06,950.0
tomato,Prayagraj APMC,2025-01-06,1345.9541984732823
tomato,"Kalol(Veg,Market,Kalol) APMC",2025-01-06,1538.194444444444
tomato,Singampunari(Uzhavar Sandhai ),2025-01-06,2272.463768115942
tomato,Muzzafarnagar APMC,2025-01-06,1298.695652173913
tomato,Mansa(Manas Veg Yard) APMC,2025-01-06,1278.9473684210525
tomato,Hasthampatti(Uzhavar Sandhai ),2025-01-06,1772.7272727272727
tomato,Khariar APMC,2025-01-06,1602.1505376344085
tomato,Gopa APMC,2025-01-06,2600.0
tomato,Manjeswaram Market,2025-01-06,2300.0
tomato,Thalayolaparambu Market,2025-01-06,2775.438596491228
tomato,Thamarassery Market,2025-01-06,1499.9999999999998
tomato,Kalmeshwar APMC,2025-01-06,1016.7355371900824
tomato,Sahnewal APMC,2025-01-06,2499.9999999999995
tomato,Coochbehar APMC,2025-01-06,2720.4081632653065
tomato,Gorakhpur APMC,2025-01-06,943.3720930232558
tomato,Karur(Uzhavar Sandhai ),2025-01-06,2020.8333333333333
tomato,Chhachrauli APMC,2025-01-06,1400.0
tomato,Chhindwara(F&V) APMC,2025-01-06,
tomato,Cuddalore(Uzhavar Sandhai ),2025-01-06,1593.4210526315792
tomato,Kottarakkara Market,2025-01-06,3625.0
tomato,Pampady Market,2025-01-06,4900.0
tomato,Keelpennathur(Uzhavar Sandhai ),2025-01-06,2043.5897435897436
tomato,Doharighat APMC,2025-01-06,2392.1052631578946
tomato,Rudrapur APMC,2025-01-06,1380.6666666666667
tomato,Mannargudi II(Uzhavar Sandhai ),2025-01-06,1955.223880597015
tomato,Thammampatti (Uzhavar Sandhai ),2025-01-06,1784.375
tomato,Thuraiyur APMC,2025-01-06,2018.75
tomato,Dudhansadhan APMC,2025-01-06,2346.666666666667
tomato,Jakhal APMC,2025-01-06,1661.5384615384614
tomato,Gudiyatham(Uzhavar Sandhai ),2025-01-06,1765.2173913043475
tomato,Bassi APMC,2025-01-06,583.3333333333333
tomato,PMY Paonta Sahib,2025-01-06,2650.0
tomato,Periyakulam(Uzhavar Sandhai ),2025-01-06,2068.5810810810813
tomato,Mirzapur APMC,2025-01-06,808.4683098591549
tomato,Doddaballapur APMC,2025-01-06,1300.0
tomato,Athur(Uzhavar Sandhai ),2025-01-06,1742.9755872869648
tomato,Kendrapara APMC,2025-01-06,2750.0
tomato,Mathura APMC,2025-01-06,832.6344086021505
tomato,Bhadara APMC,2025-01-06,1729.0923076923077
tomato,Karvi APMC,2025-01-06,1186.1538461538462
tomato,Gingee(Uzhavar Sandhai ),2025-01-06,1500.0
tomato,Badwani(F&V) APMC,2025-01-06,659.090909090909
tomato,Sabalgarh(F&V) APMC,2025-01-06,470.8333333333333
tomato,Mustafabad APMC,2025-01-06,2850.0
tomato,Ankleshwar APMC,2025-01-06,1192.5925925925926
tomato,Kota (F&V) APMC,2025-01-06,623.0402419167249
tomato,Ambattur(Uzhavar Sandhai ),2025-01-06,2190.909090909091
tomato,Sohna APMC,2025-01-06,1382.5688073394494
tomato,Tulsipur APMC,2025-01-06,1470.5752212389382
tomato,Vankaner(Sub yard) APMC,2025-01-06,
tomato,Periyar Nagar(Uzhavar Sandhai ),2025-01-06,1675.0809061488674
tomato,NGO Colony(Uzhavar Sandhai ),2025-01-06,2450.877192982457
tomato,Hosur(Uzhavar Sandhai ),2025-01-06,1330.7366362451107
tomato,Cheyyar(Uzhavar Sandhai ),2025-01-06,1973.0769230769235
tomato,Parimpore Srinagar (F&V),2025-01-06,2662.5
tomato,Sangamner APMC,2025-01-06,708.1075268817204
tomato,Patran APMC,2025-01-06,1186.0176991150445
tomato,Chikkamagaluru APMC,2025-01-06,1426.7702702702702
tomato,Kallakurichi(Uzhavar Sandhai ),2025-01-06,1893.1129476584024
tomato,Jasra APMC,2025-01-06,1340.0
tomato,Khanna APMC,2025-01-06,1880.2469135802469
tomato,Damnagar APMC,2025-01-06,812.8205128205128
tomato,Panruti(Uzhavar Sandhai ),2025-01-06,1843.75
tomato,Bargarh(Barapalli) APMC,2025-01-06,
tomato,Sirsaganj APMC,2025-01-06,1087.5
tomato,Padra APMC,2025-01-06,1250.0
tomato,Amrawati(Frui & Veg. Market) APMC,2025-01-06,931.8766066838048
tomato,Roorkee APMC,2025-01-06,2933.333333333333
tomato,Godbhaga APMC,2025-01-06,1520.0
tomato,Rahata APMC,2025-01-06,729.6529968454258
tomato,Akluj APMC,2025-01-13,884.6153846153846
tomato,Keelpennathur(Uzhavar Sandhai ),2025-01-13,2025.8823529411768
tomato,Chinnamanur(Uzhavar Sandhai ),2025-01-13,1736.980306345733
tomato,Dera Bassi APMC,2025-01-13,1714.2857142857144
tomato,Krishnagiri(Uzhavar Sandhai ),2025-01-13,1620.466218885816
tomato,APMC Azadpur,2025-01-13,969.4037264945512
tomato,Sonepat APMC,2025-01-13,1058.4226911103424
tomato,Jaleswar APMC,2025-01-13,1800.0
tomato,"Anand(Veg,Yard,Anand) APMC",2025-01-13,750.0
tomato,Gurdaspur APMC,2025-01-13,2800.0
tomato,Jameenrayapettai(Uzhavar Sandhai ),2025-01-13,2333.333333333333
tomato,Ettumanoor Market,2025-01-13,3100.0
tomato,PMY Una,2025-01-13,2462.348178137652
tomato,Garh Shankar(Mahalpur) APMC,2025-01-13,2472.3076923076924
tomato,Vadaseri APMC,2025-01-13,2885.382059800664
tomato,Bowenpally APMC,2025-01-13,701.4306259934904
tomato,Adimali Market,2025-01-13,5000.0
tomato,Timarni(F&V) APMC,2025-01-13,948.3870967741934
tomato,Medavakkam(Uzhavar Sandhai ),2025-01-13,2083.428571428572
tomato,Harur(Uzhavar Sandhai ),2025-01-13,2000.0
tomato,Panposh APMC,2025-01-13,1967.005076142132
tomato,Sulur(Uzhavar Sandhai ),2025-01-13,2080.2547770700635
tomato,SMY Baijnath,2025-01-13,2023.076923076923
tomato,Dinanagar APMC,2025-01-13,2000.0
tomato,Palayam Market,2025-01-13,1571.25
tomato,Khed(Chakan) APMC,2025-01-13,937.8653113087674
tomato,Birbhum APMC,2025-01-13,1425.7510729613734
tomato,Ankleshwar APMC,2025-01-13,1041.9354838709678
tomato,Aluva Market,2025-01-13,2500.0
tomato,Jhansi APMC,2025-01-13,781.8018018018018
tomato,Dudhansadhan APMC,2025-01-13,2266.666666666667
tomato,Kondotty Market,2025-01-13,1780.0
tomato,Kasganj APMC,2025-01-13,840.7486631016043
tomato,Lalru APMC,2025-01-13,1328.571428571429
tomato,Ahirora APMC,2025-01-13,400.0
tomato,Pennagaram(Uzhavar Sandhai ),2025-01-13,1935.380507343124
tomato,Thirukalukundram(Uzhavar Sandhai ),2025-01-13,2663.265306122449
tomato,Sikanderabad APMC,2025-01-13,779.2372881355932
tomato,Baghapurana APMC,2025-01-13,2000.0
tomato,Bijaynagar APMC,2025-01-13,2450.0
tomato,Chattrapati Sambhajinagar APMC,2025-01-13,622.2596964586846
tomato,Nilagiri APMC,2025-01-13,1366.6666666666667
tomato,Padra APMC,2025-01-13,1078.798586572438
tomato,Powayan APMC,2025-01-13,1206.392251815981
tomato,Mysuru APMC,2025-01-13,1170.2702702702702
tomato,Lashkar(F&V) APMC,2025-01-13,
tomato,Polur(Uzhavar Sandhai ),2025-01-13,1861.0223642172523
tomato,SMY Nagrota Bagwan,2025-01-13,1926.3157894736844
tomato,Bodinayakanur(Uzhavar Sandhai ),2025-01-13,2238.961038961039
tomato,Virudhunagar(Uzhavar Sandhai ),2025-01-13,2290.243902439024
tomato,SMY Palampur,2025-01-13,1999.1666666666667
tomato,Attingal Market,2025-01-13,3493.150684931507
tomato,Kollam Market,2025-01-13,2383.870967741936
tomato,Mugrabaadshahpur APMC,2025-01-13,974.7916666666666
tomato,Panipat APMC,2025-01-13,965.7803468208092
tomato,Jhajjar APMC,2025-01-13,1391.891891891892
tomato,Kothamangalam Market,2025-01-13,2916.6666666666665
tomato,Taliparamba Market,2025-01-13,2000.0
tomato,Perambalur(Uzhavar Sandhai ),2025-01-13,2629.695431472081
tomato,Sooramangalam(Uzhavar Sandhai ),2025-01-13,2046.3493780421848
tomato,Barabanki APMC,2025-01-13,1763.2191780821918
tomato,Munnar Market,2025-01-13,2000.0
tomato,Srivilliputhur(Uzhavar Sandhai ),2025-01-13,2604.395604395604
tomato,Mannar Market,2025-01-13,3400.0
tomato,Falakata APMC,2025-01-13,1821.0526315789475
tomato,Tundla APMC,2025-01-13,769.4444444444445
tomato,Chamarajanagar APMC,2025-01-13,766.6666666666666
tomato,Samalkha APMC,2025-01-13,872.8070175438597
tomato,Hardoi APMC,2025-01-13,1105.3170731707316
tomato,Shamli APMC,2025-01-13,1319.5804195804196
tomato,Rudrapur APMC,2025-01-13,934.2696629213484
tomato,Jalore APMC,2025-01-13,1200.0
tomato,Amroha APMC,2025-01-13,914.03355704698
tomato,Dadri APMC,2025-01-13,1240.0
tomato,Haathras APMC,2025-01-13,775.5263157894736
tomato,Nanganallur(Uzhavar Sandhai ),2025-01-13,2026.1306532663316
tomato,Sitapur APMC,2025-01-13,1107.148148148148
tomato,SMY Jaisinghpur,2025-01-13,2089.285714285714
tomato,Jalaun APMC,2025-01-13,896.3636363636364
tomato,Mainpuri APMC,2025-01-13,754.670781893004
tomato,Goluwala APMC,2025-01-13,1800.0000000000002
tomato,Sahidngar APMC,2025-01-13,
tomato,Doraha APMC,2025-01-13,1747.2
tomato,Arcot(Uzhavar Sandhai ),2025-01-13,2018.6708860759493
tomato,Ernakulam Market,2025-01-13,3060.0
tomato,Karaikudi(Uzhavar Sandhai ),2025-01-13,2607.7738515901065
tomato,Pattamundai APMC,2025-01-13,2642.8571428571427
tomato,Roorkee APMC,2025-01-13,3000.0
tomato,Chhachrauli APMC,2025-01-13,1307.2463768115942
tomato,Needamangalam(Uzhavar Sandhai ),2025-01-13,2151.3513513513512
tomato,Ladwa APMC,2025-01-13,1229.032258064516
tomato,Kairana APMC,2025-01-13,1350.0
tomato,SMY Takoli,2025-01-13,2236.363636363636
tomato,Kangayam(Uzhavar Sandhai ),2025-01-13,1807.7348066298343
tomato,Ariyalur(Uzhavar Sandhai),2025-01-13,2955.1020408163263
tomato,Tauru APMC,2025-01-13,1000.0
tomato,Baripaal APMC,2025-01-13,826.0
tomato,Chhibramau APMC,2025-01-13,1170.8974358974358
tomato,Panvel APMC,2025-01-13,1885.9927470534903
tomato,RSPuram(Uzhavar Sandhai ),2025-01-13,2113.359964491789
tomato,Thalayolaparambu Market,2025-01-13,2800.0
tomato,Pundibari APMC,2025-01-13,
tomato,Denkanikottai(Uzhavar Sandhai ),2025-01-13,1721.5808170515097
tomato,Dharapuram(Uzhavar Sandhai ),2025-01-13,1453.6912751677853
tomato,Papanasam(Uzhavar Sandhai ),2025-01-13,2357.446808510638
tomato,Bilga APMC,2025-01-13,1983.3333333333337
tomato,Bangarmau APMC,2025-01-13,1109.3722943722944
tomato,Patan APMC,2025-01-13,1350.0
tomato,Chala Market,2025-01-13,2920.0
tomato,Balurghat APMC,2025-01-13,1800.0000000000002
tomato,Sampath Nagar(Uzhavar Sandhai ),2025-01-13,1751.444679351656
tomato,Khariar APMC,2025-01-13,1489.3805309734512
tomato,Gangoh APMC,2025-01-13,
tomato,Tiruppur (South) (Uzhavar Sandhai ),2025-01-13,1396.931514971835
tomato,Gurgaon APMC,2025-01-13,842.7585045469856
tomato,Etah APMC,2025-01-13,802.9016786570743
tomato,Ranipettai(Uzhavar Sandhai ),2025-01-13,2011.9205298013244
tomato,Alipurduar APMC,2025-01-13,2088.0
tomato,Ballabhgarh APMC,2025-01-13,942.857142857143
tomato,Udaipur (F&V) APMC,2025-01-13,842.4856674856675
tomato,Jabalpur(F&V) APMC,2025-01-13,
tomato,Lakhimpur APMC,2025-01-13,1081.889400921659
tomato,Shahzadpur APMC,2025-01-13,1454.0816326530612
tomato,Sangamner APMC,2025-01-13,632.1173708920188
tomato,Mayiladuthurai(Uzhavar Sandhai ),2025-01-13,2038.7096774193549
tomato,Chakdah APMC,2025-01-13,1682.0976491862568
tomato,Kalaburagi APMC,2025-01-13,372.7272727272728
tomato,Manjhanpur APMC,2025-01-13,1243.2108626198085
tomato,Baran APMC,2025-01-13,321.05263157894734
tomato,Gohana APMC,2025-01-13,958.3941605839416
tomato,Mukerian(Talwara) APMC,2025-01-13,1783.641975308642
tomato,Sangareddy APMC,2025-01-13,
tomato,Khatra APMC,2025-01-13,1330.8056872037912
tomato,Lalgudi(Uzhavar Sandhai ),2025-01-13,2054.2465753424653
tomato,Melur(Uzhavar Sandhai ),2025-01-13,2186.206896551724
tomato,Neyyatinkara Market,2025-01-13,3683.333333333333
tomato,NGO Colony(Uzhavar Sandhai ),2025-01-13,2777.777777777778
tomato,Ramnagar APMC,2025-01-13,812.5
tomato,Konch APMC,2025-01-13,1200.0
tomato,Sikar APMC,2025-01-13,752.1531100478469
tomato,Viralimalai(Uzhavar Sandhai ),2025-01-13,2415.094339622641
tomato,Muradabad APMC,2025-01-13,932.4620060790272
tomato,Karambakkudi(Uzhavar Sandhai ),2025-01-13,2325.0
tomato,Kambam(Uzhavar Sandhai ),2025-01-13,1904.0421792618629
tomato,Ahmedabad APMC,2025-01-13,1020.72673340749
tomato,Bhopal(F&V) APMC,2025-01-13,
tomato,Sealdah Koley Market APMC,2025-01-13,2165.6
tomato,Garbeta(Medinipur) APMC,2025-01-13,2057.3770491803275
tomato,Prayagraj APMC,2025-01-13,1407.2448979591836
tomato,Haridwar Union APMC,2025-01-13,878.2110091743119
tomato,Chelakkara Market,2025-01-13,4093.805309734513
tomato,Udupi APMC,2025-01-13,1321.875
tomato,Suratgarh APMC,2025-01-13,2100.0
tomato,"New Grain Market , Faridabad APMC",2025-01-13,1001.597932187721
tomato,Dehradoon APMC,2025-01-13,1101.4410561547045
tomato,Chorichora APMC,2025-01-13,2482.608695652174
tomato,Mirzapur APMC,2025-01-13,863.2978723404256
tomato,Srinivasapur APMC,2025-01-13,533.0
tomato,Palakkad Market,2025-01-13,2737.9310344827586
tomato,Pune(Moshi) APMC,2025-01-13,2263.8255033557048
tomato,Theni(Uzhavar Sandhai ),2025-01-13,2151.6833484986355
tomato,Hindol APMC,2025-01-13,1896.7213114754095
tomato,Karur(Uzhavar Sandhai ),2025-01-13,2208.437200383509
tomato,Lalitpur APMC,2025-01-13,828.2022471910112
tomato,Kanjangadu Market,2025-01-13,1759.1836734693877
tomato,Venkateswarnagar APMC,2025-01-13,600.0
tomato,Malout APMC,2025-01-13,1434.437689969605
tomato,Garh Shankar APMC,2025-01-13,2018.6046511627908
tomato,Ranaghat APMC,2025-01-13,1755.5732484076434
tomato,Gangarampur(Dakshin Dinajpur) APMC,2025-01-13,1265.0
tomato,Kotadwara APMC,2025-01-13,1664.935064935065
tomato,Quilandy Market,2025-01-13,1897.872340425532
tomato,Jagnair APMC,2025-01-13,1136.3636363636365
tomato,Khalilabad APMC,2025-01-13,1694.0
tomato,Muthupettai(Uzhavar Sandhai ),2025-01-13,2337.5
tomato,Sirsaganj APMC,2025-01-13,1100.0
tomato,Malerkotla APMC,2025-01-13,1200.0
tomato,Choubepur APMC,2025-01-13,1197.4242424242425
tomato,Gudimalkapur APMC,2025-01-13,563.412807389839
tomato,Partaval APMC,2025-01-13,868.021978021978
tomato,Melapalayam(Uzhavar Sandhai ),2025-01-13,2847.4576271186443
tomato,Dhand APMC,2025-01-13,1410.0000000000002
tomato,Chalakudy Market,2025-01-13,3533.333333333333
tomato,Barwala APMC,2025-01-13,1061.881188118812
tomato,Safdarganj APMC,2025-01-13,1272.1153846153843
tomato,Najibabad APMC,2025-01-13,1100.0
tomato,Achnera APMC,2025-01-13,768.0851063829789
tomato,Athirampuzha Market,2025-01-13,3250.0
tomato,Tiruppur (North) (Uzhavar Sandhai ),2025-01-13,1751.861471861472
tomato,Bassi APMC,2025-01-13,642.1052631578948
tomato,Etawah APMC,2025-01-13,1174.2686567164178
tomato,Bharuch APMC,2025-01-13,1349.5726495726497
tomato,Chavakkad Market,2025-01-13,3047.619047619048
tomato,Surat APMC,2025-01-13,1000.0
tomato,Gurusarai APMC,2025-01-13,821.8518518518518
tomato,Rewari APMC,2025-01-13,839.598108747045
tomato,Bareilly APMC,2025-01-13,1078.5012285012283
tomato,Morbi APMC,2025-01-13,1254.9019607843138
tomato,Velayuthampalayam(Uzhavar Sandhai ),2025-01-13,2144.444444444445
tomato,Keonjhar(Dhekikote) APMC,2025-01-13,2500.0
tomato,Bhadrak APMC,2025-01-13,
tomato,Sadhaura APMC,2025-01-13,1185.0877192982457
tomato,Mustafabad APMC,2025-01-13,2880.0
tomato,Balarampur APMC,2025-01-13,1117.5438596491229
tomato,Birmaharajpur APMC,2025-01-13,
tomato,Anchal Market,2025-01-13,3880.237154150197
tomato,Pukharayan APMC,2025-01-13,1165.428571428571
tomato,Jaunpur APMC,2025-01-13,975.112540192926
tomato,Tindivanam APMC,2025-01-13,1638.8768898488122
tomato,Bhanjanagar APMC,2025-01-13,1090.551181102362
tomato,Sahnewal APMC,2025-01-13,2375.0
tomato,Valangaiman APMC,2025-01-13,2327.2727272727275
tomato,Pune(Manjri) APMC,2025-01-13,819.6209912536443
tomato,Golagokarnath APMC,2025-01-13,1098.411214953271
tomato,Dahod(Veg. Market) APMC,2025-01-13,1000.0
tomato,Siwan APMC,2025-01-13,1254.3859649122808
tomato,Naraingarh APMC,2025-01-13,856.5759348766217
tomato,Parimpore Srinagar (F&V),2025-01-13,3216.25
tomato,Nautnava APMC,2025-01-13,934.0
tomato,Kanpur(Grain) APMC,2025-01-13,1212.3826714801444
tomato,Auraiya APMC,2025-01-13,1040.5128205128206
tomato,Awagarh APMC,2025-01-13,800.0
tomato,Aralamoodu Market,2025-01-13,3785.714285714286
tomato,Pattikonda APMC,2025-01-13,1200.0
