market_id,market,crop,state,district,lat,lon,geocode_level,zone_id,zone_market,zone_state,dist_km
785.0,Bardoli APMC,tomato,Gujarat,Surat,21.2094892,72.8317058,district,T5_Navsari,Navsari APMC,Gujarat,30.0
787.0,Talalagir APMC,tomato,Gujarat,Gir Somnath,20.9298181,70.7627578,district,T5_Navsari,Navsari APMC,Gujarat,222.3
789.0,Chhatarpur APMC,tomato,Madhya Pradesh,Chhatarpur,24.7606089,79.6781776,district,T4_Solan,Solan APMC,Himachal Pradesh,728.0
790.0,Mhow APMC,tomato,Madhya Pradesh,Indore,22.7203616,75.8681996,district,T5_Navsari,Navsari APMC,Gujarat,364.0
793.0,Lalru APMC,tomato,Punjab,Mohali,30.6908804,76.7114879,district,T4_Solan,Solan APMC,Himachal Pradesh,45.4
794.0,Morinda APMC,tomato,Punjab,Ropar (Rupnagar),30.9688367,76.526088,district,T4_Solan,Solan APMC,Himachal Pradesh,56.8
795.0,Fatehpur APMC,tomato,Uttar Pradesh,Fatehpur,25.8348023,80.9154547,district,T4_Solan,Solan APMC,Himachal Pradesh,675.1
796.0,Auraiya APMC,tomato,Uttar Pradesh,Auraiya,26.6558215,79.5160757,district,T4_Solan,Solan APMC,Himachal Pradesh,527.1
797.0,Mahoba APMC,tomato,Uttar Pradesh,Mahoba,25.3615938,79.706011,district,T4_Solan,Solan APMC,Himachal Pradesh,666.5
799.0,Ramkrishanpur(Howrah) APMC,tomato,West Bengal,Howrah,22.5736296,88.3251045,district,T2_Madanapalle,Madanapalle APMC,Andhra Pradesh,1442.8
807.0,Tohana APMC,tomato,Haryana,Fatehabad,29.5359209,75.5752901,district,T4_Solan,Solan APMC,Himachal Pradesh,212.3
812.0,Nongpoh (R-Bhoi) APMC,tomato,Meghalaya,Nongpoh (R-Bhoi),25.8989839,91.8812907,district,T4_Solan,Solan APMC,Himachal Pradesh,1546.0
813.0,Sangamner APMC,tomato,Maharashtra,Ahilyanagar,19.092952,74.7493451,district,T3_Nashik_Tomato,Nashik APMC,Maharashtra,142.2
816.0,Firozabad APMC,tomato,Uttar Pradesh,Firozabad,27.1941954,78.4604956,district,T4_Solan,Solan APMC,Himachal Pradesh,432.7
817.0,Dinhata APMC,tomato,West Bengal,Coochbehar,26.340623,89.4812163,district,T4_Solan,Solan APMC,Himachal Pradesh,1308.2
819.0,Toofanganj APMC,tomato,West Bengal,Coochbehar,26.340623,89.4812163,district,T4_Solan,Solan APMC,Himachal Pradesh,1308.2
820.0,Ghatal APMC,tomato,West Bengal,Medinipur(W),22.4256204,87.3196353,district,T2_Madanapalle,Madanapalle APMC,Andhra Pradesh,1356.8
821.0,Champadanga APMC,tomato,West Bengal,Hooghly,22.9099402,88.0120825,district,T4_Solan,Solan APMC,Himachal Pradesh,1397.6
823.0,Udupi APMC,tomato,Karnataka,Udupi,13.5269784,74.8731879,district,T1_Kolar,Kolar APMC,Karnataka,355.2
837.0,Anantapur APMC,tomato,Andhra Pradesh,Ananthapuramu,14.0126989,78.4180222,district,T2_Madanapalle,Madanapalle APMC,Andhra Pradesh,52.2
838.0,Visakhapatnam APMC,tomato,Andhra Pradesh,Visakhapatnam,17.6935526,83.2921297,district,T2_Madanapalle,Madanapalle APMC,Andhra Pradesh,689.3
840.0,Asifabad APMC,tomato,Telangana,Adilabad,19.6759452,78.5339895,district,T3_Nashik_Tomato,Nashik APMC,Maharashtra,497.5
858.0,Chennur APMC,tomato,Telangana,Mancherial,18.9812967,79.5198096,district,T3_Nashik_Tomato,Nashik APMC,Maharashtra,611.1
875.0,Gajwel APMC,tomato,Telangana,Medak,17.9375095,78.211745,district,T2_Madanapalle,Madanapalle APMC,Andhra Pradesh,488.8
892.0,Ibrahimputnam APMC,tomato,Telangana,Ranga Reddy,17.1333954,78.3970979,district,T2_Madanapalle,Madanapalle APMC,Andhra Pradesh,398.6
894.0,Ichapuram APMC,tomato,Andhra Pradesh,Srikakulam,18.2949307,83.8938844,district,T2_Madanapalle,Madanapalle APMC,Andhra Pradesh,781.3
899.0,Jainath APMC,tomato,Telangana,Adilabad,19.6759452,78.5339895,district,T3_Nashik_Tomato,Nashik APMC,Maharashtra,497.5
907.0,Kalwakurthy APMC,tomato,Telangana,Mahbubnagar,16.7434538,77.9923191,district,T2_Madanapalle,Madanapalle APMC,Andhra Pradesh,359.2
930.0,Kuppam APMC,tomato,Andhra Pradesh,Chittor,13.2178147,79.0929361,district,T2_Madanapalle,Madanapalle APMC,Andhra Pradesh,73.8
934.0,Luxettipet APMC,tomato,Telangana,Mancherial,18.9812967,79.5198096,district,T3_Nashik_Tomato,Nashik APMC,Maharashtra,611.1
938.0,Madanapalli APMC,tomato,Andhra Pradesh,Annamayya,13.7883575,78.6346286,district,T2_Madanapalle,Madanapalle APMC,Andhra Pradesh,30.1
941.0,Madnoor APMC,tomato,Telangana,Nizamabad,18.6731912,78.0978195,district,T3_Nashik_Tomato,Nashik APMC,Maharashtra,475.4
945.0,Mancherial APMC,tomato,Telangana,Mancherial,18.9812967,79.5198096,district,T3_Nashik_Tomato,Nashik APMC,Maharashtra,611.1
984.0,Parvathipuram APMC,tomato,Andhra Pradesh,Parvathipuram Manyam,18.7514985,83.5487473,district,T2_Madanapalle,Madanapalle APMC,Andhra Pradesh,790.4
987.0,Pattikonda APMC,tomato,Andhra Pradesh,Kurnool,15.8309251,78.0425373,district,T2_Madanapalle,Madanapalle APMC,Andhra Pradesh,258.4
990.0,Piler APMC,tomato,Andhra Pradesh,Annamayya,13.7883575,78.6346286,district,T2_Madanapalle,Madanapalle APMC,Andhra Pradesh,30.1
999.0,Punganur APMC,tomato,Andhra Pradesh,Annamayya,13.7883575,78.6346286,district,T2_Madanapalle,Madanapalle APMC,Andhra Pradesh,30.1
1019.0,Shankarapally APMC,tomato,Telangana,Ranga Reddy,17.1333954,78.3970979,district,T2_Madanapalle,Madanapalle APMC,Andhra Pradesh,398.6
1048.0,Venkateswarnagar APMC,tomato,Telangana,Nalgonda,17.0504406,79.2669235,district,T2_Madanapalle,Madanapalle APMC,Andhra Pradesh,397.7
1049.0,Vijayawada APMC,tomato,Andhra Pradesh,NTR,16.8169118,80.2502299,district,T2_Madanapalle,Madanapalle APMC,Andhra Pradesh,408.8
1061.0,Udumalpet APMC,tomato,Tamil Nadu,Coimbatore,11.0018115,76.9628425,district,T1_Kolar,Kolar APMC,Karnataka,269.5
1069.0,Polur(Thiruvannamalai) APMC,tomato,Tamil Nadu,Thiruvannamalai,9.539867,77.6197904,district,T1_Kolar,Kolar APMC,Karnataka,404.1
1070.0,Haldwani APMC,tomato,Uttarakhand,Nanital,30.0668,79.0193,state,T4_Solan,Solan APMC,Himachal Pradesh,204.7
1071.0,Haridwar Union APMC,tomato,Uttarakhand,Haridwar,29.9384473,78.1452985,district,T4_Solan,Solan APMC,Himachal Pradesh,145.8
1072.0,Ramnagar APMC,tomato,Uttarakhand,Nanital,30.0668,79.0193,state,T4_Solan,Solan APMC,Himachal Pradesh,204.7
1073.0,Roorkee APMC,tomato,Uttarakhand,Haridwar,29.9384473,78.1452985,district,T4_Solan,Solan APMC,Himachal Pradesh,145.8
1074.0,Kotadwara APMC,tomato,Uttarakhand,Garhwal (Pauri),30.2221746,78.7707901,district,T4_Solan,Solan APMC,Himachal Pradesh,175.6
1075.0,Bazpur APMC,tomato,Uttarakhand,Udhamsinghnagar,30.0668,79.0193,state,T4_Solan,Solan APMC,Himachal Pradesh,204.7
1077.0,Manglaur APMC,tomato,Uttarakhand,Haridwar,29.9384473,78.1452985,district,T4_Solan,Solan APMC,Himachal Pradesh,145.8
1078.0,Gudimalkapur APMC,tomato,Telangana,Hyderabad,17.360589,78.4740613,district,T2_Madanapalle,Madanapalle APMC,Andhra Pradesh,423.7
1079.0,Gohana APMC,tomato,Haryana,Sonipat,28.9953758,77.0233627,district,T4_Solan,Solan APMC,Himachal Pradesh,212.5
1080.0,Anyara(EEC) Market,tomato,Keralam,Thiruvananthapuram,8.4882267,76.947551,district,T1_Kolar,Kolar APMC,Karnataka,533.1
1081.0,Thodupuzha Market,tomato,Keralam,Idukki,9.8154785,76.9991599,district,T1_Kolar,Kolar APMC,Karnataka,389.6
1083.0,Dhamnod APMC,tomato,Madhya Pradesh,Dhar,22.5786572,75.2258637,district,T5_Navsari,Navsari APMC,Gujarat,300.7
1085.0,Jaora APMC,tomato,Madhya Pradesh,Ratlam,23.50222,74.9551534,district,T5_Navsari,Navsari APMC,Gujarat,354.0
1091.0,Sendhwa APMC,tomato,Madhya Pradesh,Badwani,18.8240919,76.7136454,district_only,T3_Nashik_Tomato,Nashik APMC,Maharashtra,333.2
1096.0,Nawada APMC,tomato,Bihar,Nawada,24.8173249,85.5179085,district,T4_Solan,Solan APMC,Himachal Pradesh,1067.1
1104.0,K.Mandvi APMC,tomato,Gujarat,Kachchh,23.583333,70.0,district,T5_Navsari,Navsari APMC,Gujarat,418.5
1108.0,Ambala Cantt. APMC,tomato,Haryana,Ambala,30.3843674,76.770421,district,T4_Solan,Solan APMC,Himachal Pradesh,66.7
1109.0,Ch. Dadri APMC,tomato,Haryana,Bhiwani,28.7931703,76.1391283,district,T4_Solan,Solan APMC,Himachal Pradesh,253.0
1110.0,Ballabhgarh APMC,tomato,Haryana,Faridabad,28.4031478,77.3105561,district,T4_Solan,Solan APMC,Himachal Pradesh,278.8
1111.0,Sohna APMC,tomato,Haryana,Gurgaon,28.4646148,77.0299194,district,T4_Solan,Solan APMC,Himachal Pradesh,271.4
1112.0,Hansi APMC,tomato,Haryana,Hissar,29.8222115,76.4209375,district,T4_Solan,Solan APMC,Himachal Pradesh,137.6
1113.0,Mohindergarh APMC,tomato,Haryana,Mahendragarh-Narnaul,28.0530574,76.1136303,district,T4_Solan,Solan APMC,Himachal Pradesh,331.6
1115.0,Dadengiri APMC,tomato,Meghalaya,West Garo Hills,25.6065343,90.2038335,district,T4_Solan,Solan APMC,Himachal Pradesh,1409.4
1116.0,Tura APMC,tomato,Meghalaya,West Garo Hills,25.6065343,90.2038335,district,T4_Solan,Solan APMC,Himachal Pradesh,1409.4
1122.0,Bampada APMC,tomato,Odisha,Balasore,21.5006421,86.919884,district,T2_Madanapalle,Madanapalle APMC,Andhra Pradesh,1255.5
1123.0,Jatni APMC,tomato,Odisha,Khurda,20.1531141,85.7076331,district,T2_Madanapalle,Madanapalle APMC,Andhra Pradesh,1061.2
1124.0,Bahadajholla APMC,tomato,Odisha,Nayagarh,20.2393682,85.050728,district,T2_Madanapalle,Madanapalle APMC,Andhra Pradesh,1018.8
1125.0,Panposh APMC,tomato,Odisha,Sundergarh,22.1172081,84.0200982,district,T3_Nashik_Tomato,Nashik APMC,Maharashtra,1087.2
1127.0,Goniana APMC,tomato,Punjab,Bhatinda,30.206791,74.9463699,district,T4_Solan,Solan APMC,Himachal Pradesh,221.8
1128.0,Sirhind APMC,tomato,Punjab,Fatehgarh,31.6610527,74.9764967,district,T4_Solan,Solan APMC,Himachal Pradesh,220.1
1129.0,Shahkot APMC,tomato,Punjab,Jalandhar,31.2922312,75.5678878,district,T4_Solan,Solan APMC,Himachal Pradesh,153.6
1130.0,Mansa APMC,tomato,Punjab,Mansa,29.8764133,75.4889564,district,T4_Solan,Solan APMC,Himachal Pradesh,193.5
1131.0,Sardulgarh APMC,tomato,Punjab,Mansa,29.8764133,75.4889564,district,T4_Solan,Solan APMC,Himachal Pradesh,193.5
1132.0,Madanganj Kishangarh APMC,tomato,Rajasthan,Ajmer,26.4691,74.639,district,T4_Solan,Solan APMC,Himachal Pradesh,549.2
1133.0,Hindoun APMC,tomato,Rajasthan,Karauli,26.5158329,77.0565965,district,T4_Solan,Solan APMC,Himachal Pradesh,488.0
1134.0,Sumerpur APMC,tomato,Rajasthan,Pali,25.4552211,73.419389,district,T5_Navsari,Navsari APMC,Gujarat,504.0
1136.0,Padampur APMC,tomato,Rajasthan,Ganganagar,25.9061389,76.4815499,district,T4_Solan,Solan APMC,Himachal Pradesh,559.2
1138.0,Bijnaur APMC,tomato,Uttar Pradesh,Bijnor,29.4074203,78.4821406,district,T4_Solan,Solan APMC,Himachal Pradesh,212.0
1139.0,Kasganj APMC,tomato,Uttar Pradesh,Kasganj,27.7888527,78.8229701,district,T4_Solan,Solan APMC,Himachal Pradesh,383.9
1140.0,Amroha APMC,tomato,Uttar Pradesh,Amroha,28.7952632,78.3436244,district,T4_Solan,Solan APMC,Himachal Pradesh,262.7
1141.0,Pukharayan APMC,tomato,Uttar Pradesh,Kanpur Dehat,26.4585639,79.8548052,district,T4_Solan,Solan APMC,Himachal Pradesh,561.8
1142.0,Kosikalan APMC,tomato,Uttar Pradesh,Mathura,27.4955539,77.6855554,district,T4_Solan,Solan APMC,Himachal Pradesh,383.1
1143.0,Unnao APMC,tomato,Uttar Pradesh,Unnao,26.5673264,80.6198193,district,T4_Solan,Solan APMC,Himachal Pradesh,590.9
1146.0,Bilimora APMC,tomato,Gujarat,Navsari,20.952407,72.9323831,district,T5_Navsari,Navsari APMC,Gujarat,3.1
1147.0,Padra APMC,tomato,Gujarat,Vadodara(Baroda),22.3108115,73.1657755,district,T5_Navsari,Navsari APMC,Gujarat,154.0
1193.0,"Kukatpally,RBZ APMC",tomato,Telangana,Ranga Reddy,17.1333954,78.3970979,district,T2_Madanapalle,Madanapalle APMC,Andhra Pradesh,398.6
1198.0,"Ramakrisnapuram,RBZ APMC",tomato,Telangana,Ranga Reddy,17.1333954,78.3970979,district,T2_Madanapalle,Madanapalle APMC,Andhra Pradesh,398.6
1202.0,Sangareddy APMC,tomato,Telangana,Medak,17.9375095,78.211745,district,T2_Madanapalle,Madanapalle APMC,Andhra Pradesh,488.8
1214.0,Tindivanam APMC,tomato,Tamil Nadu,Villupuram,11.9398285,79.4945645,district,T1_Kolar,Kolar APMC,Karnataka,199.1
1215.0,Sangarapuram APMC,tomato,Tamil Nadu,Villupuram,11.9398285,79.4945645,district,T1_Kolar,Kolar APMC,Karnataka,199.1
1216.0,Kallakurichi APMC,tomato,Tamil Nadu,Villupuram,11.9398285,79.4945645,district,T1_Kolar,Kolar APMC,Karnataka,199.1
1217.0,Panruti APMC,tomato,Tamil Nadu,Cuddalore,11.5202071,79.3396356,district,T1_Kolar,Kolar APMC,Karnataka,222.7
1218.0,Tiruthuraipoondi APMC,tomato,Tamil Nadu,Thiruvarur,10.6878621,79.4979437,district,T1_Kolar,Kolar APMC,Karnataka,310.4
1226.0,Multai APMC,tomato,Madhya Pradesh,Betul,21.8797472,77.8753651,district,T3_Nashik_Tomato,Nashik APMC,Maharashtra,473.1
1227.0,Kukshi APMC,tomato,Madhya Pradesh,Dhar,22.5786572,75.2258637,district,T5_Navsari,Navsari APMC,Gujarat,300.7
1229.0,Petlawad APMC,tomato,Madhya Pradesh,Jhabua,22.8869652,74.7243249,district,T5_Navsari,Navsari APMC,Gujarat,286.0
1230.0,Sanawad APMC,tomato,Madhya Pradesh,Khargone,21.9544729,75.7521248,district,T3_Nashik_Tomato,Nashik APMC,Maharashtra,298.1
1241.0,Deori APMC,tomato,Madhya Pradesh,Sagar,23.8083076,78.758254,district,T3_Nashik_Tomato,Nashik APMC,Maharashtra,664.9
1253.0,Dhoraji APMC,tomato,Gujarat,Rajkot,22.3053263,70.8028377,district,T5_Navsari,Navsari APMC,Gujarat,264.4
1259.0,Mundra APMC,tomato,Gujarat,Kachchh,23.583333,70.0,district,T5_Navsari,Navsari APMC,Gujarat,418.5
1262.0,Siddhpur APMC,tomato,Gujarat,Patan,23.773753,71.6798581,district,T5_Navsari,Navsari APMC,Gujarat,338.5
1267.0,Jhalod APMC,tomato,Gujarat,Dahod,22.9194099,74.1342725,district,T5_Navsari,Navsari APMC,Gujarat,253.4
1273.0,Navsari APMC,tomato,Gujarat,Navsari,20.952407,72.9323831,district,T5_Navsari,Navsari APMC,Gujarat,3.1
1275.0,Kapadvanj APMC,tomato,Gujarat,Kheda,22.8532503,72.9953586,district,T5_Navsari,Navsari APMC,Gujarat,212.1
1283.0,Kopargaon APMC,tomato,Maharashtra,Ahilyanagar,19.092952,74.7493451,district,T3_Nashik_Tomato,Nashik APMC,Maharashtra,142.2
1287.0,Shrirampur APMC,tomato,Maharashtra,Ahilyanagar,19.092952,74.7493451,district,T3_Nashik_Tomato,Nashik APMC,Maharashtra,142.2
1290.0,Bhusaval APMC,tomato,Maharashtra,Jalgaon,20.8428827,75.5261246,district,T3_Nashik_Tomato,Nashik APMC,Maharashtra,203.9
1300.0,Dindori APMC,tomato,Maharashtra,Nashik,20.0112475,73.7902364,district,T3_Nashik_Tomato,Nashik APMC,Maharashtra,1.5
1304.0,Vadgaonpeth APMC,tomato,Maharashtra,Kolhapur,16.7028412,74.2405329,district,T3_Nashik_Tomato,Nashik APMC,Maharashtra,369.4
1306.0,Junnar APMC,tomato,Maharashtra,Pune,18.5213738,73.8545071,district,T3_Nashik_Tomato,Nashik APMC,Maharashtra,164.3
1308.0,Islampur APMC,tomato,Maharashtra,Sangli,17.1726928,74.5867654,district,T3_Nashik_Tomato,Nashik APMC,Maharashtra,325.1
1310.0,Karad APMC,tomato,Maharashtra,Satara,17.6361289,74.2982781,district,T3_Nashik_Tomato,Nashik APMC,Maharashtra,268.0
1312.0,Phaltan APMC,tomato,Maharashtra,Satara,17.6361289,74.2982781,district,T3_Nashik_Tomato,Nashik APMC,Maharashtra,268.0
1313.0,Satara APMC,tomato,Maharashtra,Satara,17.6361289,74.2982781,district,T3_Nashik_Tomato,Nashik APMC,Maharashtra,268.0
1314.0,Vaduj APMC,tomato,Maharashtra,Satara,17.6361289,74.2982781,district,T3_Nashik_Tomato,Nashik APMC,Maharashtra,268.0
1315.0,Vai APMC,tomato,Maharashtra,Satara,17.6361289,74.2982781,district,T3_Nashik_Tomato,Nashik APMC,Maharashtra,268.0
1318.0,Mangal Wedha APMC,tomato,Maharashtra,Solapur,17.8499067,75.2763203,district,T3_Nashik_Tomato,Nashik APMC,Maharashtra,285.4
1322.0,Vaijpur APMC,tomato,Maharashtra,Chattrapati Sambhajinagar,19.7515,75.7139,state,T3_Nashik_Tomato,Nashik APMC,Maharashtra,203.1
1355.0,Kalmeshwar APMC,tomato,Maharashtra,Nagpur,21.1498134,79.0820556,district,T3_Nashik_Tomato,Nashik APMC,Maharashtra,565.6
1372.0,Bijaynagar APMC,tomato,Rajasthan,Beawar,26.1070559,74.3128424,district,T5_Navsari,Navsari APMC,Gujarat,591.4
1374.0,Kekri APMC,tomato,Rajasthan,Ajmer,26.4691,74.639,district,T4_Solan,Solan APMC,Himachal Pradesh,549.2
1377.0,Bayana APMC,tomato,Rajasthan,Bharatpur,27.0246959,77.2920116,district,T4_Solan,Solan APMC,Himachal Pradesh,431.8
1379.0,Nadwai APMC,tomato,Rajasthan,Bharatpur,27.0246959,77.2920116,district,T4_Solan,Solan APMC,Himachal Pradesh,431.8
1385.0,Sujangarh APMC,tomato,Rajasthan,Churu,28.2047781,74.6912996,district,T4_Solan,Solan APMC,Himachal Pradesh,381.0
1386.0,Bhadara APMC,tomato,Rajasthan,Hanumangarh,29.3659533,74.298429,district,T4_Solan,Solan APMC,Himachal Pradesh,320.5
1387.0,Goluwala APMC,tomato,Rajasthan,Hanumangarh,29.3659533,74.298429,district,T4_Solan,Solan APMC,Himachal Pradesh,320.5
1388.0,Nohar APMC,tomato,Rajasthan,Hanumangarh,29.3659533,74.298429,district,T4_Solan,Solan APMC,Himachal Pradesh,320.5
1389.0,Rawatsar APMC,tomato,Rajasthan,Hanumangarh,29.3659533,74.298429,district,T4_Solan,Solan APMC,Himachal Pradesh,320.5
1390.0,Sadulshahar APMC,tomato,Rajasthan,Ganganagar,25.9061389,76.4815499,district,T4_Solan,Solan APMC,Himachal Pradesh,559.2
1391.0,Suratgarh APMC,tomato,Rajasthan,Ganganagar,25.9061389,76.4815499,district,T4_Solan,Solan APMC,Himachal Pradesh,559.2
1393.0,Kotputli APMC,tomato,Rajasthan,Kotputli- Behror,27.7154932,76.2639082,district,T4_Solan,Solan APMC,Himachal Pradesh,364.1
1395.0,Balotra APMC,tomato,Rajasthan,Balotra,25.8300564,72.2470946,district,T5_Navsari,Navsari APMC,Gujarat,547.0
1396.0,Bhinmal APMC,tomato,Rajasthan,Jalore,25.2093482,72.3178889,district,T5_Navsari,Navsari APMC,Gujarat,477.6
1399.0,Sojat Road APMC,tomato,Rajasthan,Pali,25.4552211,73.419389,district,T5_Navsari,Navsari APMC,Gujarat,504.0
1407.0,Neem Ka Thana APMC,tomato,Rajasthan,Sikar,27.6624156,75.0279971,district,T4_Solan,Solan APMC,Himachal Pradesh,413.5
1416.0,Chittorgarh APMC,tomato,Rajasthan,Chittorgarh,24.7171578,74.4718129,district,T5_Navsari,Navsari APMC,Gujarat,448.9
1418.0,Rajsamand APMC,tomato,Rajasthan,Rajsamand,25.2892459,73.8241077,district,T5_Navsari,Navsari APMC,Gujarat,491.9
1421.0,Bhucho APMC,tomato,Punjab,Bhatinda,30.206791,74.9463699,district,T4_Solan,Solan APMC,Himachal Pradesh,221.8
1422.0,Maur APMC,tomato,Punjab,Bhatinda,30.206791,74.9463699,district,T4_Solan,Solan APMC,Himachal Pradesh,221.8
1424.0,Jaitu APMC,tomato,Punjab,Faridkot,30.6014507,74.7950176,district,T4_Solan,Solan APMC,Himachal Pradesh,224.4
1425.0,Sadiq APMC,tomato,Punjab,Faridkot,30.6014507,74.7950176,district,T4_Solan,Solan APMC,Himachal Pradesh,224.4
1426.0,Makhu APMC,tomato,Punjab,Ferozpur,30.4002579,74.0327747,district,T4_Solan,Solan APMC,Himachal Pradesh,300.3
1427.0,Zira APMC,tomato,Punjab,Ferozpur,30.4002579,74.0327747,district,T4_Solan,Solan APMC,Himachal Pradesh,300.3
1428.0,Dinanagar APMC,tomato,Punjab,Gurdaspur,31.9037264,75.2275587,district,T4_Solan,Solan APMC,Himachal Pradesh,210.9
1429.0,Quadian APMC,tomato,Punjab,Gurdaspur,31.9037264,75.2275587,district,T4_Solan,Solan APMC,Himachal Pradesh,210.9
1430.0,Dhariwal APMC,tomato,Punjab,Gurdaspur,31.9037264,75.2275587,district,T4_Solan,Solan APMC,Himachal Pradesh,210.9
1431.0,Sri Har Gobindpur APMC,tomato,Punjab,Gurdaspur,31.9037264,75.2275587,district,T4_Solan,Solan APMC,Himachal Pradesh,210.9
1432.0,Dasuya APMC,tomato,Punjab,Hoshiarpur,31.6092942,75.8459754,district,T4_Solan,Solan APMC,Himachal Pradesh,144.0
1433.0,Garh Shankar APMC,tomato,Punjab,Hoshiarpur,31.6092942,75.8459754,district,T4_Solan,Solan APMC,Himachal Pradesh,144.0
1434.0,Tanda Urmur APMC,tomato,Punjab,Hoshiarpur,31.6092942,75.8459754,district,T4_Solan,Solan APMC,Himachal Pradesh,144.0
1435.0,Adampur APMC,tomato,Punjab,Jalandhar,31.2922312,75.5678878,district,T4_Solan,Solan APMC,Himachal Pradesh,153.6
1436.0,Bhogpur APMC,tomato,Punjab,Jalandhar,31.2922312,75.5678878,district,T4_Solan,Solan APMC,Himachal Pradesh,153.6
1437.0,Goraya APMC,tomato,Punjab,Jalandhar,31.2922312,75.5678878,district,T4_Solan,Solan APMC,Himachal Pradesh,153.6
1438.0,Lohian Khas APMC,tomato,Punjab,Jalandhar,31.2922312,75.5678878,district,T4_Solan,Solan APMC,Himachal Pradesh,153.6
1439.0,Bhulath APMC,tomato,Punjab,Kapurthala,31.3856476,75.3053304,district,T4_Solan,Solan APMC,Himachal Pradesh,180.5
1441.0,Doraha APMC,tomato,Punjab,Ludhiana,30.9090157,75.851601,district,T4_Solan,Solan APMC,Himachal Pradesh,120.7
1443.0,Ludhiana APMC,tomato,Punjab,Ludhiana,30.9090157,75.851601,district,T4_Solan,Solan APMC,Himachal Pradesh,120.7
1444.0,Machhiwara APMC,tomato,Punjab,Ludhiana,30.9090157,75.851601,district,T4_Solan,Solan APMC,Himachal Pradesh,120.7
1446.0,Sahnewal APMC,tomato,Punjab,Ludhiana,30.9090157,75.851601,district,T4_Solan,Solan APMC,Himachal Pradesh,120.7
1448.0,Dharamkot APMC,tomato,Punjab,Moga,30.7877554,75.159359,district,T4_Solan,Solan APMC,Himachal Pradesh,187.3
1449.0,Nihal Singh Wala APMC,tomato,Punjab,Moga,30.7877554,75.159359,district,T4_Solan,Solan APMC,Himachal Pradesh,187.3
1452.0,Bariwala APMC,tomato,Punjab,Muktsar,30.4692,74.5182,district,T4_Solan,Solan APMC,Himachal Pradesh,253.1
1453.0,Balachaur APMC,tomato,Punjab,Nawanshahr,31.126969,76.1598988,district,T4_Solan,Solan APMC,Himachal Pradesh,94.5
1454.0,Banga APMC,tomato,Punjab,Nawanshahr,31.126969,76.1598988,district,T4_Solan,Solan APMC,Himachal Pradesh,94.5
1456.0,Rajpura APMC,tomato,Punjab,Patiala,30.2092778,76.3397231,district,T4_Solan,Solan APMC,Himachal Pradesh,107.3
1457.0,Chamkaur Sahib APMC,tomato,Punjab,Ropar (Rupnagar),30.9688367,76.526088,district,T4_Solan,Solan APMC,Himachal Pradesh,56.8
1458.0,Kharar APMC,tomato,Punjab,Mohali,30.6908804,76.7114879,district,T4_Solan,Solan APMC,Himachal Pradesh,45.4
1459.0,Kurali APMC,tomato,Punjab,Mohali,30.6908804,76.7114879,district,T4_Solan,Solan APMC,Himachal Pradesh,45.4
1460.0,Ahmedgarh APMC,tomato,Punjab,Sangrur,30.135717,75.8533326,district,T4_Solan,Solan APMC,Himachal Pradesh,148.2
1461.0,Khanauri APMC,tomato,Punjab,Sangrur,30.135717,75.8533326,district,T4_Solan,Solan APMC,Himachal Pradesh,148.2
1462.0,Moonak APMC,tomato,Punjab,Sangrur,30.135717,75.8533326,district,T4_Solan,Solan APMC,Himachal Pradesh,148.2
1463.0,Tapa APMC,tomato,Punjab,Barnala,30.3716802,75.5039887,district,T4_Solan,Solan APMC,Himachal Pradesh,165.3
1464.0,Bassi Pathana APMC,tomato,Punjab,Fatehgarh,31.6610527,74.9764967,district,T4_Solan,Solan APMC,Himachal Pradesh,220.1
1466.0,Khamano APMC,tomato,Punjab,Fatehgarh,31.6610527,74.9764967,district,T4_Solan,Solan APMC,Himachal Pradesh,220.1
1467.0,Kanchipuram APMC,tomato,Tamil Nadu,Kancheepuram,12.8796052,79.7042762,district,T2_Madanapalle,Madanapalle APMC,Andhra Pradesh,150.0
1469.0,Vellore APMC,tomato,Tamil Nadu,Vellore,12.9021849,79.061104,district,T2_Madanapalle,Madanapalle APMC,Andhra Pradesh,94.1
1470.0,Thiruvannamalai APMC,tomato,Tamil Nadu,Thiruvannamalai,9.539867,77.6197904,district,T1_Kolar,Kolar APMC,Karnataka,404.1
1472.0,Dharampuri APMC,tomato,Tamil Nadu,Dharmapuri,12.1456131,78.1132217,district,T1_Kolar,Kolar APMC,Karnataka,110.5
1473.0,Theni APMC,tomato,Tamil Nadu,Theni,9.8692558,77.4222974,district,T1_Kolar,Kolar APMC,Karnataka,371.7
1474.0,Dindigul APMC,tomato,Tamil Nadu,Dindigul,10.4256896,77.815664,district,T1_Kolar,Kolar APMC,Karnataka,303.7
1475.0,Ramanathapuram APMC,tomato,Tamil Nadu,Ramanathapuram,9.5205576,78.5184635,district,T1_Kolar,Kolar APMC,Karnataka,404.6
1477.0,Mokama APMC,tomato,Bihar,Patna,25.6093239,85.1235252,district,T4_Solan,Solan APMC,Himachal Pradesh,980.1
1478.0,Jehanabad APMC,tomato,Bihar,Jehanabad,25.1529579,85.0065043,district,T4_Solan,Solan APMC,Himachal Pradesh,1003.8
1479.0,Arwal APMC,tomato,Bihar,Arwal,25.1812832,84.6596648,district,T4_Solan,Solan APMC,Himachal Pradesh,975.7
