crop,state,market,first_week,last_week,n_weeks,coverage_category
onion,Himachal Pradesh,PMY Kangni Mandi,2025-11-10,2026-07-20,37,Thin (<1yr)
onion,Himachal Pradesh,PMY Kangra,2017-02-20,2026-07-20,478,Full (7yr+)
onion,Himachal Pradesh,PMY Kather Solan,2017-02-27,2026-07-20,443,Full (7yr+)
onion,Himachal Pradesh,PMY Kullu,2017-01-02,2026-07-20,487,Full (7yr+)
onion,Himachal Pradesh,PMY Paonta Sahib,2017-01-02,2026-07-06,393,Good (4.5-7yr)
onion,Himachal Pradesh,PMY Una,2017-01-02,2026-07-20,408,Good (4.5-7yr)
onion,Himachal Pradesh,SMY Baijnath,2018-07-30,2026-07-20,316,Good (4.5-7yr)
onion,Himachal Pradesh,SMY Bhuntar,2017-01-02,2026-07-20,493,Full (7yr+)
onion,Himachal Pradesh,SMY Chail Chowk,2017-03-20,2026-07-13,61,Thin (<1yr)
onion,Himachal Pradesh,SMY Chauri Bihal,2017-07-03,2026-06-29,64,Short (1-2yr)
onion,Himachal Pradesh,SMY Dhanotu,2017-01-02,2026-07-20,486,Full (7yr+)
onion,Himachal Pradesh,SMY Dharampur,2025-06-30,2025-06-30,1,Thin (<1yr)
onion,Himachal Pradesh,SMY Dharamshala,2018-08-27,2026-07-20,101,Short (1-2yr)
onion,Himachal Pradesh,SMY Jaisinghpur,2018-08-06,2026-07-20,384,Good (4.5-7yr)
onion,Himachal Pradesh,SMY Jassur,2018-04-09,2026-07-20,362,Good (4.5-7yr)
onion,Himachal Pradesh,SMY Jogindernagar,2025-09-15,2026-07-20,44,Thin (<1yr)
onion,Himachal Pradesh,SMY Jwalaji,2018-07-30,2026-07-20,75,Short (1-2yr)
onion,Himachal Pradesh,SMY Nadaun,2017-05-15,2026-07-20,470,Full (7yr+)
onion,Himachal Pradesh,SMY Nagrota Bagwan,2018-08-06,2026-07-20,329,Good (4.5-7yr)
onion,Himachal Pradesh,SMY Nahan,2017-01-02,2026-06-29,299,Good (4.5-7yr)
onion,Himachal Pradesh,SMY Nalagarh,2018-05-21,2026-07-20,180,Moderate (2-4.5yr)
onion,Himachal Pradesh,SMY Namhol,2025-01-20,2025-12-08,2,Thin (<1yr)
onion,Himachal Pradesh,SMY Nerwa,2019-12-02,2019-12-30,5,Thin (<1yr)
onion,Himachal Pradesh,SMY Palampur,2017-05-15,2026-07-20,453,Full (7yr+)
onion,Himachal Pradesh,SMY Rampur,2020-08-31,2025-04-07,13,Thin (<1yr)
onion,Himachal Pradesh,SMY Rohroo,2019-06-10,2026-07-20,133,Moderate (2-4.5yr)
onion,Himachal Pradesh,SMY Santoshgarh,2017-05-29,2026-07-20,339,Good (4.5-7yr)
onion,Himachal Pradesh,SMY Takarla,2025-11-10,2026-07-20,36,Thin (<1yr)
onion,Himachal Pradesh,SMY Takoli,2017-01-02,2026-07-20,403,Good (4.5-7yr)
onion,Himachal Pradesh,SMY Theog,2023-03-13,2023-04-03,4,Thin (<1yr)
onion,Jammu and Kashmir,Akhnoor (F&V),2024-12-30,2025-05-26,22,Thin (<1yr)
onion,Jammu and Kashmir,Akhnoor APMC,2017-01-02,2024-12-30,294,Good (4.5-7yr)
onion,Jammu and Kashmir,Ashahipora (Anantnagh) APMC,2019-06-17,2025-11-03,266,Moderate (2-4.5yr)
onion,Jammu and Kashmir,Batengoo Anantnag (F&V),2025-11-17,2026-07-06,27,Thin (<1yr)
onion,Jammu and Kashmir,Batote (F&V),2024-12-30,2025-11-03,45,Thin (<1yr)
onion,Jammu and Kashmir,Batote APMC,2017-02-13,2024-12-30,236,Moderate (2-4.5yr)
onion,Jammu and Kashmir,Bumhama-Kupwara (F&V) APMC,2022-05-02,2023-08-07,11,Thin (<1yr)
onion,Jammu and Kashmir,Fruit and Vegetable Market Udhampur,2024-12-30,2026-07-20,76,Short (1-2yr)
onion,Jammu and Kashmir,Kathua (F&V),2024-12-30,2026-07-20,80,Short (1-2yr)
onion,Jammu and Kashmir,Kathua APMC,2017-01-02,2024-12-30,328,Good (4.5-7yr)
onion,Jammu and Kashmir,Kulgam (F&V),2025-05-26,2025-07-28,10,Thin (<1yr)
onion,Jammu and Kashmir,Kulgam APMC,2020-12-14,2024-12-30,109,Short (1-2yr)
onion,Jammu and Kashmir,MAC F&V Market Narwal Jammu,2024-12-30,2026-07-20,77,Short (1-2yr)
onion,Jammu and Kashmir,Narwal Jammu (F&V) APMC,2017-01-02,2024-12-30,388,Good (4.5-7yr)
onion,Jammu and Kashmir,Nowpora APMC,2021-05-24,2021-05-24,1,Thin (<1yr)
onion,Jammu and Kashmir,Parimpore APMC,2017-07-03,2024-12-30,311,Good (4.5-7yr)
onion,Jammu and Kashmir,Parimpore Srinagar (F&V),2025-01-13,2026-07-20,77,Short (1-2yr)
onion,Jammu and Kashmir,Prichoo APMC,2019-06-17,2019-07-29,7,Thin (<1yr)
onion,Jammu and Kashmir,Rajouri (F&V) APMC,2018-11-12,2024-12-30,202,Moderate (2-4.5yr)
onion,Jammu and Kashmir,Rajouri (Phaliana) (F&V),2024-12-30,2026-07-13,72,Short (1-2yr)
onion,Jammu and Kashmir,Reasi APMC,2017-01-02,2024-04-22,188,Moderate (2-4.5yr)
onion,Jammu and Kashmir,Samba APMC,2016-12-26,2020-08-31,109,Short (1-2yr)
onion,Jammu and Kashmir,Udhampur APMC,2016-12-26,2024-12-30,365,Good (4.5-7yr)
onion,Jammu and Kashmir,Zaloosa-Chararishrief (F&V) APMC,2019-01-14,2019-07-29,28,Thin (<1yr)
onion,Jharkhand,Gadhwah APMC,2018-09-17,2022-04-18,11,Thin (<1yr)
onion,Jharkhand,Giridih APMC,2016-12-26,2019-11-11,143,Moderate (2-4.5yr)
onion,Jharkhand,Gumla APMC,2018-09-17,2019-05-13,28,Thin (<1yr)
onion,Jharkhand,Hazaribagh APMC,2017-01-02,2017-02-27,9,Thin (<1yr)
onion,Jharkhand,Jamshedpur APMC,2018-12-31,2019-01-21,4,Thin (<1yr)
onion,Jharkhand,Koderma APMC,2017-01-02,2019-07-22,65,Short (1-2yr)
onion,Jharkhand,Lohardaga APMC,2018-09-24,2021-07-05,35,Thin (<1yr)
onion,Jharkhand,Pakur APMC,2018-09-10,2019-03-04,22,Thin (<1yr)
onion,Jharkhand,Sahebganj APMC,2016-12-26,2017-07-17,28,Thin (<1yr)
onion,Jharkhand,Simdega APMC,2018-09-10,2018-10-01,4,Thin (<1yr)
onion,Karnataka,APMC Hubballi,2024-12-30,2026-07-20,76,Short (1-2yr)
onion,Karnataka,Arakalgud APMC,2019-12-23,2024-02-05,73,Short (1-2yr)
onion,Karnataka,Arasikere APMC,2017-01-02,2026-07-06,196,Moderate (2-4.5yr)
onion,Karnataka,Bagalakot APMC,2017-01-02,2024-12-30,253,Moderate (2-4.5yr)
onion,Karnataka,Bagalkot APMC,2024-12-30,2026-07-20,38,Thin (<1yr)
onion,Karnataka,Bagalkot(Bilagi) APMC,2024-04-22,2024-09-30,8,Thin (<1yr)
onion,Karnataka,Bagepalli APMC,2017-01-02,2025-11-24,202,Moderate (2-4.5yr)
onion,Karnataka,Bangalore APMC,2017-01-02,2024-12-30,410,Good (4.5-7yr)
onion,Karnataka,Bangarpet APMC,2017-01-23,2026-07-20,155,Moderate (2-4.5yr)
onion,Karnataka,Belgaum APMC,2016-12-26,2026-07-20,455,Full (7yr+)
onion,Karnataka,Bellary APMC,2020-03-30,2022-03-28,13,Thin (<1yr)
onion,Karnataka,Belur APMC,2017-07-31,2026-07-20,105,Short (1-2yr)
onion,Karnataka,Bengaluru APMC,2024-12-30,2026-07-20,47,Thin (<1yr)
onion,Karnataka,Bhadravathi APMC,2019-08-05,2022-09-12,6,Thin (<1yr)
onion,Karnataka,Bijapur APMC,2017-01-02,2024-12-23,380,Good (4.5-7yr)
onion,Karnataka,Bilagi APMC,2026-01-26,2026-02-23,2,Thin (<1yr)
onion,Karnataka,Challakere APMC,2017-11-27,2019-04-08,2,Thin (<1yr)
onion,Karnataka,Chamaraj Nagar APMC,2017-03-06,2020-06-15,17,Thin (<1yr)
onion,Karnataka,Channarayapatna APMC,2018-09-17,2026-07-13,193,Moderate (2-4.5yr)
onion,Karnataka,Chickkaballapura APMC,2017-01-02,2026-07-20,453,Full (7yr+)
onion,Karnataka,Chikkamagalore APMC,2017-01-02,2024-12-30,370,Good (4.5-7yr)
onion,Karnataka,Chikkamagaluru APMC,2024-12-30,2026-07-20,80,Short (1-2yr)
onion,Karnataka,Chintamani APMC,2017-05-01,2026-07-13,250,Moderate (2-4.5yr)
onion,Karnataka,Davangere APMC,2017-01-02,2026-07-20,491,Full (7yr+)
onion,Karnataka,Dharwar APMC,2020-03-30,2020-08-24,22,Thin (<1yr)
onion,Karnataka,Doddaballa Pur APMC,2018-06-04,2024-12-30,317,Good (4.5-7yr)
onion,Karnataka,Doddaballapur APMC,2025-01-13,2026-07-20,36,Thin (<1yr)
onion,Karnataka,Gadag APMC,2017-01-02,2025-12-22,113,Short (1-2yr)
onion,Karnataka,Gauribidanur APMC,2025-01-27,2026-07-20,52,Thin (<1yr)
onion,Karnataka,Gokak APMC,2026-01-26,2026-01-26,1,Thin (<1yr)
onion,Karnataka,Gowribidanoor APMC,2017-01-02,2024-12-23,293,Good (4.5-7yr)
onion,Karnataka,Gubbi APMC,2020-02-24,2026-07-06,3,Thin (<1yr)
onion,Karnataka,Gundlupet APMC,2017-02-13,2026-06-29,142,Moderate (2-4.5yr)
onion,Karnataka,Hassan APMC,2017-01-02,2026-07-20,434,Good (4.5-7yr)
onion,Karnataka,Haveri APMC,2017-03-13,2023-07-17,12,Thin (<1yr)
onion,Karnataka,Holalkere APMC,2017-09-11,2024-10-07,28,Thin (<1yr)
onion,Karnataka,Holenarsipura APMC,2018-01-01,2018-01-01,1,Thin (<1yr)
onion,Karnataka,Honnali APMC,2017-10-02,2017-11-13,7,Thin (<1yr)
onion,Karnataka,Hoskote APMC,2026-06-15,2026-07-20,3,Thin (<1yr)
onion,Karnataka,Hospet APMC,2016-12-26,2026-07-20,332,Good (4.5-7yr)
onion,Karnataka,Hubli (Amaragol) APMC,2017-01-02,2024-12-30,416,Good (4.5-7yr)
onion,Karnataka,Humanabad APMC,2020-04-13,2024-02-05,9,Thin (<1yr)
onion,Karnataka,Hunsur APMC,2017-12-04,2026-07-20,19,Thin (<1yr)
onion,Karnataka,Jamakhandi APMC,2017-01-02,2026-06-22,161,Moderate (2-4.5yr)
onion,Karnataka,K.R. Pet APMC,2017-03-06,2026-07-13,96,Short (1-2yr)
onion,Karnataka,K.R.Nagar APMC,2023-09-25,2026-02-16,41,Thin (<1yr)
onion,Karnataka,Kadur APMC,2019-10-14,2026-07-20,222,Moderate (2-4.5yr)
onion,Karnataka,Kalaburagi APMC,2024-12-30,2026-07-13,72,Short (1-2yr)
onion,Karnataka,Kalburgi APMC,2021-08-02,2024-12-23,152,Moderate (2-4.5yr)
onion,Karnataka,Kolar APMC,2017-01-02,2024-06-24,250,Moderate (2-4.5yr)
onion,Karnataka,Kollegal APMC,2023-10-16,2023-10-16,1,Thin (<1yr)
onion,Karnataka,Koppal APMC,2023-07-17,2024-01-01,13,Thin (<1yr)
onion,Karnataka,Madhugiri APMC,2019-10-14,2024-09-02,4,Thin (<1yr)
onion,Karnataka,Malur APMC,2017-06-12,2026-06-15,179,Moderate (2-4.5yr)
onion,Karnataka,Mandya APMC,2018-06-18,2023-11-27,117,Short (1-2yr)
onion,Karnataka,Mangalore APMC,2020-03-09,2023-09-18,152,Moderate (2-4.5yr)
onion,Karnataka,Mangaluru APMC,2025-06-09,2026-07-20,9,Thin (<1yr)
onion,Karnataka,Mulabagilu APMC,2017-05-29,2020-10-26,6,Thin (<1yr)
onion,Karnataka,Mysore (Bandipalya) APMC,2017-01-02,2024-12-30,357,Good (4.5-7yr)
onion,Karnataka,Mysuru APMC,2024-12-30,2026-07-20,57,Thin (<1yr)
onion,Karnataka,Nagamangala APMC,2024-01-15,2024-02-05,2,Thin (<1yr)
onion,Karnataka,Nanjangud APMC,2020-03-30,2020-12-21,39,Thin (<1yr)
onion,Karnataka,Pavagada APMC,2018-02-19,2018-11-12,2,Thin (<1yr)
onion,Karnataka,Puttur APMC,2022-12-19,2024-03-18,37,Thin (<1yr)
onion,Karnataka,Raichur APMC,2017-01-02,2026-03-23,376,Good (4.5-7yr)
onion,Karnataka,Ramanagara APMC,2017-02-27,2026-07-13,175,Moderate (2-4.5yr)
onion,Karnataka,Ranebennur APMC,2017-01-02,2026-07-20,327,Good (4.5-7yr)
onion,Karnataka,Shimoga APMC,2017-01-02,2026-07-20,359,Good (4.5-7yr)
onion,Karnataka,Sindagi APMC,2019-09-30,2019-09-30,1,Thin (<1yr)
onion,Karnataka,Somvarpet APMC,2023-10-02,2023-10-02,1,Thin (<1yr)
onion,Karnataka,Srinivasapur APMC,2017-04-03,2020-06-29,10,Thin (<1yr)
onion,Karnataka,T. Narasipura APMC,2017-05-08,2026-06-08,63,Short (1-2yr)
onion,Karnataka,Tarikere APMC,2017-01-02,2026-05-04,98,Short (1-2yr)
onion,Karnataka,Tiptur APMC,2020-03-30,2020-06-01,10,Thin (<1yr)
onion,Karnataka,Tumakuru APMC,2024-12-30,2026-07-06,36,Thin (<1yr)
onion,Karnataka,Tumkur APMC,2017-01-09,2024-11-04,227,Moderate (2-4.5yr)
onion,Karnataka,Udupi APMC,2017-01-02,2026-07-20,452,Full (7yr+)
onion,Karnataka,Vijayapura APMC,2025-01-06,2026-07-20,44,Thin (<1yr)
onion,Kerala,Alappuzha APMC,2017-01-02,2024-05-20,326,Good (4.5-7yr)
onion,Kerala,Aluva APMC,2017-01-02,2024-12-30,408,Good (4.5-7yr)
onion,Kerala,Anchal APMC,2018-01-01,2024-12-30,301,Good (4.5-7yr)
onion,Kerala,Angamaly APMC,2017-01-02,2024-12-30,404,Good (4.5-7yr)
onion,Kerala,Anyara(EEC) APMC,2024-01-01,2024-01-29,5,Thin (<1yr)
onion,Kerala,Aralamoodu APMC,2017-01-02,2024-12-30,319,Good (4.5-7yr)
onion,Kerala,Aroor APMC,2017-01-02,2024-12-30,311,Good (4.5-7yr)
onion,Kerala,Athirampuzha APMC,2017-01-02,2024-12-30,414,Good (4.5-7yr)
onion,Kerala,Balarampuram APMC,2024-11-11,2024-12-16,4,Thin (<1yr)
onion,Kerala,Broadway market APMC,2023-12-18,2024-12-30,55,Thin (<1yr)
onion,Kerala,Chala APMC,2017-01-02,2024-12-30,395,Good (4.5-7yr)
onion,Kerala,Chalakudy APMC,2017-01-02,2024-12-30,370,Good (4.5-7yr)
onion,Kerala,Chathanoor APMC,2017-01-02,2024-12-30,247,Moderate (2-4.5yr)
onion,Kerala,Chavakkad APMC,2017-01-02,2024-12-30,397,Good (4.5-7yr)
onion,Kerala,Chelakkara APMC,2017-01-02,2024-12-30,403,Good (4.5-7yr)
onion,Kerala,Chengannur APMC,2017-01-02,2024-12-30,416,Good (4.5-7yr)
onion,Kerala,Cherthala APMC,2017-01-02,2024-12-30,160,Moderate (2-4.5yr)
onion,Kerala,Ernakulam APMC,2017-01-02,2024-12-09,261,Moderate (2-4.5yr)
onion,Kerala,Ettumanoor APMC,2017-01-02,2024-12-30,385,Good (4.5-7yr)
onion,Kerala,Harippad APMC,2017-01-02,2024-04-01,338,Good (4.5-7yr)
onion,Kerala,Irinjalakkuda APMC,2017-01-02,2024-12-23,350,Good (4.5-7yr)
onion,Kerala,Kallachi APMC,2017-01-02,2024-12-30,403,Good (4.5-7yr)
onion,Kerala,Kanjangadu APMC,2017-01-02,2024-12-30,403,Good (4.5-7yr)
onion,Kerala,Kanjirappally APMC,2017-01-02,2024-12-30,417,Good (4.5-7yr)
onion,Kerala,Kannur APMC,2017-01-02,2024-12-30,413,Good (4.5-7yr)
onion,Kerala,Kattappana APMC,2017-01-02,2024-12-30,334,Good (4.5-7yr)
onion,Kerala,Kayamkulam APMC,2017-01-02,2024-12-30,418,Good (4.5-7yr)
onion,Kerala,Kodungalloor APMC,2017-01-02,2024-12-23,388,Good (4.5-7yr)
onion,Kerala,Koduvayoor APMC,2017-01-02,2024-12-30,394,Good (4.5-7yr)
onion,Kerala,Kollam APMC,2017-01-02,2024-06-10,114,Short (1-2yr)
onion,Kerala,Kollengode APMC,2017-01-02,2024-12-30,227,Moderate (2-4.5yr)
onion,Kerala,Kondotty APMC,2017-01-02,2024-12-30,412,Good (4.5-7yr)
onion,Kerala,Kothamangalam APMC,2017-01-02,2024-12-30,388,Good (4.5-7yr)
onion,Kerala,Kottakkal APMC,2017-01-02,2024-12-30,410,Good (4.5-7yr)
onion,Kerala,Kottarakkara APMC,2017-01-02,2024-12-30,311,Good (4.5-7yr)
onion,Kerala,Kottayam APMC,2017-01-02,2024-12-30,398,Good (4.5-7yr)
onion,Kerala,Kuruppanthura APMC,2016-12-26,2024-12-23,342,Good (4.5-7yr)
onion,Kerala,Madhavapuram APMC,2017-01-02,2024-12-23,358,Good (4.5-7yr)
onion,Kerala,Manjeri APMC,2017-01-02,2024-12-30,413,Good (4.5-7yr)
onion,Kerala,Mannar APMC,2017-01-02,2024-12-23,362,Good (4.5-7yr)
onion,Kerala,Moovattupuzha APMC,2017-01-02,2024-02-19,256,Moderate (2-4.5yr)
onion,Kerala,Mukkom APMC,2017-01-02,2024-12-30,321,Good (4.5-7yr)
onion,Kerala,Munnar APMC,2017-01-02,2024-12-30,312,Good (4.5-7yr)
onion,Kerala,Nedumkandam APMC,2016-12-26,2024-09-16,261,Moderate (2-4.5yr)
onion,Kerala,Neeleswaram APMC,2017-01-02,2024-12-30,405,Good (4.5-7yr)
onion,Kerala,North Paravur APMC,2023-12-11,2024-12-30,56,Thin (<1yr)
onion,Kerala,Pala APMC,2017-01-02,2024-12-30,412,Good (4.5-7yr)
onion,Kerala,Palakkad APMC,2017-01-02,2024-12-30,416,Good (4.5-7yr)
onion,Kerala,Palayam APMC,2017-01-02,2024-12-30,405,Good (4.5-7yr)
onion,Kerala,Pampady APMC,2017-01-02,2024-12-16,393,Good (4.5-7yr)
onion,Kerala,Parappanangadi APMC,2017-01-02,2024-12-30,359,Good (4.5-7yr)
onion,Kerala,Parassala APMC,2017-01-02,2018-12-31,92,Short (1-2yr)
onion,Kerala,Pattambi APMC,2017-01-02,2024-12-30,404,Good (4.5-7yr)
onion,Kerala,Perambra APMC,2017-01-02,2024-12-30,308,Good (4.5-7yr)
onion,Kerala,Perinthalmanna APMC,2017-01-02,2024-12-30,400,Good (4.5-7yr)
onion,Kerala,Perumbavoor APMC,2017-01-02,2024-12-30,397,Good (4.5-7yr)
onion,Kerala,Piravam APMC,2017-01-02,2024-11-25,289,Good (4.5-7yr)
onion,Kerala,Pothencode APMC,2017-01-02,2024-12-30,295,Good (4.5-7yr)
onion,Kerala,Punalur APMC,2017-01-02,2024-12-30,194,Moderate (2-4.5yr)
onion,Kerala,Quilandy APMC,2017-01-02,2024-12-23,360,Good (4.5-7yr)
onion,Kerala,Sasthamkotta APMC,2017-01-02,2018-10-01,92,Short (1-2yr)
onion,Kerala,Taliparamba APMC,2024-07-01,2024-12-30,27,Thin (<1yr)
onion,Kerala,Thalasserry APMC,2024-07-01,2024-12-30,27,Thin (<1yr)
onion,Kerala,Thalayolaparambu APMC,2017-01-16,2024-12-30,412,Good (4.5-7yr)
onion,Kerala,Thamarassery APMC,2017-01-02,2024-12-30,389,Good (4.5-7yr)
onion,Kerala,Thirurrangadi APMC,2017-01-02,2024-12-30,401,Good (4.5-7yr)
onion,Kerala,Thodupuzha APMC,2017-01-02,2024-12-30,402,Good (4.5-7yr)
onion,Kerala,Thrippunithura APMC,2017-01-02,2024-12-30,413,Good (4.5-7yr)
onion,Kerala,Thrissur APMC,2017-01-02,2024-12-30,386,Good (4.5-7yr)
onion,Kerala,Vadakkenchery APMC,2017-01-02,2024-12-30,392,Good (4.5-7yr)
onion,Kerala,Vamanapuram APMC,2017-01-02,2024-12-30,360,Good (4.5-7yr)
onion,Kerala,Vandiperiyar APMC,2016-12-26,2024-12-30,342,Good (4.5-7yr)
onion,Kerala,Vengeri(Kozhikode) APMC,2017-01-02,2024-12-16,173,Moderate (2-4.5yr)
onion,Kerala,Wadakkanchery APMC,2017-01-02,2024-12-09,409,Good (4.5-7yr)
onion,Kerala,vadakarapathy APMC,2017-01-02,2024-12-30,205,Moderate (2-4.5yr)
onion,Keralam,ARWM Muvattupuzha,2025-08-18,2026-01-26,9,Thin (<1yr)
onion,Keralam,Aluva Market,2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Keralam,Anchal Market,2024-12-30,2026-07-20,81,Short (1-2yr)
onion,Keralam,Angamaly Market,2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Keralam,Aralamoodu Market,2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Keralam,Aroor Market,2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Keralam,Athirampuzha Market,2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Keralam,Balarampuram Market,2024-12-30,2026-07-20,81,Short (1-2yr)
onion,Keralam,Broadway market Market,2024-12-30,2026-07-20,78,Short (1-2yr)
onion,Keralam,Chala Market,2024-12-30,2026-07-20,80,Short (1-2yr)
onion,Keralam,Chalakudy Market,2024-12-30,2026-07-20,80,Short (1-2yr)
onion,Keralam,Chathanoor Market,2024-12-30,2026-07-20,63,Short (1-2yr)
onion,Keralam,Chavakkad Market,2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Keralam,Chelakkara Market,2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Keralam,Chengannur Market,2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Keralam,Cherthala Market,2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Keralam,Ettumanoor Market,2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Keralam,Harippad Market,2025-04-21,2026-07-13,64,Short (1-2yr)
onion,Keralam,Irinjalakkuda Market,2024-12-30,2026-07-13,71,Short (1-2yr)
onion,Keralam,Kallachi Market,2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Keralam,Kanjangadu Market,2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Keralam,Kanjirappally Market,2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Keralam,Kannur Market,2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Keralam,Kattappana Market,2024-12-30,2026-07-06,60,Thin (<1yr)
onion,Keralam,Kayamkulam Market,2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Keralam,Kodungalloor Market,2024-12-30,2026-07-06,54,Thin (<1yr)
onion,Keralam,Koduvayoor Market,2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Keralam,Kollengode Market,2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Keralam,Kondotty Market,2024-12-30,2026-07-20,69,Short (1-2yr)
onion,Keralam,Kothamangalam Market,2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Keralam,Kottakkal Market,2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Keralam,Kottarakkara Market,2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Keralam,Kottayam Market,2024-12-30,2026-07-20,81,Short (1-2yr)
onion,Keralam,Kuruppanthura Market,2024-12-30,2026-07-20,70,Short (1-2yr)
onion,Keralam,Madhavapuram Market,2024-12-30,2026-07-20,79,Short (1-2yr)
onion,Keralam,Manjeri Market,2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Keralam,Mannar Market,2025-01-20,2026-07-20,62,Short (1-2yr)
onion,Keralam,Mukkom Market,2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Keralam,Munnar Market,2024-12-30,2026-07-20,71,Short (1-2yr)
onion,Keralam,Nedumkandam Market,2025-01-27,2026-04-20,38,Thin (<1yr)
onion,Keralam,Neeleswaram Market,2024-12-30,2026-07-20,81,Short (1-2yr)
onion,Keralam,North Paravur Market,2024-12-30,2026-07-20,77,Short (1-2yr)
onion,Keralam,Pala Market,2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Keralam,Palakkad Market,2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Keralam,Palayam Market,2024-12-30,2026-07-13,76,Short (1-2yr)
onion,Keralam,Pampady Market,2024-12-30,2026-07-20,76,Short (1-2yr)
onion,Keralam,Parappanangadi Market,2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Keralam,Pattambi Market,2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Keralam,Perambra Market,2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Keralam,Perinthalmanna Market,2024-12-30,2026-07-20,80,Short (1-2yr)
onion,Keralam,Perumbavoor Market,2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Keralam,Piravam Market,2025-01-13,2026-07-20,78,Short (1-2yr)
onion,Keralam,Pothencode Market,2024-12-30,2026-07-20,52,Thin (<1yr)
onion,Keralam,Punalur Market,2024-12-30,2026-07-20,59,Thin (<1yr)
onion,Keralam,Quilandy Market,2024-12-30,2026-07-20,81,Short (1-2yr)
onion,Keralam,Taliparamba Market,2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Keralam,Thalasserry Market,2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Keralam,Thalayolaparambu Market,2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Keralam,Thamarassery Market,2024-12-30,2026-07-20,74,Short (1-2yr)
onion,Keralam,Thirurrangadi Market,2024-12-30,2026-07-20,80,Short (1-2yr)
onion,Keralam,Thodupuzha Market,2024-12-30,2026-07-20,66,Short (1-2yr)
onion,Keralam,Thrippunithura Market,2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Keralam,Thrissur Market,2024-12-30,2026-07-20,79,Short (1-2yr)
onion,Keralam,Vadakkenchery Market,2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Keralam,Vamanapuram Market,2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Keralam,Vandiperiyar Market,2024-12-30,2026-07-20,82,Short (1-2yr)
onion,Keralam,Vengeri(Kozhikode) Market,2025-01-06,2025-07-14,14,Thin (<1yr)
onion,Keralam,Wadakkanchery Market,2025-01-06,2026-07-20,81,Short (1-2yr)
onion,Keralam,vadakarapathy Market,2024-12-30,2026-07-20,76,Short (1-2yr)
onion,Madhya Pradesh,A lot APMC,2022-05-23,2026-07-20,130,Moderate (2-4.5yr)
onion,Madhya Pradesh,Aashta(F&V) APMC,2024-09-23,2026-03-09,27,Thin (<1yr)
onion,Madhya Pradesh,Agar APMC,2024-04-15,2026-07-20,94,Short (1-2yr)
onion,Madhya Pradesh,Agar(F&V) APMC,2024-11-18,2026-07-20,14,Thin (<1yr)
onion,Madhya Pradesh,Akodiya APMC,2019-03-04,2026-07-20,52,Thin (<1yr)
onion,Madhya Pradesh,Akodiya(F&V) APMC,2024-09-30,2025-11-03,10,Thin (<1yr)
onion,Madhya Pradesh,Alirajpur(F&V) APMC,2018-10-29,2023-12-11,159,Moderate (2-4.5yr)
onion,Madhya Pradesh,Alot(F&V) APMC,2024-09-30,2025-02-24,5,Thin (<1yr)
onion,Madhya Pradesh,Anjad APMC,2018-05-28,2019-06-24,9,Thin (<1yr)
onion,Madhya Pradesh,Anuppur APMC,2019-02-18,2022-08-08,77,Short (1-2yr)
onion,Madhya Pradesh,Anuppur(F&V) APMC,2026-02-23,2026-07-06,10,Thin (<1yr)
onion,Madhya Pradesh,Ashta APMC,2018-02-19,2026-07-20,305,Good (4.5-7yr)
onion,Madhya Pradesh,Badnagar APMC,2021-12-06,2026-07-20,91,Short (1-2yr)
onion,Madhya Pradesh,Badnawar APMC,2023-12-25,2026-07-20,123,Short (1-2yr)
onion,Madhya Pradesh,Badnawar(F&V) APMC,2017-01-02,2026-07-20,365,Good (4.5-7yr)
