state,district,week_start,cdi,drought_category
Punjab,Moga,2023-11-27,0.99448,Normal
Punjab,Muktsar,2023-11-27,0.75087,Normal
Punjab,Patiala,2023-11-27,0.49869,Normal
Punjab,Barnala,2023-11-27,-0.43784,Normal
Punjab,Sangrur,2023-11-27,-0.14458,Normal
Rajasthan,Alwar,2023-11-27,-0.51272,Abnormal (D0)
Rajasthan,Baran,2023-11-27,-0.92156,Moderate (D1)
Rajasthan,Bhilwara,2023-11-27,-0.55589,Abnormal (D0)
Rajasthan,Jaipur,2023-11-27,-0.23392,Normal
Rajasthan,Jodhpur,2023-11-27,0.74921,Normal
Tamil Nadu,Villupuram,2023-11-27,0.21238,Normal
Tripura,Sepahijala,2023-11-27,-0.017024,Normal
Tripura,Khowai,2023-11-27,-0.36691,Normal
Uttar Pradesh,Agra,2023-11-27,-0.19725,Normal
Uttar Pradesh,Prayagraj,2023-11-27,-1.4252,Severe (D2)
Uttar Pradesh,Bahraich,2023-11-27,-0.41623,Normal
Uttar Pradesh,Ballia,2023-11-27,-1.1961,Moderate (D1)
Uttar Pradesh,Barabanki,2023-11-27,-0.32834,Normal
Uttar Pradesh,Bareilly,2023-11-27,-0.11061,Normal
Uttar Pradesh,Ghaziabad,2023-11-27,-0.39895,Normal
Uttar Pradesh,Gorakhpur,2023-11-27,-1.311,Severe (D2)
Uttar Pradesh,Hardoi,2023-11-27,-0.63425,Abnormal (D0)
Uttar Pradesh,Etawah,2023-11-27,-0.95345,Moderate (D1)
Uttar Pradesh,Jaunpur,2023-11-27,-1.2273,Moderate (D1)
Uttar Pradesh,Kanpur,2023-11-27,-1.1749,Moderate (D1)
Uttar Pradesh,Lakhimpur,2023-11-27,-0.78249,Abnormal (D0)
Uttar Pradesh,Lalitpur,2023-11-27,0.075116,Normal
Uttar Pradesh,Lucknow,2023-11-27,1.1378,Normal
Uttar Pradesh,Mainpuri,2023-11-27,0.39269,Normal
Uttar Pradesh,Meerut,2023-11-27,0.73852,Normal
Uttar Pradesh,Sambhal,2023-11-27,-0.52921,Abnormal (D0)
Uttar Pradesh,Saharanpur,2023-11-27,-0.41153,Normal
Uttar Pradesh,Shahjahanpur,2023-11-27,0.93892,Normal
Uttar Pradesh,Sitapur,2023-11-27,-0.77321,Abnormal (D0)
West Bengal,North 24 Parganas,2023-11-27,-0.50395,Abnormal (D0)
West Bengal,Purba Bardhaman,2023-11-27,-1.0247,Moderate (D1)
West Bengal,Coochbehar,2023-11-27,-0.80186,Moderate (D1)
West Bengal,Hooghly,2023-11-27,-0.38248,Normal
Chattisgarh,Durg,2023-11-27,1.163,Normal
Chattisgarh,Raigarh,2023-11-27,0.25971,Normal
Gujarat,Surendranagar,2023-11-27,-0.018733,Normal
Haryana,Panipat,2023-11-27,-1.1547,Moderate (D1)
Haryana,Sonipat,2023-11-27,-0.2755,Normal
Haryana,Rohtak,2023-11-27,-0.3445,Normal
Haryana,Rewari,2023-11-27,-0.18844,Normal
Haryana,Gurgaon,2023-11-27,0.25072,Normal
Himachal Pradesh,Una,2023-11-27,1.1337,Normal
Himachal Pradesh,Chamba,2023-11-27,-0.59172,Abnormal (D0)
Himachal Pradesh,Bilaspur,2023-11-27,0.52816,Normal
Himachal Pradesh,Mandi,2023-11-27,0.21966,Normal
Himachal Pradesh,Hamirpur,2023-11-27,0.4204,Normal
Himachal Pradesh,Shimla,2023-11-27,0.87335,Normal
Jammu and Kashmir,Jammu,2023-11-27,1.6028,Normal
Karnataka,Bengaluru Rural,2023-11-27,0.017548,Normal
Karnataka,Chikkaballapur,2023-11-27,0.017548,Normal
Karnataka,Chamarajanagar,2023-11-27,-0.41835,Normal
Karnataka,Mandya,2023-11-27,0.69112,Normal
Keralam,Kozhikode(Calicut),2023-11-27,0.182,Normal
Madhya Pradesh,Morena,2023-11-27,-0.59834,Abnormal (D0)
Odisha,Koraput,2023-11-27,0.8976,Normal
Odisha,Nuapada,2023-11-27,-0.23811,Normal
Punjab,Gurdaspur,2023-11-27,1.1322,Normal
Punjab,Bhatinda,2023-11-27,-0.17412,Normal
Punjab,Faridkot,2023-11-27,0.3291,Normal
Punjab,Ferozpur,2023-11-27,-0.12219,Normal
Punjab,Kapurthala,2023-11-27,0.62003,Normal
Punjab,Mansa,2023-11-27,-0.64445,Abnormal (D0)
Punjab,Ropar (Rupnagar),2023-11-27,1.1887,Normal
Rajasthan,Churu,2023-11-27,0.73192,Normal
Rajasthan,Jalore,2023-11-27,2.4361,Normal
Rajasthan,Jhunjhunu,2023-11-27,0.20725,Normal
Rajasthan,Sikar,2023-11-27,0.50986,Normal
Rajasthan,Sirohi,2023-11-27,1.7884,Normal
Uttar Pradesh,Bulandshahar,2023-11-27,-0.95068,Moderate (D1)
Uttar Pradesh,Baghpat,2023-11-27,-0.43705,Normal
Uttar Pradesh,Shamli,2023-11-27,-0.11288,Normal
Uttar Pradesh,Muzaffarnagar,2023-11-27,0.71031,Normal
Uttar Pradesh,Etah,2023-11-27,0.39853,Normal
Uttar Pradesh,Mathura,2023-11-27,0.62654,Normal
Uttar Pradesh,Rampur,2023-11-27,0.68398,Normal
Uttar Pradesh,Badaun,2023-11-27,-0.15002,Normal
Uttar Pradesh,Raebarelli,2023-11-27,1.1378,Normal
Uttar Pradesh,Gonda,2023-11-27,-0.45912,Normal
Uttar Pradesh,Amethi,2023-11-27,-1.272,Moderate (D1)
Uttar Pradesh,Pratapgarh,2023-11-27,-0.61972,Abnormal (D0)
Uttar Pradesh,Deoria,2023-11-27,-1.4255,Severe (D2)
Uttar Pradesh,Basti,2023-11-27,-1.0861,Moderate (D1)
Uttar Pradesh,Azamgarh,2023-11-27,-0.82899,Moderate (D1)
Uttar Pradesh,Mirzapur,2023-11-27,-0.94799,Moderate (D1)
Uttar Pradesh,Jhansi,2023-11-27,-0.72215,Abnormal (D0)
West Bengal,Medinipur(W),2023-11-27,-0.69889,Abnormal (D0)
West Bengal,Birbhum,2023-11-27,-1.1648,Moderate (D1)
West Bengal,Jalpaiguri,2023-11-27,-0.11599,Normal
West Bengal,Alipurduar,2023-11-27,-0.29466,Normal
Tripura,North Tripura,2023-11-27,0.55826,Normal
Karnataka,Bengaluru South,2023-11-27,-1.1867,Moderate (D1)
Karnataka,Chikkamagaluru,2023-11-27,-0.27723,Normal
Karnataka,Kalaburagi,2023-11-27,0.22248,Normal
Karnataka,Hassan,2023-11-27,-0.73432,Abnormal (D0)
Karnataka,Shivamogga,2023-11-27,-0.25989,Normal
Punjab,Mohali,2023-11-27,0.26954,Normal
Uttar Pradesh,Fatehpur,2023-11-27,-1.1635,Moderate (D1)
Uttar Pradesh,Auraiya,2023-11-27,-0.74268,Abnormal (D0)
Uttar Pradesh,Mahoba,2023-11-27,-0.55384,Abnormal (D0)
West Bengal,Howrah,2023-11-27,-0.56226,Abnormal (D0)
Uttar Pradesh,Firozabad,2023-11-27,0.91005,Normal
Karnataka,Udupi,2023-11-27,-0.65952,Abnormal (D0)
Telangana,Ranga Reddy,2023-11-27,-0.90398,Moderate (D1)
Andhra Pradesh,Kurnool,2023-11-27,-0.81614,Moderate (D1)
Andhra Pradesh,Annamayya,2023-11-27,-0.96511,Moderate (D1)
Telangana,Nalgonda,2023-11-27,-0.42641,Normal
Tamil Nadu,Coimbatore,2023-11-27,-0.7806,Abnormal (D0)
Uttarakhand,Haridwar,2023-11-27,-0.55907,Abnormal (D0)
Uttarakhand,Garhwal (Pauri),2023-11-27,0.46171,Normal
Keralam,Idukki,2023-11-27,0.67083,Normal
Haryana,Ambala,2023-11-27,-0.54378,Abnormal (D0)
Haryana,Faridabad,2023-11-27,-0.97104,Moderate (D1)
Haryana,Mahendragarh-Narnaul,2023-11-27,1.0273,Normal
Odisha,Nayagarh,2023-11-27,0.68164,Normal
Odisha,Sundergarh,2023-11-27,1.3202,Normal
Punjab,Fatehgarh,2023-11-27,0.5512,Normal
Rajasthan,Ajmer,2023-11-27,-0.068708,Normal
Uttar Pradesh,Bijnor,2023-11-27,0.85867,Normal
Uttar Pradesh,Kasganj,2023-11-27,1.0984,Normal
Uttar Pradesh,Amroha,2023-11-27,0.37686,Normal
Uttar Pradesh,Kanpur Dehat,2023-11-27,-0.82986,Moderate (D1)
Uttar Pradesh,Unnao,2023-11-27,-0.7573,Abnormal (D0)
Gujarat,Vadodara(Baroda),2023-11-27,0.21365,Normal
Andhra Pradesh,Chittor,2023-11-27,-0.09443,Normal
Telangana,Hanumakonda,2023-11-27,0.9823,Normal
Telangana,Karimnagar,2023-11-27,0.42352,Normal
Telangana,Medak,2023-11-27,0.26137,Normal
Odisha,Jharsuguda,2023-11-27,2.5775,Normal
Gujarat,Navsari,2023-11-27,0.6843,Normal
Maharashtra,Sangli,2023-11-27,-1.4854,Severe (D2)
Maharashtra,Satara,2023-11-27,-1.6832,Extreme (D3)
Rajasthan,Beawar,2023-11-27,0.1264,Normal
Rajasthan,Bharatpur,2023-11-27,-0.37393,Normal
Rajasthan,Hanumangarh,2023-11-27,0.17747,Normal
Rajasthan,Ganganagar,2023-11-27,-0.31672,Normal
Rajasthan,Chittorgarh,2023-11-27,0.15209,Normal
Rajasthan,Rajsamand,2023-11-27,0.42369,Normal
Punjab,Hoshiarpur,2023-11-27,-0.87181,Moderate (D1)
Punjab,Jalandhar,2023-11-27,-0.27738,Normal
Tamil Nadu,Vellore,2023-11-27,-0.071838,Normal
Odisha,Puri,2023-11-27,-0.91024,Moderate (D1)
Odisha,Gajapati,2023-11-27,-1.0408,Moderate (D1)
Odisha,Ganjam,2023-11-27,-0.81049,Moderate (D1)
Odisha,Boudh,2023-11-27,0.22783,Normal
Odisha,Balasore,2023-11-27,-0.69594,Abnormal (D0)
Odisha,Dhenkanal,2023-11-27,0.015406,Normal
Odisha,Keonjhar,2023-11-27,-0.1123,Normal
Odisha,Khurda,2023-11-27,-0.4951,Normal
Odisha,Sonepur,2023-11-27,0.52358,Normal
Gujarat,Porbandar,2023-11-27,-0.014912,Normal
Gujarat,Bhavnagar,2023-11-27,0.44293,Normal
Punjab,Amritsar,2023-11-27,0.5512,Normal
Gujarat,Amreli,2023-11-27,-0.18295,Normal
Maharashtra,Raigad,2023-11-27,-0.01002,Normal
Maharashtra,Ratnagiri,2023-11-27,-0.19565,Normal
Tripura,West District,2023-11-27,0.030105,Normal
Tripura,Gomati,2023-11-27,-0.078971,Normal
Uttar Pradesh,Maharajganj,2023-11-27,-0.4251,Normal
Uttar Pradesh,Jalaun (Orai),2023-11-27,-0.58559,Abnormal (D0)
Uttar Pradesh,Sonbhadra,2023-11-27,0.20319,Normal
Uttar Pradesh,Aligarh,2023-11-27,0.69488,Normal
Uttar Pradesh,Balrampur,2023-11-27,-0.94215,Moderate (D1)
Uttar Pradesh,Chandauli,2023-11-27,-1.0781,Moderate (D1)
Uttar Pradesh,Banda,2023-11-27,-0.92359,Moderate (D1)
Uttar Pradesh,Siddharth Nagar,2023-11-27,-0.82179,Moderate (D1)
Uttar Pradesh,Gautam Budh Nagar,2023-11-27,-0.89906,Moderate (D1)
Uttar Pradesh,Hathras,2023-11-27,1.5234,Normal
Uttar Pradesh,Hamirpur,2023-11-27,-0.64733,Abnormal (D0)
Haryana,Panchkula,2023-11-27,0.55128,Normal
Haryana,Yamuna Nagar,2023-11-27,-0.66882,Abnormal (D0)
Haryana,Mewat,2023-11-27,-0.25269,Normal
Haryana,Hissar,2023-11-27,0.9273,Normal
Haryana,Kaithal,2023-11-27,0.9273,Normal
Haryana,Karnal,2023-11-27,0.0068407,Normal
Maharashtra,Nandurbar,2023-11-27,1.7593,Normal
Uttar Pradesh,Chitrakut,2023-11-27,-0.99312,Moderate (D1)
Keralam,Alappuzha,2023-11-27,0.82232,Normal
Keralam,Thiruvananthapuram,2023-11-27,-0.046273,Normal
Keralam,Kasargod,2023-11-27,-0.14482,Normal
Maharashtra,Chandrapur,2023-11-27,0.08407,Normal
Jammu and Kashmir,Kathua,2023-11-27,0.48686,Normal
Uttar Pradesh,Ayodhya,2023-11-27,-0.13637,Normal
Uttar Pradesh,Sant Kabir Nagar,2023-11-27,-1.424,Severe (D2)
Tamil Nadu,Thiruvarur,2023-11-27,-0.17745,Normal
West Bengal,Medinipur(E),2023-11-27,-0.69889,Abnormal (D0)
Rajasthan,Kota,2023-11-27,-0.90783,Moderate (D1)
Punjab,Nawanshahr,2023-11-27,0.89519,Normal
West Bengal,Darjeeling,2023-11-27,0.36641,Normal
Gujarat,Rajkot,2023-11-27,0.068536,Normal
Gujarat,Dahod,2023-11-27,1.2247,Normal
Gujarat,Gandhinagar,2023-11-27,0.96183,Normal
Gujarat,Sabarkantha,2023-11-27,0.62183,Normal
Gujarat,Anand,2023-11-27,-0.059844,Normal
Rajasthan,Udaipur,2023-11-27,0.80575,Normal
Gujarat,Mehsana,2023-11-27,0.56214,Normal
West Bengal,Kolkata,2023-11-27,-0.56226,Abnormal (D0)
West Bengal,Bankura,2023-11-27,-0.041996,Normal
West Bengal,Paschim Bardhaman,2023-11-27,-0.92604,Moderate (D1)
West Bengal,Puruliya,2023-11-27,0.0081381,Normal
Tamil Nadu,Namakkal,2023-11-27,-0.03483,Normal
Madhya Pradesh,Harda,2023-11-27,1.0245,Normal
Madhya Pradesh,Khandwa,2023-11-27,0.59719,Normal
Madhya Pradesh,Dewas,2023-11-27,0.72281,Normal
Madhya Pradesh,Gwalior,2023-11-27,-0.39174,Normal
Madhya Pradesh,Sagar,2023-11-27,-0.55966,Abnormal (D0)
Madhya Pradesh,Jabalpur,2023-11-27,-0.28391,Normal
Madhya Pradesh,Chhindwara,2023-11-27,0.41124,Normal
Tripura,South Tripura,2023-11-27,0.031014,Normal
Chattisgarh,Bilaspur,2023-11-27,0.15665,Normal
Telangana,Siddipet,2023-11-27,-0.052081,Normal
West Bengal,Dakshin Dinajpur,2023-11-27,-0.71872,Abnormal (D0)
West Bengal,Nadia,2023-11-27,-0.97893,Moderate (D1)
Tamil Nadu,Ariyalur,2023-11-27,-0.27992,Normal
Tamil Nadu,Cuddalore,2023-11-27,0.051222,Normal
Tamil Nadu,Dharmapuri,2023-11-27,0.088997,Normal
Tamil Nadu,Dindigul,2023-11-27,-0.3133,Normal
Tamil Nadu,Erode,2023-11-27,1.616,Normal
Tamil Nadu,Kancheepuram,2023-11-27,0.22253,Normal
Tamil Nadu,Karur,2023-11-27,-0.73541,Abnormal (D0)
Tamil Nadu,Krishnagiri,2023-11-27,-0.097231,Normal
Tamil Nadu,Madurai,2023-11-27,-0.18704,Normal
Tamil Nadu,Nagapattinam,2023-11-27,0.17598,Normal
Tamil Nadu,The Nilgiris,2023-11-27,0.039142,Normal
Tamil Nadu,Perambalur,2023-11-27,-0.41347,Normal
Tamil Nadu,Pudukkottai,2023-11-27,-0.8959,Moderate (D1)
Tamil Nadu,Ramanathapuram,2023-11-27,1.1552,Normal
Tamil Nadu,Salem,2023-11-27,-1.1774,Moderate (D1)
Tamil Nadu,Sivaganga,2023-11-27,0.031586,Normal
Tamil Nadu,Thanjavur,2023-11-27,0.30708,Normal
Tamil Nadu,Theni,2023-11-27,1.4825,Normal
Tamil Nadu,Thirunelveli,2023-11-27,-0.13432,Normal
Tamil Nadu,Tuticorin,2023-11-27,-0.52886,Abnormal (D0)
Tamil Nadu,Thiruvannamalai,2023-11-27,0.46702,Normal
Tamil Nadu,Virudhunagar,2023-11-27,0.59594,Normal
Tamil Nadu,Chengalpattu,2023-11-27,-0.33271,Normal
Tamil Nadu,Kallakuruchi,2023-11-27,-0.69372,Abnormal (D0)
Tamil Nadu,Ranipet,2023-11-27,0.16499,Normal
Tamil Nadu,Tenkasi,2023-11-27,0.15167,Normal
Tamil Nadu,Thirupathur,2023-11-27,0.17598,Normal
Tamil Nadu,Thirupur,2023-11-27,-0.13432,Normal
Assam,Darrang,2023-11-27,-0.48262,Normal
Assam,Nagaon,2023-11-27,-1.2308,Moderate (D1)
Assam,Barpeta,2023-11-27,-0.97626,Moderate (D1)
Uttar Pradesh,Kaushambi,2023-11-27,-1.4664,Severe (D2)
Uttar Pradesh,Shravasti,2023-11-27,-0.92064,Moderate (D1)
Madhya Pradesh,Guna,2023-11-27,-0.76433,Abnormal (D0)
Madhya Pradesh,Narsinghpur,2023-11-27,0.22211,Normal
Madhya Pradesh,Hoshangabad,2023-11-27,-0.31387,Normal
Madhya Pradesh,Ratlam,2023-11-27,1.218,Normal
Madhya Pradesh,Shivpuri,2023-11-27,-0.47214,Normal
Madhya Pradesh,Dhar,2023-11-27,1.4257,Normal
Madhya Pradesh,Satna,2023-11-27,-1.5409,Severe (D2)
Madhya Pradesh,Jhabua,2023-11-27,2.0833,Normal
Madhya Pradesh,Sehore,2023-11-27,-0.12326,Normal
Madhya Pradesh,Seoni,2023-11-27,0.26199,Normal
Uttarakhand,Chamoli (Gopeshwar),2023-11-27,0.16189,Normal
Telangana,Sangareddy,2023-11-27,1.1259,Normal
Assam,Kamrup,2023-11-27,-1.2699,Moderate (D1)
Karnataka,Bangalore,2023-11-27,-0.46691,Normal
Karnataka,Belgaum,2023-11-27,-1.1225,Moderate (D1)
Karnataka,Bijapur,2023-11-27,-1.2083,Moderate (D1)
Karnataka,Dharwad,2023-11-27,-0.78415,Abnormal (D0)
Karnataka,Mysore,2023-11-27,-0.68996,Abnormal (D0)
Karnataka,Raichur,2023-11-27,-0.53894,Abnormal (D0)
Kerala,Ernakulam,2023-11-27,0.10052,Normal
Kerala,Kannur,2023-11-27,-0.53399,Abnormal (D0)
Kerala,Kottayam,2023-11-27,0.67679,Normal
Kerala,Malappuram,2023-11-27,1.4059,Normal
Kerala,Palakad,2023-11-27,0.543,Normal
Maharashtra,Dhule,2023-11-27,0.010319,Normal
Maharashtra,Palghar,2023-11-27,0.25032,Normal
Manipur,Imphal East,2023-11-27,-0.85091,Moderate (D1)
Madhya Pradesh,Neemuch,2023-11-27,-0.83563,Moderate (D1)
Madhya Pradesh,Ujjain,2023-11-27,0.50995,Normal
Rajasthan,Pratapgarh,2023-11-27,0.48854,Normal
West Bengal,Malda,2023-11-27,0.022846,Normal
West Bengal,Uttar Dinajpur,2023-11-27,-0.71696,Abnormal (D0)
Bihar,Khagaria,2023-11-27,0.51917,Normal
Gujarat,Kachchh,2023-11-27,0.70297,Normal
Kerala,Kozhikode(Calicut),2023-11-27,0.182,Normal
Madhya Pradesh,Mandsaur,2023-11-27,-0.70978,Abnormal (D0)
Maharashtra,Buldhana,2023-11-27,0.63829,Normal
Punjab,Pathankot,2023-11-27,0.48686,Normal
Rajasthan,Jaisalmer,2023-11-27,0.86623,Normal
Karnataka,Chikmagalur,2023-11-27,0.28505,Normal
Karnataka,Kalburgi,2023-11-27,0.10269,Normal
Karnataka,Shimoga,2023-11-27,-0.51671,Abnormal (D0)
Goa,North Goa,2023-11-27,-0.60907,Abnormal (D0)
West Bengal,Murshidabad,2023-11-27,-1.5144,Severe (D2)
Kerala,Idukki,2023-11-27,0.67083,Normal
Madhya Pradesh,Shajapur,2023-11-27,-0.32584,Normal
Manipur,Thoubal,2023-11-27,-1.2956,Moderate (D1)
Telangana,Medchal Malkajgiri,2023-11-27,0.14426,Normal
Maharashtra,Beed,2023-11-27,-0.84111,Moderate (D1)
Bihar,Madhubani,2023-11-27,-0.55442,Abnormal (D0)
Rajasthan,Bikaner,2023-11-27,2.304,Normal
Kerala,Alappuzha,2023-11-27,0.82232,Normal
Kerala,Kasargod,2023-11-27,-0.14482,Normal
Kerala,Thiruvananthapuram,2023-11-27,-0.046273,Normal
Kerala,Kollam,2023-11-27,1.2929,Normal
Madhya Pradesh,Rajgarh,2023-11-27,-0.51456,Abnormal (D0)
Tripura,Dhalai,2023-11-27,0.27178,Normal
Jammu and Kashmir,Anantnag,2023-11-27,-0.083075,Normal
Bihar,Samastipur,2023-11-27,-0.71236,Abnormal (D0)
Bihar,Sheohar,2023-11-27,-1.4758,Severe (D2)
Manipur,Kakching,2023-11-27,-1.1745,Moderate (D1)
Madhya Pradesh,Chhatarpur,2023-11-27,-0.4448,Normal
Andhra Pradesh,YSR Kadapa,2023-11-27,-1.3823,Severe (D2)
Assam,Hailakandi,2023-11-27,-0.47023,Normal
West Bengal,Kalimpong,2023-11-27,0.36641,Normal
West Bengal,Jhargram,2023-11-27,-0.17801,Normal
Telangana,Hyderabad,2023-12-04,-0.13001,Normal
Telangana,Mahbubnagar,2023-12-04,-1.13,Moderate (D1)
Telangana,Warangal,2023-12-04,1.3964,Normal
Chandigarh,Chandigarh,2023-12-04,0.82975,Normal
Gujarat,Bharuch,2023-12-04,0.11958,Normal
Gujarat,Kheda,2023-12-04,0.67301,Normal
Gujarat,Morbi,2023-12-04,0.42754,Normal
Gujarat,Surat,2023-12-04,0.0018195,Normal
Gujarat,Ahmedabad,2023-12-04,1.3948,Normal
Himachal Pradesh,Kangra,2023-12-04,0.19671,Normal
Himachal Pradesh,Kullu,2023-12-04,0.27398,Normal
Himachal Pradesh,Solan,2023-12-04,0.97622,Normal
Haryana,Fatehabad,2023-12-04,-0.66877,Abnormal (D0)
Haryana,Jind,2023-12-04,-0.60328,Abnormal (D0)
Haryana,Kurukshetra,2023-12-04,0.31506,Normal
Haryana,Sirsa,2023-12-04,-0.13608,Normal
Jammu and Kashmir,Srinagar,2023-12-04,0.10644,Normal
Jammu and Kashmir,Udhampur,2023-12-04,0.68049,Normal
Karnataka,Bengaluru,2023-12-04,-0.4861,Normal
Karnataka,Davangere,2023-12-04,-0.36991,Normal
Karnataka,Kolar,2023-12-04,-0.10142,Normal
Karnataka,Mysuru,2023-12-04,-0.71714,Abnormal (D0)
Keralam,Ernakulam,2023-12-04,-0.0028678,Normal
Keralam,Kannur,2023-12-04,-0.55655,Abnormal (D0)
Keralam,Kollam,2023-12-04,1.3176,Normal
Keralam,Kottayam,2023-12-04,0.795,Normal
Keralam,Malappuram,2023-12-04,1.4111,Normal
Keralam,Palakad,2023-12-04,0.42292,Normal
Maharashtra,Ahilyanagar,2023-12-04,-0.046126,Normal
Maharashtra,Jalgaon,2023-12-04,0.82192,Normal
Maharashtra,Kolhapur,2023-12-04,-0.97479,Moderate (D1)
Maharashtra,Mumbai,2023-12-04,0.8685,Normal
Maharashtra,Nagpur,2023-12-04,0.3438,Normal
Maharashtra,Nashik,2023-12-04,-0.63965,Abnormal (D0)
Maharashtra,Pune,2023-12-04,0.044358,Normal
Maharashtra,Solapur,2023-12-04,-1.2674,Moderate (D1)
Madhya Pradesh,Bhopal,2023-12-04,-0.053156,Normal
Madhya Pradesh,Indore,2023-12-04,1.0851,Normal
Chattisgarh,Rajnandgaon,2023-12-04,0.83893,Normal
Odisha,Bargarh,2023-12-04,0.75257,Normal
Odisha,Bhadrak,2023-12-04,-0.66673,Abnormal (D0)
Odisha,Bolangir,2023-12-04,-0.25447,Normal
Odisha,Kendrapara,2023-12-04,-1.091,Moderate (D1)
Odisha,Kalahandi,2023-12-04,1.2941,Normal
Odisha,Rayagada,2023-12-04,-0.57692,Abnormal (D0)
Punjab,Fazilka,2023-12-04,0.042123,Normal
Punjab,Ludhiana,2023-12-04,-0.034871,Normal
Punjab,Moga,2023-12-04,1.4168,Normal
Punjab,Muktsar,2023-12-04,0.91814,Normal
Punjab,Patiala,2023-12-04,1.0515,Normal
Punjab,Barnala,2023-12-04,0.4277,Normal
Punjab,Sangrur,2023-12-04,0.27364,Normal
Rajasthan,Alwar,2023-12-04,-0.44879,Normal
Rajasthan,Baran,2023-12-04,-0.51338,Abnormal (D0)
Rajasthan,Bhilwara,2023-12-04,-0.25463,Normal
Rajasthan,Jaipur,2023-12-04,-0.080888,Normal
Rajasthan,Jodhpur,2023-12-04,1.2343,Normal
Tamil Nadu,Villupuram,2023-12-04,0.15688,Normal
Tripura,Sepahijala,2023-12-04,0.19168,Normal
Tripura,Khowai,2023-12-04,-0.11786,Normal
Uttar Pradesh,Agra,2023-12-04,0.23127,Normal
Uttar Pradesh,Prayagraj,2023-12-04,-1.42,Severe (D2)
Uttar Pradesh,Bahraich,2023-12-04,-0.15658,Normal
Uttar Pradesh,Ballia,2023-12-04,-1.1861,Moderate (D1)
Uttar Pradesh,Barabanki,2023-12-04,0.077406,Normal
Uttar Pradesh,Bareilly,2023-12-04,-0.015783,Normal
Uttar Pradesh,Ghaziabad,2023-12-04,-0.30078,Normal
Uttar Pradesh,Gorakhpur,2023-12-04,-1.365,Severe (D2)
Uttar Pradesh,Hardoi,2023-12-04,-0.32507,Normal
Uttar Pradesh,Etawah,2023-12-04,-0.81899,Moderate (D1)
Uttar Pradesh,Jaunpur,2023-12-04,-1.2284,Moderate (D1)
Uttar Pradesh,Kanpur,2023-12-04,-0.93977,Moderate (D1)
Uttar Pradesh,Lakhimpur,2023-12-04,-0.24219,Normal
Uttar Pradesh,Lalitpur,2023-12-04,0.31684,Normal
Uttar Pradesh,Lucknow,2023-12-04,2.4412,Normal
Uttar Pradesh,Mainpuri,2023-12-04,0.74931,Normal
Uttar Pradesh,Meerut,2023-12-04,0.92474,Normal
Uttar Pradesh,Sambhal,2023-12-04,-0.4054,Normal
Uttar Pradesh,Saharanpur,2023-12-04,-0.29931,Normal
Uttar Pradesh,Shahjahanpur,2023-12-04,1.2894,Normal
Uttar Pradesh,Sitapur,2023-12-04,0.52634,Normal
West Bengal,North 24 Parganas,2023-12-04,-0.47501,Normal
West Bengal,Purba Bardhaman,2023-12-04,-1.0053,Moderate (D1)
West Bengal,Coochbehar,2023-12-04,-0.70958,Abnormal (D0)
West Bengal,Hooghly,2023-12-04,-0.35598,Normal
Chattisgarh,Durg,2023-12-04,1.1738,Normal
Chattisgarh,Raigarh,2023-12-04,0.40874,Normal
Gujarat,Surendranagar,2023-12-04,0.21031,Normal
Haryana,Panipat,2023-12-04,-1.0821,Moderate (D1)
Haryana,Sonipat,2023-12-04,-0.13597,Normal
Haryana,Rohtak,2023-12-04,-0.058846,Normal
Haryana,Rewari,2023-12-04,-0.062167,Normal
Haryana,Gurgaon,2023-12-04,0.40383,Normal
Himachal Pradesh,Una,2023-12-04,1.5468,Normal
Himachal Pradesh,Chamba,2023-12-04,-0.43117,Normal
Himachal Pradesh,Bilaspur,2023-12-04,0.77496,Normal
Himachal Pradesh,Mandi,2023-12-04,0.39115,Normal
Himachal Pradesh,Hamirpur,2023-12-04,0.56317,Normal
Himachal Pradesh,Shimla,2023-12-04,1.113,Normal
Jammu and Kashmir,Jammu,2023-12-04,1.998,Normal
Karnataka,Bengaluru Rural,2023-12-04,-0.096585,Normal
Karnataka,Chikkaballapur,2023-12-04,-0.096585,Normal
Karnataka,Chamarajanagar,2023-12-04,-0.53315,Abnormal (D0)
Karnataka,Mandya,2023-12-04,0.59873,Normal
Keralam,Kozhikode(Calicut),2023-12-04,0.25838,Normal
Madhya Pradesh,Morena,2023-12-04,0.93683,Normal
Odisha,Koraput,2023-12-04,1.6524,Normal
Odisha,Nuapada,2023-12-04,0.017066,Normal
Punjab,Gurdaspur,2023-12-04,1.7072,Normal
Punjab,Bhatinda,2023-12-04,-0.077978,Normal
Punjab,Faridkot,2023-12-04,0.41045,Normal
Punjab,Ferozpur,2023-12-04,0.042123,Normal
Punjab,Kapurthala,2023-12-04,0.86789,Normal
Punjab,Mansa,2023-12-04,-0.59652,Abnormal (D0)
Punjab,Ropar (Rupnagar),2023-12-04,1.5365,Normal
Rajasthan,Churu,2023-12-04,0.86489,Normal
Rajasthan,Jalore,2023-12-04,2.7808,Normal
Rajasthan,Jhunjhunu,2023-12-04,0.28898,Normal
Rajasthan,Sikar,2023-12-04,0.55584,Normal
Rajasthan,Sirohi,2023-12-04,2.2365,Normal
Uttar Pradesh,Bulandshahar,2023-12-04,-0.87149,Moderate (D1)
Uttar Pradesh,Baghpat,2023-12-04,-0.33603,Normal
