state,district,week_start,cdi,drought_category
Telangana,Hyderabad,2021-07-12,1.5686,Normal
Telangana,Mahbubnagar,2021-07-12,0.75589,Normal
Telangana,Warangal,2021-07-12,1.61,Normal
Chandigarh,Chandigarh,2021-07-12,-0.83866,Moderate (D1)
Gujarat,Bharuch,2021-07-12,-0.38125,Normal
Gujarat,Kheda,2021-07-12,0.006505,Normal
Gujarat,Morbi,2021-07-12,0.15893,Normal
Gujarat,Surat,2021-07-12,0.32558,Normal
Gujarat,Ahmedabad,2021-07-12,-0.0060645,Normal
Himachal Pradesh,Kangra,2021-07-12,0.16038,Normal
Himachal Pradesh,Kullu,2021-07-12,0.44217,Normal
Himachal Pradesh,Solan,2021-07-12,-0.64602,Abnormal (D0)
Haryana,Fatehabad,2021-07-12,-0.31518,Normal
Haryana,Jind,2021-07-12,-0.26939,Normal
Haryana,Kurukshetra,2021-07-12,-1.1114,Moderate (D1)
Haryana,Sirsa,2021-07-12,0.42909,Normal
Jammu and Kashmir,Srinagar,2021-07-12,0.027906,Normal
Jammu and Kashmir,Udhampur,2021-07-12,0.11957,Normal
Karnataka,Bengaluru,2021-07-12,0.70197,Normal
Karnataka,Davangere,2021-07-12,1.854,Normal
Karnataka,Kolar,2021-07-12,3.0328,Normal
Karnataka,Mysuru,2021-07-12,1.0828,Normal
Keralam,Ernakulam,2021-07-12,-0.24173,Normal
Keralam,Kannur,2021-07-12,-0.019132,Normal
Keralam,Kollam,2021-07-12,1.4049,Normal
Keralam,Kottayam,2021-07-12,0.92724,Normal
Keralam,Malappuram,2021-07-12,-0.11608,Normal
Keralam,Palakad,2021-07-12,0.083638,Normal
Maharashtra,Ahilyanagar,2021-07-12,0.95718,Normal
Maharashtra,Jalgaon,2021-07-12,-0.50412,Abnormal (D0)
Maharashtra,Kolhapur,2021-07-12,1.6758,Normal
Maharashtra,Mumbai,2021-07-12,-0.97234,Moderate (D1)
Maharashtra,Nagpur,2021-07-12,0.44092,Normal
Maharashtra,Nashik,2021-07-12,0.36168,Normal
Maharashtra,Pune,2021-07-12,0.34679,Normal
Maharashtra,Solapur,2021-07-12,1.8877,Normal
Madhya Pradesh,Bhopal,2021-07-12,0.10522,Normal
Madhya Pradesh,Indore,2021-07-12,0.044401,Normal
Chattisgarh,Rajnandgaon,2021-07-12,0.61662,Normal
Odisha,Bargarh,2021-07-12,-0.0081171,Normal
Odisha,Bhadrak,2021-07-12,0.85531,Normal
Odisha,Bolangir,2021-07-12,-0.35224,Normal
Odisha,Kendrapara,2021-07-12,1.7195,Normal
Odisha,Kalahandi,2021-07-12,-0.63002,Abnormal (D0)
Odisha,Rayagada,2021-07-12,-0.43843,Normal
Punjab,Fazilka,2021-07-12,-0.501,Abnormal (D0)
Punjab,Ludhiana,2021-07-12,-1.1314,Moderate (D1)
Punjab,Moga,2021-07-12,1.4803,Normal
Punjab,Muktsar,2021-07-12,0.078038,Normal
Punjab,Patiala,2021-07-12,-0.84745,Moderate (D1)
Punjab,Barnala,2021-07-12,-0.9031,Moderate (D1)
Punjab,Sangrur,2021-07-12,-0.8482,Moderate (D1)
Rajasthan,Alwar,2021-07-12,-0.67448,Abnormal (D0)
Rajasthan,Baran,2021-07-12,-0.72846,Abnormal (D0)
Rajasthan,Bhilwara,2021-07-12,-0.20658,Normal
Rajasthan,Jaipur,2021-07-12,0.60368,Normal
Rajasthan,Jodhpur,2021-07-12,-0.20651,Normal
Tamil Nadu,Villupuram,2021-07-12,2.0844,Normal
Tripura,Sepahijala,2021-07-12,-0.86307,Moderate (D1)
Tripura,Khowai,2021-07-12,-1.9474,Extreme (D3)
Uttar Pradesh,Agra,2021-07-12,-0.49542,Normal
Uttar Pradesh,Prayagraj,2021-07-12,1.0145,Normal
Uttar Pradesh,Bahraich,2021-07-12,1.0756,Normal
Uttar Pradesh,Ballia,2021-07-12,2.8373,Normal
Uttar Pradesh,Barabanki,2021-07-12,1.1738,Normal
Uttar Pradesh,Bareilly,2021-07-12,-0.055825,Normal
Uttar Pradesh,Ghaziabad,2021-07-12,-0.074934,Normal
Uttar Pradesh,Gorakhpur,2021-07-12,1.4142,Normal
Uttar Pradesh,Hardoi,2021-07-12,-0.9528,Moderate (D1)
Uttar Pradesh,Etawah,2021-07-12,-1.2336,Moderate (D1)
Uttar Pradesh,Jaunpur,2021-07-12,-0.080086,Normal
Uttar Pradesh,Kanpur,2021-07-12,-0.88813,Moderate (D1)
Uttar Pradesh,Lakhimpur,2021-07-12,3.1921,Normal
Uttar Pradesh,Lalitpur,2021-07-12,-1.0704,Moderate (D1)
Uttar Pradesh,Lucknow,2021-07-12,0.37959,Normal
Uttar Pradesh,Mainpuri,2021-07-12,-1.2833,Moderate (D1)
Uttar Pradesh,Meerut,2021-07-12,-0.39107,Normal
Uttar Pradesh,Sambhal,2021-07-12,-0.95342,Moderate (D1)
Uttar Pradesh,Saharanpur,2021-07-12,-0.31411,Normal
Uttar Pradesh,Shahjahanpur,2021-07-12,-0.35029,Normal
Uttar Pradesh,Sitapur,2021-07-12,1.4653,Normal
West Bengal,North 24 Parganas,2021-07-12,1.6563,Normal
West Bengal,Purba Bardhaman,2021-07-12,0.015347,Normal
West Bengal,Coochbehar,2021-07-12,-0.68628,Abnormal (D0)
West Bengal,Hooghly,2021-07-12,1.0254,Normal
Chattisgarh,Durg,2021-07-12,0.42012,Normal
Chattisgarh,Raigarh,2021-07-12,0.07587,Normal
Gujarat,Surendranagar,2021-07-12,0.049669,Normal
Haryana,Panipat,2021-07-12,-0.72428,Abnormal (D0)
Haryana,Sonipat,2021-07-12,-0.61949,Abnormal (D0)
Haryana,Rohtak,2021-07-12,-0.040851,Normal
Haryana,Rewari,2021-07-12,-0.078461,Normal
Haryana,Gurgaon,2021-07-12,-0.75095,Abnormal (D0)
Himachal Pradesh,Una,2021-07-12,-1.1349,Moderate (D1)
Himachal Pradesh,Chamba,2021-07-12,-0.58674,Abnormal (D0)
Himachal Pradesh,Bilaspur,2021-07-12,-0.58009,Abnormal (D0)
Himachal Pradesh,Mandi,2021-07-12,0.0012138,Normal
Himachal Pradesh,Hamirpur,2021-07-12,-0.40125,Normal
Himachal Pradesh,Shimla,2021-07-12,-0.4284,Normal
Jammu and Kashmir,Jammu,2021-07-12,0.47037,Normal
Karnataka,Bengaluru Rural,2021-07-12,1.5017,Normal
Karnataka,Chikkaballapur,2021-07-12,1.5017,Normal
Karnataka,Chamarajanagar,2021-07-12,0.37374,Normal
Karnataka,Mandya,2021-07-12,1.5048,Normal
Keralam,Kozhikode(Calicut),2021-07-12,0.018306,Normal
Madhya Pradesh,Morena,2021-07-12,-0.80188,Moderate (D1)
Odisha,Koraput,2021-07-12,-0.37577,Normal
Odisha,Nuapada,2021-07-12,-0.21095,Normal
Punjab,Gurdaspur,2021-07-12,-0.73731,Abnormal (D0)
Punjab,Bhatinda,2021-07-12,-0.10343,Normal
Punjab,Faridkot,2021-07-12,-0.69186,Abnormal (D0)
Punjab,Ferozpur,2021-07-12,-0.501,Abnormal (D0)
Punjab,Kapurthala,2021-07-12,-0.58298,Abnormal (D0)
Punjab,Mansa,2021-07-12,-1.0202,Moderate (D1)
Punjab,Ropar (Rupnagar),2021-07-12,-0.13215,Normal
Rajasthan,Churu,2021-07-12,0.19672,Normal
Rajasthan,Jalore,2021-07-12,-0.14297,Normal
Rajasthan,Jhunjhunu,2021-07-12,-0.16019,Normal
Rajasthan,Sikar,2021-07-12,-0.65638,Abnormal (D0)
Rajasthan,Sirohi,2021-07-12,0.0053957,Normal
Uttar Pradesh,Bulandshahar,2021-07-12,-0.47382,Normal
Uttar Pradesh,Baghpat,2021-07-12,-0.74742,Abnormal (D0)
Uttar Pradesh,Shamli,2021-07-12,-0.69487,Abnormal (D0)
Uttar Pradesh,Muzaffarnagar,2021-07-12,-0.46744,Normal
Uttar Pradesh,Etah,2021-07-12,-1.3408,Severe (D2)
Uttar Pradesh,Mathura,2021-07-12,-0.17263,Normal
Uttar Pradesh,Rampur,2021-07-12,-0.3692,Normal
Uttar Pradesh,Badaun,2021-07-12,-0.019978,Normal
Uttar Pradesh,Raebarelli,2021-07-12,0.37959,Normal
Uttar Pradesh,Gonda,2021-07-12,1.2779,Normal
Uttar Pradesh,Amethi,2021-07-12,-0.39194,Normal
Uttar Pradesh,Pratapgarh,2021-07-12,0.26848,Normal
Uttar Pradesh,Deoria,2021-07-12,2.4206,Normal
Uttar Pradesh,Basti,2021-07-12,1.1361,Normal
Uttar Pradesh,Azamgarh,2021-07-12,0.32857,Normal
Uttar Pradesh,Mirzapur,2021-07-12,0.5272,Normal
Uttar Pradesh,Jhansi,2021-07-12,-0.9716,Moderate (D1)
West Bengal,Medinipur(W),2021-07-12,1.4458,Normal
West Bengal,Birbhum,2021-07-12,0.34666,Normal
West Bengal,Jalpaiguri,2021-07-12,-0.14273,Normal
West Bengal,Alipurduar,2021-07-12,-0.577,Abnormal (D0)
Tripura,North Tripura,2021-07-12,-1.3512,Severe (D2)
Karnataka,Bengaluru South,2021-07-12,1.0843,Normal
Karnataka,Chikkamagaluru,2021-07-12,0.29063,Normal
Karnataka,Kalaburagi,2021-07-12,2.4499,Normal
Karnataka,Hassan,2021-07-12,1.0264,Normal
Karnataka,Shivamogga,2021-07-12,0.8817,Normal
Punjab,Mohali,2021-07-12,-1.3182,Severe (D2)
Uttar Pradesh,Fatehpur,2021-07-12,-0.087472,Normal
Uttar Pradesh,Auraiya,2021-07-12,-0.97702,Moderate (D1)
Uttar Pradesh,Mahoba,2021-07-12,-0.96226,Moderate (D1)
West Bengal,Howrah,2021-07-12,1.3828,Normal
Uttar Pradesh,Firozabad,2021-07-12,-0.64904,Abnormal (D0)
Karnataka,Udupi,2021-07-12,-0.16109,Normal
Telangana,Ranga Reddy,2021-07-12,1.444,Normal
Andhra Pradesh,Kurnool,2021-07-12,0.6146,Normal
Andhra Pradesh,Annamayya,2021-07-12,2.2087,Normal
Telangana,Nalgonda,2021-07-12,0.94851,Normal
Tamil Nadu,Coimbatore,2021-07-12,0.83452,Normal
Uttarakhand,Haridwar,2021-07-12,0.83492,Normal
Uttarakhand,Garhwal (Pauri),2021-07-12,2.1366,Normal
Keralam,Idukki,2021-07-12,0.18923,Normal
Haryana,Ambala,2021-07-12,-1.1886,Moderate (D1)
Haryana,Faridabad,2021-07-12,-0.9046,Moderate (D1)
Haryana,Mahendragarh-Narnaul,2021-07-12,-0.28042,Normal
Odisha,Nayagarh,2021-07-12,0.071865,Normal
Odisha,Sundergarh,2021-07-12,0.58931,Normal
Punjab,Fatehgarh,2021-07-12,-0.53166,Abnormal (D0)
Rajasthan,Ajmer,2021-07-12,-0.21983,Normal
Uttar Pradesh,Bijnor,2021-07-12,-0.12147,Normal
Uttar Pradesh,Kasganj,2021-07-12,-0.52171,Abnormal (D0)
Uttar Pradesh,Amroha,2021-07-12,-0.66333,Abnormal (D0)
Uttar Pradesh,Kanpur Dehat,2021-07-12,0.065276,Normal
Uttar Pradesh,Unnao,2021-07-12,-0.82546,Moderate (D1)
Gujarat,Vadodara(Baroda),2021-07-12,-0.27017,Normal
Andhra Pradesh,Chittor,2021-07-12,2.7596,Normal
Telangana,Hanumakonda,2021-07-12,2.4717,Normal
Telangana,Karimnagar,2021-07-12,1.1931,Normal
Telangana,Medak,2021-07-12,1.5279,Normal
Odisha,Jharsuguda,2021-07-12,0.17893,Normal
Gujarat,Navsari,2021-07-12,0.077077,Normal
Maharashtra,Sangli,2021-07-12,1.2019,Normal
Maharashtra,Satara,2021-07-12,0.89472,Normal
Rajasthan,Beawar,2021-07-12,0.01863,Normal
Rajasthan,Bharatpur,2021-07-12,-0.5753,Abnormal (D0)
Rajasthan,Hanumangarh,2021-07-12,-0.0067905,Normal
Rajasthan,Ganganagar,2021-07-12,-0.82656,Moderate (D1)
Rajasthan,Chittorgarh,2021-07-12,0.1143,Normal
Rajasthan,Rajsamand,2021-07-12,-0.04816,Normal
Punjab,Hoshiarpur,2021-07-12,-1.7916,Extreme (D3)
Punjab,Jalandhar,2021-07-12,-1.4879,Severe (D2)
Tamil Nadu,Vellore,2021-07-12,1.4708,Normal
Odisha,Puri,2021-07-12,0.96187,Normal
Odisha,Gajapati,2021-07-12,-0.31384,Normal
Odisha,Ganjam,2021-07-12,-0.38156,Normal
Odisha,Boudh,2021-07-12,-0.31831,Normal
Odisha,Balasore,2021-07-12,0.48956,Normal
Odisha,Dhenkanal,2021-07-12,0.049217,Normal
Odisha,Keonjhar,2021-07-12,0.82447,Normal
Odisha,Khurda,2021-07-12,2.0449,Normal
Odisha,Sonepur,2021-07-12,-0.5711,Abnormal (D0)
Gujarat,Porbandar,2021-07-12,-0.26453,Normal
Gujarat,Bhavnagar,2021-07-12,1.3594,Normal
Punjab,Amritsar,2021-07-12,-0.53166,Abnormal (D0)
Gujarat,Amreli,2021-07-12,0.33671,Normal
Maharashtra,Raigad,2021-07-12,0.49293,Normal
Maharashtra,Ratnagiri,2021-07-12,1.2908,Normal
Tripura,West District,2021-07-12,-1.6069,Extreme (D3)
Tripura,Gomati,2021-07-12,-0.5299,Abnormal (D0)
Uttar Pradesh,Maharajganj,2021-07-12,0.022003,Normal
Uttar Pradesh,Jalaun (Orai),2021-07-12,-0.30959,Normal
Uttar Pradesh,Sonbhadra,2021-07-12,0.56262,Normal
Uttar Pradesh,Aligarh,2021-07-12,-0.90181,Moderate (D1)
Uttar Pradesh,Balrampur,2021-07-12,1.4807,Normal
Uttar Pradesh,Chandauli,2021-07-12,1.1604,Normal
Uttar Pradesh,Banda,2021-07-12,0.96271,Normal
Uttar Pradesh,Siddharth Nagar,2021-07-12,2.4751,Normal
Uttar Pradesh,Gautam Budh Nagar,2021-07-12,-0.86641,Moderate (D1)
Uttar Pradesh,Hathras,2021-07-12,-0.53933,Abnormal (D0)
Uttar Pradesh,Hamirpur,2021-07-12,-0.0115,Normal
Haryana,Panchkula,2021-07-12,-0.83866,Moderate (D1)
Haryana,Yamuna Nagar,2021-07-12,0.042081,Normal
Haryana,Mewat,2021-07-12,-0.26656,Normal
Haryana,Hissar,2021-07-12,-0.73729,Abnormal (D0)
Haryana,Kaithal,2021-07-12,-0.73729,Abnormal (D0)
Haryana,Karnal,2021-07-12,0.41183,Normal
Maharashtra,Nandurbar,2021-07-12,-0.1186,Normal
Uttar Pradesh,Chitrakut,2021-07-12,1.3752,Normal
Keralam,Alappuzha,2021-07-12,0.66108,Normal
Keralam,Thiruvananthapuram,2021-07-12,0.071217,Normal
Keralam,Kasargod,2021-07-12,-0.13567,Normal
Maharashtra,Chandrapur,2021-07-12,-0.22179,Normal
Jammu and Kashmir,Kathua,2021-07-12,0.7091,Normal
Uttar Pradesh,Ayodhya,2021-07-12,1.8569,Normal
Uttar Pradesh,Sant Kabir Nagar,2021-07-12,2.4933,Normal
Tamil Nadu,Thiruvarur,2021-07-12,-0.12069,Normal
West Bengal,Medinipur(E),2021-07-12,1.4458,Normal
Rajasthan,Kota,2021-07-12,-1.3365,Severe (D2)
Punjab,Nawanshahr,2021-07-12,-0.18872,Normal
West Bengal,Darjeeling,2021-07-12,0.78351,Normal
Gujarat,Rajkot,2021-07-12,-0.12102,Normal
Gujarat,Dahod,2021-07-12,-0.39674,Normal
Gujarat,Gandhinagar,2021-07-12,-0.0060645,Normal
Gujarat,Sabarkantha,2021-07-12,0.083615,Normal
Gujarat,Anand,2021-07-12,0.13006,Normal
Rajasthan,Udaipur,2021-07-12,0.42296,Normal
Gujarat,Mehsana,2021-07-12,-0.235,Normal
West Bengal,Kolkata,2021-07-12,1.3828,Normal
West Bengal,Bankura,2021-07-12,1.3316,Normal
West Bengal,Paschim Bardhaman,2021-07-12,1.4237,Normal
West Bengal,Puruliya,2021-07-12,2.1903,Normal
Tamil Nadu,Namakkal,2021-07-12,3.2468,Normal
Madhya Pradesh,Harda,2021-07-12,-0.18513,Normal
Madhya Pradesh,Khandwa,2021-07-12,-0.86097,Moderate (D1)
Madhya Pradesh,Dewas,2021-07-12,0.49415,Normal
Madhya Pradesh,Gwalior,2021-07-12,-0.64397,Abnormal (D0)
Madhya Pradesh,Sagar,2021-07-12,-0.098222,Normal
Madhya Pradesh,Jabalpur,2021-07-12,-0.56591,Abnormal (D0)
Madhya Pradesh,Chhindwara,2021-07-12,0.70765,Normal
Tripura,South Tripura,2021-07-12,-0.97205,Moderate (D1)
Chattisgarh,Bilaspur,2021-07-12,1.3253,Normal
Telangana,Siddipet,2021-07-12,2.9753,Normal
West Bengal,Dakshin Dinajpur,2021-07-12,-1.1647,Moderate (D1)
West Bengal,Nadia,2021-07-12,-0.10311,Normal
Tamil Nadu,Ariyalur,2021-07-12,0.7453,Normal
Tamil Nadu,Cuddalore,2021-07-12,3.2876,Normal
Tamil Nadu,Dharmapuri,2021-07-12,1.6701,Normal
Tamil Nadu,Dindigul,2021-07-12,0.49565,Normal
Tamil Nadu,Erode,2021-07-12,0.3011,Normal
Tamil Nadu,Kancheepuram,2021-07-12,1.0427,Normal
Tamil Nadu,Karur,2021-07-12,0.9165,Normal
Tamil Nadu,Krishnagiri,2021-07-12,2.2341,Normal
Tamil Nadu,Madurai,2021-07-12,0.31758,Normal
Tamil Nadu,Nagapattinam,2021-07-12,0.028409,Normal
Tamil Nadu,The Nilgiris,2021-07-12,0.97152,Normal
Tamil Nadu,Perambalur,2021-07-12,0.98403,Normal
Tamil Nadu,Pudukkottai,2021-07-12,-0.63714,Abnormal (D0)
Tamil Nadu,Ramanathapuram,2021-07-12,0.053678,Normal
Tamil Nadu,Salem,2021-07-12,-0.012122,Normal
Tamil Nadu,Sivaganga,2021-07-12,0.28175,Normal
Tamil Nadu,Thanjavur,2021-07-12,0.38319,Normal
Tamil Nadu,Theni,2021-07-12,0.83572,Normal
Tamil Nadu,Thirunelveli,2021-07-12,-0.050466,Normal
Tamil Nadu,Tuticorin,2021-07-12,-0.16331,Normal
Tamil Nadu,Thiruvannamalai,2021-07-12,0.44281,Normal
Tamil Nadu,Virudhunagar,2021-07-12,-0.12206,Normal
Tamil Nadu,Chengalpattu,2021-07-12,0.075437,Normal
Tamil Nadu,Kallakuruchi,2021-07-12,0.7684,Normal
Tamil Nadu,Ranipet,2021-07-12,0.89352,Normal
Tamil Nadu,Tenkasi,2021-07-12,0.60236,Normal
Tamil Nadu,Thirupathur,2021-07-12,0.028409,Normal
Tamil Nadu,Thirupur,2021-07-12,-0.050466,Normal
Assam,Darrang,2021-07-12,-1.0782,Moderate (D1)
Assam,Nagaon,2021-07-12,-0.87589,Moderate (D1)
Assam,Barpeta,2021-07-12,-0.63469,Abnormal (D0)
Uttar Pradesh,Kaushambi,2021-07-12,2.2922,Normal
Uttar Pradesh,Shravasti,2021-07-12,1.8465,Normal
Madhya Pradesh,Guna,2021-07-12,-0.42727,Normal
Madhya Pradesh,Narsinghpur,2021-07-12,-0.17282,Normal
Madhya Pradesh,Hoshangabad,2021-07-12,0.46955,Normal
Madhya Pradesh,Ratlam,2021-07-12,0.8554,Normal
Madhya Pradesh,Shivpuri,2021-07-12,-0.14066,Normal
Madhya Pradesh,Dhar,2021-07-12,0.027522,Normal
Madhya Pradesh,Satna,2021-07-12,1.2425,Normal
Madhya Pradesh,Jhabua,2021-07-12,-0.29611,Normal
Madhya Pradesh,Sehore,2021-07-12,0.38031,Normal
Madhya Pradesh,Seoni,2021-07-12,0.12212,Normal
Uttarakhand,Chamoli (Gopeshwar),2021-07-12,1.9819,Normal
Telangana,Sangareddy,2021-07-12,1.476,Normal
Assam,Kamrup,2021-07-12,-0.99623,Moderate (D1)
Karnataka,Bangalore,2021-07-12,0.70197,Normal
Karnataka,Belgaum,2021-07-12,2.3525,Normal
Karnataka,Bijapur,2021-07-12,1.857,Normal
Karnataka,Dharwad,2021-07-12,2.5412,Normal
Karnataka,Mysore,2021-07-12,1.0828,Normal
Karnataka,Raichur,2021-07-12,1.0494,Normal
Kerala,Ernakulam,2021-07-12,-0.24173,Normal
Kerala,Kannur,2021-07-12,-0.019132,Normal
Kerala,Kottayam,2021-07-12,0.92724,Normal
Kerala,Malappuram,2021-07-12,-0.11608,Normal
Kerala,Palakad,2021-07-12,0.083638,Normal
Maharashtra,Dhule,2021-07-12,-0.88388,Moderate (D1)
Maharashtra,Palghar,2021-07-12,-0.62266,Abnormal (D0)
Manipur,Imphal East,2021-07-12,-1.8603,Extreme (D3)
Madhya Pradesh,Neemuch,2021-07-12,-0.53641,Abnormal (D0)
Madhya Pradesh,Ujjain,2021-07-12,-0.56094,Abnormal (D0)
Rajasthan,Pratapgarh,2021-07-12,0.25745,Normal
West Bengal,Malda,2021-07-12,0.032705,Normal
West Bengal,Uttar Dinajpur,2021-07-12,-0.43597,Normal
Bihar,Khagaria,2021-07-12,2.1569,Normal
Gujarat,Kachchh,2021-07-12,0.7641,Normal
Kerala,Kozhikode(Calicut),2021-07-12,0.018306,Normal
Madhya Pradesh,Mandsaur,2021-07-12,-0.95953,Moderate (D1)
Maharashtra,Buldhana,2021-07-12,-1.2561,Moderate (D1)
Punjab,Pathankot,2021-07-12,0.7091,Normal
Rajasthan,Jaisalmer,2021-07-12,1.3449,Normal
Karnataka,Chikmagalur,2021-07-12,1.3121,Normal
Karnataka,Kalburgi,2021-07-12,2.5751,Normal
Karnataka,Shimoga,2021-07-12,0.058253,Normal
Goa,North Goa,2021-07-12,0.64398,Normal
West Bengal,Murshidabad,2021-07-12,0.085822,Normal
Kerala,Idukki,2021-07-12,0.18923,Normal
Madhya Pradesh,Shajapur,2021-07-12,-0.046769,Normal
Manipur,Thoubal,2021-07-12,-1.9286,Extreme (D3)
Telangana,Medchal Malkajgiri,2021-07-12,2.7976,Normal
Maharashtra,Beed,2021-07-12,1.2774,Normal
Bihar,Madhubani,2021-07-12,1.2677,Normal
Rajasthan,Bikaner,2021-07-12,0.68301,Normal
Kerala,Alappuzha,2021-07-12,0.66108,Normal
Kerala,Kasargod,2021-07-12,-0.13567,Normal
Kerala,Thiruvananthapuram,2021-07-12,0.071217,Normal
Kerala,Kollam,2021-07-12,1.4049,Normal
Madhya Pradesh,Rajgarh,2021-07-12,-0.47394,Normal
Tripura,Dhalai,2021-07-12,-1.9894,Extreme (D3)
Jammu and Kashmir,Anantnag,2021-07-12,-0.28871,Normal
Bihar,Samastipur,2021-07-12,3.5808,Normal
Bihar,Sheohar,2021-07-12,2.8155,Normal
Manipur,Kakching,2021-07-12,-1.6406,Extreme (D3)
Madhya Pradesh,Chhatarpur,2021-07-12,-0.6197,Abnormal (D0)
Andhra Pradesh,YSR Kadapa,2021-07-12,2.3701,Normal
Assam,Hailakandi,2021-07-12,-0.80862,Moderate (D1)
West Bengal,Kalimpong,2021-07-12,0.78351,Normal
West Bengal,Jhargram,2021-07-12,0.48111,Normal
Telangana,Hyderabad,2021-07-19,2.2026,Normal
Telangana,Mahbubnagar,2021-07-19,1.081,Normal
Telangana,Warangal,2021-07-19,1.4693,Normal
Chandigarh,Chandigarh,2021-07-19,-1.0128,Moderate (D1)
Gujarat,Bharuch,2021-07-19,-0.49551,Normal
Gujarat,Kheda,2021-07-19,-0.33885,Normal
Gujarat,Morbi,2021-07-19,-0.15746,Normal
Gujarat,Surat,2021-07-19,0.52891,Normal
Gujarat,Ahmedabad,2021-07-19,-0.29656,Normal
Himachal Pradesh,Kangra,2021-07-19,0.24569,Normal
Himachal Pradesh,Kullu,2021-07-19,0.28713,Normal
Himachal Pradesh,Solan,2021-07-19,-0.93383,Moderate (D1)
Haryana,Fatehabad,2021-07-19,-0.32858,Normal
Haryana,Jind,2021-07-19,1.9264,Normal
Haryana,Kurukshetra,2021-07-19,-0.88858,Moderate (D1)
Haryana,Sirsa,2021-07-19,-0.12932,Normal
Jammu and Kashmir,Srinagar,2021-07-19,-0.033509,Normal
Jammu and Kashmir,Udhampur,2021-07-19,0.14771,Normal
Karnataka,Bengaluru,2021-07-19,1.2392,Normal
Karnataka,Davangere,2021-07-19,3.1759,Normal
Karnataka,Kolar,2021-07-19,4.2206,Normal
Karnataka,Mysuru,2021-07-19,1.2814,Normal
Keralam,Ernakulam,2021-07-19,-0.086146,Normal
Keralam,Kannur,2021-07-19,-0.1702,Normal
Keralam,Kollam,2021-07-19,1.3311,Normal
Keralam,Kottayam,2021-07-19,0.94817,Normal
Keralam,Malappuram,2021-07-19,-0.072881,Normal
Keralam,Palakad,2021-07-19,0.055984,Normal
Maharashtra,Ahilyanagar,2021-07-19,1.1746,Normal
Maharashtra,Jalgaon,2021-07-19,-0.50467,Abnormal (D0)
Maharashtra,Kolhapur,2021-07-19,1.1042,Normal
Maharashtra,Mumbai,2021-07-19,-0.91919,Moderate (D1)
Maharashtra,Nagpur,2021-07-19,-0.05105,Normal
Maharashtra,Nashik,2021-07-19,0.44881,Normal
Maharashtra,Pune,2021-07-19,0.1935,Normal
Maharashtra,Solapur,2021-07-19,2.4813,Normal
Madhya Pradesh,Bhopal,2021-07-19,-0.38,Normal
Madhya Pradesh,Indore,2021-07-19,-0.17025,Normal
Chattisgarh,Rajnandgaon,2021-07-19,0.21016,Normal
Odisha,Bargarh,2021-07-19,-0.39018,Normal
Odisha,Bhadrak,2021-07-19,0.56935,Normal
Odisha,Bolangir,2021-07-19,-0.42245,Normal
Odisha,Kendrapara,2021-07-19,1.447,Normal
Odisha,Kalahandi,2021-07-19,-0.95673,Moderate (D1)
Odisha,Rayagada,2021-07-19,-0.23094,Normal
Punjab,Fazilka,2021-07-19,-0.34747,Normal
Punjab,Ludhiana,2021-07-19,-0.91594,Moderate (D1)
Punjab,Moga,2021-07-19,2.406,Normal
Punjab,Muktsar,2021-07-19,0.24487,Normal
Punjab,Patiala,2021-07-19,-0.22302,Normal
Punjab,Barnala,2021-07-19,-0.92736,Moderate (D1)
Punjab,Sangrur,2021-07-19,-0.29406,Normal
Rajasthan,Alwar,2021-07-19,-0.603,Abnormal (D0)
Rajasthan,Baran,2021-07-19,-1.0291,Moderate (D1)
Rajasthan,Bhilwara,2021-07-19,-0.52507,Abnormal (D0)
Rajasthan,Jaipur,2021-07-19,0.36258,Normal
Rajasthan,Jodhpur,2021-07-19,-0.4253,Normal
Tamil Nadu,Villupuram,2021-07-19,2.7119,Normal
Tripura,Sepahijala,2021-07-19,-0.86474,Moderate (D1)
Tripura,Khowai,2021-07-19,-1.696,Extreme (D3)
Uttar Pradesh,Agra,2021-07-19,-0.27621,Normal
Uttar Pradesh,Prayagraj,2021-07-19,0.33786,Normal
Uttar Pradesh,Bahraich,2021-07-19,1.115,Normal
Uttar Pradesh,Ballia,2021-07-19,1.9834,Normal
Uttar Pradesh,Barabanki,2021-07-19,1.1585,Normal
Uttar Pradesh,Bareilly,2021-07-19,0.015979,Normal
Uttar Pradesh,Ghaziabad,2021-07-19,0.41205,Normal
Uttar Pradesh,Gorakhpur,2021-07-19,1.0025,Normal
Uttar Pradesh,Hardoi,2021-07-19,-0.74632,Abnormal (D0)
Uttar Pradesh,Etawah,2021-07-19,-1.4109,Severe (D2)
Uttar Pradesh,Jaunpur,2021-07-19,-0.44693,Normal
Uttar Pradesh,Kanpur,2021-07-19,-1.1123,Moderate (D1)
Uttar Pradesh,Lakhimpur,2021-07-19,2.6354,Normal
Uttar Pradesh,Lalitpur,2021-07-19,-0.99873,Moderate (D1)
Uttar Pradesh,Lucknow,2021-07-19,0.0036647,Normal
Uttar Pradesh,Mainpuri,2021-07-19,-1.2856,Moderate (D1)
Uttar Pradesh,Meerut,2021-07-19,0.33893,Normal
Uttar Pradesh,Sambhal,2021-07-19,-1.0254,Moderate (D1)
Uttar Pradesh,Saharanpur,2021-07-19,-0.46436,Normal
Uttar Pradesh,Shahjahanpur,2021-07-19,-0.014052,Normal
Uttar Pradesh,Sitapur,2021-07-19,1.3195,Normal
