state,district,week_start,cdi,drought_category,fetch_status
Telangana,Hyderabad,2021-07-14,1.5686,Normal,ok
Telangana,Mahbubnagar,2021-07-14,0.75589,Normal,ok
Telangana,Warangal,2021-07-14,1.61,Normal,ok
Chandigarh,Chandigarh,2021-07-14,-0.83866,Moderate (D1),ok
Gujarat,Bharuch,2021-07-14,-0.38125,Normal,ok
Gujarat,Kheda,2021-07-14,0.006505,Normal,ok
Gujarat,Morbi,2021-07-14,0.15893,Normal,ok
Gujarat,Surat,2021-07-14,0.32558,Normal,ok
Gujarat,Ahmedabad,2021-07-14,-0.0060645,Normal,ok
Himachal Pradesh,Kangra,2021-07-14,0.16038,Normal,ok
Himachal Pradesh,Kullu,2021-07-14,0.44217,Normal,ok
Himachal Pradesh,Solan,2021-07-14,-0.64602,Abnormal (D0),ok
Haryana,Fatehabad,2021-07-14,-0.31518,Normal,ok
Haryana,Jind,2021-07-14,-0.26939,Normal,ok
Haryana,Kurukshetra,2021-07-14,-1.1114,Moderate (D1),ok
Haryana,Sirsa,2021-07-14,0.42909,Normal,ok
Jammu and Kashmir,Srinagar,2021-07-14,0.027906,Normal,ok
Jammu and Kashmir,Udhampur,2021-07-14,0.11957,Normal,ok
Karnataka,Bengaluru,2021-07-14,0.70197,Normal,ok
Karnataka,Davangere,2021-07-14,1.854,Normal,ok
Karnataka,Kolar,2021-07-14,3.0328,Normal,ok
Karnataka,Mysuru,2021-07-14,1.0828,Normal,ok
Keralam,Ernakulam,2021-07-14,-0.24173,Normal,ok
Keralam,Kannur,2021-07-14,-0.019132,Normal,ok
Keralam,Kollam,2021-07-14,1.4049,Normal,ok
Keralam,Kottayam,2021-07-14,0.92724,Normal,ok
Keralam,Malappuram,2021-07-14,-0.11608,Normal,ok
Keralam,Palakad,2021-07-14,0.083638,Normal,ok
Maharashtra,Ahilyanagar,2021-07-14,0.95718,Normal,ok
Maharashtra,Jalgaon,2021-07-14,-0.50412,Abnormal (D0),ok
Maharashtra,Kolhapur,2021-07-14,1.6758,Normal,ok
Maharashtra,Mumbai,2021-07-14,-0.97234,Moderate (D1),ok
Maharashtra,Nagpur,2021-07-14,0.44092,Normal,ok
Maharashtra,Nashik,2021-07-14,0.36168,Normal,ok
Maharashtra,Pune,2021-07-14,0.34679,Normal,ok
Maharashtra,Solapur,2021-07-14,1.8877,Normal,ok
Madhya Pradesh,Bhopal,2021-07-14,0.10522,Normal,ok
Madhya Pradesh,Indore,2021-07-14,0.044401,Normal,ok
Chattisgarh,Rajnandgaon,2021-07-14,0.61662,Normal,ok
Odisha,Bargarh,2021-07-14,-0.0081171,Normal,ok
Odisha,Bhadrak,2021-07-14,0.85531,Normal,ok
Odisha,Bolangir,2021-07-14,-0.35224,Normal,ok
Odisha,Kendrapara,2021-07-14,1.7195,Normal,ok
Odisha,Kalahandi,2021-07-14,-0.63002,Abnormal (D0),ok
Odisha,Rayagada,2021-07-14,-0.43843,Normal,ok
Punjab,Fazilka,2021-07-14,-0.501,Abnormal (D0),ok
Punjab,Ludhiana,2021-07-14,-1.1314,Moderate (D1),ok
Punjab,Moga,2021-07-14,1.4803,Normal,ok
Punjab,Muktsar,2021-07-14,0.078038,Normal,ok
Punjab,Patiala,2021-07-14,-0.84745,Moderate (D1),ok
Punjab,Barnala,2021-07-14,-0.9031,Moderate (D1),ok
Punjab,Sangrur,2021-07-14,-0.8482,Moderate (D1),ok
Rajasthan,Alwar,2021-07-14,-0.67448,Abnormal (D0),ok
Rajasthan,Baran,2021-07-14,-0.72846,Abnormal (D0),ok
Rajasthan,Bhilwara,2021-07-14,-0.20658,Normal,ok
Rajasthan,Jaipur,2021-07-14,0.60368,Normal,ok
Rajasthan,Jodhpur,2021-07-14,-0.20651,Normal,ok
Tamil Nadu,Villupuram,2021-07-14,2.0844,Normal,ok
Tripura,Sepahijala,2021-07-14,-0.86307,Moderate (D1),ok
Tripura,Khowai,2021-07-14,-1.9474,Extreme (D3),ok
Uttar Pradesh,Agra,2021-07-14,-0.49542,Normal,ok
Uttar Pradesh,Prayagraj,2021-07-14,1.0145,Normal,ok
Uttar Pradesh,Bahraich,2021-07-14,1.0756,Normal,ok
Uttar Pradesh,Ballia,2021-07-14,2.8373,Normal,ok
Uttar Pradesh,Barabanki,2021-07-14,1.1738,Normal,ok
Uttar Pradesh,Bareilly,2021-07-14,-0.055825,Normal,ok
Uttar Pradesh,Ghaziabad,2021-07-14,-0.074934,Normal,ok
Uttar Pradesh,Gorakhpur,2021-07-14,1.4142,Normal,ok
Uttar Pradesh,Hardoi,2021-07-14,-0.9528,Moderate (D1),ok
Uttar Pradesh,Etawah,2021-07-14,-1.2336,Moderate (D1),ok
Uttar Pradesh,Jaunpur,2021-07-14,-0.080086,Normal,ok
Uttar Pradesh,Kanpur,2021-07-14,-0.88813,Moderate (D1),ok
Uttar Pradesh,Lakhimpur,2021-07-14,3.1921,Normal,ok
Uttar Pradesh,Lalitpur,2021-07-14,-1.0704,Moderate (D1),ok
Uttar Pradesh,Lucknow,2021-07-14,0.37959,Normal,ok
Uttar Pradesh,Mainpuri,2021-07-14,-1.2833,Moderate (D1),ok
Uttar Pradesh,Meerut,2021-07-14,-0.39107,Normal,ok
Uttar Pradesh,Sambhal,2021-07-14,-0.95342,Moderate (D1),ok
Uttar Pradesh,Saharanpur,2021-07-14,-0.31411,Normal,ok
Uttar Pradesh,Shahjahanpur,2021-07-14,-0.35029,Normal,ok
Uttar Pradesh,Sitapur,2021-07-14,1.4653,Normal,ok
West Bengal,North 24 Parganas,2021-07-14,1.6563,Normal,ok
West Bengal,Purba Bardhaman,2021-07-14,0.015347,Normal,ok
West Bengal,Coochbehar,2021-07-14,-0.68628,Abnormal (D0),ok
West Bengal,Hooghly,2021-07-14,1.0254,Normal,ok
Chattisgarh,Durg,2021-07-14,0.42012,Normal,ok
Chattisgarh,Raigarh,2021-07-14,0.07587,Normal,ok
Gujarat,Surendranagar,2021-07-14,0.049669,Normal,ok
Haryana,Panipat,2021-07-14,-0.72428,Abnormal (D0),ok
Haryana,Sonipat,2021-07-14,-0.61949,Abnormal (D0),ok
Haryana,Rohtak,2021-07-14,-0.040851,Normal,ok
Haryana,Rewari,2021-07-14,-0.078461,Normal,ok
Haryana,Gurgaon,2021-07-14,-0.75095,Abnormal (D0),ok
Himachal Pradesh,Una,2021-07-14,-1.1349,Moderate (D1),ok
Himachal Pradesh,Chamba,2021-07-14,-0.58674,Abnormal (D0),ok
Himachal Pradesh,Bilaspur,2021-07-14,-0.58009,Abnormal (D0),ok
Himachal Pradesh,Mandi,2021-07-14,0.0012138,Normal,ok
Himachal Pradesh,Hamirpur,2021-07-14,-0.40125,Normal,ok
Himachal Pradesh,Shimla,2021-07-14,-0.4284,Normal,ok
Jammu and Kashmir,Jammu,2021-07-14,0.47037,Normal,ok
Karnataka,Bengaluru Rural,2021-07-14,1.5017,Normal,ok
Karnataka,Chikkaballapur,2021-07-14,1.5017,Normal,ok
Karnataka,Chamarajanagar,2021-07-14,0.37374,Normal,ok
Karnataka,Mandya,2021-07-14,1.5048,Normal,ok
Keralam,Kozhikode(Calicut),2021-07-14,0.018306,Normal,ok
Madhya Pradesh,Morena,2021-07-14,-0.80188,Moderate (D1),ok
Odisha,Koraput,2021-07-14,-0.37577,Normal,ok
Odisha,Nuapada,2021-07-14,-0.21095,Normal,ok
Punjab,Gurdaspur,2021-07-14,-0.73731,Abnormal (D0),ok
Punjab,Bhatinda,2021-07-14,-0.10343,Normal,ok
Punjab,Faridkot,2021-07-14,-0.69186,Abnormal (D0),ok
Punjab,Ferozpur,2021-07-14,-0.501,Abnormal (D0),ok
Punjab,Kapurthala,2021-07-14,-0.58298,Abnormal (D0),ok
Punjab,Mansa,2021-07-14,-1.0202,Moderate (D1),ok
Punjab,Ropar (Rupnagar),2021-07-14,-0.13215,Normal,ok
Rajasthan,Churu,2021-07-14,0.19672,Normal,ok
Rajasthan,Jalore,2021-07-14,-0.14297,Normal,ok
Rajasthan,Jhunjhunu,2021-07-14,-0.16019,Normal,ok
Rajasthan,Sikar,2021-07-14,-0.65638,Abnormal (D0),ok
Rajasthan,Sirohi,2021-07-14,0.0053957,Normal,ok
Uttar Pradesh,Bulandshahar,2021-07-14,-0.47382,Normal,ok
Uttar Pradesh,Baghpat,2021-07-14,-0.74742,Abnormal (D0),ok
Uttar Pradesh,Shamli,2021-07-14,-0.69487,Abnormal (D0),ok
Uttar Pradesh,Muzaffarnagar,2021-07-14,-0.46744,Normal,ok
Uttar Pradesh,Etah,2021-07-14,-1.3408,Severe (D2),ok
Uttar Pradesh,Mathura,2021-07-14,-0.17263,Normal,ok
Uttar Pradesh,Rampur,2021-07-14,-0.3692,Normal,ok
Uttar Pradesh,Badaun,2021-07-14,-0.019978,Normal,ok
Uttar Pradesh,Raebarelli,2021-07-14,0.37959,Normal,ok
Uttar Pradesh,Gonda,2021-07-14,1.2779,Normal,ok
Uttar Pradesh,Amethi,2021-07-14,-0.39194,Normal,ok
Uttar Pradesh,Pratapgarh,2021-07-14,0.26848,Normal,ok
Uttar Pradesh,Deoria,2021-07-14,2.4206,Normal,ok
Uttar Pradesh,Basti,2021-07-14,1.1361,Normal,ok
Uttar Pradesh,Azamgarh,2021-07-14,0.32857,Normal,ok
Uttar Pradesh,Mirzapur,2021-07-14,0.5272,Normal,ok
Uttar Pradesh,Jhansi,2021-07-14,-0.9716,Moderate (D1),ok
West Bengal,Medinipur(W),2021-07-14,1.4458,Normal,ok
West Bengal,Birbhum,2021-07-14,0.34666,Normal,ok
West Bengal,Jalpaiguri,2021-07-14,-0.14273,Normal,ok
West Bengal,Alipurduar,2021-07-14,-0.577,Abnormal (D0),ok
Tripura,North Tripura,2021-07-14,-1.3512,Severe (D2),ok
Karnataka,Bengaluru South,2021-07-14,1.0843,Normal,ok
Karnataka,Chikkamagaluru,2021-07-14,0.29063,Normal,ok
Karnataka,Kalaburagi,2021-07-14,2.4499,Normal,ok
Karnataka,Hassan,2021-07-14,1.0264,Normal,ok
Karnataka,Shivamogga,2021-07-14,0.8817,Normal,ok
Punjab,Mohali,2021-07-14,-1.3182,Severe (D2),ok
Uttar Pradesh,Fatehpur,2021-07-14,-0.087472,Normal,ok
Uttar Pradesh,Auraiya,2021-07-14,-0.97702,Moderate (D1),ok
Uttar Pradesh,Mahoba,2021-07-14,-0.96226,Moderate (D1),ok
West Bengal,Howrah,2021-07-14,1.3828,Normal,ok
Uttar Pradesh,Firozabad,2021-07-14,-0.64904,Abnormal (D0),ok
Karnataka,Udupi,2021-07-14,-0.16109,Normal,ok
Telangana,Ranga Reddy,2021-07-14,1.444,Normal,ok
Andhra Pradesh,Kurnool,2021-07-14,0.6146,Normal,ok
Andhra Pradesh,Annamayya,2021-07-14,2.2087,Normal,ok
Telangana,Nalgonda,2021-07-14,0.94851,Normal,ok
Tamil Nadu,Coimbatore,2021-07-14,0.83452,Normal,ok
Uttarakhand,Haridwar,2021-07-14,0.83492,Normal,ok
Uttarakhand,Garhwal (Pauri),2021-07-14,2.1366,Normal,ok
Keralam,Idukki,2021-07-14,0.18923,Normal,ok
Haryana,Ambala,2021-07-14,-1.1886,Moderate (D1),ok
Haryana,Faridabad,2021-07-14,-0.9046,Moderate (D1),ok
Haryana,Mahendragarh-Narnaul,2021-07-14,-0.28042,Normal,ok
Odisha,Nayagarh,2021-07-14,0.071865,Normal,ok
Odisha,Sundergarh,2021-07-14,0.58931,Normal,ok
Punjab,Fatehgarh,2021-07-14,-0.53166,Abnormal (D0),ok
Rajasthan,Ajmer,2021-07-14,-0.21983,Normal,ok
Uttar Pradesh,Bijnor,2021-07-14,-0.12147,Normal,ok
Uttar Pradesh,Kasganj,2021-07-14,-0.52171,Abnormal (D0),ok
Uttar Pradesh,Amroha,2021-07-14,-0.66333,Abnormal (D0),ok
Uttar Pradesh,Kanpur Dehat,2021-07-14,0.065276,Normal,ok
Uttar Pradesh,Unnao,2021-07-14,-0.82546,Moderate (D1),ok
Gujarat,Vadodara(Baroda),2021-07-14,-0.27017,Normal,ok
Andhra Pradesh,Chittor,2021-07-14,2.7596,Normal,ok
Telangana,Hanumakonda,2021-07-14,2.4717,Normal,ok
Telangana,Karimnagar,2021-07-14,1.1931,Normal,ok
Telangana,Medak,2021-07-14,1.5279,Normal,ok
Odisha,Jharsuguda,2021-07-14,0.17893,Normal,ok
Gujarat,Navsari,2021-07-14,0.077077,Normal,ok
Maharashtra,Sangli,2021-07-14,1.2019,Normal,ok
Maharashtra,Satara,2021-07-14,0.89472,Normal,ok
Rajasthan,Beawar,2021-07-14,0.01863,Normal,ok
Rajasthan,Bharatpur,2021-07-14,-0.5753,Abnormal (D0),ok
Rajasthan,Hanumangarh,2021-07-14,-0.0067905,Normal,ok
Rajasthan,Ganganagar,2021-07-14,-0.82656,Moderate (D1),ok
Rajasthan,Chittorgarh,2021-07-14,0.1143,Normal,ok
Rajasthan,Rajsamand,2021-07-14,-0.04816,Normal,ok
Punjab,Hoshiarpur,2021-07-14,-1.7916,Extreme (D3),ok
Punjab,Jalandhar,2021-07-14,-1.4879,Severe (D2),ok
Tamil Nadu,Vellore,2021-07-14,1.4708,Normal,ok
Odisha,Puri,2021-07-14,0.96187,Normal,ok
Odisha,Gajapati,2021-07-14,-0.31384,Normal,ok
Odisha,Ganjam,2021-07-14,-0.38156,Normal,ok
Odisha,Boudh,2021-07-14,-0.31831,Normal,ok
Odisha,Balasore,2021-07-14,0.48956,Normal,ok
Odisha,Dhenkanal,2021-07-14,0.049217,Normal,ok
Odisha,Keonjhar,2021-07-14,0.82447,Normal,ok
Odisha,Khurda,2021-07-14,2.0449,Normal,ok
Odisha,Sonepur,2021-07-14,-0.5711,Abnormal (D0),ok
Gujarat,Porbandar,2021-07-14,-0.26453,Normal,ok
Gujarat,Bhavnagar,2021-07-14,1.3594,Normal,ok
Punjab,Amritsar,2021-07-14,-0.53166,Abnormal (D0),ok
Gujarat,Amreli,2021-07-14,0.33671,Normal,ok
Maharashtra,Raigad,2021-07-14,0.49293,Normal,ok
Maharashtra,Ratnagiri,2021-07-14,1.2908,Normal,ok
Tripura,West District,2021-07-14,-1.6069,Extreme (D3),ok
Tripura,Gomati,2021-07-14,-0.5299,Abnormal (D0),ok
Uttar Pradesh,Maharajganj,2021-07-14,0.022003,Normal,ok
Uttar Pradesh,Jalaun (Orai),2021-07-14,-0.30959,Normal,ok
Uttar Pradesh,Sonbhadra,2021-07-14,0.56262,Normal,ok
Uttar Pradesh,Aligarh,2021-07-14,-0.90181,Moderate (D1),ok
Uttar Pradesh,Balrampur,2021-07-14,1.4807,Normal,ok
Uttar Pradesh,Chandauli,2021-07-14,1.1604,Normal,ok
Uttar Pradesh,Banda,2021-07-14,0.96271,Normal,ok
Uttar Pradesh,Siddharth Nagar,2021-07-14,2.4751,Normal,ok
Uttar Pradesh,Gautam Budh Nagar,2021-07-14,-0.86641,Moderate (D1),ok
Uttar Pradesh,Hathras,2021-07-14,-0.53933,Abnormal (D0),ok
Uttar Pradesh,Hamirpur,2021-07-14,-0.0115,Normal,ok
Haryana,Panchkula,2021-07-14,-0.83866,Moderate (D1),ok
Haryana,Yamuna Nagar,2021-07-14,0.042081,Normal,ok
Haryana,Mewat,2021-07-14,-0.26656,Normal,ok
Haryana,Hissar,2021-07-14,-0.73729,Abnormal (D0),ok
Haryana,Kaithal,2021-07-14,-0.73729,Abnormal (D0),ok
Haryana,Karnal,2021-07-14,0.41183,Normal,ok
Maharashtra,Nandurbar,2021-07-14,-0.1186,Normal,ok
Uttar Pradesh,Chitrakut,2021-07-14,1.3752,Normal,ok
Keralam,Alappuzha,2021-07-14,0.66108,Normal,ok
Keralam,Thiruvananthapuram,2021-07-14,0.071217,Normal,ok
Keralam,Kasargod,2021-07-14,-0.13567,Normal,ok
Maharashtra,Chandrapur,2021-07-14,-0.22179,Normal,ok
Jammu and Kashmir,Kathua,2021-07-14,0.7091,Normal,ok
Uttar Pradesh,Ayodhya,2021-07-14,1.8569,Normal,ok
Uttar Pradesh,Sant Kabir Nagar,2021-07-14,2.4933,Normal,ok
Tamil Nadu,Thiruvarur,2021-07-14,-0.12069,Normal,ok
West Bengal,Medinipur(E),2021-07-14,1.4458,Normal,ok
Rajasthan,Kota,2021-07-14,-1.3365,Severe (D2),ok
Punjab,Nawanshahr,2021-07-14,-0.18872,Normal,ok
West Bengal,Darjeeling,2021-07-14,0.78351,Normal,ok
Gujarat,Rajkot,2021-07-14,-0.12102,Normal,ok
Gujarat,Dahod,2021-07-14,-0.39674,Normal,ok
Gujarat,Gandhinagar,2021-07-14,-0.0060645,Normal,ok
Gujarat,Sabarkantha,2021-07-14,0.083615,Normal,ok
Gujarat,Anand,2021-07-14,0.13006,Normal,ok
Rajasthan,Udaipur,2021-07-14,0.42296,Normal,ok
Gujarat,Mehsana,2021-07-14,-0.235,Normal,ok
West Bengal,Kolkata,2021-07-14,1.3828,Normal,ok
West Bengal,Bankura,2021-07-14,1.3316,Normal,ok
West Bengal,Paschim Bardhaman,2021-07-14,1.4237,Normal,ok
West Bengal,Puruliya,2021-07-14,2.1903,Normal,ok
Tamil Nadu,Namakkal,2021-07-14,3.2468,Normal,ok
Madhya Pradesh,Harda,2021-07-14,-0.18513,Normal,ok
Madhya Pradesh,Khandwa,2021-07-14,-0.86097,Moderate (D1),ok
Madhya Pradesh,Dewas,2021-07-14,0.49415,Normal,ok
Madhya Pradesh,Gwalior,2021-07-14,-0.64397,Abnormal (D0),ok
Madhya Pradesh,Sagar,2021-07-14,-0.098222,Normal,ok
Madhya Pradesh,Jabalpur,2021-07-14,-0.56591,Abnormal (D0),ok
Madhya Pradesh,Chhindwara,2021-07-14,0.70765,Normal,ok
Tripura,South Tripura,2021-07-14,-0.97205,Moderate (D1),ok
Chattisgarh,Bilaspur,2021-07-14,1.3253,Normal,ok
Telangana,Siddipet,2021-07-14,2.9753,Normal,ok
West Bengal,Dakshin Dinajpur,2021-07-14,-1.1647,Moderate (D1),ok
West Bengal,Nadia,2021-07-14,-0.10311,Normal,ok
Tamil Nadu,Ariyalur,2021-07-14,0.7453,Normal,ok
Tamil Nadu,Cuddalore,2021-07-14,3.2876,Normal,ok
Tamil Nadu,Dharmapuri,2021-07-14,1.6701,Normal,ok
Tamil Nadu,Dindigul,2021-07-14,0.49565,Normal,ok
Tamil Nadu,Erode,2021-07-14,0.3011,Normal,ok
Tamil Nadu,Kancheepuram,2021-07-14,1.0427,Normal,ok
Tamil Nadu,Karur,2021-07-14,0.9165,Normal,ok
Tamil Nadu,Krishnagiri,2021-07-14,2.2341,Normal,ok
Tamil Nadu,Madurai,2021-07-14,0.31758,Normal,ok
Tamil Nadu,Nagapattinam,2021-07-14,0.028409,Normal,ok
Tamil Nadu,The Nilgiris,2021-07-14,0.97152,Normal,ok
Tamil Nadu,Perambalur,2021-07-14,0.98403,Normal,ok
Tamil Nadu,Pudukkottai,2021-07-14,-0.63714,Abnormal (D0),ok
Tamil Nadu,Ramanathapuram,2021-07-14,0.053678,Normal,ok
Tamil Nadu,Salem,2021-07-14,-0.012122,Normal,ok
Tamil Nadu,Sivaganga,2021-07-14,0.28175,Normal,ok
Tamil Nadu,Thanjavur,2021-07-14,0.38319,Normal,ok
Tamil Nadu,Theni,2021-07-14,0.83572,Normal,ok
Tamil Nadu,Thirunelveli,2021-07-14,-0.050466,Normal,ok
Tamil Nadu,Tuticorin,2021-07-14,-0.16331,Normal,ok
Tamil Nadu,Thiruvannamalai,2021-07-14,0.44281,Normal,ok
Tamil Nadu,Virudhunagar,2021-07-14,-0.12206,Normal,ok
Tamil Nadu,Chengalpattu,2021-07-14,0.075437,Normal,ok
Tamil Nadu,Kallakuruchi,2021-07-14,0.7684,Normal,ok
Tamil Nadu,Ranipet,2021-07-14,0.89352,Normal,ok
Tamil Nadu,Tenkasi,2021-07-14,0.60236,Normal,ok
Tamil Nadu,Thirupathur,2021-07-14,0.028409,Normal,ok
Tamil Nadu,Thirupur,2021-07-14,-0.050466,Normal,ok
Assam,Darrang,2021-07-14,-1.0782,Moderate (D1),ok
Assam,Nagaon,2021-07-14,-0.87589,Moderate (D1),ok
Assam,Barpeta,2021-07-14,-0.63469,Abnormal (D0),ok
Uttar Pradesh,Kaushambi,2021-07-14,2.2922,Normal,ok
Uttar Pradesh,Shravasti,2021-07-14,1.8465,Normal,ok
Madhya Pradesh,Guna,2021-07-14,-0.42727,Normal,ok
Madhya Pradesh,Narsinghpur,2021-07-14,-0.17282,Normal,ok
Madhya Pradesh,Hoshangabad,2021-07-14,0.46955,Normal,ok
Madhya Pradesh,Ratlam,2021-07-14,0.8554,Normal,ok
Madhya Pradesh,Shivpuri,2021-07-14,-0.14066,Normal,ok
Madhya Pradesh,Dhar,2021-07-14,0.027522,Normal,ok
Madhya Pradesh,Satna,2021-07-14,1.2425,Normal,ok
Madhya Pradesh,Jhabua,2021-07-14,-0.29611,Normal,ok
Madhya Pradesh,Sehore,2021-07-14,0.38031,Normal,ok
Madhya Pradesh,Seoni,2021-07-14,0.12212,Normal,ok
Uttarakhand,Chamoli (Gopeshwar),2021-07-14,1.9819,Normal,ok
Telangana,Sangareddy,2021-07-14,1.476,Normal,ok
Assam,Kamrup,2021-07-14,-0.99623,Moderate (D1),ok
Karnataka,Bangalore,2021-07-14,0.70197,Normal,ok
Karnataka,Belgaum,2021-07-14,2.3525,Normal,ok
Karnataka,Bijapur,2021-07-14,1.857,Normal,ok
Karnataka,Dharwad,2021-07-14,2.5412,Normal,ok
Karnataka,Mysore,2021-07-14,1.0828,Normal,ok
Karnataka,Raichur,2021-07-14,1.0494,Normal,ok
Kerala,Ernakulam,2021-07-14,-0.24173,Normal,ok
Kerala,Kannur,2021-07-14,-0.019132,Normal,ok
Kerala,Kottayam,2021-07-14,0.92724,Normal,ok
Kerala,Malappuram,2021-07-14,-0.11608,Normal,ok
Kerala,Palakad,2021-07-14,0.083638,Normal,ok
Maharashtra,Dhule,2021-07-14,-0.88388,Moderate (D1),ok
Maharashtra,Palghar,2021-07-14,-0.62266,Abnormal (D0),ok
Manipur,Imphal East,2021-07-14,-1.8603,Extreme (D3),ok
Madhya Pradesh,Neemuch,2021-07-14,-0.53641,Abnormal (D0),ok
Madhya Pradesh,Ujjain,2021-07-14,-0.56094,Abnormal (D0),ok
Rajasthan,Pratapgarh,2021-07-14,0.25745,Normal,ok
West Bengal,Malda,2021-07-14,0.032705,Normal,ok
West Bengal,Uttar Dinajpur,2021-07-14,-0.43597,Normal,ok
Bihar,Khagaria,2021-07-14,2.1569,Normal,ok
Gujarat,Kachchh,2021-07-14,0.7641,Normal,ok
Kerala,Kozhikode(Calicut),2021-07-14,0.018306,Normal,ok
Madhya Pradesh,Mandsaur,2021-07-14,-0.95953,Moderate (D1),ok
Maharashtra,Buldhana,2021-07-14,-1.2561,Moderate (D1),ok
Punjab,Pathankot,2021-07-14,0.7091,Normal,ok
Rajasthan,Jaisalmer,2021-07-14,1.3449,Normal,ok
Karnataka,Chikmagalur,2021-07-14,1.3121,Normal,ok
Karnataka,Kalburgi,2021-07-14,2.5751,Normal,ok
Karnataka,Shimoga,2021-07-14,0.058253,Normal,ok
Goa,North Goa,2021-07-14,0.64398,Normal,ok
West Bengal,Murshidabad,2021-07-14,0.085822,Normal,ok
Kerala,Idukki,2021-07-14,0.18923,Normal,ok
Madhya Pradesh,Shajapur,2021-07-14,-0.046769,Normal,ok
Manipur,Thoubal,2021-07-14,-1.9286,Extreme (D3),ok
Telangana,Medchal Malkajgiri,2021-07-14,2.7976,Normal,ok
Maharashtra,Beed,2021-07-14,1.2774,Normal,ok
Bihar,Madhubani,2021-07-14,1.2677,Normal,ok
Rajasthan,Bikaner,2021-07-14,0.68301,Normal,ok
Kerala,Alappuzha,2021-07-14,0.66108,Normal,ok
Kerala,Kasargod,2021-07-14,-0.13567,Normal,ok
Kerala,Thiruvananthapuram,2021-07-14,0.071217,Normal,ok
Kerala,Kollam,2021-07-14,1.4049,Normal,ok
Madhya Pradesh,Rajgarh,2021-07-14,-0.47394,Normal,ok
Tripura,Dhalai,2021-07-14,-1.9894,Extreme (D3),ok
Jammu and Kashmir,Anantnag,2021-07-14,-0.28871,Normal,ok
Bihar,Samastipur,2021-07-14,3.5808,Normal,ok
Bihar,Sheohar,2021-07-14,2.8155,Normal,ok
Manipur,Kakching,2021-07-14,-1.6406,Extreme (D3),ok
Madhya Pradesh,Chhatarpur,2021-07-14,-0.6197,Abnormal (D0),ok
Andhra Pradesh,YSR Kadapa,2021-07-14,2.3701,Normal,ok
Assam,Hailakandi,2021-07-14,-0.80862,Moderate (D1),ok
West Bengal,Kalimpong,2021-07-14,0.78351,Normal,ok
West Bengal,Jhargram,2021-07-14,0.48111,Normal,ok
Telangana,Hyderabad,2021-07-21,2.2026,Normal,ok
Telangana,Mahbubnagar,2021-07-21,1.081,Normal,ok
Telangana,Warangal,2021-07-21,1.4693,Normal,ok
Chandigarh,Chandigarh,2021-07-21,-1.0128,Moderate (D1),ok
Gujarat,Bharuch,2021-07-21,-0.49551,Normal,ok
Gujarat,Kheda,2021-07-21,-0.33885,Normal,ok
Gujarat,Morbi,2021-07-21,-0.15746,Normal,ok
Gujarat,Surat,2021-07-21,0.52891,Normal,ok
Gujarat,Ahmedabad,2021-07-21,-0.29656,Normal,ok
Himachal Pradesh,Kangra,2021-07-21,0.24569,Normal,ok
Himachal Pradesh,Kullu,2021-07-21,0.28713,Normal,ok
Himachal Pradesh,Solan,2021-07-21,-0.93383,Moderate (D1),ok
Haryana,Fatehabad,2021-07-21,-0.32858,Normal,ok
Haryana,Jind,2021-07-21,1.9264,Normal,ok
Haryana,Kurukshetra,2021-07-21,-0.88858,Moderate (D1),ok
Haryana,Sirsa,2021-07-21,-0.12932,Normal,ok
Jammu and Kashmir,Srinagar,2021-07-21,-0.033509,Normal,ok
Jammu and Kashmir,Udhampur,2021-07-21,0.14771,Normal,ok
Karnataka,Bengaluru,2021-07-21,1.2392,Normal,ok
Karnataka,Davangere,2021-07-21,3.1759,Normal,ok
Karnataka,Kolar,2021-07-21,4.2206,Normal,ok
Karnataka,Mysuru,2021-07-21,1.2814,Normal,ok
Keralam,Ernakulam,2021-07-21,-0.086146,Normal,ok
Keralam,Kannur,2021-07-21,-0.1702,Normal,ok
Keralam,Kollam,2021-07-21,1.3311,Normal,ok
Keralam,Kottayam,2021-07-21,0.94817,Normal,ok
Keralam,Malappuram,2021-07-21,-0.072881,Normal,ok
Keralam,Palakad,2021-07-21,0.055984,Normal,ok
Maharashtra,Ahilyanagar,2021-07-21,1.1746,Normal,ok
Maharashtra,Jalgaon,2021-07-21,-0.50467,Abnormal (D0),ok
Maharashtra,Kolhapur,2021-07-21,1.1042,Normal,ok
Maharashtra,Mumbai,2021-07-21,-0.91919,Moderate (D1),ok
Maharashtra,Nagpur,2021-07-21,-0.05105,Normal,ok
Maharashtra,Nashik,2021-07-21,0.44881,Normal,ok
Maharashtra,Pune,2021-07-21,0.1935,Normal,ok
Maharashtra,Solapur,2021-07-21,2.4813,Normal,ok
Madhya Pradesh,Bhopal,2021-07-21,-0.38,Normal,ok
Madhya Pradesh,Indore,2021-07-21,-0.17025,Normal,ok
Chattisgarh,Rajnandgaon,2021-07-21,0.21016,Normal,ok
Odisha,Bargarh,2021-07-21,-0.39018,Normal,ok
Odisha,Bhadrak,2021-07-21,0.56935,Normal,ok
Odisha,Bolangir,2021-07-21,-0.42245,Normal,ok
Odisha,Kendrapara,2021-07-21,1.447,Normal,ok
Odisha,Kalahandi,2021-07-21,-0.95673,Moderate (D1),ok
Odisha,Rayagada,2021-07-21,-0.23094,Normal,ok
Punjab,Fazilka,2021-07-21,-0.34747,Normal,ok
Punjab,Ludhiana,2021-07-21,-0.91594,Moderate (D1),ok
