crop,week_start,era5_tmax,era5_tmin,era5_tmean,era5_dtr,era5_heat_35,era5_heat_38,chirps_rain_mm,chirps_rain_max,chirps_excess,s2_ndvi,s2_evi,s2_valid_frac,s2_ndvi_anom,modis_ndvi,modis_evi,modis_lst_mean,modis_lst_max,modis_lst_frac35
onion,2025-02-24,33.47500318852479,19.910425159622292,26.6803783348493,13.564578028902496,0.7484243032010444,0.0,0.6375937536254588,0.22519407793879506,0.0,0.2747281093277708,0.6549120632782468,0.9995350902206013,-0.005099124326547227,0.3754580753041905,0.22218137533803473,33.81052041999606,38.230000000000025,0.29875172281973483
onion,2025-03-03,34.222403448569594,19.097448198141244,26.737292063628,15.124955250428352,2.481372210484506,0.0,0.3135242164570657,0.11826903969049452,0.0,0.2747281093277708,0.6549120632782468,0.9995350902206013,0.0036085830675180106,0.3644588700419452,0.20607759061943953,36.9158248887574,41.142500000000034,0.7548516466345915
onion,2025-03-10,36.13821213868653,21.72069452264364,28.958843351375705,14.417517616042888,5.362503114679457,1.288912120306984,0.5815172076103574,0.11357919201254843,0.0,0.24663282628297725,0.648581909187706,0.9999464720663862,-0.013975468546386486,0.34898160369216585,0.2087700501663844,37.573004342780855,42.19250000000003,0.7763413550510101
onion,2025-03-17,35.26784126251455,21.23743293995235,28.31036181944821,14.030408322562199,3.71563194776244,0.5805537324856701,0.5278133647026697,0.2777303799986839,0.0,0.24663282628297725,0.648581909187706,0.9999464720663862,-0.00749261421005595,0.3454100465251699,0.196185940354066,37.68321106878213,41.517500000000034,0.8237841534254902
onion,2025-03-24,36.138798871748534,22.666005037737733,29.52045605933433,13.472793834010805,5.343369647319687,1.0530687290412895,2.3172422457536035,0.7505639672279357,0.0,0.24663282628297725,0.648581909187706,0.9999464720663862,-0.0024446700395918987,0.3310320338703435,0.1929647746981639,38.12845094508502,43.002500000000026,0.8296255387793235
onion,2025-03-31,36.16747276752736,23.215845221046813,29.564802178686968,12.951627546480545,4.721620510846195,1.6352586914381324,3.141721367162319,0.6057133082300424,0.0,0.23782083207746918,0.5744462393301388,0.9999230431102613,0.00020530194281560832,0.3310320338703435,0.1929647746981639,38.12845094508502,43.002500000000026,0.8296255387793235
onion,2025-04-07,37.38184562819987,23.841472604938943,30.370461373609864,13.540373023260928,6.129126089429655,2.9808640151417514,0.6870278795640035,0.20362352784723042,0.0,0.23782083207746918,0.5744462393301388,0.9999230431102613,0.006187135929258413,0.3177191425415879,0.18263582951316323,39.38664992500034,43.82000000000003,0.9096940769763255
onion,2025-04-14,38.08887082600179,24.08909029274085,30.84977308114333,13.999780533260935,6.619892540673638,3.6417434528634254,2.112836787319844,0.6385456435382366,0.0,0.21563683368493938,0.4982095719583253,0.9999446698561119,-0.00906727970921433,0.3193672126758486,0.18161127904157234,40.90799392013696,44.67000000000004,0.9098376773410697
onion,2025-04-21,38.307398066257235,24.622870440842064,31.327411815736895,13.68452762541517,6.625233976166712,4.330294778253962,8.127725678095556,1.4768268279731274,0.0,0.21563683368493938,0.4982095719583253,0.9999446698561119,-0.0073959564466091945,0.3076470877042296,0.1726018835951855,40.64317536027193,45.21250000000003,0.8825036464591598
onion,2025-04-28,38.46544267483158,24.46707623885641,31.29101998194971,13.998366435975164,6.5427018013583655,4.325569758577865,1.4322188088644598,0.5135903716087341,0.0,0.20646199898192877,0.5167797677422479,0.9953249146040706,-0.004952228066909099,0.3081428298807651,0.16841451246508646,41.24721867849545,45.83500000000003,0.9417502257590276
onion,2025-05-05,34.43697409687959,23.897748021658998,28.600323126474983,10.539226075220592,3.1229793405879227,0.42569039717170887,14.20468881746401,4.541073346138,0.011059724605532993,0.20646199898192877,0.5167797677422479,0.9953249146040706,-0.004664782573872553,0.3312647356640663,0.1696158376288439,36.969181377978956,42.44500000000002,0.7235555143895509
onion,2025-05-12,33.25562364297091,24.46006993296398,28.170671300578952,8.795553710006928,1.5592443551281772,0.0,23.48525472528869,6.943529273569585,0.12601791530944625,0.24425619879069904,0.7083957076308074,0.6057827291628713,0.032714048666726364,0.38249878732222337,0.20507551337354918,33.46589264691195,39.425000000000026,0.23790302343758254
onion,2025-05-19,31.57529599468619,24.56971593956545,27.629771903359924,7.005580055120741,1.603874534395622,0.5521697714152171,17.216777897334037,5.608887720108033,0.012015862976643674,0.24425619879069904,0.7083957076308074,0.6057827291628713,0.032096058966057175,0.38059812537770715,0.21975446374541113,28.093533192323374,35.097500000000025,0.0912774153065711
onion,2025-05-26,31.581964348692104,24.06241602659769,27.137297832668388,7.5195483220944155,1.518818278710365,0.3628634974474579,43.11385575395908,9.682759857177734,0.09485208350893601,0.2685007019858888,0.7918210771870098,0.8812628655548062,0.058000374891906924,0.38059812537770715,0.21975446374541113,28.093533192323374,35.097500000000025,0.0912774153065711
onion,2025-06-02,32.175683280980216,23.724201647785584,27.376006131896368,8.451481633194632,1.4664669274845725,0.23670865963571566,18.89269550379834,6.084824049472809,0.010065709622065037,0.2685007019858888,0.7918210771870098,0.8812628655548062,0.0733609107805106,0.3998197264551338,0.2286671678290061,32.88142853358457,38.07250000000003,0.329049949010617
onion,2025-06-09,32.51940410308249,24.31344270900179,27.85658151901238,8.2059613940807,1.7151553809175624,0.5438440083566777,47.817155965555095,13.540783977508545,0.4202462048341146,0.2685007019858888,0.7918210771870098,0.8812628655548062,0.06734451595419151,0.391799513135691,0.21121717189363082,32.71540857871583,39.66000000000003,0.33367447674586126
onion,2025-06-16,28.787844159279906,24.028109930401975,25.902896293837255,4.75973422887793,0.0,0.0,59.07275133582311,12.53737268447876,0.1856225971030651,0.29704438716134135,1.2931475240998922,0.388288246338428,0.07592910492325786,0.48873582279720046,0.28767445196346575,29.473941988664084,35.68250000000004,0.21304679850805913
onion,2025-06-23,27.772757939159238,23.601499864158548,25.24696177526677,4.171258075000688,0.0,0.0,15.355235237485743,5.303183317184448,0.0024102326704774123,0.29704438716134135,1.2931475240998922,0.388288246338428,0.07684838184104821,0.4710515065363414,0.25447210798517106,27.292792206157948,31.765000000000036,0.00720628902006825
onion,2025-06-30,27.575770734151668,23.40294005570647,24.95231502367242,4.172830678445199,0.0,0.0,39.798608046514246,9.822817611694337,0.10229287962816906,0.36064252617338627,1.5195157726512978,0.33047057805086427,0.11479636250470418,0.5183766738251735,0.3122447740109726,26.592505087937077,31.467500000000037,0.0028979888747596378
onion,2025-07-07,28.217050345469133,23.296804503788398,25.31892052324553,4.9202458416807335,0.0,0.0,11.263154105266795,4.29977126121521,0.05734743579421948,0.36064252617338627,1.5195157726512978,0.33047057805086427,0.11742992916474365,0.5358020365067541,0.3174245128778861,27.9866274191521,32.92750000000003,0.040493494612043726
onion,2025-07-14,28.752239196295715,23.274493351234163,25.617476345896517,5.477745845061551,0.0,0.0,13.820102820900658,5.081577718257904,0.0352459700993903,0.33058737266860927,1.5667380451904394,0.2338671868427998,0.07728230151451793,0.5643973982394731,0.3602263306252459,27.346418833536198,31.77500000000002,0.0047737016283705
onion,2025-07-21,26.763151794075426,23.052743363257118,24.522011693075783,3.7104084308183083,0.0,0.0,51.38666418004739,13.242636585235594,0.09926257772815644,0.33058737266860927,1.5667380451904394,0.2338671868427998,0.04636350297839354,0.5643973982394731,0.3602263306252459,27.346418833536198,31.77500000000002,0.0047737016283705
onion,2025-07-28,27.832587424961726,22.857633411526454,25.00716992849672,4.974954013435273,0.0,0.0,6.925977285139903,2.934519553184509,0.0,0.42966454942580495,1.4667726321956482,0.3856317452251566,0.12481432252935766,0.6481081700123494,0.4229660288529131,26.167857953590172,31.367500000000028,0.0047737016283705
onion,2025-08-04,28.646995514624976,22.648959317874592,25.21331764878902,5.998036196750382,0.0,0.0,25.647716838118907,8.334018552303315,0.25287719175305867,0.42966454942580495,1.4667726321956482,0.3856317452251566,0.13545372108091783,0.6423542365909,0.430988733184523,27.96428333524684,32.947500000000026,0.0022077561346770763
onion,2025-08-11,26.95466575280344,22.457776397016907,24.25810825744112,4.496889355786533,0.0,0.0,88.37759161041502,18.244855690002442,0.4120106327368892,0.46961231450219454,2.4112879981717934,0.20408566688524465,0.13873559803941105,0.6619918869919963,0.4281222977586278,28.179784317886096,33.01500000000003,0.0022077561346770763
onion,2025-08-18,26.714628773235226,22.573108659880774,24.228757503528104,4.141520113354455,0.0,0.0,13.698071085158725,5.639413642883301,0.06557946220111104,0.46961231450219454,2.4112879981717934,0.20408566688524465,0.08485920232396435,0.6444858147530483,0.4415233979839345,24.71814413646781,29.482500000000023,4.514386553288886e-05
onion,2025-08-25,27.194462607243878,22.591847157596373,24.411941159245192,4.6026154496475025,0.0,0.0,44.55769609614808,12.71188907623291,0.2916494783599199,0.46961231450219454,2.4112879981717934,0.20408566688524465,0.05690108340247255,0.6621527257656741,0.4081522115376137,25.455405591961096,28.580000000000027,0.0
onion,2025-09-01,27.0234971350052,22.241439953445635,24.283567009851044,4.782057181559567,0.0,0.0,50.64310640407692,10.52974624633789,0.14593067424675024,0.5026010258693419,1.8215913380063922,0.6111935232181638,0.09788324366543778,0.6555700258594614,0.4163088327450609,28.469898650432,33.97000000000003,0.004451846348974487
onion,2025-09-08,27.844789053920614,21.635688566944268,24.510521749586808,6.20910048697635,0.0,0.0,29.31649215944111,8.674936556816101,0.16539843804831927,0.5026010258693419,1.8215913380063922,0.6111935232181638,0.10445394929894383,0.6583630459599248,0.3807244738121545,26.536450450774325,29.755000000000038,0.00014638878112149863
onion,2025-09-15,27.867958189327222,22.458494503131675,24.69985813225276,5.409463686195548,0.0,0.0,74.21856590706726,14.336920499801636,0.2633560442586864,0.4426828702584333,1.634805190599629,0.5581051130301755,0.020772905777473462,0.6583630459599248,0.3807244738121545,26.536450450774325,29.755000000000038,0.00014638878112149863
onion,2025-09-22,27.004359439042886,21.87513872796388,24.13736586531612,5.12922071107901,0.0,0.0,60.99789040548874,17.38937759399414,0.6855440109851774,0.4426828702584333,1.634805190599629,0.5581051130301755,-0.02150602276104749,0.6277761933531493,0.3713982722330277,27.895303862092224,32.32500000000002,0.0
onion,2025-09-29,27.832290199139027,21.75585699826306,24.377484176777333,6.076433200875967,0.0,0.0,4.260987357407924,1.5992832422256469,0.0,0.4281823720411986,1.2806651286276356,0.967254511696209,-0.02110854160132922,0.5668767056287235,0.34740709013346555,27.755155865646685,32.84250000000002,0.0008991349783793369
onion,2025-10-06,28.940062839188414,20.272276757354874,24.40110498492354,8.667786081833542,0.0,0.0,11.913781034720767,2.8210712611675266,0.0,0.4281823720411986,1.2806651286276356,0.967254511696209,-0.024830294814557428,0.5470648291333499,0.332848049412241,30.43084986879003,34.14750000000003,0.00707043175282805
onion,2025-10-13,30.064214655749858,20.44283437549173,25.17083008752531,9.621380280258128,0.0,0.0,5.230148995092695,2.2995292484760284,0.0,0.39222497155666763,1.4306326872362214,0.8334215164033885,-0.059378932348549004,0.5529116136574243,0.3245092399923111,30.578471223394974,33.97500000000002,0.001175719118947675
onion,2025-10-20,29.24777958557032,22.19700155068238,25.320344219710556,7.050778034887941,0.0041337312469753125,0.0,66.39453745338582,11.69429407119751,0.0926227263940586,0.39222497155666763,1.4306326872362214,0.8334215164033885,-0.056910892221877354,0.5337487790021842,0.30088945277788093,26.775359072428493,31.75750000000003,0.005990523211022438
onion,2025-10-27,27.173730615596504,21.60016144304958,24.077455938871992,5.573569172546927,0.0,0.0,3.249092166575587,1.3609369069337844,0.0,0.4273330256459602,1.2034640955242615,0.9990209169508055,-0.011629408576291782,0.545878777277742,0.3059090221924834,28.54266483385657,31.595000000000034,0.0
onion,2025-11-03,27.807666869758666,18.56022990813728,22.875650344093998,9.247436961621384,0.0,0.0,0.9724563113531468,0.2986955270171165,0.0,0.4273330256459602,1.2034640955242615,0.9990209169508055,0.0015062281119973507,0.5196874620972146,0.28203337086879376,28.18820364052868,30.75750000000003,0.0
