crop,market_id,state,horizon_weeks,market_wape_raw,market_n,market_wape_shrunk,state_wape_raw,state_n,state_wape_shrunk,crop_wape_raw
onion,2526,Himachal Pradesh,26,31.1,215,31.2,31.8,4004,31.8,33.1
onion,2527,Himachal Pradesh,1,11.6,218,12.0,13.3,4602,13.3,14.6
onion,2527,Himachal Pradesh,4,17.9,212,18.3,19.8,4521,19.8,20.9
onion,2527,Himachal Pradesh,13,28.1,194,28.5,30.3,4292,30.3,29.5
onion,2527,Himachal Pradesh,26,26.6,175,27.8,31.8,4004,31.8,33.1
onion,2528,Himachal Pradesh,1,16.4,214,15.8,13.3,4602,13.3,14.6
onion,2528,Himachal Pradesh,4,24.3,205,23.4,19.8,4521,19.8,20.9
onion,2528,Himachal Pradesh,13,32.8,185,32.3,30.3,4292,30.3,29.5
onion,2528,Himachal Pradesh,26,33.5,181,33.1,31.8,4004,31.8,33.1
onion,2529,Himachal Pradesh,1,12.8,240,12.9,13.3,4602,13.3,14.6
onion,2529,Himachal Pradesh,4,19.4,237,19.5,19.8,4521,19.8,20.9
onion,2529,Himachal Pradesh,13,29.0,228,29.2,30.3,4292,30.3,29.5
onion,2529,Himachal Pradesh,26,30.4,215,30.7,31.8,4004,31.8,33.1
onion,2536,West Bengal,1,14.4,82,14.5,14.8,4061,14.8,14.6
onion,2536,West Bengal,4,22.1,79,22.3,22.7,3893,22.6,20.9
onion,2536,West Bengal,13,25.7,70,25.7,25.6,3413,25.7,29.5
onion,2536,West Bengal,26,16.7,57,19.3,21.7,2758,22.1,33.1
onion,2537,West Bengal,1,14.1,83,14.3,14.8,4061,14.8,14.6
onion,2537,West Bengal,4,24.0,80,23.5,22.7,3893,22.6,20.9
onion,2537,West Bengal,13,28.9,71,27.5,25.6,3413,25.7,29.5
onion,2537,West Bengal,26,16.2,58,19.0,21.7,2758,22.1,33.1
onion,2543,Gujarat,1,16.6,240,16.9,18.4,3858,18.3,14.6
onion,2543,Gujarat,4,24.8,237,25.1,26.6,3794,26.4,20.9
onion,2543,Gujarat,13,36.1,228,36.5,38.4,3631,38.2,29.5
onion,2543,Gujarat,26,38.6,215,38.9,40.4,3418,40.2,33.1
onion,2545,Gujarat,1,23.0,240,22.1,18.4,3858,18.3,14.6
onion,2545,Gujarat,4,35.6,237,34.0,26.6,3794,26.4,20.9
onion,2545,Gujarat,13,50.2,228,48.0,38.4,3631,38.2,29.5
onion,2545,Gujarat,26,50.4,215,48.4,40.4,3418,40.2,33.1
onion,2549,Gujarat,1,18.8,240,18.7,18.4,3858,18.3,14.6
onion,2549,Gujarat,4,27.9,237,27.7,26.6,3794,26.4,20.9
onion,2549,Gujarat,13,40.9,228,40.4,38.4,3631,38.2,29.5
onion,2549,Gujarat,26,40.7,215,40.6,40.4,3418,40.2,33.1
onion,2551,Gujarat,1,18.4,240,18.4,18.4,3858,18.3,14.6
onion,2551,Gujarat,4,26.2,237,26.3,26.6,3794,26.4,20.9
onion,2551,Gujarat,13,37.0,228,37.2,38.4,3631,38.2,29.5
onion,2551,Gujarat,26,37.2,215,37.8,40.4,3418,40.2,33.1
onion,2565,Gujarat,1,39.5,1,18.7,18.4,3858,18.3,14.6
onion,2571,Gujarat,1,16.1,240,16.5,18.4,3858,18.3,14.6
onion,2571,Gujarat,4,21.8,237,22.6,26.6,3794,26.4,20.9
onion,2571,Gujarat,13,30.7,228,32.1,38.4,3631,38.2,29.5
onion,2571,Gujarat,26,35.3,215,36.2,40.4,3418,40.2,33.1
onion,2668,Kerala,1,11.8,240,12.0,13.1,13631,13.1,14.6
onion,2668,Kerala,4,15.6,237,16.1,18.6,13436,18.6,20.9
onion,2668,Kerala,13,20.2,228,21.0,24.6,12862,24.7,29.5
onion,2668,Kerala,26,26.0,215,26.8,30.0,12067,30.1,33.1
onion,2673,Kerala,1,15.0,238,14.7,13.1,13631,13.1,14.6
onion,2673,Kerala,4,19.7,235,19.5,18.6,13436,18.6,20.9
onion,2673,Kerala,13,23.6,226,23.8,24.6,12862,24.7,29.5
onion,2673,Kerala,26,28.3,213,28.7,30.0,12067,30.1,33.1
onion,2674,Kerala,1,12.9,240,12.9,13.1,13631,13.1,14.6
onion,2674,Kerala,4,18.1,237,18.2,18.6,13436,18.6,20.9
onion,2674,Kerala,13,24.2,228,24.3,24.6,12862,24.7,29.5
onion,2674,Kerala,26,29.0,215,29.2,30.0,12067,30.1,33.1
onion,2675,Kerala,1,12.2,240,12.4,13.1,13631,13.1,14.6
onion,2675,Kerala,4,18.1,237,18.2,18.6,13436,18.6,20.9
onion,2675,Kerala,13,24.7,228,24.7,24.6,12862,24.7,29.5
onion,2675,Kerala,26,27.7,215,28.2,30.0,12067,30.1,33.1
onion,2677,Kerala,1,14.1,231,13.9,13.1,13631,13.1,14.6
onion,2677,Kerala,4,22.0,228,21.3,18.6,13436,18.6,20.9
onion,2677,Kerala,13,31.2,219,30.0,24.6,12862,24.7,29.5
onion,2677,Kerala,26,38.9,206,37.1,30.0,12067,30.1,33.1
onion,2679,Kerala,1,16.7,240,16.1,13.1,13631,13.1,14.6
onion,2679,Kerala,4,20.2,237,20.0,18.6,13436,18.6,20.9
onion,2679,Kerala,13,21.9,228,22.4,24.6,12862,24.7,29.5
onion,2679,Kerala,26,26.0,215,26.8,30.0,12067,30.1,33.1
onion,2680,Kerala,1,12.8,240,12.8,13.1,13631,13.1,14.6
onion,2680,Kerala,4,16.2,237,16.6,18.6,13436,18.6,20.9
onion,2680,Kerala,13,21.7,228,22.3,24.6,12862,24.7,29.5
onion,2680,Kerala,26,27.4,215,27.9,30.0,12067,30.1,33.1
onion,2681,Kerala,1,12.2,240,12.4,13.1,13631,13.1,14.6
onion,2681,Kerala,4,16.0,237,16.5,18.6,13436,18.6,20.9
onion,2681,Kerala,13,21.0,228,21.7,24.6,12862,24.7,29.5
onion,2681,Kerala,26,24.7,215,25.7,30.0,12067,30.1,33.1
onion,2683,Kerala,1,12.3,239,12.4,13.1,13631,13.1,14.6
onion,2683,Kerala,4,19.7,236,19.5,18.6,13436,18.6,20.9
onion,2683,Kerala,13,25.2,227,25.1,24.6,12862,24.7,29.5
onion,2683,Kerala,26,32.4,214,32.0,30.0,12067,30.1,33.1
onion,2684,Kerala,1,12.8,239,12.9,13.1,13631,13.1,14.6
onion,2684,Kerala,4,16.5,236,16.9,18.6,13436,18.6,20.9
onion,2684,Kerala,13,27.2,227,26.7,24.6,12862,24.7,29.5
onion,2684,Kerala,26,35.4,214,34.4,30.0,12067,30.1,33.1
onion,2685,Kerala,1,11.9,203,12.1,13.1,13631,13.1,14.6
onion,2685,Kerala,4,16.6,197,17.0,18.6,13436,18.6,20.9
onion,2685,Kerala,13,24.6,179,24.6,24.6,12862,24.7,29.5
onion,2685,Kerala,26,24.7,153,26.0,30.0,12067,30.1,33.1
onion,2686,Kerala,1,10.9,240,11.3,13.1,13631,13.1,14.6
onion,2686,Kerala,4,15.8,237,16.3,18.6,13436,18.6,20.9
onion,2686,Kerala,13,25.3,228,25.1,24.6,12862,24.7,29.5
onion,2686,Kerala,26,29.6,215,29.7,30.0,12067,30.1,33.1
onion,2687,Kerala,1,13.4,226,13.4,13.1,13631,13.1,14.6
onion,2687,Kerala,4,18.6,220,18.6,18.6,13436,18.6,20.9
onion,2687,Kerala,13,22.1,205,22.6,24.6,12862,24.7,29.5
onion,2687,Kerala,26,30.2,203,30.2,30.0,12067,30.1,33.1
onion,2689,Kerala,1,12.8,240,12.9,13.1,13631,13.1,14.6
onion,2689,Kerala,4,20.8,237,20.4,18.6,13436,18.6,20.9
onion,2689,Kerala,13,27.7,228,27.1,24.6,12862,24.7,29.5
onion,2689,Kerala,26,31.6,215,31.3,30.0,12067,30.1,33.1
onion,2690,Kerala,1,12.8,240,12.8,13.1,13631,13.1,14.6
onion,2690,Kerala,4,19.7,237,19.5,18.6,13436,18.6,20.9
onion,2690,Kerala,13,27.4,228,26.9,24.6,12862,24.7,29.5
onion,2690,Kerala,26,33.3,215,32.7,30.0,12067,30.1,33.1
onion,2691,Kerala,1,11.8,240,12.0,13.1,13631,13.1,14.6
onion,2691,Kerala,4,17.8,237,17.9,18.6,13436,18.6,20.9
onion,2691,Kerala,13,24.9,228,24.9,24.6,12862,24.7,29.5
onion,2691,Kerala,26,30.0,215,30.0,30.0,12067,30.1,33.1
onion,2692,Kerala,1,13.6,240,13.5,13.1,13631,13.1,14.6
onion,2692,Kerala,4,21.2,237,20.8,18.6,13436,18.6,20.9
onion,2692,Kerala,13,32.4,228,31.0,24.6,12862,24.7,29.5
onion,2692,Kerala,26,34.2,215,33.4,30.0,12067,30.1,33.1
onion,2693,Kerala,1,13.9,239,13.8,13.1,13631,13.1,14.6
onion,2693,Kerala,4,21.1,236,20.6,18.6,13436,18.6,20.9
onion,2693,Kerala,13,27.3,227,26.8,24.6,12862,24.7,29.5
onion,2693,Kerala,26,32.3,214,31.9,30.0,12067,30.1,33.1
onion,2696,Punjab,1,17.5,78,16.8,15.8,4646,15.7,14.6
onion,2696,Punjab,4,27.1,74,26.0,24.4,4453,24.3,20.9
onion,2696,Punjab,13,28.0,65,27.9,27.8,3904,27.8,29.5
onion,2696,Punjab,26,23.0,52,26.4,29.7,3170,29.8,33.1
onion,2701,Punjab,1,16.6,82,16.3,15.8,4646,15.7,14.6
onion,2701,Punjab,4,26.1,79,25.4,24.4,4453,24.3,20.9
onion,2701,Punjab,13,29.9,70,29.0,27.8,3904,27.8,29.5
onion,2701,Punjab,26,38.2,57,34.2,29.7,3170,29.8,33.1
onion,2703,Maharashtra,1,16.9,240,17.3,19.4,16136,19.4,14.6
onion,2703,Maharashtra,4,24.0,237,24.7,27.7,15864,27.7,20.9
onion,2703,Maharashtra,13,34.3,228,35.4,40.4,15133,40.4,29.5
onion,2703,Maharashtra,26,38.0,215,39.0,43.3,14231,43.2,33.1
onion,2704,Maharashtra,1,20.1,240,20.0,19.4,16136,19.4,14.6
onion,2704,Maharashtra,4,28.0,237,28.0,27.7,15864,27.7,20.9
onion,2704,Maharashtra,13,37.3,228,37.9,40.4,15133,40.4,29.5
onion,2704,Maharashtra,26,38.9,215,39.7,43.3,14231,43.2,33.1
onion,2708,Maharashtra,1,18.8,240,18.9,19.4,16136,19.4,14.6
onion,2708,Maharashtra,4,27.6,237,27.6,27.7,15864,27.7,20.9
onion,2708,Maharashtra,13,42.3,228,41.9,40.4,15133,40.4,29.5
onion,2708,Maharashtra,26,46.3,215,45.7,43.3,14231,43.2,33.1
onion,2713,Odisha,1,15.8,177,15.4,14.0,5232,14.0,14.6
onion,2713,Odisha,4,17.1,171,17.6,19.4,5117,19.4,20.9
onion,2713,Odisha,13,19.7,165,21.7,28.0,4825,28.0,29.5
onion,2713,Odisha,26,24.1,155,26.1,31.8,4500,31.8,33.1
onion,2714,Odisha,1,15.6,223,15.3,14.0,5232,14.0,14.6
onion,2714,Odisha,4,21.6,220,21.2,19.4,5117,19.4,20.9
onion,2714,Odisha,13,26.9,211,27.1,28.0,4825,28.0,29.5
onion,2714,Odisha,26,27.1,198,28.1,31.8,4500,31.8,33.1
onion,2721,Odisha,1,13.0,225,13.2,14.0,5232,14.0,14.6
onion,2721,Odisha,4,16.4,222,17.0,19.4,5117,19.4,20.9
onion,2721,Odisha,13,21.0,213,22.4,28.0,4825,28.0,29.5
onion,2721,Odisha,26,25.2,200,26.6,31.8,4500,31.8,33.1
onion,2738,Rajasthan,1,13.1,83,13.9,15.1,2067,15.1,14.6
onion,2738,Rajasthan,4,24.4,80,24.4,24.7,1974,24.5,20.9
onion,2738,Rajasthan,13,63.9,71,60.5,57.3,1708,55.8,29.5
onion,2738,Rajasthan,26,96.5,58,88.3,82.4,1357,79.0,33.1
onion,2739,Rajasthan,1,14.4,82,14.7,15.1,2067,15.1,14.6
onion,2739,Rajasthan,4,24.9,79,24.7,24.7,1974,24.5,20.9
onion,2739,Rajasthan,13,56.2,70,56.0,57.3,1708,55.8,29.5
onion,2739,Rajasthan,26,79.1,57,79.1,82.4,1357,79.0,33.1
onion,2744,Rajasthan,1,15.3,83,15.2,15.1,2067,15.1,14.6
onion,2744,Rajasthan,4,22.6,80,23.4,24.7,1974,24.5,20.9
onion,2744,Rajasthan,13,43.4,71,48.7,57.3,1708,55.8,29.5
onion,2744,Rajasthan,26,49.4,58,63.4,82.4,1357,79.0,33.1
onion,2773,Gujarat,1,16.3,240,16.6,18.4,3858,18.3,14.6
onion,2773,Gujarat,4,24.2,237,24.6,26.6,3794,26.4,20.9
onion,2773,Gujarat,13,37.7,228,37.8,38.4,3631,38.2,29.5
onion,2773,Gujarat,26,38.7,215,39.0,40.4,3418,40.2,33.1
onion,2774,Gujarat,1,20.2,240,19.9,18.4,3858,18.3,14.6
onion,2774,Gujarat,4,29.4,237,28.8,26.6,3794,26.4,20.9
onion,2774,Gujarat,13,41.5,228,40.9,38.4,3631,38.2,29.5
onion,2774,Gujarat,26,42.4,215,42.0,40.4,3418,40.2,33.1
onion,2800,Uttar Pradesh,1,18.8,72,17.0,14.5,9691,14.5,14.6
onion,2800,Uttar Pradesh,4,28.3,66,25.3,21.5,9199,21.5,20.9
onion,2800,Uttar Pradesh,13,39.8,54,35.7,31.4,7845,31.4,29.5
onion,2800,Uttar Pradesh,26,44.9,41,48.2,51.0,6320,50.7,33.1
onion,2803,Uttar Pradesh,1,15.0,70,14.8,14.5,9691,14.5,14.6
onion,2803,Uttar Pradesh,4,22.5,64,22.0,21.5,9199,21.5,20.9
onion,2803,Uttar Pradesh,13,32.0,49,31.7,31.4,7845,31.4,29.5
onion,2803,Uttar Pradesh,26,42.0,37,47.1,51.0,6320,50.7,33.1
onion,2894,West Bengal,1,15.5,83,15.2,14.8,4061,14.8,14.6
onion,2894,West Bengal,4,25.5,80,24.4,22.7,3893,22.6,20.9
onion,2894,West Bengal,13,26.5,71,26.1,25.6,3413,25.7,29.5
onion,2894,West Bengal,26,22.9,58,22.5,21.7,2758,22.1,33.1
onion,2897,West Bengal,1,16.0,83,15.5,14.8,4061,14.8,14.6
onion,2897,West Bengal,4,25.0,80,24.1,22.7,3893,22.6,20.9
onion,2897,West Bengal,13,29.3,71,27.8,25.6,3413,25.7,29.5
onion,2897,West Bengal,26,25.0,58,23.6,21.7,2758,22.1,33.1
onion,2899,West Bengal,1,14.6,83,14.7,14.8,4061,14.8,14.6
onion,2899,West Bengal,4,22.4,80,22.5,22.7,3893,22.6,20.9
onion,2899,West Bengal,13,25.3,71,25.5,25.6,3413,25.7,29.5
onion,2899,West Bengal,26,21.5,58,21.8,21.7,2758,22.1,33.1
onion,2902,West Bengal,1,13.5,83,14.0,14.8,4061,14.8,14.6
onion,2902,West Bengal,4,18.9,80,20.4,22.7,3893,22.6,20.9
onion,2902,West Bengal,13,25.0,71,25.3,25.6,3413,25.7,29.5
onion,2902,West Bengal,26,23.6,58,22.9,21.7,2758,22.1,33.1
onion,2905,West Bengal,1,12.8,83,13.6,14.8,4061,14.8,14.6
onion,2905,West Bengal,4,19.0,80,20.4,22.7,3893,22.6,20.9
onion,2905,West Bengal,13,25.2,71,25.4,25.6,3413,25.7,29.5
onion,2905,West Bengal,26,19.3,58,20.6,21.7,2758,22.1,33.1
onion,2910,Haryana,1,15.4,238,15.5,16.1,9777,16.1,14.6
onion,2910,Haryana,4,23.6,235,23.5,23.0,9617,23.0,20.9
onion,2910,Haryana,13,36.3,226,36.0,34.7,9170,34.7,29.5
onion,2910,Haryana,26,33.9,213,34.1,34.9,8583,34.9,33.1
onion,2940,Tamil Nadu,1,9.8,83,10.1,10.6,13491,10.6,14.6
onion,2940,Tamil Nadu,4,12.5,80,13.1,14.0,12977,14.0,20.9
onion,2940,Tamil Nadu,13,14.5,71,15.7,17.3,11446,17.4,29.5
onion,2940,Tamil Nadu,26,12.1,58,12.9,13.7,9236,13.9,33.1
onion,2970,Tamil Nadu,1,9.9,83,10.2,10.6,13491,10.6,14.6
onion,2970,Tamil Nadu,4,12.6,80,13.2,14.0,12977,14.0,20.9
onion,2970,Tamil Nadu,13,15.9,71,16.5,17.3,11446,17.4,29.5
onion,2970,Tamil Nadu,26,11.9,58,12.8,13.7,9236,13.9,33.1
onion,3039,Himachal Pradesh,1,12.8,240,12.9,13.3,4602,13.3,14.6
onion,3039,Himachal Pradesh,4,19.7,237,19.7,19.8,4521,19.8,20.9
onion,3039,Himachal Pradesh,13,34.7,228,33.9,30.3,4292,30.3,29.5
onion,3039,Himachal Pradesh,26,34.0,215,33.6,31.8,4004,31.8,33.1
onion,3045,Madhya Pradesh,1,24.3,139,24.3,24.5,5705,24.3,14.6
onion,3045,Madhya Pradesh,4,39.3,130,37.8,34.3,5472,34.0,20.9
onion,3045,Madhya Pradesh,13,58.7,106,56.7,53.1,4884,52.6,29.5
onion,3045,Madhya Pradesh,26,48.9,92,53.0,60.8,4290,60.2,33.1
onion,3046,Madhya Pradesh,1,19.4,137,20.7,24.5,5705,24.3,14.6
onion,3046,Madhya Pradesh,4,29.4,134,30.7,34.3,5472,34.0,20.9
onion,3046,Madhya Pradesh,13,45.5,125,47.6,53.1,4884,52.6,29.5
onion,3046,Madhya Pradesh,26,53.2,112,55.4,60.8,4290,60.2,33.1
onion,3048,Madhya Pradesh,1,27.4,164,26.6,24.5,5705,24.3,14.6
onion,3048,Madhya Pradesh,4,41.4,155,39.5,34.3,5472,34.0,20.9
onion,3048,Madhya Pradesh,13,68.4,134,64.0,53.1,4884,52.6,29.5
onion,3048,Madhya Pradesh,26,77.1,108,71.6,60.8,4290,60.2,33.1
onion,3054,Madhya Pradesh,1,21.5,161,22.2,24.5,5705,24.3,14.6
onion,3054,Madhya Pradesh,4,36.5,152,35.9,34.3,5472,34.0,20.9
onion,3054,Madhya Pradesh,13,67.0,130,62.9,53.1,4884,52.6,29.5
onion,3054,Madhya Pradesh,26,62.8,104,62.0,60.8,4290,60.2,33.1
onion,3059,Madhya Pradesh,1,21.1,163,21.9,24.5,5705,24.3,14.6
onion,3059,Madhya Pradesh,4,31.5,154,32.1,34.3,5472,34.0,20.9
onion,3059,Madhya Pradesh,13,48.1,132,49.4,53.1,4884,52.6,29.5
onion,3059,Madhya Pradesh,26,47.3,106,51.6,60.8,4290,60.2,33.1
onion,3067,Madhya Pradesh,1,21.6,162,22.3,24.5,5705,24.3,14.6
onion,3067,Madhya Pradesh,4,32.3,153,32.8,34.3,5472,34.0,20.9
onion,3067,Madhya Pradesh,13,48.1,131,49.4,53.1,4884,52.6,29.5
onion,3067,Madhya Pradesh,26,51.2,105,54.2,60.8,4290,60.2,33.1
onion,3071,Madhya Pradesh,1,13.9,163,16.4,24.5,5705,24.3,14.6
onion,3071,Madhya Pradesh,4,19.5,154,23.2,34.3,5472,34.0,20.9
onion,3071,Madhya Pradesh,13,30.0,132,36.4,53.1,4884,52.6,29.5
onion,3071,Madhya Pradesh,26,24.0,106,35.9,60.8,4290,60.2,33.1
onion,3075,Madhya Pradesh,1,19.4,102,21.1,24.5,5705,24.3,14.6
onion,3075,Madhya Pradesh,4,27.0,99,29.4,34.3,5472,34.0,20.9
onion,3075,Madhya Pradesh,13,47.1,90,49.1,53.1,4884,52.6,29.5
onion,3075,Madhya Pradesh,26,36.1,77,45.8,60.8,4290,60.2,33.1
onion,3080,Odisha,1,15.8,172,15.4,14.0,5232,14.0,14.6
onion,3080,Odisha,4,20.5,166,20.3,19.4,5117,19.4,20.9
onion,3080,Odisha,13,24.7,148,25.6,28.0,4825,28.0,29.5
onion,3080,Odisha,26,25.6,122,27.4,31.8,4500,31.8,33.1
onion,3086,Odisha,1,14.1,181,14.1,14.0,5232,14.0,14.6
onion,3086,Odisha,4,19.3,172,19.3,19.4,5117,19.4,20.9
onion,3086,Odisha,13,31.2,159,30.5,28.0,4825,28.0,29.5
onion,3086,Odisha,26,34.3,153,33.6,31.8,4500,31.8,33.1
onion,3092,Odisha,1,14.3,229,14.2,14.0,5232,14.0,14.6
onion,3092,Odisha,4,17.3,226,17.7,19.4,5117,19.4,20.9
onion,3092,Odisha,13,20.9,219,22.3,28.0,4825,28.0,29.5
onion,3092,Odisha,26,26.4,206,27.5,31.8,4500,31.8,33.1
onion,3098,Tripura,1,11.3,82,11.2,10.7,1007,11.1,14.6
onion,3098,Tripura,4,16.3,79,16.2,15.6,965,16.1,20.9
onion,3098,Tripura,13,19.2,70,20.1,20.4,839,21.4,29.5
onion,3098,Tripura,26,19.3,57,19.5,17.9,670,19.8,33.1
onion,3099,Tripura,1,9.8,75,10.3,10.7,1007,11.1,14.6
onion,3099,Tripura,4,13.9,72,14.8,15.6,965,16.1,20.9
onion,3099,Tripura,13,18.5,63,19.8,20.4,839,21.4,29.5
onion,3099,Tripura,26,20.6,50,20.2,17.9,670,19.8,33.1
onion,3102,Tripura,1,5.9,77,8.0,10.7,1007,11.1,14.6
onion,3102,Tripura,4,8.9,74,11.9,15.6,965,16.1,20.9
onion,3102,Tripura,13,13.3,65,16.9,20.4,839,21.4,29.5
onion,3102,Tripura,26,17.7,52,18.7,17.9,670,19.8,33.1
onion,3103,Tripura,1,11.9,13,11.2,10.7,1007,11.1,14.6
onion,3103,Tripura,4,21.8,10,17.1,15.6,965,16.1,20.9
onion,3103,Tripura,13,26.1,1,21.5,20.4,839,21.4,29.5
onion,3104,Tripura,1,11.4,83,11.3,10.7,1007,11.1,14.6
onion,3104,Tripura,4,15.2,80,15.6,15.6,965,16.1,20.9
onion,3104,Tripura,13,19.3,71,20.2,20.4,839,21.4,29.5
onion,3104,Tripura,26,11.4,58,15.4,17.9,670,19.8,33.1
onion,3105,Tripura,1,12.3,83,11.9,10.7,1007,11.1,14.6
onion,3105,Tripura,4,18.5,80,17.6,15.6,965,16.1,20.9
onion,3105,Tripura,13,22.8,71,22.2,20.4,839,21.4,29.5
onion,3105,Tripura,26,20.5,58,20.2,17.9,670,19.8,33.1
onion,3117,West Bengal,1,14.3,83,14.5,14.8,4061,14.8,14.6
onion,3117,West Bengal,4,22.4,80,22.5,22.7,3893,22.6,20.9
onion,3117,West Bengal,13,25.1,71,25.3,25.6,3413,25.7,29.5
onion,3117,West Bengal,26,21.8,58,22.0,21.7,2758,22.1,33.1
onion,3128,Maharashtra,1,17.9,240,18.2,19.4,16136,19.4,14.6
onion,3128,Maharashtra,4,25.3,237,25.7,27.7,15864,27.7,20.9
onion,3128,Maharashtra,13,33.7,228,34.9,40.4,15133,40.4,29.5
onion,3128,Maharashtra,26,39.6,215,40.3,43.3,14231,43.2,33.1
onion,3130,Maharashtra,1,18.0,214,18.3,19.4,16136,19.4,14.6
onion,3130,Maharashtra,4,28.2,211,28.1,27.7,15864,27.7,20.9
onion,3130,Maharashtra,13,41.3,202,41.1,40.4,15133,40.4,29.5
onion,3130,Maharashtra,26,47.5,189,46.6,43.3,14231,43.2,33.1
onion,3136,Maharashtra,1,13.9,4,19.0,19.4,16136,19.4,14.6
onion,3136,Maharashtra,4,29.4,1,27.7,27.7,15864,27.7,20.9
onion,3142,Maharashtra,1,16.1,240,16.7,19.4,16136,19.4,14.6
onion,3142,Maharashtra,4,22.0,237,23.0,27.7,15864,27.7,20.9
onion,3142,Maharashtra,13,34.4,228,35.5,40.4,15133,40.4,29.5
onion,3142,Maharashtra,26,33.1,215,35.1,43.3,14231,43.2,33.1
onion,3218,Chattisgarh,1,18.3,227,17.9,16.2,947,16.0,14.6
onion,3218,Chattisgarh,4,24.8,221,24.5,23.4,932,23.1,20.9
onion,3218,Chattisgarh,13,36.5,206,36.3,36.2,890,35.6,29.5
onion,3218,Chattisgarh,26,38.2,193,38.0,37.6,838,37.2,33.1
onion,3297,Odisha,1,13.6,217,13.7,14.0,5232,14.0,14.6
onion,3297,Odisha,4,21.1,211,20.8,19.4,5117,19.4,20.9
onion,3297,Odisha,13,31.6,193,30.8,28.0,4825,28.0,29.5
onion,3297,Odisha,26,35.8,183,34.9,31.8,4500,31.8,33.1
onion,3299,Odisha,1,13.0,166,13.2,14.0,5232,14.0,14.6
onion,3299,Odisha,4,18.6,163,18.8,19.4,5117,19.4,20.9
onion,3299,Odisha,13,31.6,154,30.7,28.0,4825,28.0,29.5
onion,3299,Odisha,26,36.4,141,35.2,31.8,4500,31.8,33.1
onion,3306,Odisha,1,14.0,125,14.0,14.0,5232,14.0,14.6
onion,3306,Odisha,4,20.5,122,20.2,19.4,5117,19.4,20.9
onion,3306,Odisha,13,37.2,113,34.3,28.0,4825,28.0,29.5
onion,3306,Odisha,26,33.4,100,32.9,31.8,4500,31.8,33.1
onion,3308,Odisha,1,13.3,240,13.5,14.0,5232,14.0,14.6
onion,3308,Odisha,4,18.0,237,18.3,19.4,5117,19.4,20.9
onion,3308,Odisha,13,29.5,228,29.2,28.0,4825,28.0,29.5
onion,3308,Odisha,26,33.1,215,32.9,31.8,4500,31.8,33.1
onion,3328,Telangana,1,16.6,15,15.3,15.1,502,15.0,14.6
onion,3328,Telangana,4,33.4,12,26.3,25.5,459,24.6,20.9
onion,3328,Telangana,13,43.1,3,44.5,48.9,357,44.6,29.5
onion,3329,Telangana,1,18.8,11,15.6,15.1,502,15.0,14.6
onion,3329,Telangana,4,35.1,8,26.0,25.5,459,24.6,20.9
onion,3339,West Bengal,1,16.0,69,15.5,14.8,4061,14.8,14.6
onion,3339,West Bengal,4,24.9,63,23.9,22.7,3893,22.6,20.9
onion,3339,West Bengal,13,30.8,47,28.1,25.6,3413,25.7,29.5
onion,3339,West Bengal,26,24.0,34,22.9,21.7,2758,22.1,33.1
onion,3340,West Bengal,1,14.4,82,14.6,14.8,4061,14.8,14.6
onion,3340,West Bengal,4,21.5,79,21.9,22.7,3893,22.6,20.9
onion,3340,West Bengal,13,26.3,70,26.0,25.6,3413,25.7,29.5
onion,3340,West Bengal,26,16.6,57,19.2,21.7,2758,22.1,33.1
onion,3341,West Bengal,1,17.2,83,16.3,14.8,4061,14.8,14.6
onion,3341,West Bengal,4,24.0,80,23.5,22.7,3893,22.6,20.9
onion,3341,West Bengal,13,29.8,71,28.0,25.6,3413,25.7,29.5
onion,3341,West Bengal,26,30.4,58,26.5,21.7,2758,22.1,33.1
onion,3342,West Bengal,1,17.2,62,16.1,14.8,4061,14.8,14.6
onion,3342,West Bengal,4,22.3,59,22.5,22.7,3893,22.6,20.9
onion,3342,West Bengal,13,26.4,51,26.0,25.6,3413,25.7,29.5
onion,3342,West Bengal,26,27.2,38,24.3,21.7,2758,22.1,33.1
onion,3343,West Bengal,1,14.6,53,14.7,14.8,4061,14.8,14.6
onion,3343,West Bengal,4,27.8,50,25.1,22.7,3893,22.6,20.9
onion,3343,West Bengal,13,25.6,41,25.7,25.6,3413,25.7,29.5
onion,3343,West Bengal,26,24.5,28,23.0,21.7,2758,22.1,33.1
onion,3344,West Bengal,1,14.0,77,14.3,14.8,4061,14.8,14.6
onion,3344,West Bengal,4,20.6,74,21.5,22.7,3893,22.6,20.9
onion,3344,West Bengal,13,23.9,65,24.7,25.6,3413,25.7,29.5
onion,3344,West Bengal,26,23.1,52,22.6,21.7,2758,22.1,33.1
onion,3346,West Bengal,1,13.0,83,13.7,14.8,4061,14.8,14.6
onion,3346,West Bengal,4,20.6,80,21.4,22.7,3893,22.6,20.9
onion,3346,West Bengal,13,25.2,71,25.4,25.6,3413,25.7,29.5
onion,3346,West Bengal,26,17.5,58,19.7,21.7,2758,22.1,33.1
onion,3347,West Bengal,1,15.0,83,14.9,14.8,4061,14.8,14.6
onion,3347,West Bengal,4,20.4,80,21.3,22.7,3893,22.6,20.9
onion,3347,West Bengal,13,23.6,71,24.5,25.6,3413,25.7,29.5
onion,3347,West Bengal,26,29.6,58,26.1,21.7,2758,22.1,33.1
onion,3349,West Bengal,1,18.9,82,17.3,14.8,4061,14.8,14.6
onion,3349,West Bengal,4,26.6,79,25.0,22.7,3893,22.6,20.9
