crop,market_id,market,horizon_weeks,n,mape,wape,diff_pts
onion,1433.0,Garh Shankar APMC,1,83,14.38,14.77,-0.39
onion,1433.0,Garh Shankar APMC,4,80,24.87,24.88,-0.01
onion,1433.0,Garh Shankar APMC,13,71,28.47,27.02,1.44
onion,1433.0,Garh Shankar APMC,26,58,42.12,37.56,4.55
onion,1434.0,Tanda Urmur APMC,1,67,11.76,13.38,-1.62
onion,1434.0,Tanda Urmur APMC,4,61,20.63,22.82,-2.18
onion,1434.0,Tanda Urmur APMC,13,43,25.19,27.12,-1.93
onion,1434.0,Tanda Urmur APMC,26,32,10.55,10.45,0.11
onion,1435.0,Adampur APMC,1,37,15.07,16.55,-1.48
onion,1435.0,Adampur APMC,4,34,25.44,27.75,-2.31
onion,1435.0,Adampur APMC,13,25,22.36,25.46,-3.09
onion,1435.0,Adampur APMC,26,12,28.07,30.11,-2.04
onion,1441.0,Doraha APMC,1,83,11.79,12.88,-1.09
onion,1441.0,Doraha APMC,4,80,19.67,21.15,-1.48
onion,1441.0,Doraha APMC,13,71,21.42,22.27,-0.85
onion,1441.0,Doraha APMC,26,58,12.82,13.79,-0.97
onion,1443.0,Ludhiana APMC,1,83,15.25,15.43,-0.18
onion,1443.0,Ludhiana APMC,4,80,24.41,24.01,0.4
onion,1443.0,Ludhiana APMC,13,71,38.38,34.31,4.07
onion,1443.0,Ludhiana APMC,26,58,64.51,56.43,8.08
onion,1446.0,Sahnewal APMC,1,83,13.89,14.67,-0.78
onion,1446.0,Sahnewal APMC,4,80,23.02,24.1,-1.08
onion,1446.0,Sahnewal APMC,13,71,22.44,22.7,-0.26
onion,1446.0,Sahnewal APMC,26,58,14.81,15.82,-1.01
onion,1449.0,Nihal Singh Wala APMC,1,83,13.13,14.15,-1.02
onion,1449.0,Nihal Singh Wala APMC,4,80,19.57,20.67,-1.1
onion,1449.0,Nihal Singh Wala APMC,13,71,24.48,24.37,0.11
onion,1449.0,Nihal Singh Wala APMC,26,58,25.43,24.83,0.59
onion,1456.0,Rajpura APMC,1,83,12.24,13.06,-0.82
onion,1456.0,Rajpura APMC,4,80,17.83,18.68,-0.86
onion,1456.0,Rajpura APMC,13,71,25.81,25.53,0.29
onion,1456.0,Rajpura APMC,26,58,33.41,32.51,0.9
onion,1457.0,Chamkaur Sahib APMC,1,83,19.38,19.27,0.1
onion,1457.0,Chamkaur Sahib APMC,4,80,25.19,24.78,0.41
onion,1457.0,Chamkaur Sahib APMC,13,71,27.26,27.15,0.1
onion,1457.0,Chamkaur Sahib APMC,26,58,21.87,21.65,0.22
onion,1458.0,Kharar APMC,1,83,12.93,14.39,-1.46
onion,1458.0,Kharar APMC,4,80,20.61,22.62,-2.01
onion,1458.0,Kharar APMC,13,71,23.14,24.01,-0.87
onion,1458.0,Kharar APMC,26,58,25.24,24.98,0.27
onion,1459.0,Kurali APMC,1,82,13.06,13.93,-0.86
onion,1459.0,Kurali APMC,4,79,20.06,21.14,-1.08
onion,1459.0,Kurali APMC,13,70,23.17,22.77,0.4
onion,1459.0,Kurali APMC,26,57,23.84,22.86,0.98
onion,1464.0,Bassi Pathana APMC,1,82,14.49,15.68,-1.19
onion,1464.0,Bassi Pathana APMC,4,79,23.33,24.63,-1.3
onion,1464.0,Bassi Pathana APMC,13,70,26.2,26.19,0.02
onion,1464.0,Bassi Pathana APMC,26,57,22.79,21.8,0.99
onion,1466.0,Khamano APMC,1,82,23.51,21.84,1.67
onion,1466.0,Khamano APMC,4,79,38.45,37.19,1.26
onion,1466.0,Khamano APMC,13,70,40.98,46.77,-5.79
onion,1466.0,Khamano APMC,26,57,30.87,37.97,-7.09
onion,1469.0,Vellore APMC,1,83,8.78,9.48,-0.71
onion,1469.0,Vellore APMC,4,80,14.35,15.26,-0.91
onion,1469.0,Vellore APMC,13,71,21.84,21.79,0.05
onion,1469.0,Vellore APMC,26,58,17.53,17.23,0.3
onion,1497.0,Jainagar APMC,1,183,15.95,15.85,0.1
onion,1497.0,Jainagar APMC,4,174,23.32,25.46,-2.13
onion,1497.0,Jainagar APMC,13,152,28.61,34.69,-6.08
onion,1497.0,Jainagar APMC,26,139,39.97,43.61,-3.64
onion,1498.0,Jahajharpur APMC,1,181,17.78,17.76,0.02
onion,1498.0,Jahajharpur APMC,4,172,25.0,26.9,-1.9
onion,1498.0,Jahajharpur APMC,13,153,28.63,33.94,-5.32
onion,1498.0,Jahajharpur APMC,26,140,42.82,46.7,-3.88
onion,1507.0,Boudh APMC,1,189,10.02,10.29,-0.27
onion,1507.0,Boudh APMC,4,186,16.36,17.24,-0.88
onion,1507.0,Boudh APMC,13,177,25.17,26.14,-0.97
onion,1507.0,Boudh APMC,26,164,34.72,36.52,-1.81
onion,1510.0,Sargipali APMC,1,240,16.83,16.25,0.58
onion,1510.0,Sargipali APMC,4,237,22.57,21.66,0.91
onion,1510.0,Sargipali APMC,13,228,39.35,34.63,4.72
onion,1510.0,Sargipali APMC,26,215,40.95,38.45,2.5
onion,1511.0,Udala APMC,1,240,13.21,12.81,0.4
onion,1511.0,Udala APMC,4,237,18.44,19.13,-0.69
onion,1511.0,Udala APMC,13,228,30.04,29.86,0.17
onion,1511.0,Udala APMC,26,215,32.06,34.44,-2.38
onion,1513.0,Jaleswar APMC,1,209,14.92,14.53,0.39
onion,1513.0,Jaleswar APMC,4,203,21.18,20.66,0.52
onion,1513.0,Jaleswar APMC,13,191,39.92,36.25,3.67
onion,1513.0,Jaleswar APMC,26,186,38.24,38.49,-0.25
onion,1516.0,Kamakhyanagar APMC,1,240,14.61,14.89,-0.28
onion,1516.0,Kamakhyanagar APMC,4,237,19.64,21.31,-1.68
onion,1516.0,Kamakhyanagar APMC,13,228,28.47,30.01,-1.53
onion,1516.0,Kamakhyanagar APMC,26,215,29.57,33.89,-4.32
onion,1520.0,Keonjhar APMC,1,220,13.19,13.0,0.19
onion,1520.0,Keonjhar APMC,4,217,17.79,17.27,0.52
onion,1520.0,Keonjhar APMC,13,208,22.12,21.32,0.8
onion,1520.0,Keonjhar APMC,26,195,26.36,26.56,-0.21
onion,1523.0,Balugaon APMC,1,240,11.9,12.26,-0.36
onion,1523.0,Balugaon APMC,4,237,17.73,17.98,-0.25
onion,1523.0,Balugaon APMC,13,228,29.4,28.49,0.92
onion,1523.0,Balugaon APMC,26,215,33.66,34.36,-0.7
onion,1525.0,Birmaharajpur APMC,1,197,12.32,12.52,-0.19
onion,1525.0,Birmaharajpur APMC,4,187,17.29,19.89,-2.6
onion,1525.0,Birmaharajpur APMC,13,167,29.28,32.94,-3.66
onion,1525.0,Birmaharajpur APMC,26,147,24.18,30.79,-6.6
onion,1527.0,Hinjilicut APMC,1,202,12.7,13.03,-0.33
onion,1527.0,Hinjilicut APMC,4,199,17.02,17.84,-0.83
onion,1527.0,Hinjilicut APMC,13,190,24.46,26.06,-1.6
onion,1527.0,Hinjilicut APMC,26,178,30.09,33.39,-3.3
onion,1537.0,Porbandar APMC,1,240,24.93,22.23,2.69
onion,1537.0,Porbandar APMC,4,237,31.4,30.05,1.35
onion,1537.0,Porbandar APMC,13,228,43.74,41.05,2.69
onion,1537.0,Porbandar APMC,26,215,45.27,43.62,1.65
onion,1569.0,Bhagta Bhai Ka APMC,1,83,12.8,13.8,-1.01
onion,1569.0,Bhagta Bhai Ka APMC,4,80,19.66,20.95,-1.29
onion,1569.0,Bhagta Bhai Ka APMC,13,71,25.11,25.17,-0.07
onion,1569.0,Bhagta Bhai Ka APMC,26,58,18.78,18.47,0.31
onion,1570.0,Talwandi Sabo APMC,1,83,20.28,19.48,0.81
onion,1570.0,Talwandi Sabo APMC,4,80,31.49,29.29,2.2
onion,1570.0,Talwandi Sabo APMC,13,71,43.52,36.65,6.87
onion,1570.0,Talwandi Sabo APMC,26,58,57.76,47.57,10.19
onion,1575.0,F.G.Churian APMC,1,70,17.82,18.01,-0.2
onion,1575.0,F.G.Churian APMC,4,64,24.01,24.15,-0.13
onion,1575.0,F.G.Churian APMC,13,49,24.33,23.77,0.56
onion,1575.0,F.G.Churian APMC,26,36,18.47,17.56,0.91
onion,1585.0,Banur APMC,1,83,14.69,16.83,-2.14
onion,1585.0,Banur APMC,4,80,25.1,27.95,-2.86
onion,1585.0,Banur APMC,13,71,29.25,31.68,-2.44
onion,1585.0,Banur APMC,26,58,27.04,27.78,-0.75
onion,1587.0,Dera Bassi APMC,1,83,14.09,14.79,-0.7
onion,1587.0,Dera Bassi APMC,4,80,23.26,23.89,-0.63
onion,1587.0,Dera Bassi APMC,13,71,26.08,26.02,0.06
onion,1587.0,Dera Bassi APMC,26,58,24.1,23.48,0.62
onion,1588.0,Ghanaur APMC,1,83,14.46,15.65,-1.19
onion,1588.0,Ghanaur APMC,4,80,19.8,21.17,-1.38
onion,1588.0,Ghanaur APMC,13,71,25.96,25.28,0.68
onion,1588.0,Ghanaur APMC,26,58,29.95,27.63,2.33
onion,1593.0,Lehra Gaga APMC,1,82,18.07,19.57,-1.5
onion,1593.0,Lehra Gaga APMC,4,79,22.39,24.11,-1.72
onion,1593.0,Lehra Gaga APMC,13,70,22.17,22.47,-0.3
onion,1593.0,Lehra Gaga APMC,26,57,29.29,26.93,2.35
onion,1601.0,Akole APMC,1,240,27.92,23.16,4.76
onion,1601.0,Akole APMC,4,237,33.28,30.42,2.86
onion,1601.0,Akole APMC,13,228,44.02,41.65,2.38
onion,1601.0,Akole APMC,26,215,48.27,45.29,2.98
onion,1606.0,Rayya APMC,1,83,10.63,11.84,-1.21
onion,1606.0,Rayya APMC,4,80,17.8,19.19,-1.38
onion,1606.0,Rayya APMC,13,71,30.6,29.24,1.35
onion,1606.0,Rayya APMC,26,58,37.67,32.13,5.54
onion,1610.0,Ajmer(F&V) APMC,1,83,10.85,11.05,-0.2
onion,1610.0,Ajmer(F&V) APMC,4,80,20.97,21.1,-0.13
onion,1610.0,Ajmer(F&V) APMC,13,71,54.07,52.44,1.64
onion,1610.0,Ajmer(F&V) APMC,26,58,83.98,78.32,5.66
onion,1611.0,Bikaner (F&V) APMC,1,83,14.65,14.24,0.41
onion,1611.0,Bikaner (F&V) APMC,4,80,24.91,24.16,0.75
onion,1611.0,Bikaner (F&V) APMC,13,71,62.17,59.13,3.04
onion,1611.0,Bikaner (F&V) APMC,26,58,98.61,91.03,7.58
onion,1614.0,Sriganganagar (F&V) APMC,1,71,13.84,14.61,-0.77
onion,1614.0,Sriganganagar (F&V) APMC,4,65,25.05,25.81,-0.76
onion,1614.0,Sriganganagar (F&V) APMC,13,51,47.03,44.4,2.63
onion,1614.0,Sriganganagar (F&V) APMC,26,38,74.85,72.73,2.12
onion,1633.0,Satana APMC,1,240,21.72,21.08,0.64
onion,1633.0,Satana APMC,4,237,29.97,30.49,-0.52
onion,1633.0,Satana APMC,13,228,42.1,43.85,-1.75
onion,1633.0,Satana APMC,26,215,45.82,45.9,-0.08
onion,1634.0,Rahuri APMC,1,240,20.91,19.56,1.35
onion,1634.0,Rahuri APMC,4,237,34.04,30.34,3.7
onion,1634.0,Rahuri APMC,13,228,49.24,45.19,4.05
onion,1634.0,Rahuri APMC,26,215,50.93,43.8,7.12
onion,1637.0,Akluj APMC,1,239,21.59,20.79,0.8
onion,1637.0,Akluj APMC,4,236,31.56,31.26,0.29
onion,1637.0,Akluj APMC,13,227,45.79,43.96,1.83
onion,1637.0,Akluj APMC,26,214,50.86,44.84,6.02
onion,1644.0,Sinner APMC,1,240,22.52,21.72,0.8
onion,1644.0,Sinner APMC,4,237,31.47,30.87,0.6
onion,1644.0,Sinner APMC,13,228,44.93,44.29,0.65
onion,1644.0,Sinner APMC,26,215,49.03,46.75,2.28
onion,1649.0,Newasa APMC,1,12,23.67,22.73,0.94
onion,1663.0,Sitarganj APMC,1,83,15.44,15.53,-0.09
onion,1663.0,Sitarganj APMC,4,80,26.32,25.52,0.8
onion,1663.0,Sitarganj APMC,13,71,62.64,59.09,3.56
onion,1663.0,Sitarganj APMC,26,58,95.44,89.27,6.17
onion,1704.0,Dasda APMC,1,77,8.82,9.02,-0.2
onion,1704.0,Dasda APMC,4,74,14.47,14.73,-0.26
onion,1704.0,Dasda APMC,13,65,20.71,20.95,-0.25
onion,1704.0,Dasda APMC,26,52,14.2,14.22,-0.02
onion,1715.0,Kopaganj APMC,1,81,12.67,13.62,-0.96
onion,1715.0,Kopaganj APMC,4,78,20.17,20.5,-0.33
onion,1715.0,Kopaganj APMC,13,69,28.18,27.66,0.52
onion,1715.0,Kopaganj APMC,26,56,52.3,49.24,3.06
onion,1716.0,Partaval APMC,1,83,14.48,15.53,-1.05
onion,1716.0,Partaval APMC,4,80,20.8,22.08,-1.28
onion,1716.0,Partaval APMC,13,71,32.72,32.76,-0.04
onion,1716.0,Partaval APMC,26,58,58.72,53.45,5.26
onion,1718.0,Kannauj APMC,1,68,12.61,13.84,-1.23
onion,1718.0,Kannauj APMC,4,62,20.61,21.4,-0.78
onion,1718.0,Kannauj APMC,13,45,34.38,33.46,0.93
onion,1718.0,Kannauj APMC,26,44,52.27,49.99,2.29
onion,1719.0,Robertsganj APMC,1,81,13.35,14.61,-1.26
onion,1719.0,Robertsganj APMC,4,78,20.79,21.81,-1.02
onion,1719.0,Robertsganj APMC,13,69,29.14,29.04,0.09
onion,1719.0,Robertsganj APMC,26,56,49.51,44.85,4.66
onion,1720.0,Aligarh APMC,1,72,11.73,13.73,-2.0
onion,1720.0,Aligarh APMC,4,66,21.34,22.97,-1.64
onion,1720.0,Aligarh APMC,13,53,34.02,33.9,0.12
onion,1720.0,Aligarh APMC,26,42,63.97,63.29,0.68
onion,1721.0,Akbarpur APMC,1,82,16.51,18.67,-2.16
onion,1721.0,Akbarpur APMC,4,79,21.75,24.11,-2.36
onion,1721.0,Akbarpur APMC,13,70,32.88,33.81,-0.93
onion,1721.0,Akbarpur APMC,26,57,52.17,47.91,4.26
onion,1722.0,Balrampur APMC,1,83,14.31,14.74,-0.44
onion,1722.0,Balrampur APMC,4,80,21.7,21.26,0.44
onion,1722.0,Balrampur APMC,13,71,42.04,36.71,5.32
onion,1722.0,Balrampur APMC,26,58,88.03,72.41,15.61
onion,1727.0,Naugarh APMC,1,74,16.07,15.56,0.51
onion,1727.0,Naugarh APMC,4,71,22.25,20.76,1.48
onion,1727.0,Naugarh APMC,13,62,40.24,37.12,3.12
onion,1727.0,Naugarh APMC,26,49,72.12,63.45,8.67
onion,1729.0,Dadri APMC,1,68,13.53,15.11,-1.58
onion,1729.0,Dadri APMC,4,62,23.52,24.74,-1.22
onion,1729.0,Dadri APMC,13,47,35.5,35.51,-0.01
onion,1729.0,Dadri APMC,26,38,45.25,39.6,5.65
onion,1730.0,Haathras APMC,1,83,12.43,13.81,-1.39
onion,1730.0,Haathras APMC,4,80,19.5,20.76,-1.26
onion,1730.0,Haathras APMC,13,71,26.99,26.59,0.4
onion,1730.0,Haathras APMC,26,58,43.74,40.74,2.99
onion,1731.0,Golagokarnath APMC,1,83,11.61,13.0,-1.39
onion,1731.0,Golagokarnath APMC,4,80,19.27,20.6,-1.32
onion,1731.0,Golagokarnath APMC,13,71,29.28,29.6,-0.32
onion,1731.0,Golagokarnath APMC,26,58,56.75,53.85,2.9
onion,1732.0,Puranpur APMC,1,82,14.04,16.09,-2.05
onion,1732.0,Puranpur APMC,4,79,21.51,23.36,-1.85
onion,1732.0,Puranpur APMC,13,70,30.87,31.18,-0.31
onion,1732.0,Puranpur APMC,26,57,46.79,43.77,3.02
onion,1733.0,Bangarmau APMC,1,70,13.43,15.74,-2.32
onion,1733.0,Bangarmau APMC,4,64,20.51,22.75,-2.25
onion,1733.0,Bangarmau APMC,13,49,32.3,33.24,-0.94
onion,1733.0,Bangarmau APMC,26,38,64.85,61.78,3.06
onion,1735.0,Bishalpur APMC,1,81,18.94,19.71,-0.76
onion,1735.0,Bishalpur APMC,4,78,22.1,23.25,-1.15
onion,1735.0,Bishalpur APMC,13,69,37.95,37.08,0.87
onion,1735.0,Bishalpur APMC,26,56,66.04,58.43,7.61
onion,1737.0,Kayamganj APMC,1,81,11.26,12.33,-1.07
onion,1737.0,Kayamganj APMC,4,78,16.4,17.37,-0.97
onion,1737.0,Kayamganj APMC,13,69,24.6,24.0,0.6
onion,1737.0,Kayamganj APMC,26,56,44.2,43.12,1.08
onion,1738.0,Konch APMC,1,82,16.5,17.82,-1.32
onion,1738.0,Konch APMC,4,79,23.66,24.73,-1.06
onion,1738.0,Konch APMC,13,70,47.32,45.18,2.15
onion,1738.0,Konch APMC,26,57,89.54,80.03,9.51
onion,1741.0,Bharthna APMC,1,83,14.81,15.89,-1.08
onion,1741.0,Bharthna APMC,4,80,19.71,21.04,-1.33
onion,1741.0,Bharthna APMC,13,71,29.33,28.79,0.54
onion,1741.0,Bharthna APMC,26,58,36.01,32.43,3.58
onion,1742.0,Chaandpur APMC,1,68,14.78,16.08,-1.29
onion,1742.0,Chaandpur APMC,4,62,23.76,25.05,-1.29
onion,1742.0,Chaandpur APMC,13,45,44.59,43.34,1.24
onion,1742.0,Chaandpur APMC,26,34,109.52,108.18,1.34
onion,1743.0,Jayas APMC,1,83,8.97,10.61,-1.65
onion,1743.0,Jayas APMC,4,80,16.03,17.44,-1.41
onion,1743.0,Jayas APMC,13,71,24.87,25.17,-0.3
onion,1743.0,Jayas APMC,26,58,49.9,49.88,0.02
onion,1746.0,Paliakala APMC,1,82,12.22,13.09,-0.88
onion,1746.0,Paliakala APMC,4,79,16.08,17.34,-1.26
onion,1746.0,Paliakala APMC,13,70,22.39,22.86,-0.47
onion,1746.0,Paliakala APMC,26,57,28.28,28.13,0.15
onion,1749.0,Sirsa APMC,1,74,12.44,12.71,-0.27
onion,1749.0,Sirsa APMC,4,68,21.71,21.3,0.4
onion,1749.0,Sirsa APMC,13,59,34.0,33.02,0.98
onion,1749.0,Sirsa APMC,26,46,60.71,57.36,3.35
onion,1754.0,Gangoh APMC,1,83,11.28,12.04,-0.76
onion,1754.0,Gangoh APMC,4,80,18.91,19.66,-0.75
onion,1754.0,Gangoh APMC,13,71,38.16,37.99,0.17
onion,1754.0,Gangoh APMC,26,58,68.6,63.45,5.15
onion,1755.0,Charra APMC,1,82,10.0,10.07,-0.07
onion,1755.0,Charra APMC,4,79,14.8,14.15,0.65
onion,1755.0,Charra APMC,13,70,31.09,29.26,1.83
onion,1755.0,Charra APMC,26,57,49.43,44.19,5.24
onion,1759.0,Khair APMC,1,83,16.81,16.96,-0.15
onion,1759.0,Khair APMC,4,80,19.74,19.25,0.49
onion,1759.0,Khair APMC,13,71,27.28,26.53,0.75
onion,1759.0,Khair APMC,26,58,47.02,43.13,3.9
onion,1760.0,Safdarganj APMC,1,82,9.55,10.96,-1.41
onion,1760.0,Safdarganj APMC,4,79,16.51,17.64,-1.12
onion,1760.0,Safdarganj APMC,13,70,27.32,27.44,-0.13
onion,1760.0,Safdarganj APMC,26,57,53.83,53.3,0.53
onion,1763.0,Naanpara APMC,1,81,13.68,13.45,0.23
onion,1763.0,Naanpara APMC,4,78,19.87,19.43,0.44
onion,1763.0,Naanpara APMC,13,69,39.98,37.81,2.17
onion,1763.0,Naanpara APMC,26,56,72.58,63.87,8.71
onion,1764.0,Jasra APMC,1,73,10.27,11.47,-1.2
onion,1764.0,Jasra APMC,4,67,17.96,18.94,-0.98
onion,1764.0,Jasra APMC,13,55,32.79,32.22,0.57
onion,1764.0,Jasra APMC,26,49,59.39,57.5,1.88
onion,1768.0,Baripaal APMC,1,82,13.58,14.1,-0.52
onion,1768.0,Baripaal APMC,4,79,21.59,21.58,0.01
onion,1768.0,Baripaal APMC,13,70,34.51,33.27,1.23
onion,1768.0,Baripaal APMC,26,57,61.75,59.23,2.53
onion,1770.0,Jasvantnagar APMC,1,82,12.16,13.34,-1.18
onion,1770.0,Jasvantnagar APMC,4,79,17.21,18.22,-1.01
onion,1770.0,Jasvantnagar APMC,13,70,26.3,25.44,0.86
onion,1770.0,Jasvantnagar APMC,26,57,42.74,41.07,1.66
onion,1772.0,Tulsipur APMC,1,83,11.51,12.29,-0.78
onion,1772.0,Tulsipur APMC,4,80,16.59,16.84,-0.25
onion,1772.0,Tulsipur APMC,13,71,25.7,24.82,0.88
onion,1772.0,Tulsipur APMC,26,58,41.01,39.1,1.91
onion,1773.0,Anandnagar APMC,1,81,13.37,14.77,-1.4
onion,1773.0,Anandnagar APMC,4,78,19.25,20.47,-1.22
onion,1773.0,Anandnagar APMC,13,69,29.94,29.66,0.28
onion,1773.0,Anandnagar APMC,26,56,52.58,48.1,4.48
onion,1774.0,Mehmoodabad APMC,1,82,12.01,13.68,-1.67
onion,1774.0,Mehmoodabad APMC,4,79,19.9,21.54,-1.64
onion,1774.0,Mehmoodabad APMC,13,70,31.24,32.17,-0.93
onion,1774.0,Mehmoodabad APMC,26,57,58.85,55.55,3.29
onion,1776.0,Shahabad(New Mandi) APMC,1,68,8.86,10.85,-1.99
onion,1776.0,Shahabad(New Mandi) APMC,4,62,15.05,17.05,-2.0
onion,1776.0,Shahabad(New Mandi) APMC,13,45,25.77,26.76,-0.99
onion,1776.0,Shahabad(New Mandi) APMC,26,34,69.86,68.19,1.67
onion,1778.0,Dudhi APMC,1,76,20.54,20.91,-0.37
onion,1778.0,Dudhi APMC,4,73,31.99,31.55,0.44
onion,1778.0,Dudhi APMC,13,64,41.25,36.29,4.95
onion,1778.0,Dudhi APMC,26,51,56.66,46.22,10.44
onion,1780.0,Mugrabaadshahpur APMC,1,83,11.65,13.07,-1.43
onion,1780.0,Mugrabaadshahpur APMC,4,80,19.67,20.49,-0.83
onion,1780.0,Mugrabaadshahpur APMC,13,71,30.75,30.46,0.29
onion,1780.0,Mugrabaadshahpur APMC,26,58,59.31,54.58,4.73
onion,1783.0,Gulavati APMC,1,81,9.48,10.23,-0.75
onion,1783.0,Gulavati APMC,4,78,11.47,11.82,-0.36
onion,1783.0,Gulavati APMC,13,69,21.19,21.22,-0.02
onion,1783.0,Gulavati APMC,26,56,30.09,29.74,0.35
onion,1785.0,Rampurmaniharan APMC,1,69,14.46,14.61,-0.15
onion,1785.0,Rampurmaniharan APMC,4,63,17.53,17.87,-0.34
onion,1785.0,Rampurmaniharan APMC,13,47,18.28,18.2,0.08
onion,1785.0,Rampurmaniharan APMC,26,35,19.85,17.26,2.6
onion,1788.0,Sambhal APMC,1,83,9.65,9.95,-0.3
onion,1788.0,Sambhal APMC,4,80,15.92,16.03,-0.11
onion,1788.0,Sambhal APMC,13,71,23.95,23.98,-0.02
onion,1788.0,Sambhal APMC,26,58,43.16,42.21,0.95
onion,1790.0,Bilsi APMC,1,67,11.41,12.55,-1.14
onion,1790.0,Bilsi APMC,4,61,20.75,21.44,-0.69
onion,1790.0,Bilsi APMC,13,44,33.41,33.05,0.36
onion,1790.0,Bilsi APMC,26,34,47.78,46.25,1.53
onion,1791.0,Najibabad APMC,1,66,13.2,13.64,-0.45
onion,1791.0,Najibabad APMC,4,60,18.83,19.83,-1.0
onion,1791.0,Najibabad APMC,13,42,30.93,32.05,-1.12
onion,1791.0,Najibabad APMC,26,31,86.67,85.55,1.12
onion,1793.0,Jalaun APMC,1,70,15.46,16.55,-1.09
onion,1793.0,Jalaun APMC,4,64,24.18,25.7,-1.51
onion,1793.0,Jalaun APMC,13,49,50.11,47.71,2.4
onion,1793.0,Jalaun APMC,26,38,101.18,97.48,3.7
onion,1804.0,Barwala APMC,1,240,14.14,14.38,-0.24
onion,1804.0,Barwala APMC,4,237,20.19,21.16,-0.98
onion,1804.0,Barwala APMC,13,228,34.7,35.81,-1.11
onion,1804.0,Barwala APMC,26,215,35.07,36.6,-1.54
onion,1805.0,Barara APMC,1,230,16.52,15.53,0.99
onion,1805.0,Barara APMC,4,227,23.25,22.07,1.18
onion,1805.0,Barara APMC,13,219,46.0,42.63,3.38
onion,1805.0,Barara APMC,26,206,45.46,41.84,3.62
onion,1808.0,Naraingarh APMC,1,240,15.98,15.6,0.38
onion,1808.0,Naraingarh APMC,4,237,23.47,23.28,0.2
onion,1808.0,Naraingarh APMC,13,228,37.49,37.19,0.3
onion,1808.0,Naraingarh APMC,26,215,34.79,36.35,-1.56
onion,1809.0,Shahzadpur APMC,1,240,14.46,14.28,0.18
onion,1809.0,Shahzadpur APMC,4,237,18.79,18.72,0.06
onion,1809.0,Shahzadpur APMC,13,228,34.87,34.04,0.84
onion,1809.0,Shahzadpur APMC,26,215,34.71,33.68,1.03
onion,1810.0,Jagadhri APMC,1,240,13.88,14.3,-0.42
onion,1810.0,Jagadhri APMC,4,237,20.29,21.24,-0.95
onion,1810.0,Jagadhri APMC,13,228,29.96,31.99,-2.04
onion,1810.0,Jagadhri APMC,26,215,30.13,33.26,-3.13
onion,1811.0,Chhachrauli APMC,1,240,13.75,14.23,-0.48
onion,1811.0,Chhachrauli APMC,4,237,20.56,21.78,-1.22
onion,1811.0,Chhachrauli APMC,13,228,27.53,30.81,-3.29
onion,1811.0,Chhachrauli APMC,26,215,26.22,31.29,-5.07
onion,1812.0,Mustafabad APMC,1,240,16.22,15.46,0.76
onion,1812.0,Mustafabad APMC,4,237,20.84,21.93,-1.09
onion,1812.0,Mustafabad APMC,13,228,32.8,33.75,-0.95
onion,1812.0,Mustafabad APMC,26,215,29.07,33.35,-4.28
onion,1813.0,Sadhaura APMC,1,240,15.43,15.13,0.29
onion,1813.0,Sadhaura APMC,4,237,23.33,23.7,-0.37
onion,1813.0,Sadhaura APMC,13,228,37.42,37.43,-0.01
onion,1813.0,Sadhaura APMC,26,215,34.94,37.44,-2.51
onion,1814.0,Radaur APMC,1,239,11.67,11.77,-0.1
onion,1814.0,Radaur APMC,4,236,15.81,16.65,-0.84
onion,1814.0,Radaur APMC,13,227,30.71,32.05,-1.34
onion,1814.0,Radaur APMC,26,214,30.24,33.24,-3.0
onion,1823.0,Farukh Nagar APMC,1,240,16.67,16.56,0.11
onion,1823.0,Farukh Nagar APMC,4,237,23.8,23.36,0.44
onion,1823.0,Farukh Nagar APMC,13,228,34.38,32.93,1.45
onion,1823.0,Farukh Nagar APMC,26,215,28.79,30.48,-1.69
onion,1826.0,Punhana APMC,1,230,15.93,16.3,-0.36
onion,1826.0,Punhana APMC,4,224,22.57,22.9,-0.33
onion,1826.0,Punhana APMC,13,218,36.34,35.95,0.39
onion,1826.0,Punhana APMC,26,207,32.3,34.36,-2.05
onion,1827.0,Tauru APMC,1,240,12.88,13.55,-0.67
onion,1827.0,Tauru APMC,4,237,20.45,21.72,-1.26
onion,1827.0,Tauru APMC,13,228,30.29,32.72,-2.42
onion,1827.0,Tauru APMC,26,215,29.82,34.76,-4.94
onion,1828.0,Barwala(Hisar) APMC,1,210,16.73,16.14,0.58
onion,1828.0,Barwala(Hisar) APMC,4,204,26.91,25.79,1.12
onion,1828.0,Barwala(Hisar) APMC,13,186,38.22,37.07,1.15
onion,1828.0,Barwala(Hisar) APMC,26,160,37.42,37.32,0.09
onion,1833.0,Jakhal APMC,1,240,16.48,16.18,0.3
onion,1833.0,Jakhal APMC,4,237,25.04,24.78,0.26
onion,1833.0,Jakhal APMC,13,228,35.05,35.53,-0.47
onion,1833.0,Jakhal APMC,26,215,33.69,36.4,-2.71
onion,1839.0,Dhand APMC,1,240,14.3,14.46,-0.16
onion,1839.0,Dhand APMC,4,237,18.17,19.39,-1.22
onion,1839.0,Dhand APMC,13,228,28.09,30.6,-2.51
onion,1839.0,Dhand APMC,26,215,25.64,30.4,-4.76
onion,1842.0,Siwan APMC,1,240,14.72,14.66,0.06
onion,1842.0,Siwan APMC,4,237,21.1,22.09,-0.98
onion,1842.0,Siwan APMC,13,228,31.42,33.29,-1.87
onion,1842.0,Siwan APMC,26,215,28.67,33.46,-4.79
onion,1852.0,Madlauda APMC,1,240,12.59,12.96,-0.38
