crop,market_id,market,horizon_weeks,n,mape,wape,diff_pts
potato,1077.0,Manglaur APMC,13,226,37.03,34.19,2.85
potato,1077.0,Manglaur APMC,26,213,44.65,38.91,5.74
potato,1663.0,Sitarganj APMC,1,238,13.43,13.47,-0.04
potato,1663.0,Sitarganj APMC,4,235,17.4,17.76,-0.36
potato,1663.0,Sitarganj APMC,13,226,28.01,27.89,0.11
potato,1663.0,Sitarganj APMC,26,213,31.35,28.52,2.83
potato,1664.0,Jaspur(UC) APMC,1,207,16.96,14.83,2.13
potato,1664.0,Jaspur(UC) APMC,4,201,23.93,19.67,4.26
potato,1664.0,Jaspur(UC) APMC,13,183,40.09,36.32,3.77
potato,1664.0,Jaspur(UC) APMC,26,166,36.41,31.61,4.8
potato,2265.0,Kandi APMC,1,237,11.54,10.45,1.09
potato,2265.0,Kandi APMC,4,234,19.01,15.91,3.1
potato,2265.0,Kandi APMC,13,225,46.99,45.07,1.92
potato,2265.0,Kandi APMC,26,212,42.97,38.26,4.71
potato,2266.0,Kalyani APMC,1,237,11.25,10.89,0.36
potato,2266.0,Kalyani APMC,4,234,16.95,16.31,0.63
potato,2266.0,Kalyani APMC,13,225,45.79,46.13,-0.33
potato,2266.0,Kalyani APMC,26,212,31.45,30.95,0.49
potato,2269.0,Uluberia APMC,1,237,11.11,10.74,0.37
potato,2269.0,Uluberia APMC,4,234,17.56,16.85,0.71
potato,2269.0,Uluberia APMC,13,225,44.54,45.33,-0.79
potato,2269.0,Uluberia APMC,26,212,29.95,29.72,0.23
potato,2270.0,Sheoraphuly APMC,1,237,11.09,10.48,0.61
potato,2270.0,Sheoraphuly APMC,4,234,17.53,16.47,1.06
potato,2270.0,Sheoraphuly APMC,13,225,46.71,46.49,0.22
potato,2270.0,Sheoraphuly APMC,26,212,35.39,33.75,1.64
potato,2534.0,Mathabhanga APMC,1,225,10.84,9.73,1.11
potato,2534.0,Mathabhanga APMC,4,219,18.1,16.08,2.02
potato,2534.0,Mathabhanga APMC,13,205,37.74,38.05,-0.32
potato,2534.0,Mathabhanga APMC,26,192,37.72,36.69,1.04
potato,2535.0,Haldibari APMC,1,225,10.83,9.64,1.19
potato,2535.0,Haldibari APMC,4,219,18.92,16.37,2.55
potato,2535.0,Haldibari APMC,13,205,39.68,39.45,0.23
potato,2535.0,Haldibari APMC,26,192,41.25,38.64,2.61
potato,2536.0,Belacoba APMC,1,237,11.27,10.27,1.0
potato,2536.0,Belacoba APMC,4,234,20.06,17.66,2.4
potato,2536.0,Belacoba APMC,13,225,43.06,42.85,0.21
potato,2536.0,Belacoba APMC,26,212,42.44,39.7,2.74
potato,2537.0,Siliguri APMC,1,237,10.55,9.89,0.67
potato,2537.0,Siliguri APMC,4,234,19.61,17.62,1.99
potato,2537.0,Siliguri APMC,13,225,39.5,40.69,-1.19
potato,2537.0,Siliguri APMC,26,212,37.81,37.25,0.56
potato,2894.0,Bara Bazar (Posta Bazar) APMC,1,237,9.83,9.73,0.09
potato,2894.0,Bara Bazar (Posta Bazar) APMC,4,234,16.27,15.57,0.7
potato,2894.0,Bara Bazar (Posta Bazar) APMC,13,225,43.41,44.35,-0.95
potato,2894.0,Bara Bazar (Posta Bazar) APMC,26,212,31.09,30.25,0.84
potato,2897.0,Habra APMC,1,237,10.19,10.36,-0.17
potato,2897.0,Habra APMC,4,234,16.12,15.98,0.14
potato,2897.0,Habra APMC,13,225,40.7,42.52,-1.82
potato,2897.0,Habra APMC,26,212,32.68,32.86,-0.18
potato,2898.0,Khatra APMC,1,237,11.87,10.08,1.79
potato,2898.0,Khatra APMC,4,234,20.22,16.47,3.76
potato,2898.0,Khatra APMC,13,225,50.1,44.92,5.18
potato,2898.0,Khatra APMC,26,212,49.97,40.81,9.16
potato,2899.0,Durgapur APMC,1,238,8.65,8.44,0.21
potato,2899.0,Durgapur APMC,4,235,16.26,14.97,1.29
potato,2899.0,Durgapur APMC,13,226,44.32,43.75,0.57
potato,2899.0,Durgapur APMC,26,213,35.9,33.92,1.98
potato,2900.0,Memari APMC,1,237,10.37,10.28,0.09
potato,2900.0,Memari APMC,4,234,17.35,16.4,0.95
potato,2900.0,Memari APMC,13,225,46.08,46.25,-0.17
potato,2900.0,Memari APMC,26,212,34.07,33.36,0.71
potato,2901.0,Pundibari APMC,1,236,12.24,10.64,1.59
potato,2901.0,Pundibari APMC,4,233,20.61,17.9,2.71
potato,2901.0,Pundibari APMC,13,224,41.77,40.63,1.14
potato,2901.0,Pundibari APMC,26,211,42.37,38.83,3.54
potato,2902.0,Gajol APMC,1,237,13.67,11.46,2.21
potato,2902.0,Gajol APMC,4,234,22.87,18.41,4.45
potato,2902.0,Gajol APMC,13,225,50.36,44.4,5.96
potato,2902.0,Gajol APMC,26,212,50.78,41.68,9.1
potato,2903.0,Jhargram APMC,1,238,11.71,11.06,0.64
potato,2903.0,Jhargram APMC,4,235,20.2,18.05,2.16
potato,2903.0,Jhargram APMC,13,226,50.06,46.54,3.52
potato,2903.0,Jhargram APMC,26,213,42.81,37.82,4.99
potato,2904.0,Beldanga APMC,1,237,12.34,11.42,0.92
potato,2904.0,Beldanga APMC,4,234,19.52,17.43,2.09
potato,2904.0,Beldanga APMC,13,225,46.09,45.68,0.41
potato,2904.0,Beldanga APMC,26,212,39.53,36.57,2.96
potato,2905.0,Balarampur APMC,1,238,9.76,9.7,0.06
potato,2905.0,Balarampur APMC,4,235,14.83,14.02,0.8
potato,2905.0,Balarampur APMC,13,226,36.8,38.73,-1.93
potato,2905.0,Balarampur APMC,26,213,33.96,33.58,0.37
potato,3117.0,Asansol APMC,1,238,9.0,8.85,0.15
potato,3117.0,Asansol APMC,4,235,17.31,16.07,1.24
potato,3117.0,Asansol APMC,13,226,45.58,44.99,0.59
potato,3117.0,Asansol APMC,26,213,35.72,33.64,2.08
potato,3338.0,Bhagwanpur(Naveen Mandi Sthal) APMC,1,212,20.25,18.37,1.88
potato,3338.0,Bhagwanpur(Naveen Mandi Sthal) APMC,4,203,28.97,26.14,2.83
potato,3338.0,Bhagwanpur(Naveen Mandi Sthal) APMC,13,182,62.25,54.49,7.76
potato,3338.0,Bhagwanpur(Naveen Mandi Sthal) APMC,26,169,68.02,59.71,8.32
potato,3339.0,Falakata APMC,1,221,11.93,11.05,0.88
potato,3339.0,Falakata APMC,4,215,20.19,18.13,2.06
potato,3339.0,Falakata APMC,13,198,38.14,38.99,-0.84
potato,3339.0,Falakata APMC,26,189,36.18,35.97,0.21
potato,3340.0,Moynaguri APMC,1,237,12.03,10.75,1.28
potato,3340.0,Moynaguri APMC,4,234,21.58,18.6,2.98
potato,3340.0,Moynaguri APMC,13,225,43.62,43.05,0.57
potato,3340.0,Moynaguri APMC,26,212,42.7,39.51,3.19
potato,3341.0,Karsiyang(Matigara) APMC,1,237,13.59,14.66,-1.07
potato,3341.0,Karsiyang(Matigara) APMC,4,234,18.15,18.64,-0.5
potato,3341.0,Karsiyang(Matigara) APMC,13,225,38.52,40.3,-1.78
potato,3341.0,Karsiyang(Matigara) APMC,26,212,21.08,21.84,-0.76
potato,3344.0,Gangarampur(Dakshin Dinajpur) APMC,1,237,13.5,11.84,1.66
potato,3344.0,Gangarampur(Dakshin Dinajpur) APMC,4,234,22.97,19.73,3.24
potato,3344.0,Gangarampur(Dakshin Dinajpur) APMC,13,225,46.83,44.37,2.47
potato,3344.0,Gangarampur(Dakshin Dinajpur) APMC,26,212,47.23,42.1,5.13
potato,3345.0,Jiaganj APMC,1,238,11.88,10.86,1.01
potato,3345.0,Jiaganj APMC,4,235,20.69,17.77,2.92
potato,3345.0,Jiaganj APMC,13,226,51.04,48.1,2.93
potato,3345.0,Jiaganj APMC,26,213,40.41,34.65,5.76
potato,3346.0,Diamond Harbour(South 24-pgs) APMC,1,237,10.71,10.77,-0.06
potato,3346.0,Diamond Harbour(South 24-pgs) APMC,4,234,17.4,16.95,0.45
potato,3346.0,Diamond Harbour(South 24-pgs) APMC,13,225,44.76,45.79,-1.03
potato,3346.0,Diamond Harbour(South 24-pgs) APMC,26,212,26.2,26.76,-0.57
potato,3347.0,Kalipur APMC,1,237,10.94,10.43,0.51
potato,3347.0,Kalipur APMC,4,234,17.47,16.16,1.31
potato,3347.0,Kalipur APMC,13,225,48.41,47.4,1.01
potato,3347.0,Kalipur APMC,26,212,38.9,36.43,2.47
potato,3348.0,Guskara APMC,1,226,10.31,10.15,0.16
potato,3348.0,Guskara APMC,4,220,17.48,16.82,0.66
potato,3348.0,Guskara APMC,13,207,45.91,45.75,0.16
potato,3348.0,Guskara APMC,26,194,36.66,34.68,1.98
potato,3349.0,Ranaghat APMC,1,237,11.03,10.79,0.24
potato,3349.0,Ranaghat APMC,4,234,17.57,16.89,0.68
potato,3349.0,Ranaghat APMC,13,225,44.38,45.36,-0.98
potato,3349.0,Ranaghat APMC,26,212,30.46,29.92,0.54
potato,3350.0,Chakdah APMC,1,237,10.76,10.46,0.3
potato,3350.0,Chakdah APMC,4,234,17.35,16.73,0.62
potato,3350.0,Chakdah APMC,13,225,44.24,45.28,-1.05
potato,3350.0,Chakdah APMC,26,212,30.21,29.87,0.34
potato,3351.0,Indus(Bankura Sadar) APMC,1,237,11.19,9.9,1.29
potato,3351.0,Indus(Bankura Sadar) APMC,4,234,19.48,16.38,3.1
potato,3351.0,Indus(Bankura Sadar) APMC,13,225,50.37,46.53,3.84
potato,3351.0,Indus(Bankura Sadar) APMC,26,212,47.64,41.3,6.34
potato,3352.0,Garbeta(Medinipur) APMC,1,237,11.55,10.34,1.21
potato,3352.0,Garbeta(Medinipur) APMC,4,234,18.43,16.1,2.33
potato,3352.0,Garbeta(Medinipur) APMC,13,225,49.34,45.95,3.39
potato,3352.0,Garbeta(Medinipur) APMC,26,212,45.6,39.58,6.02
potato,3353.0,Kolaghat APMC,1,237,10.8,10.22,0.57
potato,3353.0,Kolaghat APMC,4,234,18.83,17.18,1.65
potato,3353.0,Kolaghat APMC,13,225,47.92,47.07,0.85
potato,3353.0,Kolaghat APMC,26,212,30.9,28.72,2.18
potato,3354.0,Kasipur APMC,1,237,9.99,9.12,0.87
potato,3354.0,Kasipur APMC,4,234,17.85,15.74,2.11
potato,3354.0,Kasipur APMC,13,225,47.36,44.86,2.5
potato,3354.0,Kasipur APMC,26,212,44.72,39.49,5.23
potato,3355.0,Sainthia APMC,1,238,10.14,9.67,0.48
potato,3355.0,Sainthia APMC,4,235,18.64,16.67,1.97
potato,3355.0,Sainthia APMC,13,226,39.06,39.85,-0.79
potato,3355.0,Sainthia APMC,26,213,39.78,37.84,1.94
potato,4666.0,Rampurhat APMC,1,237,12.73,11.02,1.71
potato,4666.0,Rampurhat APMC,4,234,21.5,18.1,3.4
potato,4666.0,Rampurhat APMC,13,225,49.32,44.97,4.34
potato,4666.0,Rampurhat APMC,26,212,51.18,43.38,7.8
potato,4667.0,Balurghat APMC,1,225,13.12,12.05,1.07
potato,4667.0,Balurghat APMC,4,219,21.94,19.24,2.69
potato,4667.0,Balurghat APMC,13,205,42.25,42.13,0.12
potato,4667.0,Balurghat APMC,26,199,47.47,41.99,5.48
potato,4670.0,Baxirhat APMC,1,225,11.07,9.73,1.34
potato,4670.0,Baxirhat APMC,4,219,19.23,16.74,2.49
potato,4670.0,Baxirhat APMC,13,205,38.26,38.59,-0.33
potato,4670.0,Baxirhat APMC,26,192,39.02,37.76,1.27
potato,4671.0,Mekhliganj APMC,1,237,10.97,9.81,1.16
potato,4671.0,Mekhliganj APMC,4,234,19.14,16.76,2.38
potato,4671.0,Mekhliganj APMC,13,225,40.22,40.36,-0.14
potato,4671.0,Mekhliganj APMC,26,212,41.67,39.44,2.23
tomato,2.0,Mahboob Manison APMC,1,209,40.75,37.24,3.52
tomato,2.0,Mahboob Manison APMC,4,206,55.3,46.04,9.25
tomato,2.0,Mahboob Manison APMC,13,197,63.94,50.66,13.28
tomato,2.0,Mahboob Manison APMC,26,184,65.22,52.82,12.4
tomato,9.0,Shadnagar APMC,1,240,43.66,38.62,5.04
tomato,9.0,Shadnagar APMC,4,237,68.65,50.99,17.66
tomato,9.0,Shadnagar APMC,13,228,62.24,45.74,16.5
tomato,9.0,Shadnagar APMC,26,215,77.16,51.5,25.67
tomato,19.0,Warangal APMC,1,215,28.5,28.77,-0.27
tomato,19.0,Warangal APMC,4,209,37.95,37.09,0.86
tomato,19.0,Warangal APMC,13,194,42.39,38.64,3.75
tomato,19.0,Warangal APMC,26,181,51.67,44.53,7.15
tomato,43.0,Chandigarh (Grain/F&V) APMC,1,238,30.06,31.01,-0.94
tomato,43.0,Chandigarh (Grain/F&V) APMC,4,235,43.99,42.03,1.95
tomato,43.0,Chandigarh (Grain/F&V) APMC,13,226,38.59,39.3,-0.71
tomato,43.0,Chandigarh (Grain/F&V) APMC,26,213,49.48,44.1,5.38
tomato,54.0,Bharuch APMC,1,121,21.16,19.59,1.56
tomato,54.0,Bharuch APMC,4,115,33.67,27.26,6.41
tomato,54.0,Bharuch APMC,13,106,40.16,32.27,7.9
tomato,54.0,Bharuch APMC,26,93,53.96,36.35,17.61
tomato,57.0,Nadiad APMC,1,151,20.07,19.99,0.08
tomato,57.0,Nadiad APMC,4,148,33.83,36.94,-3.11
tomato,57.0,Nadiad APMC,13,139,35.35,37.64,-2.29
tomato,57.0,Nadiad APMC,26,126,49.22,45.6,3.62
tomato,62.0,Morbi APMC,1,240,25.95,28.61,-2.66
tomato,62.0,Morbi APMC,4,237,40.17,42.76,-2.59
tomato,62.0,Morbi APMC,13,228,38.93,41.98,-3.06
tomato,62.0,Morbi APMC,26,215,46.26,44.22,2.04
tomato,64.0,Surat APMC,1,240,28.29,29.69,-1.4
tomato,64.0,Surat APMC,4,237,41.2,40.99,0.21
tomato,64.0,Surat APMC,13,228,44.37,43.64,0.73
tomato,64.0,Surat APMC,26,215,49.41,45.72,3.69
tomato,66.0,Ahmedabad APMC,1,240,30.89,32.16,-1.27
tomato,66.0,Ahmedabad APMC,4,237,47.8,47.31,0.49
tomato,66.0,Ahmedabad APMC,13,228,47.62,46.72,0.9
tomato,66.0,Ahmedabad APMC,26,215,56.2,48.89,7.31
tomato,69.0,PMY Kangra,1,240,24.95,26.28,-1.33
tomato,69.0,PMY Kangra,4,237,32.65,37.07,-4.41
tomato,69.0,PMY Kangra,13,228,35.31,37.35,-2.04
tomato,69.0,PMY Kangra,26,215,35.85,38.08,-2.24
tomato,70.0,PMY Kullu,1,240,24.38,24.07,0.31
tomato,70.0,PMY Kullu,4,237,31.67,33.5,-1.83
tomato,70.0,PMY Kullu,13,228,32.19,33.07,-0.88
tomato,70.0,PMY Kullu,26,215,29.98,31.43,-1.45
tomato,71.0,PMY Paonta Sahib,1,240,21.47,22.74,-1.27
tomato,71.0,PMY Paonta Sahib,4,237,30.65,35.43,-4.79
tomato,71.0,PMY Paonta Sahib,13,228,31.84,35.35,-3.51
tomato,71.0,PMY Paonta Sahib,26,215,31.74,35.26,-3.52
tomato,72.0,PMY Kather Solan,1,210,25.64,26.12,-0.48
tomato,72.0,PMY Kather Solan,4,201,34.1,34.63,-0.53
tomato,72.0,PMY Kather Solan,13,181,35.66,34.87,0.79
tomato,72.0,PMY Kather Solan,26,163,37.65,37.84,-0.18
tomato,75.0,Fatehabad APMC,1,213,25.84,28.06,-2.22
tomato,75.0,Fatehabad APMC,4,207,31.3,33.61,-2.31
tomato,75.0,Fatehabad APMC,13,189,35.83,34.85,0.97
tomato,75.0,Fatehabad APMC,26,166,37.16,38.83,-1.67
tomato,79.0,Narwana APMC,1,240,27.51,27.96,-0.44
tomato,79.0,Narwana APMC,4,237,40.67,40.49,0.17
tomato,79.0,Narwana APMC,13,228,41.43,39.52,1.91
tomato,79.0,Narwana APMC,26,215,43.62,41.35,2.27
tomato,80.0,Safidon APMC,1,239,26.63,26.58,0.05
tomato,80.0,Safidon APMC,4,236,42.12,39.99,2.12
tomato,80.0,Safidon APMC,13,227,52.29,45.3,6.99
tomato,80.0,Safidon APMC,26,214,54.03,44.77,9.26
tomato,85.0,Ladwa APMC,1,240,29.51,28.2,1.31
tomato,85.0,Ladwa APMC,4,237,44.47,40.06,4.41
tomato,85.0,Ladwa APMC,13,228,43.9,38.24,5.65
tomato,85.0,Ladwa APMC,26,215,44.28,39.24,5.04
tomato,86.0,Pehowa APMC,1,240,22.82,23.0,-0.19
tomato,86.0,Pehowa APMC,4,237,26.06,25.63,0.43
tomato,86.0,Pehowa APMC,13,228,23.56,23.32,0.24
tomato,86.0,Pehowa APMC,26,215,21.13,20.97,0.16
tomato,87.0,Thanesar APMC,1,239,29.45,30.23,-0.78
tomato,87.0,Thanesar APMC,4,236,40.14,38.83,1.31
tomato,87.0,Thanesar APMC,13,227,39.57,38.22,1.34
tomato,87.0,Thanesar APMC,26,214,43.96,42.31,1.65
tomato,89.0,Shahabad APMC,1,240,31.85,28.0,3.86
tomato,89.0,Shahabad APMC,4,237,52.55,41.25,11.3
tomato,89.0,Shahabad APMC,13,228,62.08,44.48,17.59
tomato,89.0,Shahabad APMC,26,215,64.34,45.8,18.53
tomato,92.0,kalanwali APMC,1,204,34.07,31.73,2.34
tomato,92.0,kalanwali APMC,4,197,42.85,38.03,4.81
tomato,92.0,kalanwali APMC,13,179,41.6,36.02,5.57
tomato,92.0,kalanwali APMC,26,170,40.7,38.48,2.22
tomato,97.0,Parimpore Srinagar (F&V),1,240,25.16,25.71,-0.55
tomato,97.0,Parimpore Srinagar (F&V),4,237,30.47,34.46,-3.98
tomato,97.0,Parimpore Srinagar (F&V),13,228,29.09,32.96,-3.87
tomato,97.0,Parimpore Srinagar (F&V),26,215,28.93,32.94,-4.02
tomato,98.0,Udhampur (F&V),1,240,23.78,25.4,-1.62
tomato,98.0,Udhampur (F&V),4,237,30.83,35.28,-4.45
tomato,98.0,Udhampur (F&V),13,228,29.36,34.1,-4.73
tomato,98.0,Udhampur (F&V),26,215,31.38,35.37,-4.0
tomato,100.0,"Binny Mill (F&V), Bengaluru APMC",1,240,32.03,32.13,-0.1
tomato,100.0,"Binny Mill (F&V), Bengaluru APMC",4,237,38.28,43.35,-5.08
tomato,100.0,"Binny Mill (F&V), Bengaluru APMC",13,228,38.09,44.28,-6.19
tomato,100.0,"Binny Mill (F&V), Bengaluru APMC",26,215,37.96,42.65,-4.69
tomato,106.0,Davangere APMC,1,240,44.18,35.78,8.41
tomato,106.0,Davangere APMC,4,237,67.99,52.34,15.65
tomato,106.0,Davangere APMC,13,228,67.91,56.69,11.22
tomato,106.0,Davangere APMC,26,215,78.33,59.02,19.31
tomato,112.0,Kolar APMC,1,240,34.6,32.89,1.71
tomato,112.0,Kolar APMC,4,237,56.58,48.33,8.24
tomato,112.0,Kolar APMC,13,228,57.05,49.84,7.22
tomato,112.0,Kolar APMC,26,215,70.04,54.19,15.85
tomato,115.0,Mysuru APMC,1,240,43.11,36.75,6.36
tomato,115.0,Mysuru APMC,4,237,62.08,49.53,12.56
tomato,115.0,Mysuru APMC,13,228,59.07,50.86,8.21
tomato,115.0,Mysuru APMC,26,215,66.12,53.02,13.1
tomato,125.0,Ernakulam Market,1,239,23.0,22.53,0.47
tomato,125.0,Ernakulam Market,4,236,34.04,34.57,-0.53
tomato,125.0,Ernakulam Market,13,227,28.49,30.45,-1.97
tomato,125.0,Ernakulam Market,26,214,32.68,32.65,0.03
tomato,126.0,Aluva Market,1,240,21.94,23.58,-1.65
tomato,126.0,Aluva Market,4,237,33.72,36.33,-2.61
tomato,126.0,Aluva Market,13,228,27.3,31.35,-4.05
tomato,126.0,Aluva Market,26,215,30.83,34.33,-3.5
tomato,128.0,Thalasserry Market,1,109,27.05,26.35,0.7
tomato,128.0,Thalasserry Market,4,106,30.9,30.52,0.38
tomato,128.0,Thalasserry Market,13,97,34.43,34.17,0.26
tomato,128.0,Thalasserry Market,26,84,38.19,34.85,3.35
tomato,131.0,Kollam Market,1,240,21.91,23.15,-1.24
tomato,131.0,Kollam Market,4,237,34.96,38.13,-3.17
tomato,131.0,Kollam Market,13,228,38.83,40.81,-1.99
tomato,131.0,Kollam Market,26,215,43.66,41.34,2.32
tomato,132.0,Kottayam Market,1,239,19.71,21.4,-1.69
tomato,132.0,Kottayam Market,4,236,30.04,32.79,-2.76
tomato,132.0,Kottayam Market,13,227,22.07,26.85,-4.78
tomato,132.0,Kottayam Market,26,214,24.32,28.55,-4.23
tomato,134.0,Manjeri Market,1,240,27.07,27.26,-0.2
tomato,134.0,Manjeri Market,4,237,37.64,38.07,-0.43
tomato,134.0,Manjeri Market,13,228,34.35,35.43,-1.07
tomato,134.0,Manjeri Market,26,215,41.15,41.17,-0.02
tomato,135.0,Palakkad Market,1,240,25.01,25.48,-0.47
tomato,135.0,Palakkad Market,4,237,37.59,37.86,-0.28
tomato,135.0,Palakkad Market,13,228,31.2,33.57,-2.36
tomato,135.0,Palakkad Market,26,215,37.16,38.01,-0.85
tomato,136.0,Koduvayoor Market,1,240,26.22,26.0,0.22
tomato,136.0,Koduvayoor Market,4,237,32.35,32.99,-0.64
tomato,136.0,Koduvayoor Market,13,228,27.83,29.12,-1.29
tomato,136.0,Koduvayoor Market,26,215,32.57,32.49,0.08
tomato,139.0,Thrissur Market,1,240,27.47,26.54,0.94
tomato,139.0,Thrissur Market,4,237,36.98,36.03,0.95
tomato,139.0,Thrissur Market,13,228,30.92,31.81,-0.89
tomato,139.0,Thrissur Market,26,215,35.06,34.78,0.28
tomato,140.0,Kodungalloor Market,1,228,25.09,26.08,-0.99
tomato,140.0,Kodungalloor Market,4,222,34.46,35.98,-1.52
tomato,140.0,Kodungalloor Market,13,208,28.85,32.82,-3.98
tomato,140.0,Kodungalloor Market,26,195,32.82,35.23,-2.41
tomato,145.0,Ahilyanagar APMC,1,240,31.3,29.37,1.92
tomato,145.0,Ahilyanagar APMC,4,237,44.9,40.17,4.74
tomato,145.0,Ahilyanagar APMC,13,228,45.85,42.34,3.51
tomato,145.0,Ahilyanagar APMC,26,215,56.79,48.18,8.61
tomato,151.0,Jalgaon APMC,1,240,37.69,33.89,3.8
tomato,151.0,Jalgaon APMC,4,237,57.34,46.55,10.79
tomato,151.0,Jalgaon APMC,13,228,61.26,50.94,10.31
tomato,151.0,Jalgaon APMC,26,215,71.0,52.56,18.44
tomato,152.0,Kolhapur APMC,1,240,32.15,31.04,1.12
tomato,152.0,Kolhapur APMC,4,237,48.27,43.55,4.72
tomato,152.0,Kolhapur APMC,13,228,45.72,43.12,2.6
tomato,152.0,Kolhapur APMC,26,215,54.47,47.75,6.72
tomato,154.0,Mumbai APMC,1,240,25.94,28.63,-2.7
tomato,154.0,Mumbai APMC,4,237,36.71,40.64,-3.93
tomato,154.0,Mumbai APMC,13,228,35.37,41.04,-5.67
tomato,154.0,Mumbai APMC,26,215,37.68,42.5,-4.82
tomato,155.0,Nagpur APMC,1,240,25.54,27.8,-2.26
tomato,155.0,Nagpur APMC,4,237,36.42,40.67,-4.25
tomato,155.0,Nagpur APMC,13,228,40.09,45.0,-4.91
tomato,155.0,Nagpur APMC,26,215,45.77,45.92,-0.15
tomato,160.0,Nasik APMC,1,240,39.94,36.4,3.55
tomato,160.0,Nasik APMC,4,237,66.68,53.99,12.69
tomato,160.0,Nasik APMC,13,228,65.22,52.45,12.77
tomato,160.0,Nasik APMC,26,215,80.48,60.11,20.36
tomato,162.0,Pimpalgaon Baswant APMC,1,230,36.86,34.3,2.56
tomato,162.0,Pimpalgaon Baswant APMC,4,224,58.16,45.7,12.47
tomato,162.0,Pimpalgaon Baswant APMC,13,212,58.35,47.29,11.06
tomato,162.0,Pimpalgaon Baswant APMC,26,207,62.73,50.94,11.78
tomato,164.0,Pune APMC,1,240,29.68,29.97,-0.29
tomato,164.0,Pune APMC,4,237,45.09,42.34,2.75
tomato,164.0,Pune APMC,13,228,43.74,42.09,1.65
tomato,164.0,Pune APMC,26,215,50.85,45.96,4.89
tomato,168.0,SHRI.SIDDHESHWAR APMC,1,240,38.23,34.6,3.63
tomato,168.0,SHRI.SIDDHESHWAR APMC,4,237,63.59,51.5,12.09
tomato,168.0,SHRI.SIDDHESHWAR APMC,13,228,61.41,50.37,11.05
tomato,168.0,SHRI.SIDDHESHWAR APMC,26,215,78.32,57.0,21.32
tomato,173.0,Bhopal(F&V) APMC,1,146,24.99,23.2,1.79
tomato,173.0,Bhopal(F&V) APMC,4,137,46.59,38.24,8.35
tomato,173.0,Bhopal(F&V) APMC,13,110,58.44,45.45,12.99
tomato,173.0,Bhopal(F&V) APMC,26,87,71.95,52.06,19.89
tomato,179.0,Indore(F&V) APMC,1,163,30.83,27.6,3.23
tomato,179.0,Indore(F&V) APMC,4,154,47.52,42.56,4.95
tomato,179.0,Indore(F&V) APMC,13,132,60.88,51.09,9.8
tomato,179.0,Indore(F&V) APMC,26,106,69.34,57.14,12.2
tomato,184.0,Rajnandgaon APMC,1,240,38.12,32.13,5.99
tomato,184.0,Rajnandgaon APMC,4,237,55.49,43.83,11.67
tomato,184.0,Rajnandgaon APMC,13,228,63.62,47.44,16.19
tomato,184.0,Rajnandgaon APMC,26,215,80.61,51.04,29.56
tomato,198.0,Attabira APMC,1,216,23.93,24.93,-1.01
tomato,198.0,Attabira APMC,4,210,32.59,33.68,-1.09
tomato,198.0,Attabira APMC,13,200,36.73,34.94,1.79
tomato,198.0,Attabira APMC,26,195,49.73,42.79,6.94
tomato,199.0,Bargarh APMC,1,240,22.52,24.47,-1.95
tomato,199.0,Bargarh APMC,4,237,33.87,38.14,-4.26
tomato,199.0,Bargarh APMC,13,228,36.84,40.37,-3.53
tomato,199.0,Bargarh APMC,26,215,40.61,41.7,-1.09
tomato,200.0,Bhadrak APMC,1,171,22.08,25.03,-2.96
tomato,200.0,Bhadrak APMC,4,162,30.62,38.21,-7.6
tomato,200.0,Bhadrak APMC,13,135,33.06,43.96,-10.9
tomato,200.0,Bhadrak APMC,26,104,30.51,40.52,-10.01
tomato,202.0,Kantabaji APMC,1,238,24.58,23.91,0.67
tomato,202.0,Kantabaji APMC,4,235,35.76,37.82,-2.07
tomato,202.0,Kantabaji APMC,13,226,40.81,40.67,0.14
tomato,202.0,Kantabaji APMC,26,213,44.73,39.92,4.81
tomato,203.0,Kendrapara APMC,1,240,19.41,22.08,-2.66
tomato,203.0,Kendrapara APMC,4,237,30.57,35.98,-5.4
tomato,203.0,Kendrapara APMC,13,228,30.23,36.77,-6.55
tomato,203.0,Kendrapara APMC,26,215,35.22,39.76,-4.54
tomato,206.0,Kesinga APMC,1,240,26.13,29.55,-3.42
tomato,206.0,Kesinga APMC,4,237,35.91,42.2,-6.28
tomato,206.0,Kesinga APMC,13,228,39.25,44.3,-5.06
tomato,206.0,Kesinga APMC,26,215,48.53,48.01,0.52
tomato,207.0,Bhawanipatna APMC,1,204,22.23,25.16,-2.92
tomato,207.0,Bhawanipatna APMC,4,194,28.98,34.15,-5.16
tomato,207.0,Bhawanipatna APMC,13,176,29.08,34.19,-5.12
tomato,207.0,Bhawanipatna APMC,26,161,38.56,41.76,-3.19
tomato,214.0,Rayagada APMC,1,176,18.44,21.74,-3.31
tomato,214.0,Rayagada APMC,4,173,28.04,32.61,-4.57
tomato,214.0,Rayagada APMC,13,164,31.17,34.36,-3.19
tomato,214.0,Rayagada APMC,26,151,36.64,32.0,4.64
tomato,216.0,Tarantaran APMC,1,229,21.32,23.37,-2.05
tomato,216.0,Tarantaran APMC,4,223,32.52,35.89,-3.37
tomato,216.0,Tarantaran APMC,13,210,28.77,30.93,-2.16
tomato,216.0,Tarantaran APMC,26,197,36.99,38.17,-1.18
tomato,218.0,Fazilka APMC,1,240,22.86,23.09,-0.24
tomato,218.0,Fazilka APMC,4,237,34.8,34.17,0.63
tomato,218.0,Fazilka APMC,13,228,37.61,38.48,-0.87
