crop,week_start,label,episode,score_fullsample,score_heldout
tomato,2026-06-01,0,,6.594144288011005e-05,
tomato,2026-06-08,0,,0.00034292958120725784,
tomato,2026-06-15,0,,2.6259165876915353e-05,
tomato,2026-06-22,0,,2.5688143930219345e-05,
tomato,2026-06-29,0,,2.4449922998542345e-05,
tomato,2026-07-06,0,,2.3131199030916703e-05,
onion,2018-01-01,0,,2.2464493462505975e-05,
onion,2018-01-08,0,,2.9963795578603674e-06,
onion,2018-01-15,0,,3.074707903282385e-06,
onion,2018-01-22,0,,3.824739923496597e-06,
onion,2018-01-29,0,,3.82473992349659e-06,
onion,2018-02-05,0,,2.6801250911617736e-06,
onion,2018-02-12,0,,3.82473992349659e-06,
onion,2018-02-19,0,,4.023196619998445e-06,
onion,2018-02-26,0,,5.162741692837311e-06,
onion,2018-03-05,0,,1.3133288170198368e-05,
onion,2018-03-12,0,,2.2159738593299838e-05,
onion,2018-03-19,0,,7.685145836363812e-06,
onion,2018-03-26,0,,3.897278326599072e-05,
onion,2018-04-02,0,,0.00025697182715935977,
onion,2018-04-09,0,,0.0009378986856503022,
onion,2018-04-16,0,,0.001444268855555495,
onion,2018-04-23,0,,0.0012355892337069622,
onion,2018-04-30,0,,0.0016531231349682144,
onion,2018-05-07,0,,0.0012355892337069622,
onion,2018-05-14,0,,0.00022372958145305352,
onion,2018-05-21,0,,0.0005867577932234475,
onion,2018-05-28,0,,0.002556719388034222,
onion,2018-06-04,0,,0.041635076241395,
onion,2018-06-11,0,,0.16085597241940142,
onion,2018-06-18,0,,0.07188416395149488,
onion,2018-06-25,0,,0.1575487300280156,
onion,2018-07-02,0,,0.272615622164849,
onion,2018-07-09,0,,0.20924221412837313,
onion,2018-07-16,0,,0.23390571752703399,
onion,2018-07-23,0,,0.0010457711382235752,
onion,2018-07-30,0,,0.15940288217531373,
onion,2018-08-06,0,,0.0017063820114884092,
onion,2018-08-13,0,,0.0013193752166987178,
onion,2018-08-20,0,,4.600736792544542e-05,
onion,2018-08-27,0,,2.7179707402327595e-05,
onion,2018-09-03,0,,0.00017853785187805924,
onion,2018-09-10,0,,0.0004099216682343459,
onion,2018-09-17,0,,0.00018180466036275277,
onion,2018-09-24,0,,0.0004374072721440893,
onion,2018-10-01,0,,0.0015722858712084434,
onion,2018-10-08,0,,0.004401478098693965,
onion,2018-10-15,0,,0.011707566567670448,
onion,2018-10-22,0,,0.0011371879254608577,
onion,2018-10-29,0,,0.002211768502425835,
onion,2018-11-05,0,,0.0003703275773465564,
onion,2018-11-12,0,,0.0008639535441917899,
onion,2018-11-19,0,,7.668078720995256e-05,
onion,2018-11-26,0,,7.724751705024154e-05,
onion,2018-12-03,0,,2.8571179434495204e-05,
onion,2018-12-10,0,,4.942425016643017e-05,
onion,2018-12-17,0,,7.539738334834544e-05,
onion,2018-12-24,0,,8.258646498423438e-05,
onion,2018-12-31,0,,7.318154386393277e-05,
onion,2019-01-07,0,,7.307863674606312e-06,
onion,2019-01-14,0,,0.00012202968203098634,
onion,2019-01-21,0,,0.00016294374951577307,
onion,2019-01-28,0,,7.318154386393277e-05,
onion,2019-02-04,0,,0.00013686216894954038,
onion,2019-02-11,0,,2.3346247711801476e-05,
onion,2019-02-18,0,,0.00029908531074231305,
onion,2019-02-25,0,,0.00029908531074231305,
onion,2019-03-04,0,,0.00018813602962836363,7.802169033155176e-05
onion,2019-03-11,0,,0.005947779583337086,0.003894369142768915
onion,2019-03-18,0,,0.00022070441730327148,2.1373322548916443e-05
onion,2019-03-25,0,,0.0003089471931216601,5.608629355470694e-05
onion,2019-04-01,0,,0.000558005527059908,8.91706016618774e-05
onion,2019-04-08,0,,0.0010132165498933413,0.00016894537072085724
onion,2019-04-15,0,,0.00020564091852382765,0.00010611301535452415
onion,2019-04-22,0,,0.00013054754086997138,7.968781189026462e-05
onion,2019-04-29,0,,0.00048667365675081315,0.0011848087248326276
onion,2019-05-06,0,,0.001139764167872617,5.133193272784198e-05
onion,2019-05-13,0,,0.00031432369123883823,2.4873088204385802e-05
onion,2019-05-20,0,,0.0003262960001064263,2.7712286703796817e-05
onion,2019-05-27,0,,0.0011133144224079094,0.000790382295634487
onion,2019-06-03,0,,0.23386108937821076,0.2526445927006304
onion,2019-06-10,0,,0.07573785599930523,0.04914979433835058
onion,2019-06-17,0,,0.06729404170544408,0.09713448980778208
onion,2019-06-24,0,,0.7214210488138066,0.4846741316991794
onion,2019-07-01,0,,0.22559578752881262,0.1983071125356105
onion,2019-07-08,0,,0.003516639918616787,0.013029471726284719
onion,2019-07-15,0,,0.01949412606792071,0.026909688224929274
onion,2019-07-22,1,onion_2019,0.9923931867228974,0.9361488773604788
onion,2019-07-29,1,onion_2019,0.9935778297050517,0.9326821715090913
onion,2019-08-05,1,onion_2019,0.9880932177177084,0.9309312068322133
onion,2019-08-12,1,onion_2019,0.9905923126652956,0.914743405141824
onion,2019-08-19,1,onion_2019,0.9886309955065323,0.9219287499747607
onion,2019-08-26,1,onion_2019,0.9892251697342039,0.00938035111702361
onion,2019-09-02,1,onion_2019,0.9900876343165014,0.006147435913161194
onion,2019-09-09,1,onion_2019,0.991149422425001,0.018136533474636504
onion,2019-09-16,1,onion_2019,0.9912155006050067,0.0702525958181206
onion,2019-09-23,1,onion_2019,0.9913267391081232,0.05976788607633736
onion,2019-09-30,0,,0.3263246457833965,0.07110477822326614
onion,2019-10-07,0,,0.001952976033431778,0.000686201186346062
onion,2019-10-14,0,,0.01431070719710283,0.0006324033424039974
onion,2019-10-21,0,,0.00022353232828173714,0.00018888782634528207
onion,2019-10-28,0,,0.001555913340545306,0.0004086457016258866
