crop,market_id,state,horizon_weeks,market_wape_raw,market_n,market_wape_shrunk,state_wape_raw,state_n,state_wape_shrunk,crop_wape_raw
onion,2536,West Bengal,1,14.5,85,14.6,14.7,4167,14.7,14.8
onion,2536,West Bengal,4,21.2,82,21.3,21.4,3999,21.4,21.3
onion,2536,West Bengal,13,28.0,73,27.3,26.3,3517,26.4,29.8
onion,2536,West Bengal,26,19.6,60,22.3,25.2,2864,25.5,35.4
onion,2537,West Bengal,1,14.5,85,14.6,14.7,4167,14.7,14.8
onion,2537,West Bengal,4,22.6,82,22.1,21.4,3999,21.4,21.3
onion,2537,West Bengal,13,29.8,73,28.4,26.3,3517,26.4,29.8
onion,2537,West Bengal,26,21.6,60,23.4,25.2,2864,25.5,35.4
onion,2543,Gujarat,1,16.8,242,17.1,18.3,3886,18.2,14.8
onion,2543,Gujarat,4,26.1,239,26.2,27.1,3820,27.0,21.3
onion,2543,Gujarat,13,36.6,230,36.7,37.6,3657,37.4,29.8
onion,2543,Gujarat,26,41.6,217,42.0,43.6,3442,43.4,35.4
onion,2545,Gujarat,1,23.1,242,22.3,18.3,3886,18.2,14.8
onion,2545,Gujarat,4,36.1,239,34.5,27.1,3820,27.0,21.3
onion,2545,Gujarat,13,50.2,230,47.8,37.6,3657,37.4,29.8
onion,2545,Gujarat,26,56.9,217,54.3,43.6,3442,43.4,35.4
onion,2549,Gujarat,1,18.6,242,18.6,18.3,3886,18.2,14.8
onion,2549,Gujarat,4,28.5,239,28.2,27.1,3820,27.0,21.3
onion,2549,Gujarat,13,39.2,230,38.9,37.6,3657,37.4,29.8
onion,2549,Gujarat,26,44.3,217,44.1,43.6,3442,43.4,35.4
onion,2551,Gujarat,1,18.3,242,18.3,18.3,3886,18.2,14.8
onion,2551,Gujarat,4,26.8,239,26.8,27.1,3820,27.0,21.3
onion,2551,Gujarat,13,35.4,230,35.8,37.6,3657,37.4,29.8
onion,2551,Gujarat,26,41.9,217,42.2,43.6,3442,43.4,35.4
onion,2565,Gujarat,1,26.7,3,18.7,18.3,3886,18.2,14.8
onion,2571,Gujarat,1,15.6,242,16.1,18.3,3886,18.2,14.8
onion,2571,Gujarat,4,21.5,239,22.5,27.1,3820,27.0,21.3
onion,2571,Gujarat,13,28.7,230,30.3,37.6,3657,37.4,29.8
onion,2571,Gujarat,26,37.7,217,38.8,43.6,3442,43.4,35.4
onion,2668,Kerala,1,11.7,242,12.0,13.3,13763,13.3,14.8
onion,2668,Kerala,4,16.0,239,16.5,18.9,13568,18.9,21.3
onion,2668,Kerala,13,20.4,230,21.4,25.6,12994,25.6,29.8
onion,2668,Kerala,26,26.9,217,27.8,31.8,12196,31.8,35.4
onion,2673,Kerala,1,15.6,242,15.2,13.3,13763,13.3,14.8
onion,2673,Kerala,4,19.7,239,19.6,18.9,13568,18.9,21.3
onion,2673,Kerala,13,23.7,230,24.1,25.6,12994,25.6,29.8
onion,2673,Kerala,26,29.6,217,30.0,31.8,12196,31.8,35.4
onion,2674,Kerala,1,13.3,242,13.3,13.3,13763,13.3,14.8
onion,2674,Kerala,4,18.4,239,18.5,18.9,13568,18.9,21.3
onion,2674,Kerala,13,24.6,230,24.8,25.6,12994,25.6,29.8
onion,2674,Kerala,26,29.8,217,30.2,31.8,12196,31.8,35.4
onion,2675,Kerala,1,12.5,242,12.6,13.3,13763,13.3,14.8
onion,2675,Kerala,4,18.1,239,18.3,18.9,13568,18.9,21.3
onion,2675,Kerala,13,24.8,230,25.0,25.6,12994,25.6,29.8
onion,2675,Kerala,26,29.1,217,29.6,31.8,12196,31.8,35.4
onion,2677,Kerala,1,14.3,233,14.2,13.3,13763,13.3,14.8
onion,2677,Kerala,4,22.9,230,22.2,18.9,13568,18.9,21.3
onion,2677,Kerala,13,32.0,221,30.8,25.6,12994,25.6,29.8
onion,2677,Kerala,26,41.1,208,39.2,31.8,12196,31.8,35.4
onion,2679,Kerala,1,16.9,242,16.3,13.3,13763,13.3,14.8
onion,2679,Kerala,4,20.8,239,20.5,18.9,13568,18.9,21.3
onion,2679,Kerala,13,22.6,230,23.2,25.6,12994,25.6,29.8
onion,2679,Kerala,26,26.5,217,27.5,31.8,12196,31.8,35.4
onion,2680,Kerala,1,12.9,242,13.0,13.3,13763,13.3,14.8
onion,2680,Kerala,4,16.5,239,16.9,18.9,13568,18.9,21.3
onion,2680,Kerala,13,23.0,230,23.5,25.6,12994,25.6,29.8
onion,2680,Kerala,26,29.7,217,30.1,31.8,12196,31.8,35.4
onion,2681,Kerala,1,12.6,242,12.7,13.3,13763,13.3,14.8
onion,2681,Kerala,4,16.8,239,17.2,18.9,13568,18.9,21.3
onion,2681,Kerala,13,21.7,230,22.5,25.6,12994,25.6,29.8
onion,2681,Kerala,26,26.9,217,27.8,31.8,12196,31.8,35.4
onion,2683,Kerala,1,12.2,242,12.4,13.3,13763,13.3,14.8
onion,2683,Kerala,4,20.0,239,19.8,18.9,13568,18.9,21.3
onion,2683,Kerala,13,25.2,230,25.3,25.6,12994,25.6,29.8
onion,2683,Kerala,26,32.8,217,32.6,31.8,12196,31.8,35.4
onion,2684,Kerala,1,13.3,242,13.3,13.3,13763,13.3,14.8
onion,2684,Kerala,4,17.6,239,17.8,18.9,13568,18.9,21.3
onion,2684,Kerala,13,27.5,230,27.2,25.6,12994,25.6,29.8
onion,2684,Kerala,26,38.5,217,37.2,31.8,12196,31.8,35.4
onion,2685,Kerala,1,12.9,205,13.0,13.3,13763,13.3,14.8
onion,2685,Kerala,4,16.8,199,17.2,18.9,13568,18.9,21.3
onion,2685,Kerala,13,25.4,181,25.5,25.6,12994,25.6,29.8
onion,2685,Kerala,26,27.9,155,28.9,31.8,12196,31.8,35.4
onion,2686,Kerala,1,11.3,242,11.7,13.3,13763,13.3,14.8
onion,2686,Kerala,4,16.2,239,16.7,18.9,13568,18.9,21.3
onion,2686,Kerala,13,26.2,230,26.1,25.6,12994,25.6,29.8
onion,2686,Kerala,26,31.9,217,31.9,31.8,12196,31.8,35.4
onion,2687,Kerala,1,13.7,229,13.6,13.3,13763,13.3,14.8
onion,2687,Kerala,4,19.5,223,19.4,18.9,13568,18.9,21.3
onion,2687,Kerala,13,23.1,208,23.6,25.6,12994,25.6,29.8
onion,2687,Kerala,26,32.9,203,32.7,31.8,12196,31.8,35.4
onion,2689,Kerala,1,13.4,242,13.3,13.3,13763,13.3,14.8
onion,2689,Kerala,4,21.2,239,20.8,18.9,13568,18.9,21.3
onion,2689,Kerala,13,28.9,230,28.3,25.6,12994,25.6,29.8
onion,2689,Kerala,26,34.0,217,33.6,31.8,12196,31.8,35.4
onion,2690,Kerala,1,13.2,242,13.3,13.3,13763,13.3,14.8
onion,2690,Kerala,4,19.6,239,19.5,18.9,13568,18.9,21.3
onion,2690,Kerala,13,29.2,230,28.5,25.6,12994,25.6,29.8
onion,2690,Kerala,26,35.7,217,35.0,31.8,12196,31.8,35.4
onion,2691,Kerala,1,12.1,242,12.3,13.3,13763,13.3,14.8
onion,2691,Kerala,4,18.1,239,18.2,18.9,13568,18.9,21.3
onion,2691,Kerala,13,26.6,230,26.4,25.6,12994,25.6,29.8
onion,2691,Kerala,26,32.5,217,32.4,31.8,12196,31.8,35.4
onion,2692,Kerala,1,13.9,242,13.8,13.3,13763,13.3,14.8
onion,2692,Kerala,4,21.8,239,21.3,18.9,13568,18.9,21.3
onion,2692,Kerala,13,33.2,230,31.8,25.6,12994,25.6,29.8
onion,2692,Kerala,26,36.4,217,35.5,31.8,12196,31.8,35.4
onion,2693,Kerala,1,14.0,242,13.9,13.3,13763,13.3,14.8
onion,2693,Kerala,4,21.1,239,20.7,18.9,13568,18.9,21.3
onion,2693,Kerala,13,27.9,230,27.4,25.6,12994,25.6,29.8
onion,2693,Kerala,26,33.0,217,32.8,31.8,12196,31.8,35.4
onion,2696,Punjab,1,17.1,80,16.4,15.4,4832,15.3,14.8
onion,2696,Punjab,4,26.8,76,25.1,22.6,4631,22.6,21.3
onion,2696,Punjab,13,28.3,67,28.1,27.7,4076,27.8,29.8
onion,2696,Punjab,26,27.1,54,30.0,33.0,3323,33.1,35.4
onion,2701,Punjab,1,15.8,84,15.6,15.4,4832,15.3,14.8
onion,2701,Punjab,4,24.8,81,24.0,22.6,4631,22.6,21.3
onion,2701,Punjab,13,30.7,72,29.5,27.7,4076,27.8,29.8
onion,2701,Punjab,26,41.8,59,37.7,33.0,3323,33.1,35.4
onion,2703,Maharashtra,1,17.1,242,17.6,19.7,16426,19.6,14.8
onion,2703,Maharashtra,4,25.5,239,26.1,29.0,16144,29.0,21.3
onion,2703,Maharashtra,13,33.4,230,34.6,39.8,15380,39.7,29.8
onion,2703,Maharashtra,26,40.9,217,42.0,46.5,14466,46.5,35.4
onion,2704,Maharashtra,1,20.1,242,20.0,19.7,16426,19.6,14.8
onion,2704,Maharashtra,4,29.5,239,29.4,29.0,16144,29.0,21.3
onion,2704,Maharashtra,13,37.5,230,37.9,39.8,15380,39.7,29.8
onion,2704,Maharashtra,26,39.7,217,41.0,46.5,14466,46.5,35.4
onion,2708,Maharashtra,1,18.4,242,18.7,19.7,16426,19.6,14.8
onion,2708,Maharashtra,4,29.1,239,29.1,29.0,16144,29.0,21.3
onion,2708,Maharashtra,13,42.1,230,41.7,39.8,15380,39.7,29.8
onion,2708,Maharashtra,26,49.2,217,48.7,46.5,14466,46.5,35.4
onion,2713,Odisha,1,16.2,177,15.7,14.0,5267,14.0,14.8
onion,2713,Odisha,4,16.8,171,17.5,19.7,5149,19.7,21.3
onion,2713,Odisha,13,19.9,165,22.0,28.5,4861,28.6,29.8
onion,2713,Odisha,26,24.2,155,26.6,33.5,4535,33.6,35.4
onion,2714,Odisha,1,15.5,225,15.2,14.0,5267,14.0,14.8
onion,2714,Odisha,4,21.9,222,21.5,19.7,5149,19.7,21.3
onion,2714,Odisha,13,26.6,213,27.0,28.5,4861,28.6,29.8
onion,2714,Odisha,26,29.8,200,30.6,33.5,4535,33.6,35.4
onion,2721,Odisha,1,12.6,227,12.9,14.0,5267,14.0,14.8
onion,2721,Odisha,4,16.3,224,17.0,19.7,5149,19.7,21.3
onion,2721,Odisha,13,20.6,216,22.1,28.5,4861,28.6,29.8
onion,2721,Odisha,26,25.8,204,27.4,33.5,4535,33.6,35.4
onion,2738,Rajasthan,1,14.4,85,14.8,15.4,2207,15.4,14.8
onion,2738,Rajasthan,4,22.9,82,23.6,24.8,2111,24.7,21.3
onion,2738,Rajasthan,13,65.3,73,62.5,60.1,1836,58.6,29.8
onion,2738,Rajasthan,26,99.3,60,92.8,88.7,1472,85.3,35.4
onion,2739,Rajasthan,1,14.2,85,14.6,15.4,2207,15.4,14.8
onion,2739,Rajasthan,4,25.1,82,24.9,24.8,2111,24.7,21.3
onion,2739,Rajasthan,13,57.7,73,58.1,60.1,1836,58.6,29.8
onion,2739,Rajasthan,26,82.3,60,83.7,88.7,1472,85.3,35.4
onion,2744,Rajasthan,1,15.9,85,15.7,15.4,2207,15.4,14.8
onion,2744,Rajasthan,4,23.4,82,23.9,24.8,2111,24.7,21.3
onion,2744,Rajasthan,13,46.1,73,51.3,60.1,1836,58.6,29.8
onion,2744,Rajasthan,26,56.1,60,69.7,88.7,1472,85.3,35.4
onion,2773,Gujarat,1,16.3,242,16.6,18.3,3886,18.2,14.8
onion,2773,Gujarat,4,24.9,239,25.3,27.1,3820,27.0,21.3
onion,2773,Gujarat,13,37.4,230,37.4,37.6,3657,37.4,29.8
onion,2773,Gujarat,26,42.5,217,42.6,43.6,3442,43.4,35.4
onion,2774,Gujarat,1,20.1,242,19.8,18.3,3886,18.2,14.8
onion,2774,Gujarat,4,29.9,239,29.3,27.1,3820,27.0,21.3
onion,2774,Gujarat,13,41.2,230,40.5,37.6,3657,37.4,29.8
onion,2774,Gujarat,26,46.8,217,46.2,43.6,3442,43.4,35.4
onion,2800,Uttar Pradesh,1,19.4,74,17.3,14.3,9936,14.3,14.8
onion,2800,Uttar Pradesh,4,29.1,68,25.4,20.6,9444,20.6,21.3
onion,2800,Uttar Pradesh,13,38.2,56,34.3,30.0,8089,30.0,29.8
onion,2800,Uttar Pradesh,26,48.2,43,50.5,52.6,6502,52.3,35.4
onion,2803,Uttar Pradesh,1,14.5,72,14.4,14.3,9936,14.3,14.8
onion,2803,Uttar Pradesh,4,20.8,66,20.7,20.6,9444,20.6,21.3
onion,2803,Uttar Pradesh,13,32.2,51,31.1,30.0,8089,30.0,29.8
onion,2803,Uttar Pradesh,26,45.1,38,49.3,52.6,6502,52.3,35.4
onion,2894,West Bengal,1,15.4,85,15.1,14.7,4167,14.7,14.8
onion,2894,West Bengal,4,23.4,82,22.7,21.4,3999,21.4,21.3
onion,2894,West Bengal,13,26.8,73,26.7,26.3,3517,26.4,29.8
onion,2894,West Bengal,26,27.4,60,26.5,25.2,2864,25.5,35.4
onion,2897,West Bengal,1,16.4,85,15.7,14.7,4167,14.7,14.8
onion,2897,West Bengal,4,23.5,82,22.7,21.4,3999,21.4,21.3
onion,2897,West Bengal,13,28.6,73,27.7,26.3,3517,26.4,29.8
onion,2897,West Bengal,26,29.3,60,27.5,25.2,2864,25.5,35.4
onion,2899,West Bengal,1,14.4,85,14.5,14.7,4167,14.7,14.8
onion,2899,West Bengal,4,21.4,82,21.4,21.4,3999,21.4,21.3
onion,2899,West Bengal,13,26.0,73,26.2,26.3,3517,26.4,29.8
onion,2899,West Bengal,26,25.4,60,25.5,25.2,2864,25.5,35.4
onion,2902,West Bengal,1,12.9,85,13.6,14.7,4167,14.7,14.8
onion,2902,West Bengal,4,17.9,82,19.3,21.4,3999,21.4,21.3
onion,2902,West Bengal,13,25.9,73,26.1,26.3,3517,26.4,29.8
onion,2902,West Bengal,26,27.4,60,26.5,25.2,2864,25.5,35.4
onion,2905,West Bengal,1,12.4,85,13.3,14.7,4167,14.7,14.8
onion,2905,West Bengal,4,19.0,82,19.9,21.4,3999,21.4,21.3
onion,2905,West Bengal,13,25.4,73,25.8,26.3,3517,26.4,29.8
onion,2905,West Bengal,26,22.1,60,23.7,25.2,2864,25.5,35.4
onion,2910,Haryana,1,16.0,240,16.0,16.1,9862,16.1,14.8
onion,2910,Haryana,4,24.8,237,24.7,24.1,9699,24.1,21.3
onion,2910,Haryana,13,36.4,228,36.0,34.1,9252,34.1,29.8
onion,2910,Haryana,26,38.8,215,38.6,37.7,8668,37.7,35.4
onion,2940,Tamil Nadu,1,10.9,85,11.2,11.6,13820,11.6,14.8
onion,2940,Tamil Nadu,4,12.8,82,13.7,14.9,13306,15.0,21.3
onion,2940,Tamil Nadu,13,15.3,73,16.8,19.0,11775,19.1,29.8
onion,2940,Tamil Nadu,26,11.9,60,13.8,15.8,9565,16.1,35.4
onion,2970,Tamil Nadu,1,10.8,85,11.1,11.6,13820,11.6,14.8
onion,2970,Tamil Nadu,4,14.3,82,14.6,14.9,13306,15.0,21.3
onion,2970,Tamil Nadu,13,16.8,73,17.7,19.0,11775,19.1,29.8
onion,2970,Tamil Nadu,26,13.1,60,14.5,15.8,9565,16.1,35.4
onion,3039,Himachal Pradesh,1,12.7,242,12.8,13.2,4644,13.2,14.8
onion,3039,Himachal Pradesh,4,20.7,239,20.6,20.0,4563,20.1,21.3
onion,3039,Himachal Pradesh,13,33.0,230,32.5,30.2,4334,30.2,29.8
onion,3039,Himachal Pradesh,26,36.8,217,36.3,34.2,4046,34.3,35.4
onion,3045,Madhya Pradesh,1,23.0,141,23.3,24.4,5802,24.2,14.8
onion,3045,Madhya Pradesh,4,40.9,132,39.2,35.0,5565,34.8,21.3
onion,3045,Madhya Pradesh,13,58.8,108,56.2,51.5,4974,51.0,29.8
onion,3045,Madhya Pradesh,26,68.5,93,66.9,64.9,4372,64.2,35.4
onion,3046,Madhya Pradesh,1,19.7,139,20.9,24.4,5802,24.2,14.8
onion,3046,Madhya Pradesh,4,30.2,136,31.4,35.0,5565,34.8,21.3
onion,3046,Madhya Pradesh,13,45.4,127,47.0,51.5,4974,51.0,29.8
onion,3046,Madhya Pradesh,26,53.4,114,56.8,64.9,4372,64.2,35.4
onion,3048,Madhya Pradesh,1,26.9,166,26.3,24.4,5802,24.2,14.8
onion,3048,Madhya Pradesh,4,44.2,157,41.8,35.0,5565,34.8,21.3
onion,3048,Madhya Pradesh,13,66.7,136,62.4,51.5,4974,51.0,29.8
onion,3048,Madhya Pradesh,26,90.1,110,81.8,64.9,4372,64.2,35.4
onion,3054,Madhya Pradesh,1,21.4,163,22.1,24.4,5802,24.2,14.8
onion,3054,Madhya Pradesh,4,36.5,154,36.1,35.0,5565,34.8,21.3
onion,3054,Madhya Pradesh,13,63.8,132,60.2,51.5,4974,51.0,29.8
onion,3054,Madhya Pradesh,26,77.8,106,73.3,64.9,4372,64.2,35.4
onion,3059,Madhya Pradesh,1,20.6,165,21.4,24.4,5802,24.2,14.8
onion,3059,Madhya Pradesh,4,33.4,156,33.7,35.0,5565,34.8,21.3
onion,3059,Madhya Pradesh,13,45.1,134,46.8,51.5,4974,51.0,29.8
onion,3059,Madhya Pradesh,26,52.3,108,56.2,64.9,4372,64.2,35.4
onion,3067,Madhya Pradesh,1,21.1,165,21.9,24.4,5802,24.2,14.8
onion,3067,Madhya Pradesh,4,33.1,156,33.5,35.0,5565,34.8,21.3
onion,3067,Madhya Pradesh,13,46.1,134,47.5,51.5,4974,51.0,29.8
onion,3067,Madhya Pradesh,26,58.8,108,60.5,64.9,4372,64.2,35.4
onion,3071,Madhya Pradesh,1,13.6,165,16.2,24.4,5802,24.2,14.8
onion,3071,Madhya Pradesh,4,22.2,156,25.3,35.0,5565,34.8,21.3
onion,3071,Madhya Pradesh,13,28.5,134,34.8,51.5,4974,51.0,29.8
onion,3071,Madhya Pradesh,26,28.0,108,39.8,64.9,4372,64.2,35.4
onion,3075,Madhya Pradesh,1,18.1,102,20.2,24.4,5802,24.2,14.8
onion,3075,Madhya Pradesh,4,33.1,99,33.6,35.0,5565,34.8,21.3
onion,3075,Madhya Pradesh,13,45.8,90,47.7,51.5,4974,51.0,29.8
onion,3075,Madhya Pradesh,26,49.1,77,55.2,64.9,4372,64.2,35.4
onion,3080,Odisha,1,16.4,174,15.8,14.0,5267,14.0,14.8
onion,3080,Odisha,4,21.7,168,21.2,19.7,5149,19.7,21.3
onion,3080,Odisha,13,26.3,150,26.9,28.5,4861,28.6,29.8
onion,3080,Odisha,26,26.9,124,28.9,33.5,4535,33.6,35.4
onion,3086,Odisha,1,13.7,181,13.8,14.0,5267,14.0,14.8
onion,3086,Odisha,4,20.3,172,20.1,19.7,5149,19.7,21.3
onion,3086,Odisha,13,33.0,159,31.9,28.5,4861,28.6,29.8
onion,3086,Odisha,26,37.2,153,36.3,33.5,4535,33.6,35.4
onion,3092,Odisha,1,13.5,232,13.6,14.0,5267,14.0,14.8
onion,3092,Odisha,4,17.4,226,17.8,19.7,5149,19.7,21.3
onion,3092,Odisha,13,21.4,222,22.8,28.5,4861,28.6,29.8
onion,3092,Odisha,26,26.9,209,28.2,33.5,4535,33.6,35.4
onion,3098,Tripura,1,12.1,85,12.0,11.4,1038,11.7,14.8
onion,3098,Tripura,4,16.8,82,16.4,15.3,996,15.9,21.3
onion,3098,Tripura,13,20.0,73,20.6,20.6,870,21.5,29.8
onion,3098,Tripura,26,25.7,60,24.8,22.1,697,23.8,35.4
onion,3099,Tripura,1,9.4,77,10.4,11.4,1038,11.7,14.8
onion,3099,Tripura,4,13.7,74,14.6,15.3,996,15.9,21.3
onion,3099,Tripura,13,17.0,65,19.0,20.6,870,21.5,29.8
onion,3099,Tripura,26,21.0,52,22.4,22.1,697,23.8,35.4
onion,3102,Tripura,1,6.5,79,8.6,11.4,1038,11.7,14.8
onion,3102,Tripura,4,10.2,76,12.5,15.3,996,15.9,21.3
onion,3102,Tripura,13,13.7,67,17.1,20.6,870,21.5,29.8
onion,3102,Tripura,26,16.8,54,20.2,22.1,697,23.8,35.4
onion,3103,Tripura,1,12.4,16,11.9,11.4,1038,11.7,14.8
onion,3103,Tripura,4,18.2,13,16.3,15.3,996,15.9,21.3
onion,3103,Tripura,13,12.1,4,20.9,20.6,870,21.5,29.8
onion,3104,Tripura,1,12.4,85,12.2,11.4,1038,11.7,14.8
onion,3104,Tripura,4,15.0,82,15.3,15.3,996,15.9,21.3
onion,3104,Tripura,13,20.1,73,20.7,20.6,870,21.5,29.8
onion,3104,Tripura,26,15.9,60,19.5,22.1,697,23.8,35.4
onion,3105,Tripura,1,13.3,85,12.7,11.4,1038,11.7,14.8
onion,3105,Tripura,4,17.4,82,16.8,15.3,996,15.9,21.3
onion,3105,Tripura,13,23.7,73,22.8,20.6,870,21.5,29.8
onion,3105,Tripura,26,27.4,60,25.7,22.1,697,23.8,35.4
onion,3117,West Bengal,1,14.2,85,14.4,14.7,4167,14.7,14.8
onion,3117,West Bengal,4,21.3,82,21.3,21.4,3999,21.4,21.3
onion,3117,West Bengal,13,25.7,73,26.0,26.3,3517,26.4,29.8
onion,3117,West Bengal,26,25.7,60,25.6,25.2,2864,25.5,35.4
onion,3128,Maharashtra,1,18.2,242,18.4,19.7,16426,19.6,14.8
onion,3128,Maharashtra,4,26.3,239,26.8,29.0,16144,29.0,21.3
onion,3128,Maharashtra,13,33.9,230,35.0,39.8,15380,39.7,29.8
onion,3128,Maharashtra,26,40.3,217,41.5,46.5,14466,46.5,35.4
onion,3130,Maharashtra,1,17.9,217,18.2,19.7,16426,19.6,14.8
onion,3130,Maharashtra,4,29.0,214,29.0,29.0,16144,29.0,21.3
onion,3130,Maharashtra,13,40.5,205,40.3,39.8,15380,39.7,29.8
onion,3130,Maharashtra,26,49.4,192,48.8,46.5,14466,46.5,35.4
onion,3136,Maharashtra,1,25.8,7,20.4,19.7,16426,19.6,14.8
onion,3136,Maharashtra,4,35.9,4,29.5,29.0,16144,29.0,21.3
onion,3142,Maharashtra,1,16.1,242,16.7,19.7,16426,19.6,14.8
onion,3142,Maharashtra,4,23.0,239,24.1,29.0,16144,29.0,21.3
onion,3142,Maharashtra,13,33.9,230,35.0,39.8,15380,39.7,29.8
onion,3142,Maharashtra,26,37.2,217,39.0,46.5,14466,46.5,35.4
onion,3218,Chattisgarh,1,18.5,229,18.0,16.1,955,16.0,14.8
onion,3218,Chattisgarh,4,25.4,223,25.1,24.1,940,23.8,21.3
onion,3218,Chattisgarh,13,37.4,208,37.1,36.8,898,36.1,29.8
onion,3218,Chattisgarh,26,40.6,195,40.4,40.4,846,39.8,35.4
onion,3297,Odisha,1,14.8,219,14.7,14.0,5267,14.0,14.8
onion,3297,Odisha,4,21.2,213,20.9,19.7,5149,19.7,21.3
onion,3297,Odisha,13,32.1,195,31.4,28.5,4861,28.6,29.8
onion,3297,Odisha,26,37.6,183,36.7,33.5,4535,33.6,35.4
onion,3299,Odisha,1,13.2,166,13.4,14.0,5267,14.0,14.8
onion,3299,Odisha,4,19.8,163,19.8,19.7,5149,19.7,21.3
onion,3299,Odisha,13,31.7,154,30.9,28.5,4861,28.6,29.8
onion,3299,Odisha,26,38.0,141,36.8,33.5,4535,33.6,35.4
onion,3306,Odisha,1,14.4,125,14.3,14.0,5267,14.0,14.8
onion,3306,Odisha,4,21.6,122,21.0,19.7,5149,19.7,21.3
onion,3306,Odisha,13,37.8,113,34.9,28.5,4861,28.6,29.8
onion,3306,Odisha,26,38.5,100,36.8,33.5,4535,33.6,35.4
onion,3308,Odisha,1,13.1,242,13.3,14.0,5267,14.0,14.8
onion,3308,Odisha,4,18.4,239,18.6,19.7,5149,19.7,21.3
onion,3308,Odisha,13,30.2,230,29.9,28.5,4861,28.6,29.8
onion,3308,Odisha,26,35.5,217,35.1,33.5,4535,33.6,35.4
onion,3328,Telangana,1,19.3,17,16.7,16.0,532,15.8,14.8
onion,3328,Telangana,4,31.3,14,26.4,25.9,484,25.1,21.3
onion,3328,Telangana,13,44.5,5,44.6,48.6,376,44.6,29.8
onion,3329,Telangana,1,19.6,13,16.6,16.0,532,15.8,14.8
onion,3329,Telangana,4,31.0,10,26.1,25.9,484,25.1,21.3
onion,3329,Telangana,13,55.7,1,44.8,48.6,376,44.6,29.8
onion,3339,West Bengal,1,15.2,71,15.0,14.7,4167,14.7,14.8
onion,3339,West Bengal,4,23.1,65,22.4,21.4,3999,21.4,21.3
onion,3339,West Bengal,13,29.3,49,27.8,26.3,3517,26.4,29.8
onion,3339,West Bengal,26,28.1,36,26.6,25.2,2864,25.5,35.4
onion,3340,West Bengal,1,14.3,85,14.5,14.7,4167,14.7,14.8
onion,3340,West Bengal,4,21.5,82,21.5,21.4,3999,21.4,21.3
onion,3340,West Bengal,13,28.2,73,27.4,26.3,3517,26.4,29.8
onion,3340,West Bengal,26,19.4,60,22.3,25.2,2864,25.5,35.4
onion,3341,West Bengal,1,18.0,85,16.7,14.7,4167,14.7,14.8
onion,3341,West Bengal,4,24.0,82,23.0,21.4,3999,21.4,21.3
onion,3341,West Bengal,13,32.3,73,29.9,26.3,3517,26.4,29.8
onion,3341,West Bengal,26,29.2,60,27.5,25.2,2864,25.5,35.4
onion,3342,West Bengal,1,18.4,62,16.7,14.7,4167,14.7,14.8
onion,3342,West Bengal,4,22.0,59,21.7,21.4,3999,21.4,21.3
onion,3342,West Bengal,13,26.4,51,26.4,26.3,3517,26.4,29.8
onion,3342,West Bengal,26,23.7,38,24.7,25.2,2864,25.5,35.4
onion,3343,West Bengal,1,12.9,55,13.8,14.7,4167,14.7,14.8
onion,3343,West Bengal,4,25.9,52,23.7,21.4,3999,21.4,21.3
onion,3343,West Bengal,13,25.7,43,26.1,26.3,3517,26.4,29.8
onion,3343,West Bengal,26,26.2,30,25.8,25.2,2864,25.5,35.4
onion,3344,West Bengal,1,13.8,79,14.2,14.7,4167,14.7,14.8
onion,3344,West Bengal,4,19.8,76,20.5,21.4,3999,21.4,21.3
onion,3344,West Bengal,13,24.3,67,25.2,26.3,3517,26.4,29.8
onion,3344,West Bengal,26,26.0,54,25.7,25.2,2864,25.5,35.4
onion,3346,West Bengal,1,13.3,85,13.8,14.7,4167,14.7,14.8
onion,3346,West Bengal,4,20.7,82,21.0,21.4,3999,21.4,21.3
onion,3346,West Bengal,13,26.0,73,26.1,26.3,3517,26.4,29.8
onion,3346,West Bengal,26,19.7,60,22.4,25.2,2864,25.5,35.4
onion,3347,West Bengal,1,15.0,85,14.9,14.7,4167,14.7,14.8
onion,3347,West Bengal,4,20.5,82,20.8,21.4,3999,21.4,21.3
onion,3347,West Bengal,13,24.6,73,25.4,26.3,3517,26.4,29.8
onion,3347,West Bengal,26,33.7,60,29.9,25.2,2864,25.5,35.4
onion,3349,West Bengal,1,18.8,85,17.3,14.7,4167,14.7,14.8
onion,3349,West Bengal,4,25.1,82,23.6,21.4,3999,21.4,21.3
onion,3349,West Bengal,13,28.7,73,27.7,26.3,3517,26.4,29.8
onion,3349,West Bengal,26,27.2,60,26.4,25.2,2864,25.5,35.4
onion,3350,West Bengal,1,18.7,85,17.2,14.7,4167,14.7,14.8
onion,3350,West Bengal,4,25.6,82,24.0,21.4,3999,21.4,21.3
onion,3350,West Bengal,13,29.1,73,28.0,26.3,3517,26.4,29.8
onion,3350,West Bengal,26,28.8,60,27.3,25.2,2864,25.5,35.4
onion,3352,West Bengal,1,14.9,85,14.8,14.7,4167,14.7,14.8
onion,3352,West Bengal,4,22.1,82,21.8,21.4,3999,21.4,21.3
onion,3352,West Bengal,13,27.8,73,27.2,26.3,3517,26.4,29.8
onion,3352,West Bengal,26,32.5,60,29.2,25.2,2864,25.5,35.4
onion,3354,West Bengal,1,11.1,85,12.5,14.7,4167,14.7,14.8
onion,3354,West Bengal,4,16.9,82,18.6,21.4,3999,21.4,21.3
onion,3354,West Bengal,13,19.5,73,22.3,26.3,3517,26.4,29.8
