crop,horizon_weeks,market_id,market,DM_stat,p_value,mean_d,n,better_model,significant_5pct
tomato,1,2.0,Mahboob Manison APMC,2.7974,0.0056,82241.109724,211,M8,True
tomato,1,9.0,Shadnagar APMC,-1.6601,0.0982,-28504.561228,242,M6,False
tomato,1,19.0,Warangal APMC,1.7434,0.0827,24997.497105,217,M8,False
tomato,1,43.0,Chandigarh (Grain/F&V) APMC,1.8544,0.0649,46837.277302,240,M8,False
tomato,1,54.0,Bharuch APMC,-0.9271,0.3557,-13246.603891,123,M6,False
tomato,1,57.0,Nadiad APMC,-0.0277,0.978,-432.672061,153,M6,False
tomato,1,62.0,Morbi APMC,2.2515,0.0253,52988.972495,242,M8,True
tomato,1,64.0,Surat APMC,1.6142,0.1078,35648.370087,242,M8,False
tomato,1,66.0,Ahmedabad APMC,2.8238,0.0051,88827.524909,242,M8,True
tomato,1,69.0,PMY Kangra,1.0372,0.3007,29370.326771,242,M8,False
tomato,1,70.0,PMY Kullu,3.0946,0.0022,57907.580208,242,M8,True
tomato,1,71.0,PMY Paonta Sahib,1.7098,0.0886,42835.658987,242,M8,False
tomato,1,72.0,PMY Kather Solan,1.2628,0.2081,20693.528732,212,M8,False
tomato,1,75.0,Fatehabad APMC,-1.6901,0.0925,-38214.644439,215,M6,False
tomato,1,79.0,Narwana APMC,1.6122,0.1082,33678.426973,242,M8,False
tomato,1,80.0,Safidon APMC,3.16,0.0018,48850.473325,242,M8,True
tomato,1,85.0,Ladwa APMC,0.7804,0.4359,13653.625469,242,M8,False
tomato,1,86.0,Pehowa APMC,0.0961,0.9235,898.476201,242,M8,False
tomato,1,87.0,Thanesar APMC,1.101,0.272,29024.330688,241,M8,False
tomato,1,89.0,Shahabad APMC,1.339,0.1818,23270.8179,242,M8,False
tomato,1,92.0,kalanwali APMC,0.749,0.4547,19181.533761,207,M8,False
tomato,1,97.0,Parimpore Srinagar (F&V),-2.8859,0.0043,-97108.603699,242,M6,True
tomato,1,98.0,Udhampur (F&V),1.8639,0.0635,45790.027203,242,M8,False
tomato,1,100.0,"Binny Mill (F&V), Bengaluru APMC",2.2808,0.0234,57214.690317,242,M8,True
tomato,1,106.0,Davangere APMC,2.5807,0.0105,42437.828238,242,M8,True
tomato,1,112.0,Kolar APMC,1.6513,0.1,26186.141887,242,M8,False
tomato,1,115.0,Mysuru APMC,2.3396,0.0201,40795.172425,242,M8,True
tomato,1,125.0,Ernakulam Market,0.7653,0.4449,18480.455769,241,M8,False
tomato,1,126.0,Aluva Market,1.2266,0.2212,37620.291478,242,M8,False
tomato,1,128.0,Thalasserry Market,0.9301,0.3543,33318.743303,111,M8,False
tomato,1,131.0,Kollam Market,2.6186,0.0094,137950.974985,242,M8,True
tomato,1,132.0,Kottayam Market,1.6191,0.1067,53094.698168,242,M8,False
tomato,1,134.0,Manjeri Market,2.6601,0.0083,57306.049373,242,M8,True
tomato,1,135.0,Palakkad Market,1.3029,0.1939,34726.087469,242,M8,False
tomato,1,136.0,Koduvayoor Market,1.0274,0.3053,28047.551445,242,M8,False
tomato,1,139.0,Thrissur Market,1.3463,0.1795,33862.931623,242,M8,False
tomato,1,140.0,Kodungalloor Market,0.9219,0.3576,28819.719865,230,M8,False
tomato,1,145.0,Ahilyanagar APMC,1.514,0.1313,14394.118857,242,M8,False
tomato,1,151.0,Jalgaon APMC,1.6797,0.0943,21947.818785,242,M8,False
tomato,1,152.0,Kolhapur APMC,2.7852,0.0058,28828.421962,242,M8,True
tomato,1,154.0,Mumbai APMC,0.8302,0.4072,19066.63161,242,M8,False
tomato,1,155.0,Nagpur APMC,1.6399,0.1023,31254.891021,242,M8,False
tomato,1,160.0,Nasik APMC,1.629,0.1046,26317.526403,242,M8,False
tomato,1,162.0,Pimpalgaon Baswant APMC,1.2468,0.2137,22828.661315,232,M8,False
tomato,1,164.0,Pune APMC,1.6998,0.0905,20826.474602,242,M8,False
tomato,1,168.0,SHRI.SIDDHESHWAR APMC,-0.6572,0.5117,-6179.832805,242,M6,False
tomato,1,173.0,Bhopal(F&V) APMC,1.564,0.12,12357.965471,148,M8,False
tomato,1,179.0,Indore(F&V) APMC,2.9281,0.0039,39756.638683,165,M8,True
tomato,1,184.0,Rajnandgaon APMC,0.4898,0.6247,7553.946906,242,M8,False
tomato,1,198.0,Attabira APMC,0.4363,0.6631,8929.496527,218,M8,False
tomato,1,199.0,Bargarh APMC,1.365,0.1735,28154.76167,242,M8,False
tomato,1,200.0,Bhadrak APMC,2.5468,0.0117,108986.446556,174,M8,True
tomato,1,202.0,Kantabaji APMC,-0.1465,0.8836,-3357.795987,240,M6,False
tomato,1,203.0,Kendrapara APMC,2.3201,0.0212,77406.794981,242,M8,True
tomato,1,206.0,Kesinga APMC,0.1964,0.8444,10755.598332,242,M8,False
tomato,1,207.0,Bhawanipatna APMC,0.9691,0.3337,36408.941162,206,M8,False
tomato,1,214.0,Rayagada APMC,1.4946,0.1368,57127.200739,178,M8,False
tomato,1,216.0,Tarantaran APMC,1.7329,0.0844,44556.98894,231,M8,False
tomato,1,218.0,Fazilka APMC,-1.577,0.1161,-18356.462711,242,M6,False
tomato,1,219.0,Jalalabad APMC,0.1206,0.9041,2031.153254,242,M8,False
tomato,1,226.0,Khanna APMC,-0.0074,0.9941,-105.074951,242,M6,False
tomato,1,227.0,Jagraon APMC,-0.0173,0.9862,-263.408884,162,M6,False
tomato,1,228.0,Baghapurana APMC,0.6037,0.5466,9627.642542,231,M8,False
tomato,1,230.0,Muktsar APMC,1.0006,0.3183,38671.313668,188,M8,False
tomato,1,231.0,Malout APMC,1.0134,0.3119,29881.979026,242,M8,False
tomato,1,233.0,Patran APMC,1.0984,0.2731,18557.149263,242,M8,False
tomato,1,234.0,Samana APMC,-1.106,0.2699,-18499.485105,225,M6,False
tomato,1,235.0,Nabha APMC,1.6209,0.1065,52106.696753,215,M8,False
tomato,1,236.0,Barnala APMC,0.9893,0.3238,22057.694853,181,M8,False
tomato,1,237.0,Dhuri APMC,-1.2098,0.2277,-17822.443881,215,M6,False
tomato,1,238.0,Malerkotla APMC,-1.8229,0.07,-22797.075962,176,M6,False
tomato,1,239.0,Sunam APMC,-0.2921,0.7705,-3389.801609,207,M6,False
tomato,1,240.0,Bhawanigarh APMC,0.4361,0.6632,7165.899773,242,M8,False
tomato,1,244.0,Alwar APMC,0.2756,0.7843,7015.183507,41,M8,False
tomato,1,247.0,Baran APMC,-1.5344,0.1276,-13775.969746,118,M6,False
tomato,1,250.0,Bhilwara APMC,1.6149,0.1076,36658.516806,242,M8,False
tomato,1,261.0,Jaipur (F&V) APMC,2.1587,0.0319,49448.604654,231,M8,True
tomato,1,266.0,Jodhpur (F&V) APMC,1.1719,0.2492,27814.861905,36,M8,False
tomato,1,292.0,Ulundurpettai APMC,0.693,0.4897,33147.613593,113,M8,False
tomato,1,295.0,Bishalgarh APMC,1.1805,0.2391,64814.324789,217,M8,False
tomato,1,296.0,Teliamura APMC,-0.4136,0.6795,-10275.796323,233,M6,False
tomato,1,297.0,Agra APMC,2.6448,0.0087,47497.954004,242,M8,True
tomato,1,298.0,Prayagraj APMC,2.9792,0.0032,43345.487841,242,M8,True
tomato,1,299.0,Bahraich APMC,4.5313,0.0,90944.957004,242,M8,True
tomato,1,300.0,Ballia APMC,2.5995,0.0099,45799.557554,228,M8,True
tomato,1,301.0,Barabanki APMC,3.6907,0.0003,65054.578758,242,M8,True
tomato,1,302.0,Bareilly APMC,2.6843,0.0078,52009.541173,242,M8,True
tomato,1,303.0,Dehradoon APMC,1.8339,0.068,19644.224729,220,M8,False
tomato,1,305.0,Farukhabad APMC,3.756,0.0002,63391.237057,231,M8,True
tomato,1,306.0,Ghaziabad APMC,2.7917,0.0057,34845.587904,228,M8,True
tomato,1,307.0,Gorakhpur APMC,4.0005,0.0001,62825.967169,242,M8,True
tomato,1,308.0,Hardoi APMC,2.1986,0.0289,34373.342109,228,M8,True
tomato,1,309.0,Etawah APMC,4.1384,0.0,53627.880653,242,M8,True
tomato,1,310.0,Jaunpur APMC,4.0649,0.0001,58128.840782,242,M8,True
tomato,1,311.0,Kanpur(Grain) APMC,3.8707,0.0001,60130.883231,242,M8,True
tomato,1,313.0,Lakhimpur APMC,3.4504,0.0007,53125.611868,242,M8,True
tomato,1,314.0,Lalitpur APMC,3.2327,0.0014,60621.326443,221,M8,True
tomato,1,315.0,Lucknow APMC,4.0647,0.0001,82894.367023,242,M8,True
tomato,1,316.0,Mainpuri APMC,2.9557,0.0035,52287.613348,209,M8,True
tomato,1,317.0,Meerut APMC,1.6332,0.1038,31384.274604,228,M8,False
tomato,1,318.0,Muradabad APMC,3.2838,0.0012,51962.895918,230,M8,True
tomato,1,319.0,Kashipur APMC,0.8113,0.418,10198.348787,240,M8,False
tomato,1,320.0,Pilibhit APMC,3.3546,0.0009,59314.22449,242,M8,True
tomato,1,321.0,Saharanpur APMC,2.8796,0.0044,49963.094318,227,M8,True
tomato,1,322.0,Shahjahanpur APMC,3.1676,0.0017,59985.525678,227,M8,True
tomato,1,324.0,Sitapur APMC,3.4278,0.0007,54652.566114,232,M8,True
tomato,1,326.0,Rudrapur APMC,1.9615,0.051,59344.552148,237,M8,False
tomato,1,328.0,Barasat APMC,2.1849,0.0299,57874.028043,242,M8,True
tomato,1,331.0,Kalna APMC,3.2513,0.0013,124859.671271,242,M8,True
tomato,1,333.0,Coochbehar APMC,2.4829,0.0137,80529.615744,242,M8,True
tomato,1,334.0,Pandua APMC,2.3032,0.0221,76577.207096,242,M8,True
tomato,1,406.0,Durg APMC,1.4542,0.1472,22139.562705,242,M8,False
tomato,1,414.0,Raigarh APMC,1.5419,0.1244,41814.181996,242,M8,False
tomato,1,423.0,APMC Keshopur,3.6718,0.0003,82687.123242,242,M8,True
tomato,1,424.0,APMC Shahdara,2.3721,0.0186,53226.998376,199,M8,True
tomato,1,434.0,Ankleshwar APMC,2.072,0.0393,40149.372405,242,M8,True
tomato,1,450.0,Vadhvan APMC,1.9084,0.0575,61095.947101,242,M8,False
tomato,1,452.0,Panipat APMC,0.6375,0.5244,4843.817705,242,M8,False
tomato,1,454.0,Sonepat APMC,0.6117,0.5413,9367.658937,241,M8,False
tomato,1,455.0,Rohtak APMC,1.0366,0.301,15170.202213,238,M8,False
tomato,1,456.0,Jhajjar APMC,-1.2013,0.2308,-32479.980574,242,M6,False
tomato,1,457.0,Rewari APMC,2.6031,0.0098,57322.631971,242,M8,True
tomato,1,459.0,Gurgaon APMC,2.58,0.0105,31826.094234,242,M8,True
tomato,1,462.0,PMY Una,0.9811,0.3275,29602.539719,242,M8,False
tomato,1,463.0,PMY Chamba,0.9473,0.3445,29245.848139,242,M8,False
tomato,1,464.0,PMY Bilaspur,2.3516,0.0195,47615.866763,242,M8,True
tomato,1,465.0,SMY Dhanotu,0.8116,0.4178,16455.218731,242,M8,False
tomato,1,466.0,PMY Hamirpur,1.6213,0.1063,51890.047298,242,M8,False
tomato,1,467.0,PMY Dhalli Shimla,1.0367,0.3009,18093.391403,242,M8,False
tomato,1,468.0,SMY Palampur,1.4196,0.157,29272.648038,242,M8,False
tomato,1,471.0,SMY Bhuntar,2.2373,0.0262,32028.194201,242,M8,True
tomato,1,472.0,Narwal Jammu (F&V),2.1501,0.0325,53706.24656,242,M8,True
tomato,1,489.0,Doddaballapur APMC,1.2613,0.2086,20687.493238,216,M8,False
tomato,1,491.0,Srinivasapur APMC,1.5235,0.1292,34794.508285,208,M8,False
tomato,1,492.0,Gauribidanur APMC,-0.214,0.8307,-3357.631287,217,M6,False
tomato,1,497.0,Gundlupet APMC,3.3736,0.0009,84720.764535,242,M8,True
tomato,1,499.0,K.R. Pet APMC,-1.8334,0.068,-33915.871001,242,M6,False
tomato,1,515.0,Palayam Market,0.979,0.3286,21459.678475,242,M8,False
tomato,1,530.0,Morena APMC,0.8527,0.3953,26248.88253,139,M8,False
tomato,1,555.0,Pandharpur APMC,1.1941,0.2338,14593.513623,211,M8,False
tomato,1,557.0,Chattrapati Sambhajinagar APMC,1.317,0.1891,19180.566995,242,M8,False
tomato,1,591.0,Koraput APMC,0.3265,0.7444,5630.887912,207,M8,False
tomato,1,592.0,Baripada APMC,1.2997,0.1949,48277.094405,242,M8,False
tomato,1,593.0,Padampur APMC,0.8198,0.4135,58635.20956,169,M8,False
tomato,1,594.0,Khariar Road APMC,1.3518,0.1777,64745.994553,242,M8,False
tomato,1,595.0,Bolangir APMC,2.335,0.0207,135098.46445,175,M8,True
tomato,1,598.0,Patti APMC,1.2495,0.2127,36237.460476,242,M8,False
tomato,1,600.0,Gurdaspur APMC,-0.405,0.686,-5091.381512,182,M6,False
tomato,1,603.0,Bathinda APMC,-0.2402,0.8104,-3634.597243,242,M6,False
tomato,1,605.0,Raman APMC,1.6622,0.0978,29422.035657,242,M8,False
tomato,1,606.0,Faridkot APMC,2.1149,0.0359,53533.980306,169,M8,True
tomato,1,608.0,Firozepur City APMC,1.2335,0.2187,51131.642076,226,M8,False
tomato,1,613.0,Samrala APMC,0.7263,0.4685,14120.309278,212,M8,False
tomato,1,614.0,Phagwara APMC,-0.6655,0.5064,-10510.558436,223,M6,False
tomato,1,615.0,Budalada APMC,0.3621,0.7176,7042.776263,242,M8,False
tomato,1,617.0,Giddarbaha APMC,1.4275,0.1549,26866.415776,210,M8,False
tomato,1,619.0,Dudhansadhan APMC,0.993,0.3217,14785.655694,242,M8,False
tomato,1,621.0,Ropar APMC,-0.2904,0.7731,-10846.033032,39,M6,False
tomato,1,627.0,Churu APMC,2.1921,0.0293,34489.071223,242,M8,True
tomato,1,631.0,Jalore APMC,1.3209,0.1878,19238.457431,242,M8,False
tomato,1,636.0,Jhunjhunu APMC,1.616,0.1077,32826.428268,195,M8,False
tomato,1,638.0,Sikar APMC,1.9613,0.051,41432.072015,242,M8,False
tomato,1,642.0,Abu Road APMC,1.2991,0.1951,17769.949828,242,M8,False
tomato,1,647.0,Buland Shahr APMC,2.7444,0.0065,44245.615767,242,M8,True
tomato,1,649.0,Baraut APMC,1.8854,0.0606,16269.236197,229,M8,False
tomato,1,650.0,Shamli APMC,2.7984,0.0056,49201.016744,232,M8,True
tomato,1,651.0,Khatauli APMC,-1.0905,0.2769,-21147.722469,187,M6,False
tomato,1,652.0,Etah APMC,1.6976,0.0909,28947.674841,242,M8,False
tomato,1,653.0,Mathura APMC,2.3024,0.0222,44603.334731,242,M8,True
tomato,1,654.0,Rampur APMC,2.5545,0.0113,47242.940902,214,M8,True
tomato,1,655.0,Badayoun APMC,3.1013,0.0022,53972.395726,242,M8,True
tomato,1,656.0,Chandausi APMC,3.0748,0.0023,56969.986517,242,M8,True
tomato,1,657.0,Raibareilly APMC,4.2051,0.0,57636.246907,242,M8,True
tomato,1,658.0,Gonda APMC,3.4263,0.0007,69628.794179,242,M8,True
tomato,1,659.0,Sultanpur APMC,3.7658,0.0002,61034.707234,227,M8,True
tomato,1,660.0,Pratapgarh APMC,3.6663,0.0003,60876.814306,242,M8,True
tomato,1,661.0,Devariya APMC,3.5215,0.0005,53962.631025,227,M8,True
tomato,1,662.0,Basti APMC,3.493,0.0006,53678.749824,242,M8,True
tomato,1,663.0,Azamgarh APMC,3.3306,0.001,55985.516717,242,M8,True
tomato,1,664.0,Mirzapur APMC,3.7232,0.0002,61551.807113,230,M8,True
tomato,1,666.0,Jhansi APMC,1.1687,0.2437,21290.538092,232,M8,False
tomato,1,667.0,Rishikesh APMC,1.9429,0.0532,28354.958752,242,M8,False
tomato,1,668.0,Vikasnagar APMC,-0.5198,0.6037,-6725.386717,242,M6,False
tomato,1,669.0,Khateema APMC,-1.7295,0.085,-15896.227883,242,M6,False
tomato,1,670.0,Burdwan APMC,1.9255,0.0553,62640.633322,242,M8,False
tomato,1,671.0,Medinipur(West) APMC,1.9194,0.0561,66388.774556,242,M8,False
tomato,1,672.0,Birbhum APMC,2.0272,0.0437,94145.583227,242,M8,True
tomato,1,675.0,Jalpaiguri Sadar APMC,1.0483,0.2957,27645.781457,214,M8,False
tomato,1,676.0,Alipurduar APMC,2.2801,0.0235,115597.611548,242,M8,True
tomato,1,681.0,Vadaseri APMC,0.901,0.3695,36828.495864,113,M8,False
tomato,1,682.0,Muzzafarnagar APMC,2.7865,0.0058,45134.932535,223,M8,True
tomato,1,683.0,Panisagar APMC,0.6623,0.5085,17128.071045,231,M8,False
tomato,1,690.0,Channapatna APMC,1.7355,0.0846,53177.79633,156,M8,False
tomato,1,707.0,Chamarajanagar APMC,0.3029,0.7622,4890.680778,242,M8,False
tomato,1,709.0,Chikkamagaluru APMC,2.9657,0.0033,50056.467114,242,M8,True
tomato,1,728.0,Kalaburagi APMC,1.6647,0.0973,36565.188408,242,M8,False
tomato,1,735.0,Hassan APMC,1.9472,0.0529,47512.210886,205,M8,False
tomato,1,742.0,Chickkaballapura APMC,1.7743,0.0773,31629.216248,242,M8,False
tomato,1,743.0,Chintamani APMC,0.0788,0.9372,830.989303,242,M8,False
tomato,1,744.0,Bangarpet APMC,2.8443,0.0049,48761.47467,216,M8,True
tomato,1,745.0,Ramanagara APMC,2.3584,0.0192,63236.532955,242,M8,True
tomato,1,753.0,Shimoga APMC,2.219,0.0274,38136.655957,242,M8,True
tomato,1,793.0,Lalru APMC,0.9545,0.3408,14473.454563,242,M8,False
tomato,1,794.0,Morinda APMC,0.8877,0.3759,13566.914366,177,M8,False
tomato,1,795.0,Fatehpur APMC,3.1574,0.0018,50574.885182,242,M8,True
tomato,1,796.0,Auraiya APMC,4.2726,0.0,61590.810302,242,M8,True
tomato,1,797.0,Mahoba APMC,3.1319,0.002,64094.204514,212,M8,True
tomato,1,799.0,Ramkrishanpur(Howrah) APMC,2.3493,0.0196,79301.080872,242,M8,True
tomato,1,813.0,Sangamner APMC,0.2838,0.7768,3667.421567,230,M8,False
tomato,1,816.0,Firozabad APMC,3.1442,0.0019,54110.440003,242,M8,True
tomato,1,820.0,Ghatal APMC,-1.1669,0.2453,-38121.935279,133,M6,False
tomato,1,821.0,Champadanga APMC,2.4569,0.0147,93749.492017,242,M8,True
tomato,1,823.0,Udupi APMC,3.0482,0.0026,80806.231734,183,M8,True
tomato,1,892.0,Ibrahimputnam APMC,1.9173,0.0565,38990.629505,214,M8,False
tomato,1,987.0,Pattikonda APMC,0.5423,0.5884,12245.676967,170,M8,False
tomato,1,1048.0,Venkateswarnagar APMC,1.8047,0.0724,26148.657879,233,M8,False
tomato,1,1061.0,Udumalpet APMC,-1.9845,0.0496,-61089.662058,113,M6,True
tomato,1,1070.0,Haldwani APMC,1.8604,0.064,39267.944848,242,M8,False
tomato,1,1071.0,Haridwar Union APMC,1.1189,0.2643,11400.986886,242,M8,False
tomato,1,1072.0,Ramnagar APMC,1.8816,0.0612,32089.463267,225,M8,False
tomato,1,1073.0,Roorkee APMC,-1.8761,0.0618,-16180.559542,242,M6,False
tomato,1,1074.0,Kotadwara APMC,3.2164,0.0015,48576.8159,242,M8,True
tomato,1,1077.0,Manglaur APMC,0.8171,0.4147,14125.331352,242,M8,False
tomato,1,1078.0,Gudimalkapur APMC,0.0289,0.977,396.026233,242,M8,False
tomato,1,1079.0,Gohana APMC,1.043,0.298,16602.836658,242,M8,False
tomato,1,1081.0,Thodupuzha Market,1.7218,0.0864,70982.293393,242,M8,False
tomato,1,1108.0,Ambala Cantt. APMC,1.8038,0.0727,35277.375983,210,M8,False
tomato,1,1110.0,Ballabhgarh APMC,2.1029,0.0365,32443.743772,242,M8,True
tomato,1,1111.0,Sohna APMC,1.9838,0.0484,35003.448671,242,M8,True
tomato,1,1113.0,Mohindergarh APMC,2.0765,0.039,35834.568148,225,M8,True
tomato,1,1124.0,Bahadajholla APMC,-0.6264,0.5318,-9665.525108,205,M6,False
tomato,1,1125.0,Panposh APMC,1.0045,0.3162,38360.121162,223,M8,False
tomato,1,1128.0,Sirhind APMC,0.6683,0.5046,11367.426906,242,M8,False
tomato,1,1130.0,Mansa APMC,-0.5773,0.5643,-12947.777852,242,M6,False
tomato,1,1132.0,Madanganj Kishangarh APMC,-0.0521,0.9585,-686.011716,200,M6,False
tomato,1,1138.0,Bijnaur APMC,2.8132,0.0053,44991.080631,229,M8,True
tomato,1,1139.0,Kasganj APMC,2.8856,0.0043,49448.00263,242,M8,True
tomato,1,1140.0,Amroha APMC,2.6853,0.0078,46472.465836,230,M8,True
tomato,1,1141.0,Pukharayan APMC,3.3478,0.0009,50601.685828,242,M8,True
tomato,1,1142.0,Kosikalan APMC,2.3605,0.019,41142.794191,242,M8,True
tomato,1,1143.0,Unnao APMC,3.3164,0.0011,62951.264075,242,M8,True
tomato,1,1147.0,Padra APMC,1.8839,0.0608,39510.329884,242,M8,False
tomato,1,1202.0,Sangareddy APMC,0.5515,0.5821,9614.305802,162,M8,False
tomato,1,1214.0,Tindivanam APMC,-0.2251,0.8223,-7637.444059,113,M6,False
tomato,1,1273.0,Navsari APMC,-0.7617,0.4474,-21195.453846,162,M6,False
tomato,1,1275.0,Kapadvanj APMC,2.5419,0.0117,71486.802965,242,M8,True
tomato,1,1287.0,Shrirampur APMC,-0.4857,0.6276,-7271.288968,242,M6,False
tomato,1,1290.0,Bhusaval APMC,0.3136,0.7541,5121.108316,242,M8,False
tomato,1,1304.0,Vadgaonpeth APMC,0.7739,0.4397,9897.985214,242,M8,False
tomato,1,1308.0,Islampur APMC,2.3406,0.0201,42052.541932,242,M8,True
tomato,1,1310.0,Karad APMC,1.6645,0.0973,32641.027088,242,M8,False
tomato,1,1312.0,Phaltan APMC,1.5378,0.1254,12887.595243,242,M8,False
tomato,1,1313.0,Satara APMC,0.0054,0.9957,86.155325,242,M8,False
tomato,1,1315.0,Vai APMC,-0.4966,0.6199,-8914.861001,242,M6,False
tomato,1,1318.0,Mangal Wedha APMC,2.7578,0.0063,43687.091312,242,M8,True
tomato,1,1355.0,Kalmeshwar APMC,1.869,0.0628,28350.651024,242,M8,False
tomato,1,1372.0,Bijaynagar APMC,0.0889,0.9292,1121.664086,226,M8,False
tomato,1,1377.0,Bayana APMC,0.2576,0.797,2061.956874,190,M8,False
tomato,1,1385.0,Sujangarh APMC,1.2405,0.216,11007.01434,242,M8,False
tomato,1,1386.0,Bhadara APMC,-0.9648,0.3356,-11352.934447,242,M6,False
tomato,1,1387.0,Goluwala APMC,-0.3652,0.7152,-7624.598489,242,M6,False
tomato,1,1389.0,Rawatsar APMC,0.8681,0.3862,10464.745772,242,M8,False
tomato,1,1391.0,Suratgarh APMC,0.5952,0.5524,16133.342429,200,M8,False
tomato,1,1416.0,Chittorgarh APMC,2.4219,0.0166,76033.624804,149,M8,True
tomato,1,1418.0,Rajsamand APMC,2.2671,0.0243,58461.127425,242,M8,True
tomato,1,1427.0,Zira APMC,1.4653,0.1442,36298.636099,242,M8,False
tomato,1,1428.0,Dinanagar APMC,0.876,0.3819,16917.973173,242,M8,False
tomato,1,1432.0,Dasuya APMC,1.9437,0.0535,78698.782533,184,M8,False
tomato,1,1433.0,Garh Shankar APMC,0.2881,0.7735,4606.052668,242,M8,False
tomato,1,1434.0,Tanda Urmur APMC,0.6435,0.5206,13537.21403,226,M8,False
tomato,1,1438.0,Lohian Khas APMC,-0.6837,0.4949,-5269.713606,205,M6,False
tomato,1,1441.0,Doraha APMC,2.0398,0.0425,51739.60194,242,M8,True
tomato,1,1446.0,Sahnewal APMC,1.3997,0.1629,40714.201244,242,M8,False
tomato,1,1452.0,Bariwala APMC,-0.5679,0.5707,-8906.499677,232,M6,False
tomato,1,1456.0,Rajpura APMC,0.3415,0.733,6222.462581,242,M8,False
tomato,1,1457.0,Chamkaur Sahib APMC,-1.3627,0.1744,-18936.780709,212,M6,False
tomato,1,1458.0,Kharar APMC,2.5692,0.0108,82556.960811,242,M8,True
tomato,1,1464.0,Bassi Pathana APMC,2.2706,0.0241,50210.518447,242,M8,True
tomato,1,1466.0,Khamano APMC,1.2883,0.1989,36792.197015,242,M8,False
tomato,1,1469.0,Vellore APMC,0.35,0.727,9619.750302,113,M8,False
tomato,1,1504.0,Nimapara APMC,-0.5526,0.5843,-17772.057023,34,M6,False
tomato,1,1505.0,Parlakhemundi APMC,1.3113,0.1911,33844.693734,218,M8,False
tomato,1,1506.0,Bhanjanagar APMC,1.7489,0.0816,58795.480801,242,M8,False
tomato,1,1507.0,Boudh APMC,2.4316,0.016,130219.645631,191,M8,True
tomato,1,1510.0,Sargipali APMC,2.4169,0.0164,62106.535614,242,M8,True
tomato,1,1511.0,Udala APMC,-0.9073,0.3651,-21999.688983,242,M6,False
tomato,1,1512.0,Karanjia APMC,-0.3652,0.7169,-14178.297525,40,M6,False
tomato,1,1513.0,Jaleswar APMC,0.6966,0.4868,15592.254756,209,M8,False
tomato,1,1516.0,Kamakhyanagar APMC,1.3611,0.1748,103983.523539,242,M8,False
tomato,1,1519.0,Betnoti APMC,-2.0073,0.0462,-23195.430738,181,M6,True
tomato,1,1520.0,Keonjhar APMC,1.6513,0.1,68189.588237,242,M8,False
tomato,1,1523.0,Balugaon APMC,2.0658,0.0399,62566.082382,242,M8,True
tomato,1,1525.0,Birmaharajpur APMC,0.9462,0.3452,54193.268912,196,M8,False
tomato,1,1527.0,Hinjilicut APMC,1.0871,0.2782,28357.786086,216,M8,False
tomato,1,1537.0,Porbandar APMC,1.2536,0.2112,29292.813001,242,M8,False
tomato,1,1569.0,Bhagta Bhai Ka APMC,-0.1241,0.9013,-2924.779986,242,M6,False
tomato,1,1570.0,Talwandi Sabo APMC,0.3963,0.6923,10257.686682,233,M8,False
tomato,1,1573.0,Mamdot APMC,0.9548,0.3409,32927.880778,192,M8,False
tomato,1,1579.0,Bilga APMC,-2.8168,0.0053,-23193.475352,214,M6,True
tomato,1,1587.0,Dera Bassi APMC,0.577,0.5645,6200.259162,233,M8,False
tomato,1,1593.0,Lehra Gaga APMC,0.9284,0.3541,26685.044361,242,M8,False
tomato,1,1595.0,Sangrur APMC,0.1482,0.8824,3762.453421,171,M8,False
tomato,1,1598.0,Palitana APMC,1.5158,0.1315,52445.968097,162,M8,False
tomato,1,1602.0,Mulbagal APMC,-1.0049,0.3159,-10537.548634,242,M6,False
tomato,1,1606.0,Rayya APMC,-1.2506,0.2123,-9733.478605,242,M6,False
tomato,1,1610.0,Ajmer(F&V) APMC,1.7098,0.0886,17094.189236,242,M8,False
tomato,1,1614.0,Sriganganagar (F&V) APMC,1.8454,0.0663,36163.643073,218,M8,False
tomato,1,1626.0,Damnagar APMC,0.1057,0.9159,3451.587333,242,M8,False
tomato,1,1631.0,Panvel APMC,-0.2556,0.7985,-5189.279399,239,M6,False
tomato,1,1634.0,Rahuri APMC,2.6754,0.008,30496.780805,217,M8,True
tomato,1,1637.0,Akluj APMC,0.8911,0.3744,19550.693881,139,M8,False
tomato,1,1651.0,Ratnagiri (Nachane) APMC,0.7184,0.4732,17973.010839,242,M8,False
tomato,1,1658.0,Patan APMC,-1.2224,0.2227,-18670.23582,242,M6,False
tomato,1,1663.0,Sitarganj APMC,-1.0299,0.3041,-15721.246606,242,M6,False
tomato,1,1664.0,Jaspur(UC) APMC,1.5516,0.1223,43366.437505,213,M8,False
tomato,1,1700.0,Champaknagar APMC,0.3,0.7644,15567.589165,242,M8,False
tomato,1,1702.0,Garjee APMC,-0.4333,0.6652,-16674.982222,242,M6,False
tomato,1,1715.0,Kopaganj APMC,3.3158,0.0011,46854.226445,242,M8,True
tomato,1,1716.0,Partaval APMC,3.3034,0.0011,57311.675399,210,M8,True
tomato,1,1717.0,Orai APMC,3.6108,0.0004,78780.24746,242,M8,True
tomato,1,1718.0,Kannauj APMC,3.528,0.0005,61954.112592,231,M8,True
tomato,1,1719.0,Robertsganj APMC,2.9353,0.0037,49079.979291,242,M8,True
