crop,horizon_weeks,market_id,market,DM_stat,p_value,mean_d,n,better_model,significant_5pct
tomato,1,198.0,Attabira APMC,1.6614,0.0981,55540.325701,218,M7,False
tomato,1,199.0,Bargarh APMC,0.302,0.7629,7481.075698,242,M7,False
tomato,1,200.0,Bhadrak APMC,0.7068,0.4807,23025.086602,174,M7,False
tomato,1,202.0,Kantabaji APMC,1.7087,0.0888,41310.872808,240,M7,False
tomato,1,203.0,Kendrapara APMC,-1.5646,0.119,-49626.487455,242,M6,False
tomato,1,206.0,Kesinga APMC,-2.1127,0.0357,-81234.363315,242,M6,True
tomato,1,207.0,Bhawanipatna APMC,0.1009,0.9197,4380.056438,206,M7,False
tomato,1,214.0,Rayagada APMC,0.5,0.6177,19710.913066,178,M7,False
tomato,1,216.0,Tarantaran APMC,2.0276,0.0437,36542.733941,231,M7,True
tomato,1,218.0,Fazilka APMC,1.2538,0.2111,14806.290817,242,M7,False
tomato,1,219.0,Jalalabad APMC,1.3093,0.1917,21476.799178,242,M7,False
tomato,1,226.0,Khanna APMC,-0.5034,0.6152,-4579.065448,242,M6,False
tomato,1,227.0,Jagraon APMC,0.2252,0.8221,3315.27314,162,M7,False
tomato,1,228.0,Baghapurana APMC,0.489,0.6253,4990.53463,231,M7,False
tomato,1,230.0,Muktsar APMC,0.8742,0.3832,15866.998675,188,M7,False
tomato,1,231.0,Malout APMC,-0.0406,0.9677,-799.116909,242,M6,False
tomato,1,233.0,Patran APMC,-0.693,0.489,-6152.58634,242,M6,False
tomato,1,234.0,Samana APMC,1.2671,0.2064,12775.610629,225,M7,False
tomato,1,235.0,Nabha APMC,-0.222,0.8245,-4503.180359,215,M6,False
tomato,1,236.0,Barnala APMC,0.7579,0.4495,21496.224917,181,M7,False
tomato,1,237.0,Dhuri APMC,1.7211,0.0867,27462.365698,215,M7,False
tomato,1,238.0,Malerkotla APMC,0.1694,0.8657,1684.92968,176,M7,False
tomato,1,239.0,Sunam APMC,0.1179,0.9063,1113.194766,207,M7,False
tomato,1,240.0,Bhawanigarh APMC,0.9893,0.3235,12085.366903,242,M7,False
tomato,1,244.0,Alwar APMC,-1.3824,0.1745,-42132.585871,41,M6,False
tomato,1,247.0,Baran APMC,1.194,0.2349,12660.529672,118,M7,False
tomato,1,250.0,Bhilwara APMC,0.8893,0.3747,25064.932887,242,M7,False
tomato,1,261.0,Jaipur (F&V) APMC,-0.5044,0.6145,-9142.184928,231,M6,False
tomato,1,266.0,Jodhpur (F&V) APMC,-0.7483,0.4593,-11607.324237,36,M6,False
tomato,1,292.0,Ulundurpettai APMC,0.7425,0.4594,36512.232046,113,M7,False
tomato,1,295.0,Bishalgarh APMC,-4.7872,0.0,-222811.601982,217,M6,True
tomato,1,296.0,Teliamura APMC,0.716,0.4747,20082.581972,233,M7,False
tomato,1,297.0,Agra APMC,-1.1506,0.2511,-17732.364054,242,M6,False
tomato,1,298.0,Prayagraj APMC,2.165,0.0314,22366.469992,242,M7,True
tomato,1,299.0,Bahraich APMC,0.4391,0.661,6442.124126,242,M7,False
tomato,1,300.0,Ballia APMC,1.2177,0.2246,15414.947756,228,M7,False
tomato,1,301.0,Barabanki APMC,0.7848,0.4333,11100.861775,242,M7,False
tomato,1,302.0,Bareilly APMC,-0.5458,0.5857,-7496.748624,242,M6,False
tomato,1,303.0,Dehradoon APMC,1.0952,0.2746,13402.693201,220,M7,False
tomato,1,305.0,Farukhabad APMC,1.266,0.2068,19136.850764,231,M7,False
tomato,1,306.0,Ghaziabad APMC,0.5111,0.6098,5303.801253,228,M7,False
tomato,1,307.0,Gorakhpur APMC,0.0724,0.9424,1077.556123,242,M7,False
tomato,1,308.0,Hardoi APMC,1.0135,0.3119,13938.416004,228,M7,False
tomato,1,309.0,Etawah APMC,0.8185,0.4139,10569.288942,242,M7,False
tomato,1,310.0,Jaunpur APMC,0.6227,0.5341,8370.620729,242,M7,False
tomato,1,311.0,Kanpur(Grain) APMC,0.8398,0.4018,10973.896465,242,M7,False
tomato,1,313.0,Lakhimpur APMC,1.8586,0.0643,22463.934067,242,M7,False
tomato,1,314.0,Lalitpur APMC,0.2631,0.7927,3805.331414,221,M7,False
tomato,1,315.0,Lucknow APMC,1.5666,0.1185,18944.888623,242,M7,False
tomato,1,316.0,Mainpuri APMC,-0.3378,0.7359,-5271.440087,209,M6,False
tomato,1,317.0,Meerut APMC,-0.4844,0.6286,-11791.070287,228,M6,False
tomato,1,318.0,Muradabad APMC,-0.0134,0.9893,-200.656128,230,M6,False
tomato,1,319.0,Kashipur APMC,0.2496,0.8031,4131.319368,240,M7,False
tomato,1,320.0,Pilibhit APMC,0.4124,0.6804,5641.216178,242,M7,False
tomato,1,321.0,Saharanpur APMC,1.2104,0.2274,17017.957526,227,M7,False
tomato,1,322.0,Shahjahanpur APMC,1.3351,0.1832,18959.949042,227,M7,False
tomato,1,324.0,Sitapur APMC,1.4418,0.1507,19790.2338,232,M7,False
tomato,1,326.0,Rudrapur APMC,-0.37,0.7117,-8923.970305,237,M6,False
tomato,1,328.0,Barasat APMC,2.3488,0.0196,68241.369141,242,M7,True
tomato,1,331.0,Kalna APMC,1.4761,0.1412,32517.059674,242,M7,False
tomato,1,333.0,Coochbehar APMC,0.7471,0.4557,18522.647096,242,M7,False
tomato,1,334.0,Pandua APMC,1.1097,0.2682,29282.252216,242,M7,False
tomato,1,406.0,Durg APMC,1.0725,0.2846,18677.202436,242,M7,False
tomato,1,414.0,Raigarh APMC,-0.4939,0.6218,-8324.31473,242,M6,False
tomato,1,423.0,APMC Keshopur,-0.8364,0.4038,-28638.368685,242,M6,False
tomato,1,424.0,APMC Shahdara,0.5975,0.5509,17714.995634,199,M7,False
tomato,1,434.0,Ankleshwar APMC,-0.4756,0.6348,-7491.233872,242,M6,False
tomato,1,450.0,Vadhvan APMC,0.0078,0.9938,162.580467,242,M7,False
tomato,1,452.0,Panipat APMC,-0.586,0.5585,-3886.78363,242,M6,False
tomato,1,454.0,Sonepat APMC,1.1565,0.2486,18174.97388,241,M7,False
tomato,1,455.0,Rohtak APMC,-1.3071,0.1924,-13409.752702,238,M6,False
tomato,1,456.0,Jhajjar APMC,-1.1233,0.2624,-28840.533647,242,M6,False
tomato,1,457.0,Rewari APMC,-0.0596,0.9525,-777.026491,242,M6,False
tomato,1,459.0,Gurgaon APMC,-1.8683,0.0629,-25574.146814,242,M6,False
tomato,1,462.0,PMY Una,-0.7669,0.4439,-19294.367487,242,M6,False
tomato,1,463.0,PMY Chamba,0.5076,0.6122,7814.753707,242,M7,False
tomato,1,464.0,PMY Bilaspur,0.3403,0.734,5169.09046,242,M7,False
tomato,1,465.0,SMY Dhanotu,2.0641,0.0401,30638.523493,242,M7,True
tomato,1,466.0,PMY Hamirpur,-1.0934,0.2753,-24214.476998,242,M6,False
tomato,1,467.0,PMY Dhalli Shimla,0.2965,0.7671,6359.575732,242,M7,False
tomato,1,468.0,SMY Palampur,0.9332,0.3517,16557.252474,242,M7,False
tomato,1,471.0,SMY Bhuntar,-0.275,0.7836,-3582.174859,242,M6,False
tomato,1,472.0,Narwal Jammu (F&V),-1.0445,0.2973,-20950.318087,242,M6,False
tomato,1,489.0,Doddaballapur APMC,-2.5131,0.0127,-33599.152336,216,M6,True
tomato,1,491.0,Srinivasapur APMC,-2.2021,0.0288,-32212.12869,208,M6,True
tomato,1,492.0,Gauribidanur APMC,-2.7377,0.0067,-25452.698725,217,M6,True
tomato,1,497.0,Gundlupet APMC,-0.7891,0.4308,-14869.841349,242,M6,False
tomato,1,499.0,K.R. Pet APMC,0.2246,0.8225,2425.506858,242,M7,False
tomato,1,515.0,Palayam Market,2.3189,0.0212,102975.933587,242,M7,True
tomato,1,530.0,Morena APMC,2.0891,0.0385,66951.361404,139,M7,True
tomato,1,555.0,Pandharpur APMC,0.34,0.7342,3201.903193,211,M7,False
tomato,1,557.0,Chattrapati Sambhajinagar APMC,-1.5677,0.1183,-28094.249894,242,M6,False
tomato,1,591.0,Koraput APMC,1.2075,0.2286,20744.693261,207,M7,False
tomato,1,592.0,Baripada APMC,-1.3407,0.1813,-37945.713619,242,M6,False
tomato,1,593.0,Padampur APMC,-0.6066,0.545,-59915.717914,169,M6,False
tomato,1,594.0,Khariar Road APMC,-0.6177,0.5373,-21149.848947,242,M6,False
tomato,1,595.0,Bolangir APMC,-1.4973,0.1361,-46517.328895,175,M6,False
tomato,1,598.0,Patti APMC,-1.1847,0.2373,-19394.263041,242,M6,False
tomato,1,600.0,Gurdaspur APMC,2.9473,0.0036,27090.58529,182,M7,True
tomato,1,603.0,Bathinda APMC,2.0686,0.0396,28006.933075,242,M7,True
tomato,1,605.0,Raman APMC,1.0269,0.3055,17866.329839,242,M7,False
tomato,1,606.0,Faridkot APMC,1.0866,0.2788,18823.490238,169,M7,False
tomato,1,608.0,Firozepur City APMC,1.6989,0.0907,61738.037081,226,M7,False
tomato,1,613.0,Samrala APMC,1.1952,0.2333,12906.201604,212,M7,False
tomato,1,614.0,Phagwara APMC,-0.7749,0.4392,-9327.485919,223,M6,False
tomato,1,615.0,Budalada APMC,1.172,0.2424,22886.913119,242,M7,False
tomato,1,617.0,Giddarbaha APMC,0.5916,0.5548,13023.933398,210,M7,False
tomato,1,619.0,Dudhansadhan APMC,1.7706,0.0779,29481.389443,242,M7,False
tomato,1,621.0,Ropar APMC,0.0722,0.9428,3569.547908,39,M7,False
tomato,1,627.0,Churu APMC,-1.1836,0.2377,-13839.139183,242,M6,False
tomato,1,631.0,Jalore APMC,-0.5999,0.5492,-5912.776555,242,M6,False
tomato,1,636.0,Jhunjhunu APMC,-0.6941,0.4885,-10029.853111,195,M6,False
tomato,1,638.0,Sikar APMC,-1.0814,0.2806,-14150.777276,242,M6,False
tomato,1,642.0,Abu Road APMC,-2.091,0.0376,-29347.077369,242,M6,True
tomato,1,647.0,Buland Shahr APMC,0.9416,0.3473,10270.755963,242,M7,False
tomato,1,649.0,Baraut APMC,1.0731,0.2844,7147.405177,229,M7,False
tomato,1,650.0,Shamli APMC,1.0436,0.2977,14041.599394,232,M7,False
tomato,1,651.0,Khatauli APMC,0.4923,0.6231,7539.479415,187,M7,False
tomato,1,652.0,Etah APMC,0.7432,0.4581,10384.841474,242,M7,False
tomato,1,653.0,Mathura APMC,-0.0757,0.9397,-892.951457,242,M6,False
tomato,1,654.0,Rampur APMC,0.1581,0.8745,2688.150217,214,M7,False
tomato,1,655.0,Badayoun APMC,0.1597,0.8733,2244.189269,242,M7,False
tomato,1,656.0,Chandausi APMC,-0.0457,0.9636,-577.529844,242,M6,False
tomato,1,657.0,Raibareilly APMC,1.3147,0.1899,13196.980338,242,M7,False
tomato,1,658.0,Gonda APMC,-0.9075,0.3651,-14862.083118,242,M6,False
tomato,1,659.0,Sultanpur APMC,-0.0983,0.9218,-1536.482139,227,M6,False
tomato,1,660.0,Pratapgarh APMC,0.9285,0.3541,13738.88464,242,M7,False
tomato,1,661.0,Devariya APMC,0.8062,0.421,10376.668966,227,M7,False
tomato,1,662.0,Basti APMC,0.7838,0.4339,9817.298198,242,M7,False
tomato,1,663.0,Azamgarh APMC,0.9275,0.3546,12229.205152,242,M7,False
tomato,1,664.0,Mirzapur APMC,0.6409,0.5222,8728.176954,230,M7,False
tomato,1,666.0,Jhansi APMC,0.5893,0.5562,7871.753405,232,M7,False
tomato,1,667.0,Rishikesh APMC,1.0302,0.304,12492.58805,242,M7,False
tomato,1,668.0,Vikasnagar APMC,1.7568,0.0802,14899.677949,242,M7,False
tomato,1,669.0,Khateema APMC,-0.1288,0.8976,-1241.079276,242,M6,False
tomato,1,670.0,Burdwan APMC,1.2662,0.2067,30125.21749,242,M7,False
tomato,1,671.0,Medinipur(West) APMC,0.4916,0.6234,10252.439447,242,M7,False
tomato,1,672.0,Birbhum APMC,0.9502,0.343,30073.508627,242,M7,False
tomato,1,675.0,Jalpaiguri Sadar APMC,1.4164,0.1581,40461.098205,214,M7,False
tomato,1,676.0,Alipurduar APMC,1.3269,0.1858,41692.561065,242,M7,False
tomato,1,681.0,Vadaseri APMC,1.2962,0.1976,59633.958486,113,M7,False
tomato,1,682.0,Muzzafarnagar APMC,1.0681,0.2866,13511.719656,223,M7,False
tomato,1,683.0,Panisagar APMC,1.1954,0.2331,38673.348962,231,M7,False
tomato,1,690.0,Channapatna APMC,-3.2855,0.0013,-42129.13832,156,M6,True
tomato,1,707.0,Chamarajanagar APMC,-0.5761,0.5651,-5908.591296,242,M6,False
tomato,1,709.0,Chikkamagaluru APMC,-1.7188,0.0869,-21287.866883,242,M6,False
tomato,1,728.0,Kalaburagi APMC,-2.3387,0.0202,-29292.347875,242,M6,True
tomato,1,735.0,Hassan APMC,-2.228,0.027,-37903.796925,205,M6,True
tomato,1,742.0,Chickkaballapura APMC,-1.7003,0.0904,-20368.327077,242,M6,False
tomato,1,743.0,Chintamani APMC,-1.2193,0.2239,-10499.880207,242,M6,False
tomato,1,744.0,Bangarpet APMC,-0.3582,0.7205,-5043.820005,216,M6,False
tomato,1,745.0,Ramanagara APMC,-2.1666,0.0312,-36070.966868,242,M6,True
tomato,1,753.0,Shimoga APMC,-1.3341,0.1834,-23974.85814,242,M6,False
tomato,1,793.0,Lalru APMC,1.496,0.136,17416.964664,242,M7,False
tomato,1,794.0,Morinda APMC,0.9966,0.3203,12148.730826,177,M7,False
tomato,1,795.0,Fatehpur APMC,1.7958,0.0738,25565.629716,242,M7,False
tomato,1,796.0,Auraiya APMC,0.8192,0.4135,11222.701181,242,M7,False
tomato,1,797.0,Mahoba APMC,0.3119,0.7554,4575.728125,212,M7,False
tomato,1,799.0,Ramkrishanpur(Howrah) APMC,1.4219,0.1564,35665.005602,242,M7,False
tomato,1,813.0,Sangamner APMC,-0.0126,0.9899,-162.866981,230,M6,False
tomato,1,816.0,Firozabad APMC,-1.0496,0.2949,-15743.987142,242,M6,False
tomato,1,820.0,Ghatal APMC,0.7617,0.4476,25173.491016,133,M7,False
tomato,1,821.0,Champadanga APMC,1.1066,0.2696,26644.540898,242,M7,False
tomato,1,823.0,Udupi APMC,-0.3454,0.7302,-6728.60174,183,M6,False
tomato,1,892.0,Ibrahimputnam APMC,-1.6352,0.1035,-29768.549108,214,M6,False
tomato,1,987.0,Pattikonda APMC,-0.7631,0.4465,-14145.000556,170,M6,False
tomato,1,1048.0,Venkateswarnagar APMC,-2.1049,0.0364,-31754.603037,233,M6,True
tomato,1,1061.0,Udumalpet APMC,0.9265,0.3562,41204.845735,113,M7,False
tomato,1,1070.0,Haldwani APMC,0.7416,0.4591,12404.845343,242,M7,False
tomato,1,1071.0,Haridwar Union APMC,1.7967,0.0736,19697.463015,242,M7,False
tomato,1,1072.0,Ramnagar APMC,-0.0324,0.9742,-735.710064,225,M6,False
tomato,1,1073.0,Roorkee APMC,1.6653,0.0971,11286.340178,242,M7,False
tomato,1,1074.0,Kotadwara APMC,1.0174,0.31,13572.261202,242,M7,False
tomato,1,1077.0,Manglaur APMC,0.8224,0.4117,7967.943409,242,M7,False
tomato,1,1078.0,Gudimalkapur APMC,-1.4809,0.1399,-20835.261832,242,M6,False
tomato,1,1079.0,Gohana APMC,0.6716,0.5025,8538.202906,242,M7,False
tomato,1,1081.0,Thodupuzha Market,-1.0985,0.2731,-55400.412951,242,M6,False
tomato,1,1108.0,Ambala Cantt. APMC,-0.4199,0.675,-6304.604059,210,M6,False
tomato,1,1110.0,Ballabhgarh APMC,-0.3363,0.7369,-5480.035375,242,M6,False
tomato,1,1111.0,Sohna APMC,0.1623,0.8712,2964.412985,242,M7,False
tomato,1,1113.0,Mohindergarh APMC,-0.45,0.6531,-5787.493983,225,M6,False
tomato,1,1124.0,Bahadajholla APMC,2.7097,0.0073,75167.856608,205,M7,True
tomato,1,1125.0,Panposh APMC,-0.5846,0.5594,-18499.053685,223,M6,False
tomato,1,1128.0,Sirhind APMC,0.2197,0.8263,2974.954058,242,M7,False
tomato,1,1130.0,Mansa APMC,1.8218,0.0697,32886.296756,242,M7,False
tomato,1,1132.0,Madanganj Kishangarh APMC,1.9347,0.0544,23902.36471,200,M7,False
tomato,1,1138.0,Bijnaur APMC,0.1544,0.8774,2293.913414,229,M7,False
tomato,1,1139.0,Kasganj APMC,1.6606,0.0981,25328.902602,242,M7,False
tomato,1,1140.0,Amroha APMC,0.1606,0.8726,2436.904438,230,M7,False
tomato,1,1141.0,Pukharayan APMC,1.4881,0.138,18123.331342,242,M7,False
tomato,1,1142.0,Kosikalan APMC,-0.0837,0.9333,-920.498655,242,M6,False
tomato,1,1143.0,Unnao APMC,1.373,0.171,15955.272956,242,M7,False
tomato,1,1147.0,Padra APMC,-0.8545,0.3937,-14293.994623,242,M6,False
tomato,1,1202.0,Sangareddy APMC,0.3109,0.7562,5898.854107,162,M7,False
tomato,1,1214.0,Tindivanam APMC,1.6436,0.1031,94262.895167,113,M7,False
tomato,1,1273.0,Navsari APMC,-0.134,0.8935,-3048.320344,162,M6,False
tomato,1,1275.0,Kapadvanj APMC,-0.5948,0.5525,-9134.120431,242,M6,False
tomato,1,1287.0,Shrirampur APMC,0.2197,0.8263,3121.445068,242,M7,False
tomato,1,1290.0,Bhusaval APMC,-1.1508,0.251,-17603.452804,242,M6,False
tomato,1,1304.0,Vadgaonpeth APMC,-0.6758,0.4998,-8475.597088,242,M6,False
tomato,1,1308.0,Islampur APMC,0.6922,0.4895,12624.873479,242,M7,False
tomato,1,1310.0,Karad APMC,0.2122,0.8322,3417.532038,242,M7,False
tomato,1,1312.0,Phaltan APMC,-1.7894,0.0748,-17222.520024,242,M6,False
tomato,1,1313.0,Satara APMC,2.1021,0.0366,32335.725541,242,M7,True
tomato,1,1315.0,Vai APMC,0.4302,0.6674,11143.890973,242,M7,False
tomato,1,1318.0,Mangal Wedha APMC,0.164,0.8698,3343.62737,242,M7,False
tomato,1,1355.0,Kalmeshwar APMC,-1.0383,0.3002,-27154.578865,242,M6,False
tomato,1,1372.0,Bijaynagar APMC,0.1005,0.92,1480.507536,226,M7,False
tomato,1,1377.0,Bayana APMC,-0.8216,0.4124,-8118.446925,190,M6,False
tomato,1,1385.0,Sujangarh APMC,0.7147,0.4755,4991.491745,242,M7,False
tomato,1,1386.0,Bhadara APMC,1.006,0.3154,16303.231495,242,M7,False
tomato,1,1387.0,Goluwala APMC,0.7635,0.4459,15308.855191,242,M7,False
tomato,1,1389.0,Rawatsar APMC,1.8818,0.0611,17640.318904,242,M7,False
tomato,1,1391.0,Suratgarh APMC,-0.5242,0.6007,-11223.332076,200,M6,False
tomato,1,1416.0,Chittorgarh APMC,-1.2843,0.201,-42366.476092,149,M6,False
tomato,1,1418.0,Rajsamand APMC,-0.8497,0.3963,-17939.214884,242,M6,False
tomato,1,1427.0,Zira APMC,0.8636,0.3887,15013.25066,242,M7,False
tomato,1,1428.0,Dinanagar APMC,0.2116,0.8326,3191.796572,242,M7,False
tomato,1,1432.0,Dasuya APMC,-0.9562,0.3402,-15724.559331,184,M6,False
tomato,1,1433.0,Garh Shankar APMC,0.4409,0.6597,5233.426033,242,M7,False
tomato,1,1434.0,Tanda Urmur APMC,-0.3827,0.7023,-6026.048092,226,M6,False
tomato,1,1438.0,Lohian Khas APMC,0.5548,0.5796,4553.586843,205,M7,False
tomato,1,1441.0,Doraha APMC,1.2463,0.2139,19660.786022,242,M7,False
tomato,1,1446.0,Sahnewal APMC,-0.3823,0.7026,-5986.49943,242,M6,False
tomato,1,1452.0,Bariwala APMC,1.3065,0.1927,26191.857287,232,M7,False
tomato,1,1456.0,Rajpura APMC,0.8721,0.384,14943.494019,242,M7,False
tomato,1,1457.0,Chamkaur Sahib APMC,2.8838,0.0043,38638.703729,212,M7,True
tomato,1,1458.0,Kharar APMC,-0.1824,0.8554,-3761.668747,242,M6,False
tomato,1,1464.0,Bassi Pathana APMC,1.1558,0.2489,32378.282334,242,M7,False
tomato,1,1466.0,Khamano APMC,0.7149,0.4754,13770.568414,242,M7,False
tomato,1,1469.0,Vellore APMC,1.8027,0.0741,86610.240965,113,M7,False
tomato,1,1504.0,Nimapara APMC,-0.9814,0.3336,-24747.848784,34,M6,False
tomato,1,1505.0,Parlakhemundi APMC,-0.2782,0.7811,-9305.127516,218,M6,False
tomato,1,1506.0,Bhanjanagar APMC,0.2594,0.7956,7075.894669,242,M7,False
tomato,1,1507.0,Boudh APMC,-1.0045,0.3164,-51214.303665,191,M6,False
tomato,1,1510.0,Sargipali APMC,0.371,0.7109,8427.542489,242,M7,False
tomato,1,1511.0,Udala APMC,0.2981,0.7659,8085.88239,242,M7,False
tomato,1,1512.0,Karanjia APMC,-0.3299,0.7433,-11431.848138,40,M6,False
tomato,1,1513.0,Jaleswar APMC,1.1639,0.2458,20909.252838,209,M7,False
tomato,1,1516.0,Kamakhyanagar APMC,-0.1793,0.8578,-7957.369271,242,M6,False
tomato,1,1519.0,Betnoti APMC,0.3631,0.7169,3003.238696,181,M7,False
tomato,1,1520.0,Keonjhar APMC,2.0159,0.0449,46399.439516,242,M7,True
tomato,1,1523.0,Balugaon APMC,0.2328,0.8161,6669.932163,242,M7,False
tomato,1,1525.0,Birmaharajpur APMC,-1.9752,0.0497,-125058.929203,196,M6,True
tomato,1,1527.0,Hinjilicut APMC,1.1878,0.2362,33458.657363,216,M7,False
tomato,1,1537.0,Porbandar APMC,0.3465,0.7293,7470.494562,242,M7,False
tomato,1,1569.0,Bhagta Bhai Ka APMC,-0.0894,0.9289,-1027.094636,242,M6,False
tomato,1,1570.0,Talwandi Sabo APMC,0.1063,0.9155,2410.645798,233,M7,False
tomato,1,1573.0,Mamdot APMC,-0.4896,0.625,-12006.492564,192,M6,False
tomato,1,1579.0,Bilga APMC,1.3345,0.1835,7511.679309,214,M7,False
tomato,1,1587.0,Dera Bassi APMC,0.7284,0.4671,4813.423997,233,M7,False
tomato,1,1593.0,Lehra Gaga APMC,-0.4991,0.6182,-14211.062899,242,M6,False
tomato,1,1595.0,Sangrur APMC,0.0657,0.9477,1883.133064,171,M7,False
tomato,1,1598.0,Palitana APMC,0.1547,0.8773,3096.215838,162,M7,False
tomato,1,1602.0,Mulbagal APMC,-1.3207,0.1878,-13059.131913,242,M6,False
tomato,1,1606.0,Rayya APMC,1.9914,0.0476,17012.74206,242,M7,True
tomato,1,1610.0,Ajmer(F&V) APMC,1.149,0.2517,9463.094496,242,M7,False
tomato,1,1614.0,Sriganganagar (F&V) APMC,1.2307,0.2198,25299.035485,218,M7,False
tomato,1,1626.0,Damnagar APMC,-2.1694,0.031,-70377.24422,242,M6,True
tomato,1,1631.0,Panvel APMC,-1.6455,0.1012,-41173.570914,239,M6,False
tomato,1,1634.0,Rahuri APMC,-0.3038,0.7616,-3398.971693,217,M6,False
tomato,1,1637.0,Akluj APMC,1.3297,0.1858,55800.854072,139,M7,False
tomato,1,1651.0,Ratnagiri (Nachane) APMC,0.7125,0.4769,17311.694099,242,M7,False
tomato,1,1658.0,Patan APMC,2.5524,0.0113,31171.852966,242,M7,True
tomato,1,1663.0,Sitarganj APMC,-0.247,0.8051,-2735.348099,242,M6,False
tomato,1,1664.0,Jaspur(UC) APMC,3.0581,0.0025,38309.12741,213,M7,True
tomato,1,1700.0,Champaknagar APMC,-4.8873,0.0,-255349.911856,242,M6,True
tomato,1,1702.0,Garjee APMC,-3.4496,0.0007,-130402.705047,242,M6,True
tomato,1,1715.0,Kopaganj APMC,0.9288,0.3539,9021.12911,242,M7,False
