crop,state,state_code,district,market,market_id,week_start,iso_year,iso_week,modal_price_weighted,arrivals_tonnes_week,trading_days
tomato,Telangana,TL,Mahbubnagar,Shadnagar APMC,9.0,2020-11-09,2020,46,1918.987341772152,0.7899999999999999,7.0
tomato,Telangana,TL,Mahbubnagar,Shadnagar APMC,9.0,2020-11-16,2020,47,1800.0,1.22,4.0
tomato,Telangana,TL,Mahbubnagar,Shadnagar APMC,9.0,2020-11-23,2020,48,900.0,0.37,3.0
tomato,Telangana,TL,Mahbubnagar,Shadnagar APMC,9.0,2020-11-30,2020,49,900.0000000000001,0.4399999999999999,4.0
tomato,Telangana,TL,Mahbubnagar,Shadnagar APMC,9.0,2020-12-07,2020,50,894.7368421052631,1.9,7.0
tomato,Telangana,TL,Mahbubnagar,Shadnagar APMC,9.0,2020-12-14,2020,51,650.0,2.2,7.0
tomato,Telangana,TL,Mahbubnagar,Shadnagar APMC,9.0,2020-12-21,2020,52,411.1111111111111,2.7,6.0
tomato,Telangana,TL,Mahbubnagar,Shadnagar APMC,9.0,2020-12-28,2020,53,624.0,2.5,6.0
tomato,Telangana,TL,Mahbubnagar,Shadnagar APMC,9.0,2021-01-04,2021,1,740.0,2.5,5.0
tomato,Telangana,TL,Mahbubnagar,Shadnagar APMC,9.0,2021-01-11,2021,2,654.1666666666667,2.4,5.0
tomato,Telangana,TL,Mahbubnagar,Shadnagar APMC,9.0,2021-01-18,2021,3,400.0,2.0,5.0
tomato,Telangana,TL,Mahbubnagar,Shadnagar APMC,9.0,2021-01-25,2021,4,358.06451612903226,3.1,6.0
tomato,Telangana,TL,Mahbubnagar,Shadnagar APMC,9.0,2021-02-22,2021,8,514.6666666666666,0.7500000000000001,5.0
tomato,Telangana,TL,Mahbubnagar,Shadnagar APMC,9.0,2021-03-01,2021,9,507.6923076923077,0.52,3.0
tomato,Telangana,TL,Mahbubnagar,Shadnagar APMC,9.0,2021-03-08,2021,10,648.854961832061,1.31,7.0
tomato,Telangana,TL,Mahbubnagar,Shadnagar APMC,9.0,2021-03-15,2021,11,818.0327868852459,1.83,7.0
tomato,Telangana,TL,Mahbubnagar,Shadnagar APMC,9.0,2021-03-22,2021,12,685.7142857142857,0.77,6.0
tomato,Telangana,TL,Mahbubnagar,Shadnagar APMC,9.0,2021-03-29,2021,13,700.0,0.45,3.0
tomato,Telangana,TL,Mahbubnagar,Shadnagar APMC,9.0,2021-04-19,2021,16,349.3827160493827,0.81,6.0
tomato,Telangana,TL,Mahbubnagar,Shadnagar APMC,9.0,2021-04-26,2021,17,800.0,0.8,5.0
tomato,Telangana,TL,Mahbubnagar,Shadnagar APMC,9.0,2021-05-03,2021,18,412.6984126984127,1.26,7.0
tomato,Telangana,TL,Mahbubnagar,Shadnagar APMC,9.0,2021-05-10,2021,19,587.7862595419847,1.31,7.0
tomato,Telangana,TL,Mahbubnagar,Shadnagar APMC,9.0,2021-05-17,2021,20,464.34782608695656,1.15,6.0
tomato,Telangana,TL,Mahbubnagar,Shadnagar APMC,9.0,2021-05-24,2021,21,440.5594405594406,1.43,7.0
tomato,Telangana,TL,Mahbubnagar,Shadnagar APMC,9.0,2021-05-31,2021,22,408.2089552238807,1.34,6.0
tomato,Telangana,TL,Mahbubnagar,Shadnagar APMC,9.0,2021-06-07,2021,23,363.33333333333337,1.2,6.0
tomato,Telangana,TL,Mahbubnagar,Shadnagar APMC,9.0,2021-06-14,2021,24,821.7391304347826,1.38,7.0
tomato,Telangana,TL,Mahbubnagar,Shadnagar APMC,9.0,2021-06-21,2021,25,1220.0,1.25,6.0
tomato,Telangana,TL,Mahbubnagar,Shadnagar APMC,9.0,2021-06-28,2021,26,1001.7241379310344,1.16,6.0
tomato,Telangana,TL,Mahbubnagar,Shadnagar APMC,9.0,2021-07-05,2021,27,678.8321167883211,1.37,7.0
tomato,Telangana,TL,Mahbubnagar,Shadnagar APMC,9.0,2021-07-12,2021,28,1172.8723404255318,0.94,7.0
tomato,Telangana,TL,Mahbubnagar,Shadnagar APMC,9.0,2021-07-19,2021,29,1234.042553191489,0.47,4.0
tomato,Telangana,TL,Mahbubnagar,Shadnagar APMC,9.0,2021-07-26,2021,30,1019.53125,0.64,5.0
tomato,Telangana,TL,Mahbubnagar,Shadnagar APMC,9.0,2021-08-02,2021,31,1018.8888888888888,0.9,7.0
tomato,Telangana,TL,Mahbubnagar,Shadnagar APMC,9.0,2021-08-09,2021,32,1088.235294117647,0.6799999999999999,4.0
