design,week_start,dynamic_ATT_pct
hub_placebo_in_time_2021,2019-08-19,-1.07
hub_placebo_in_time_2021,2019-08-26,1.42
hub_placebo_in_time_2021,2019-09-02,0.84
hub_placebo_in_time_2021,2019-09-09,5.68
hub_placebo_in_time_2021,2019-09-16,9.68
hub_placebo_in_time_2021,2019-09-23,8.16
hub_placebo_in_time_2021,2019-09-30,4.36
hub_placebo_in_time_2021,2019-10-07,11.26
hub_placebo_in_time_2021,2019-10-14,-0.48
hub_placebo_in_time_2021,2019-10-21,22.82
hub_placebo_in_time_2021,2019-10-28,19.03
hub_placebo_in_time_2021,2019-11-04,15.13
hub_placebo_in_time_2021,2019-11-11,9.55
hub_placebo_in_time_2021,2019-11-18,20.4
hub_placebo_in_time_2021,2019-11-25,8.03
hub_placebo_in_time_2021,2019-12-02,6.82
hub_placebo_in_time_2021,2019-12-09,-5.98
hub_placebo_in_time_2021,2019-12-16,2.66
hub_placebo_in_time_2021,2019-12-23,15.16
hub_placebo_in_time_2021,2019-12-30,-3.51
hub_placebo_in_time_2021,2020-01-06,-5.36
hub_placebo_in_time_2021,2020-01-13,-5.43
hub_placebo_in_time_2021,2020-01-20,5.65
hub_placebo_in_time_2021,2020-01-27,4.0
hub_placebo_in_time_2021,2020-02-03,-5.18
hub_placebo_in_time_2021,2020-02-10,-2.03
hub_placebo_in_time_2021,2020-02-17,0.25
hub_placebo_in_time_2021,2020-02-24,-2.02
hub_placebo_in_time_2021,2020-03-02,-1.77
hub_placebo_in_time_2021,2020-03-09,-5.32
hub_placebo_in_time_2021,2020-03-16,-15.65
hub_placebo_in_time_2021,2020-03-23,-20.41
hub_placebo_in_time_2021,2020-03-30,-15.4
hub_placebo_in_time_2021,2020-04-06,-11.81
hub_placebo_in_time_2021,2020-04-13,-15.84
hub_placebo_in_time_2021,2020-04-20,-16.24
hub_placebo_in_time_2021,2020-04-27,-13.24
hub_placebo_in_time_2021,2020-05-04,-16.14
hub_placebo_in_time_2021,2020-05-11,-17.1
hub_placebo_in_time_2021,2020-05-18,-14.12
hub_placebo_in_time_2021,2020-05-25,-4.18
hub_placebo_in_time_2021,2020-06-01,-0.8
hub_placebo_in_time_2021,2020-06-08,9.71
hub_placebo_in_time_2021,2020-06-15,-6.3
hub_placebo_in_time_2021,2020-06-22,-1.41
hub_placebo_in_time_2021,2020-06-29,-6.35
hub_placebo_in_time_2021,2020-07-06,-11.74
hub_placebo_in_time_2021,2020-07-13,-10.79
hub_placebo_in_time_2021,2020-07-20,-13.51
hub_placebo_in_time_2021,2020-07-27,-12.73
hub_placebo_in_time_2021,2020-08-03,-10.94
hub_placebo_in_time_2021,2020-08-10,-0.55
hub_placebo_in_time_2021,2020-08-17,19.68
hub_placebo_in_time_2021,2020-08-24,10.55
hub_placebo_in_time_2021,2020-08-31,26.16
hub_placebo_in_time_2021,2020-09-07,25.31
hub_placebo_in_time_2021,2020-09-14,21.18
hub_placebo_in_time_2021,2020-09-21,17.44
hub_placebo_in_time_2021,2020-09-28,7.72
hub_placebo_in_time_2021,2020-10-05,12.46
hub_placebo_in_time_2021,2020-10-12,10.71
hub_placebo_in_time_2021,2020-10-19,2.87
hub_placebo_in_time_2021,2020-10-26,5.78
hub_placebo_in_time_2021,2020-11-02,-7.83
hub_placebo_in_time_2021,2020-11-09,-5.74
hub_placebo_in_time_2021,2020-11-16,-5.1
hub_placebo_in_time_2021,2020-11-23,-7.66
hub_placebo_in_time_2021,2020-11-30,-13.87
hub_placebo_in_time_2021,2020-12-07,-1.67
hub_placebo_in_time_2021,2020-12-14,-17.86
hub_placebo_in_time_2021,2020-12-21,-17.01
hub_placebo_in_time_2021,2020-12-28,-15.17
hub_placebo_in_time_2021,2021-01-04,-2.26
hub_placebo_in_time_2021,2021-01-11,-7.04
hub_placebo_in_time_2021,2021-01-18,-2.44
hub_placebo_in_time_2021,2021-01-25,7.47
hub_placebo_in_time_2021,2021-02-01,3.84
hub_placebo_in_time_2021,2021-02-08,5.83
hub_placebo_in_time_2021,2021-02-15,6.29
hub_placebo_in_time_2021,2021-02-22,0.77
hub_placebo_in_time_2021,2021-03-01,-8.26
hub_placebo_in_time_2021,2021-03-08,-12.51
hub_placebo_in_time_2021,2021-03-15,-9.26
hub_placebo_in_time_2021,2021-03-22,-16.41
hub_placebo_in_time_2021,2021-03-29,-15.28
hub_placebo_in_time_2021,2021-04-05,-8.76
hub_placebo_in_time_2021,2021-04-12,-1.91
hub_placebo_in_time_2021,2021-04-19,8.66
hub_placebo_in_time_2021,2021-04-26,15.48
hub_placebo_in_time_2021,2021-05-03,7.44
hub_placebo_in_time_2021,2021-05-10,16.0
hub_placebo_in_time_2021,2021-05-17,8.99
hub_placebo_in_time_2021,2021-05-24,12.47
hub_placebo_in_time_2021,2021-05-31,15.91
hub_placebo_in_time_2021,2021-06-07,8.18
hub_placebo_in_time_2021,2021-06-14,8.35
hub_placebo_in_time_2021,2021-06-21,4.34
hub_placebo_in_time_2021,2021-06-28,2.04
hub_placebo_in_time_2021,2021-07-05,-0.7
hub_placebo_in_time_2021,2021-07-12,-6.45
hub_placebo_in_time_2021,2021-07-19,-1.58
hub_placebo_in_time_2021,2021-07-26,3.43
hub_placebo_in_time_2021,2021-08-02,-0.66
hub_placebo_in_time_2021,2021-08-09,4.23
hub_placebo_in_time_2021,2021-08-16,4.05
hub_placebo_in_time_2021,2021-08-23,-2.82
hub_placebo_in_time_2021,2021-08-30,1.98
hub_placebo_in_time_2021,2021-09-06,-0.32
hub_placebo_in_time_2021,2021-09-13,-0.1
hub_placebo_in_time_2021,2021-09-20,14.58
hub_placebo_in_time_2021,2021-09-27,20.52
hub_placebo_in_time_2021,2021-10-04,21.56
hub_placebo_in_time_2021,2021-10-11,12.78
hub_placebo_in_time_2021,2021-10-18,7.45
hub_placebo_in_time_2021,2021-10-25,10.75
hub_placebo_in_time_2021,2021-11-01,9.04
hub_placebo_in_time_2021,2021-11-08,-5.92
hub_placebo_in_time_2021,2021-11-15,-6.13
hub_placebo_in_time_2021,2021-11-22,-2.13
hub_placebo_in_time_2021,2021-11-29,3.01
hub_placebo_in_time_2021,2021-12-06,2.96
hub_placebo_in_time_2021,2021-12-13,0.63
hub_placebo_in_time_2021,2021-12-20,-6.23
hub_placebo_in_time_2021,2021-12-27,-8.12
hub_placebo_in_time_2021,2022-01-03,-2.17
hub_placebo_in_time_2021,2022-01-10,-4.34
hub_placebo_in_time_2021,2022-01-17,1.03
hub_placebo_in_time_2021,2022-01-24,-1.23
hub_placebo_in_time_2021,2022-01-31,6.17
hub_placebo_in_time_2021,2022-02-07,5.91
hub_placebo_in_time_2021,2022-02-14,0.64
hub_placebo_in_time_2021,2022-02-21,0.33
hub_placebo_in_time_2021,2022-02-28,1.16
hub_placebo_in_time_2021,2022-03-07,-9.87
hub_placebo_in_time_2021,2022-03-14,-11.74
hub_placebo_in_time_2021,2022-03-21,-20.93
hub_placebo_in_time_2021,2022-03-28,-15.51
hub_placebo_in_time_2021,2022-04-04,-12.85
hub_placebo_in_time_2021,2022-04-11,-5.3
hub_placebo_in_time_2021,2022-04-18,-5.56
hub_placebo_in_time_2021,2022-04-25,-6.88
hub_placebo_in_time_2021,2022-05-02,-10.32
