crop,horizon_weeks,market_id,market,DM_stat,p_value,mean_d,n,better_model,significant_5pct
tomato,1,154.0,Mumbai APMC,0.9912,0.3226,12001.709142,242,M9,False
tomato,1,155.0,Nagpur APMC,0.4447,0.657,9462.320253,242,M9,False
tomato,1,160.0,Nasik APMC,0.683,0.4953,10539.85414,242,M9,False
tomato,1,162.0,Pimpalgaon Baswant APMC,1.106,0.2699,15244.901838,232,M9,False
tomato,1,164.0,Pune APMC,2.3811,0.018,29180.727452,242,M9,True
tomato,1,168.0,SHRI.SIDDHESHWAR APMC,-0.0087,0.993,-102.296818,242,M6,False
tomato,1,173.0,Bhopal(F&V) APMC,1.3434,0.1812,11664.173797,148,M9,False
tomato,1,179.0,Indore(F&V) APMC,2.327,0.0212,19363.656729,165,M9,True
tomato,1,184.0,Rajnandgaon APMC,-0.3146,0.7533,-5151.020302,242,M6,False
tomato,1,198.0,Attabira APMC,0.7076,0.4799,11266.761671,218,M9,False
tomato,1,199.0,Bargarh APMC,0.5897,0.556,10222.722898,242,M9,False
tomato,1,200.0,Bhadrak APMC,2.2341,0.0268,64785.416859,174,M9,True
tomato,1,202.0,Kantabaji APMC,1.4586,0.146,36097.741001,240,M9,False
tomato,1,203.0,Kendrapara APMC,1.4802,0.1401,41230.049665,242,M9,False
tomato,1,206.0,Kesinga APMC,0.3996,0.6898,14198.28805,242,M9,False
tomato,1,207.0,Bhawanipatna APMC,0.4261,0.6705,11358.231229,206,M9,False
tomato,1,214.0,Rayagada APMC,1.9621,0.0513,54628.682596,178,M9,False
tomato,1,216.0,Tarantaran APMC,1.1605,0.2471,25449.738159,231,M9,False
tomato,1,218.0,Fazilka APMC,-0.9774,0.3294,-13177.649437,242,M6,False
tomato,1,219.0,Jalalabad APMC,-0.4742,0.6358,-9305.495858,242,M6,False
tomato,1,226.0,Khanna APMC,0.9676,0.3342,12947.290748,242,M9,False
tomato,1,227.0,Jagraon APMC,0.9072,0.3657,11518.031476,162,M9,False
tomato,1,228.0,Baghapurana APMC,-0.2796,0.7801,-3188.633643,231,M6,False
tomato,1,230.0,Muktsar APMC,0.7299,0.4664,26237.094344,188,M9,False
tomato,1,231.0,Malout APMC,2.6372,0.0089,60212.956592,242,M9,True
tomato,1,233.0,Patran APMC,0.9176,0.3598,10681.811655,242,M9,False
tomato,1,234.0,Samana APMC,0.3424,0.7323,5118.90816,225,M9,False
tomato,1,235.0,Nabha APMC,1.6019,0.1106,43926.720526,215,M9,False
tomato,1,236.0,Barnala APMC,0.2973,0.7666,5895.561945,181,M9,False
tomato,1,237.0,Dhuri APMC,-0.8329,0.4058,-10069.50957,215,M6,False
tomato,1,238.0,Malerkotla APMC,0.8714,0.3847,8978.899084,176,M9,False
tomato,1,239.0,Sunam APMC,-1.4894,0.1379,-19577.317222,207,M6,False
tomato,1,240.0,Bhawanigarh APMC,1.8849,0.0606,29033.999949,242,M9,False
tomato,1,244.0,Alwar APMC,1.9679,0.056,47653.552262,41,M9,False
tomato,1,247.0,Baran APMC,1.1859,0.2381,12802.465988,118,M9,False
tomato,1,250.0,Bhilwara APMC,0.684,0.4946,9331.90357,242,M9,False
tomato,1,261.0,Jaipur (F&V) APMC,1.5124,0.1318,23732.123425,231,M9,False
tomato,1,266.0,Jodhpur (F&V) APMC,0.8419,0.4055,19534.570332,36,M9,False
tomato,1,292.0,Ulundurpettai APMC,-0.4529,0.6515,-17082.665306,113,M6,False
tomato,1,295.0,Bishalgarh APMC,2.6538,0.0086,124387.044111,217,M9,True
tomato,1,296.0,Teliamura APMC,-1.0647,0.2881,-25041.888234,233,M6,False
tomato,1,297.0,Agra APMC,1.0829,0.2799,15019.120331,242,M9,False
tomato,1,298.0,Prayagraj APMC,1.9005,0.0586,25225.564046,242,M9,False
tomato,1,299.0,Bahraich APMC,3.362,0.0009,47881.336762,242,M9,True
tomato,1,300.0,Ballia APMC,1.6623,0.0978,22227.83923,228,M9,False
tomato,1,301.0,Barabanki APMC,2.6435,0.0087,38711.3145,242,M9,True
tomato,1,302.0,Bareilly APMC,2.2249,0.027,32406.419777,242,M9,True
tomato,1,303.0,Dehradoon APMC,2.5251,0.0123,40165.489264,220,M9,True
tomato,1,305.0,Farukhabad APMC,2.7641,0.0062,36908.623005,231,M9,True
tomato,1,306.0,Ghaziabad APMC,1.4938,0.1366,16933.083077,228,M9,False
tomato,1,307.0,Gorakhpur APMC,2.7474,0.0065,33000.710114,242,M9,True
tomato,1,308.0,Hardoi APMC,1.9409,0.0535,29454.711874,228,M9,False
tomato,1,309.0,Etawah APMC,3.1853,0.0016,38974.871726,242,M9,True
tomato,1,310.0,Jaunpur APMC,1.9756,0.0493,27431.644991,242,M9,True
tomato,1,311.0,Kanpur(Grain) APMC,2.6048,0.0098,37857.859732,242,M9,True
tomato,1,313.0,Lakhimpur APMC,2.5858,0.0103,32571.89592,242,M9,True
tomato,1,314.0,Lalitpur APMC,2.1581,0.032,33360.028351,221,M9,True
tomato,1,315.0,Lucknow APMC,3.3431,0.001,53890.948198,242,M9,True
tomato,1,316.0,Mainpuri APMC,2.2191,0.0276,37786.920077,209,M9,True
tomato,1,317.0,Meerut APMC,-0.2674,0.7894,-4495.752612,228,M6,False
tomato,1,318.0,Muradabad APMC,2.1197,0.0351,31351.517477,230,M9,True
tomato,1,319.0,Kashipur APMC,1.0536,0.2931,14523.996782,240,M9,False
tomato,1,320.0,Pilibhit APMC,2.6629,0.0083,34405.376995,242,M9,True
tomato,1,321.0,Saharanpur APMC,1.1007,0.2722,13453.188144,227,M9,False
tomato,1,322.0,Shahjahanpur APMC,1.6939,0.0917,23885.343939,227,M9,False
tomato,1,324.0,Sitapur APMC,2.7053,0.0073,35764.06204,232,M9,True
tomato,1,326.0,Rudrapur APMC,0.8813,0.3791,23594.070957,237,M9,False
tomato,1,328.0,Barasat APMC,1.2958,0.1963,37185.941105,242,M9,False
tomato,1,331.0,Kalna APMC,2.9215,0.0038,94380.552979,242,M9,True
tomato,1,333.0,Coochbehar APMC,1.5821,0.1149,41285.105595,242,M9,False
tomato,1,334.0,Pandua APMC,2.8615,0.0046,79089.093475,242,M9,True
tomato,1,406.0,Durg APMC,0.103,0.9181,1964.872261,242,M9,False
tomato,1,414.0,Raigarh APMC,2.2397,0.026,37681.497098,242,M9,True
tomato,1,423.0,APMC Keshopur,0.7209,0.4717,15347.791675,242,M9,False
tomato,1,424.0,APMC Shahdara,-0.8321,0.4064,-14892.793573,199,M6,False
tomato,1,434.0,Ankleshwar APMC,2.1761,0.0305,33522.910608,242,M9,True
tomato,1,450.0,Vadhvan APMC,1.2597,0.209,22203.364681,242,M9,False
tomato,1,452.0,Panipat APMC,1.118,0.2647,10100.559185,242,M9,False
tomato,1,454.0,Sonepat APMC,0.8474,0.3976,17294.882599,241,M9,False
tomato,1,455.0,Rohtak APMC,0.7549,0.4511,8008.504258,238,M9,False
tomato,1,456.0,Jhajjar APMC,-2.4454,0.0152,-64766.55594,242,M6,True
tomato,1,457.0,Rewari APMC,1.2672,0.2063,22034.28531,242,M9,False
tomato,1,459.0,Gurgaon APMC,0.7269,0.468,7501.007709,242,M9,False
tomato,1,462.0,PMY Una,0.4433,0.6579,13272.048889,242,M9,False
tomato,1,463.0,PMY Chamba,0.4788,0.6325,14987.075721,242,M9,False
tomato,1,464.0,PMY Bilaspur,0.2111,0.833,4607.928897,242,M9,False
tomato,1,465.0,SMY Dhanotu,0.2534,0.8002,4635.090308,242,M9,False
tomato,1,466.0,PMY Hamirpur,0.1874,0.8515,6857.308906,242,M9,False
tomato,1,467.0,PMY Dhalli Shimla,0.4308,0.667,8780.232388,242,M9,False
tomato,1,468.0,SMY Palampur,-0.4287,0.6685,-9240.291546,242,M6,False
tomato,1,471.0,SMY Bhuntar,-0.5908,0.5552,-9602.406595,242,M6,False
tomato,1,472.0,Narwal Jammu (F&V),0.456,0.6488,10186.534689,242,M9,False
tomato,1,489.0,Doddaballapur APMC,1.9794,0.049,26084.245172,216,M9,True
tomato,1,491.0,Srinivasapur APMC,1.6999,0.0906,25824.492514,208,M9,False
tomato,1,492.0,Gauribidanur APMC,2.0792,0.0388,30203.409413,217,M9,True
tomato,1,497.0,Gundlupet APMC,1.1001,0.2724,27941.07359,242,M9,False
tomato,1,499.0,K.R. Pet APMC,-0.3362,0.737,-5229.71806,242,M6,False
tomato,1,515.0,Palayam Market,0.4429,0.6583,9337.597454,242,M9,False
tomato,1,530.0,Morena APMC,1.1415,0.2557,30657.684208,139,M9,False
tomato,1,555.0,Pandharpur APMC,1.8392,0.0673,23901.814732,211,M9,False
tomato,1,557.0,Chattrapati Sambhajinagar APMC,1.4761,0.1412,22194.364309,242,M9,False
tomato,1,591.0,Koraput APMC,1.0456,0.297,13201.93824,207,M9,False
tomato,1,592.0,Baripada APMC,0.5835,0.5601,13915.254779,242,M9,False
tomato,1,593.0,Padampur APMC,0.202,0.8402,11406.020551,169,M9,False
tomato,1,594.0,Khariar Road APMC,0.8689,0.3858,22190.722822,242,M9,False
tomato,1,595.0,Bolangir APMC,1.8721,0.0629,69751.921584,175,M9,False
tomato,1,598.0,Patti APMC,0.6736,0.5012,14946.137702,242,M9,False
tomato,1,600.0,Gurdaspur APMC,0.237,0.8129,3542.396388,182,M9,False
tomato,1,603.0,Bathinda APMC,0.8205,0.4127,14817.100602,242,M9,False
tomato,1,605.0,Raman APMC,-0.4755,0.6349,-7806.663978,242,M6,False
tomato,1,606.0,Faridkot APMC,2.304,0.0224,55260.506872,169,M9,True
tomato,1,608.0,Firozepur City APMC,1.0929,0.2756,33157.435382,226,M9,False
tomato,1,613.0,Samrala APMC,1.0446,0.2974,20755.656325,212,M9,False
tomato,1,614.0,Phagwara APMC,-0.2772,0.7819,-5031.400271,223,M6,False
tomato,1,615.0,Budalada APMC,-0.8835,0.3779,-15694.101007,242,M6,False
tomato,1,617.0,Giddarbaha APMC,2.0281,0.0438,37149.725623,210,M9,True
tomato,1,619.0,Dudhansadhan APMC,0.1126,0.9104,1713.791679,242,M9,False
tomato,1,621.0,Ropar APMC,-0.9169,0.365,-75362.241558,39,M6,False
tomato,1,627.0,Churu APMC,1.0845,0.2792,14397.009712,242,M9,False
tomato,1,631.0,Jalore APMC,1.5311,0.127,22037.923485,242,M9,False
tomato,1,636.0,Jhunjhunu APMC,0.6729,0.5018,12528.865031,195,M9,False
tomato,1,638.0,Sikar APMC,1.9559,0.0516,34111.645642,242,M9,False
tomato,1,642.0,Abu Road APMC,0.079,0.9371,1114.987182,242,M9,False
tomato,1,647.0,Buland Shahr APMC,2.1754,0.0306,23942.831459,242,M9,True
tomato,1,649.0,Baraut APMC,0.7252,0.4691,7714.408086,229,M9,False
tomato,1,650.0,Shamli APMC,1.3597,0.1752,18392.818847,232,M9,False
tomato,1,651.0,Khatauli APMC,-0.2845,0.7763,-2600.839952,187,M6,False
tomato,1,652.0,Etah APMC,1.22,0.2237,15988.852043,242,M9,False
tomato,1,653.0,Mathura APMC,1.8286,0.0687,27894.150253,242,M9,False
tomato,1,654.0,Rampur APMC,2.24,0.0261,36494.808208,214,M9,True
tomato,1,655.0,Badayoun APMC,2.0618,0.0403,25425.724864,242,M9,True
tomato,1,656.0,Chandausi APMC,2.5539,0.0113,38773.611023,242,M9,True
tomato,1,657.0,Raibareilly APMC,2.6763,0.008,33090.034168,242,M9,True
tomato,1,658.0,Gonda APMC,1.7148,0.0877,30454.356395,242,M9,False
tomato,1,659.0,Sultanpur APMC,2.2871,0.0231,32378.628523,227,M9,True
tomato,1,660.0,Pratapgarh APMC,2.7879,0.0057,40742.340142,242,M9,True
tomato,1,661.0,Devariya APMC,2.3122,0.0217,32842.053602,227,M9,True
tomato,1,662.0,Basti APMC,2.4395,0.0154,32904.604509,242,M9,True
tomato,1,663.0,Azamgarh APMC,2.0296,0.0435,26612.670908,242,M9,True
tomato,1,664.0,Mirzapur APMC,2.0401,0.0425,28665.592727,230,M9,True
tomato,1,666.0,Jhansi APMC,1.1814,0.2387,15565.713054,232,M9,False
tomato,1,667.0,Rishikesh APMC,1.0958,0.2743,16625.004194,242,M9,False
tomato,1,668.0,Vikasnagar APMC,2.3166,0.0214,27289.460964,242,M9,True
tomato,1,669.0,Khateema APMC,0.503,0.6154,6237.403237,242,M9,False
tomato,1,670.0,Burdwan APMC,0.5827,0.5606,18858.729348,242,M9,False
tomato,1,671.0,Medinipur(West) APMC,0.5073,0.6124,15925.606037,242,M9,False
tomato,1,672.0,Birbhum APMC,1.4262,0.1551,66244.149188,242,M9,False
tomato,1,675.0,Jalpaiguri Sadar APMC,0.4201,0.6748,11736.882981,214,M9,False
tomato,1,676.0,Alipurduar APMC,1.4382,0.1517,59000.861335,242,M9,False
tomato,1,681.0,Vadaseri APMC,-0.0358,0.9715,-1376.183374,113,M6,False
tomato,1,682.0,Muzzafarnagar APMC,0.9912,0.3227,11958.599799,223,M9,False
tomato,1,683.0,Panisagar APMC,-0.8574,0.3921,-20761.030567,231,M6,False
tomato,1,690.0,Channapatna APMC,-1.0067,0.3157,-34311.263765,156,M6,False
tomato,1,707.0,Chamarajanagar APMC,0.2409,0.8098,3484.30728,242,M9,False
tomato,1,709.0,Chikkamagaluru APMC,2.7053,0.0073,45482.802106,242,M9,True
tomato,1,728.0,Kalaburagi APMC,0.5127,0.6086,10497.451236,242,M9,False
tomato,1,735.0,Hassan APMC,2.0737,0.0394,51937.190647,205,M9,True
tomato,1,742.0,Chickkaballapura APMC,0.8809,0.3793,12237.623614,242,M9,False
tomato,1,743.0,Chintamani APMC,0.9895,0.3234,10702.917552,242,M9,False
tomato,1,744.0,Bangarpet APMC,1.7385,0.0836,23663.667161,216,M9,False
tomato,1,745.0,Ramanagara APMC,1.5064,0.1333,33723.298585,242,M9,False
tomato,1,753.0,Shimoga APMC,1.6916,0.092,34803.940011,242,M9,False
tomato,1,793.0,Lalru APMC,0.5507,0.5824,7051.006422,242,M9,False
tomato,1,794.0,Morinda APMC,0.5401,0.5898,9911.865206,177,M9,False
tomato,1,795.0,Fatehpur APMC,2.3688,0.0186,34824.469263,242,M9,True
tomato,1,796.0,Auraiya APMC,2.5136,0.0126,38952.063425,242,M9,True
tomato,1,797.0,Mahoba APMC,2.8829,0.0043,44870.538433,212,M9,True
tomato,1,799.0,Ramkrishanpur(Howrah) APMC,1.1169,0.2652,33642.08967,242,M9,False
tomato,1,813.0,Sangamner APMC,1.4666,0.1439,19612.254396,230,M9,False
tomato,1,816.0,Firozabad APMC,2.3737,0.0184,37143.500772,242,M9,True
tomato,1,820.0,Ghatal APMC,-1.3615,0.1757,-44970.658794,133,M6,False
tomato,1,821.0,Champadanga APMC,2.5724,0.0107,76107.256871,242,M9,True
tomato,1,823.0,Udupi APMC,2.5948,0.0102,75348.343163,183,M9,True
tomato,1,892.0,Ibrahimputnam APMC,0.6445,0.5199,11717.385641,214,M9,False
tomato,1,987.0,Pattikonda APMC,-0.3209,0.7487,-10544.436921,170,M6,False
tomato,1,1048.0,Venkateswarnagar APMC,0.3686,0.7127,5323.316085,233,M9,False
tomato,1,1061.0,Udumalpet APMC,-0.4714,0.6383,-16235.558877,113,M6,False
tomato,1,1070.0,Haldwani APMC,3.2996,0.0011,49154.466115,242,M9,True
tomato,1,1071.0,Haridwar Union APMC,1.9328,0.0544,21398.624556,242,M9,False
tomato,1,1072.0,Ramnagar APMC,0.8136,0.4167,14473.465226,225,M9,False
tomato,1,1073.0,Roorkee APMC,-0.2868,0.7745,-1988.731189,242,M6,False
tomato,1,1074.0,Kotadwara APMC,1.7216,0.0864,23833.724384,242,M9,False
tomato,1,1077.0,Manglaur APMC,2.0832,0.0383,39997.256107,242,M9,True
tomato,1,1078.0,Gudimalkapur APMC,-0.8599,0.3907,-7657.908232,242,M6,False
tomato,1,1079.0,Gohana APMC,0.9512,0.3425,13035.506821,242,M9,False
tomato,1,1081.0,Thodupuzha Market,1.1354,0.2573,43070.068599,242,M9,False
tomato,1,1108.0,Ambala Cantt. APMC,2.6535,0.0086,30947.645722,210,M9,True
tomato,1,1110.0,Ballabhgarh APMC,0.8186,0.4138,12016.847093,242,M9,False
tomato,1,1111.0,Sohna APMC,0.6835,0.4949,10275.084386,242,M9,False
tomato,1,1113.0,Mohindergarh APMC,-0.0421,0.9665,-629.966394,225,M6,False
tomato,1,1124.0,Bahadajholla APMC,0.2174,0.8281,4223.670071,205,M9,False
tomato,1,1125.0,Panposh APMC,0.5055,0.6137,14528.007423,223,M9,False
tomato,1,1128.0,Sirhind APMC,0.7372,0.4617,10974.513052,242,M9,False
tomato,1,1130.0,Mansa APMC,0.6464,0.5186,10814.718386,242,M9,False
tomato,1,1132.0,Madanganj Kishangarh APMC,-0.2402,0.8104,-3353.158333,200,M6,False
tomato,1,1138.0,Bijnaur APMC,2.0653,0.04,33409.137326,229,M9,True
tomato,1,1139.0,Kasganj APMC,1.8849,0.0606,25110.79311,242,M9,False
tomato,1,1140.0,Amroha APMC,1.9006,0.0586,28192.781813,230,M9,False
tomato,1,1141.0,Pukharayan APMC,3.0157,0.0028,40143.914655,242,M9,True
tomato,1,1142.0,Kosikalan APMC,2.0478,0.0417,31290.151666,242,M9,True
tomato,1,1143.0,Unnao APMC,2.6059,0.0097,39271.245315,242,M9,True
tomato,1,1147.0,Padra APMC,0.3024,0.7626,5305.897541,242,M9,False
tomato,1,1202.0,Sangareddy APMC,0.5099,0.6108,11624.40292,162,M9,False
tomato,1,1214.0,Tindivanam APMC,0.9211,0.359,22825.942469,113,M9,False
tomato,1,1273.0,Navsari APMC,-0.1466,0.8836,-2670.881858,162,M6,False
tomato,1,1275.0,Kapadvanj APMC,1.7365,0.0837,29723.788182,242,M9,False
tomato,1,1287.0,Shrirampur APMC,1.0621,0.2893,11473.670808,242,M9,False
tomato,1,1290.0,Bhusaval APMC,-0.9014,0.3683,-12279.421832,242,M6,False
tomato,1,1304.0,Vadgaonpeth APMC,1.035,0.3017,16719.480006,242,M9,False
tomato,1,1308.0,Islampur APMC,2.4569,0.0147,42689.130219,242,M9,True
tomato,1,1310.0,Karad APMC,2.2876,0.023,43167.221473,242,M9,True
tomato,1,1312.0,Phaltan APMC,1.2106,0.2273,11175.196165,242,M9,False
tomato,1,1313.0,Satara APMC,1.2788,0.2022,23855.993981,242,M9,False
tomato,1,1315.0,Vai APMC,1.5995,0.111,21680.367311,242,M9,False
tomato,1,1318.0,Mangal Wedha APMC,1.3634,0.174,22723.664238,242,M9,False
tomato,1,1355.0,Kalmeshwar APMC,0.7188,0.473,12047.538361,242,M9,False
tomato,1,1372.0,Bijaynagar APMC,1.1213,0.2633,11472.363346,226,M9,False
tomato,1,1377.0,Bayana APMC,2.1139,0.0358,13529.540412,190,M9,True
tomato,1,1385.0,Sujangarh APMC,-2.8946,0.0041,-17955.356671,242,M6,True
tomato,1,1386.0,Bhadara APMC,-1.9128,0.057,-22714.759413,242,M6,False
tomato,1,1387.0,Goluwala APMC,-1.6068,0.1094,-26962.364573,242,M6,False
tomato,1,1389.0,Rawatsar APMC,0.117,0.907,1595.07626,242,M9,False
tomato,1,1391.0,Suratgarh APMC,1.4097,0.1602,22284.507104,200,M9,False
tomato,1,1416.0,Chittorgarh APMC,0.6608,0.5098,26192.931178,149,M9,False
tomato,1,1418.0,Rajsamand APMC,1.0439,0.2976,19305.261191,242,M9,False
tomato,1,1427.0,Zira APMC,-0.7319,0.4649,-12484.305805,242,M6,False
tomato,1,1428.0,Dinanagar APMC,0.5574,0.5778,10746.339285,242,M9,False
tomato,1,1432.0,Dasuya APMC,0.894,0.3725,24725.171918,184,M9,False
tomato,1,1433.0,Garh Shankar APMC,-0.2146,0.8302,-4267.871998,242,M6,False
tomato,1,1434.0,Tanda Urmur APMC,-0.6291,0.5299,-12476.118761,226,M6,False
tomato,1,1438.0,Lohian Khas APMC,1.2683,0.2061,11462.070702,205,M9,False
tomato,1,1441.0,Doraha APMC,1.0412,0.2988,17582.400355,242,M9,False
tomato,1,1446.0,Sahnewal APMC,-0.1342,0.8934,-2959.052122,242,M6,False
tomato,1,1452.0,Bariwala APMC,-0.8741,0.383,-14418.046814,232,M6,False
tomato,1,1456.0,Rajpura APMC,1.2434,0.2149,20202.085031,242,M9,False
tomato,1,1457.0,Chamkaur Sahib APMC,-2.7381,0.0067,-59320.925462,212,M6,True
tomato,1,1458.0,Kharar APMC,1.547,0.1232,31853.585615,242,M9,False
tomato,1,1464.0,Bassi Pathana APMC,0.8252,0.4101,18380.991871,242,M9,False
tomato,1,1466.0,Khamano APMC,-0.3074,0.7588,-9036.946481,242,M6,False
tomato,1,1469.0,Vellore APMC,-0.8956,0.3724,-26455.165179,113,M6,False
tomato,1,1504.0,Nimapara APMC,-0.3595,0.7215,-16494.038042,34,M6,False
tomato,1,1505.0,Parlakhemundi APMC,1.5278,0.128,27303.890022,218,M9,False
tomato,1,1506.0,Bhanjanagar APMC,0.9128,0.3623,21138.781726,242,M9,False
tomato,1,1507.0,Boudh APMC,1.4307,0.1542,55863.643281,191,M9,False
tomato,1,1510.0,Sargipali APMC,2.3779,0.0182,47986.911825,242,M9,True
tomato,1,1511.0,Udala APMC,-1.8352,0.0677,-31786.941278,242,M6,False
tomato,1,1512.0,Karanjia APMC,0.0432,0.9658,2911.326913,40,M9,False
tomato,1,1513.0,Jaleswar APMC,-0.6752,0.5003,-12416.291848,209,M6,False
tomato,1,1516.0,Kamakhyanagar APMC,1.8804,0.0613,137468.799209,242,M9,False
tomato,1,1519.0,Betnoti APMC,0.1805,0.8569,1485.932075,181,M9,False
tomato,1,1520.0,Keonjhar APMC,2.2609,0.0247,66542.635545,242,M9,True
tomato,1,1523.0,Balugaon APMC,1.2759,0.2032,33073.949764,242,M9,False
tomato,1,1525.0,Birmaharajpur APMC,1.0686,0.2866,52887.029815,196,M9,False
tomato,1,1527.0,Hinjilicut APMC,0.4003,0.6893,7036.568278,216,M9,False
tomato,1,1537.0,Porbandar APMC,-0.2523,0.801,-5359.457405,242,M6,False
tomato,1,1569.0,Bhagta Bhai Ka APMC,-0.0049,0.9961,-108.895825,242,M6,False
tomato,1,1570.0,Talwandi Sabo APMC,-0.0971,0.9227,-1886.328612,233,M6,False
tomato,1,1573.0,Mamdot APMC,0.373,0.7096,9212.703366,192,M9,False
tomato,1,1579.0,Bilga APMC,-0.736,0.4625,-5889.195841,214,M6,False
tomato,1,1587.0,Dera Bassi APMC,-0.1729,0.8629,-1581.812913,233,M6,False
tomato,1,1593.0,Lehra Gaga APMC,-0.7562,0.4503,-15523.543522,242,M6,False
tomato,1,1595.0,Sangrur APMC,-0.3699,0.7119,-4913.64079,171,M6,False
tomato,1,1598.0,Palitana APMC,1.7342,0.0848,59079.62682,162,M9,False
tomato,1,1602.0,Mulbagal APMC,-0.0398,0.9683,-443.735745,242,M6,False
tomato,1,1606.0,Rayya APMC,0.3467,0.7291,2829.40297,242,M9,False
tomato,1,1610.0,Ajmer(F&V) APMC,-0.2427,0.8084,-2907.658406,242,M6,False
tomato,1,1614.0,Sriganganagar (F&V) APMC,1.3427,0.1808,18639.942227,218,M9,False
tomato,1,1626.0,Damnagar APMC,0.1462,0.8839,3531.988231,242,M9,False
tomato,1,1631.0,Panvel APMC,-0.9592,0.3384,-18531.982906,239,M6,False
tomato,1,1634.0,Rahuri APMC,2.5303,0.0121,29847.551628,217,M9,True
tomato,1,1637.0,Akluj APMC,2.1629,0.0323,55908.509554,139,M9,True
tomato,1,1651.0,Ratnagiri (Nachane) APMC,1.1382,0.2562,22185.574584,242,M9,False
tomato,1,1658.0,Patan APMC,0.1218,0.9031,1433.435104,242,M9,False
tomato,1,1663.0,Sitarganj APMC,1.3737,0.1708,19322.941657,242,M9,False
tomato,1,1664.0,Jaspur(UC) APMC,2.9724,0.0033,67400.75216,213,M9,True
tomato,1,1700.0,Champaknagar APMC,1.9247,0.0554,92831.338235,242,M9,False
tomato,1,1702.0,Garjee APMC,1.0917,0.2761,36095.722584,242,M9,False
tomato,1,1715.0,Kopaganj APMC,3.568,0.0004,38600.913926,242,M9,True
tomato,1,1716.0,Partaval APMC,2.1898,0.0296,29707.212046,210,M9,True
tomato,1,1717.0,Orai APMC,2.7705,0.006,43568.86241,242,M9,True
tomato,1,1718.0,Kannauj APMC,2.6186,0.0094,36137.644363,231,M9,True
