state,state_code,year,month,wage_agri_men,wage_agri_women,wage_source
Tamil Nadu,TN,2022,11,561.7,321.9,direct
Tamil Nadu,TN,2022,12,562.8,322.8,direct
Tamil Nadu,TN,2023,1,565,320.8,direct
Tamil Nadu,TN,2023,2,566.7,322.9,direct
Tamil Nadu,TN,2023,3,567.8,322.9,direct
Tamil Nadu,TN,2023,4,579.1,327.8,direct
Tamil Nadu,TN,2023,5,588.5,335.3,direct
Tamil Nadu,TN,2023,6,593.2,338.9,direct
Tamil Nadu,TN,2023,7,600.5,345.8,direct
Tamil Nadu,TN,2023,8,603.6,347.1,direct
Tamil Nadu,TN,2023,9,604.9,351.2,direct
Tamil Nadu,TN,2023,10,610.6,356,direct
Tamil Nadu,TN,2023,11,610.6,359.4,direct
Tamil Nadu,TN,2023,12,612.1,361.7,direct
Tamil Nadu,TN,2024,1,613.5,362.6,direct
Tamil Nadu,TN,2024,2,614.6,364.6,direct
Tamil Nadu,TN,2024,3,619.4,354.4,direct
Tamil Nadu,TN,2024,4,619.4,354.4,direct
Tamil Nadu,TN,2024,5,619.9,355.3,direct
Tamil Nadu,TN,2024,6,619.9,355.6,direct
Tamil Nadu,TN,2024,7,624.4,357.6,direct
Tamil Nadu,TN,2024,8,628,364.8,direct
Tamil Nadu,TN,2024,9,633.6,371.1,direct
Tamil Nadu,TN,2024,10,637.6,373.7,direct
Tamil Nadu,TN,2024,11,639.6,374.4,direct
Tamil Nadu,TN,2024,12,641.8,376.4,direct
Tamil Nadu,TN,2025,1,646.5,377.4,direct
Tamil Nadu,TN,2025,2,648.1,378.9,direct
Tamil Nadu,TN,2025,3,648.8,378.9,direct
Tamil Nadu,TN,2025,4,649.9,380.6,direct
Tamil Nadu,TN,2025,5,652.1,382.4,direct
Tamil Nadu,TN,2025,6,654.8,387.6,direct
Tamil Nadu,TN,2025,7,720.1,430.4,direct
Tamil Nadu,TN,2025,8,720.1,430.4,direct
Tamil Nadu,TN,2025,9,725,435.3,direct
Tamil Nadu,TN,2025,10,727.7,436.3,direct
Tamil Nadu,TN,2025,11,730.5,436,direct
Tamil Nadu,TN,2025,12,653.8,,direct
Tamil Nadu,TN,2026,1,651.3,,direct
Tamil Nadu,TN,2026,2,649.3,,direct
Tamil Nadu,TN,2026,3,649.3,,direct
Telangana,TL,2017,1,286.1,189.6,Andhra Pradesh (parent-state proxy (split Jun-2014))
Telangana,TL,2017,2,283,193.4,Andhra Pradesh (parent-state proxy (split Jun-2014))
Telangana,TL,2017,3,284.7,199,Andhra Pradesh (parent-state proxy (split Jun-2014))
Telangana,TL,2017,4,278,202,Andhra Pradesh (parent-state proxy (split Jun-2014))
Telangana,TL,2017,5,277.9,201.1,Andhra Pradesh (parent-state proxy (split Jun-2014))
Telangana,TL,2017,6,271.4,197.5,Andhra Pradesh (parent-state proxy (split Jun-2014))
Telangana,TL,2017,7,274.2,199.2,Andhra Pradesh (parent-state proxy (split Jun-2014))
Telangana,TL,2017,8,270.8,200.4,Andhra Pradesh (parent-state proxy (split Jun-2014))
Telangana,TL,2017,9,276.9,204.5,Andhra Pradesh (parent-state proxy (split Jun-2014))
Telangana,TL,2017,10,280.3,201.6,Andhra Pradesh (parent-state proxy (split Jun-2014))
Telangana,TL,2017,11,281.4,197.9,Andhra Pradesh (parent-state proxy (split Jun-2014))
Telangana,TL,2017,12,284.8,202.7,Andhra Pradesh (parent-state proxy (split Jun-2014))
Telangana,TL,2018,1,291.9,204.9,Andhra Pradesh (parent-state proxy (split Jun-2014))
Telangana,TL,2018,2,293.2,209.5,Andhra Pradesh (parent-state proxy (split Jun-2014))
Telangana,TL,2018,3,297.9,207.4,Andhra Pradesh (parent-state proxy (split Jun-2014))
Telangana,TL,2018,4,298.9,207.9,Andhra Pradesh (parent-state proxy (split Jun-2014))
Telangana,TL,2018,5,301.4,210.2,Andhra Pradesh (parent-state proxy (split Jun-2014))
Telangana,TL,2018,6,290.8,208.6,Andhra Pradesh (parent-state proxy (split Jun-2014))
Telangana,TL,2018,7,297.2,214.9,Andhra Pradesh (parent-state proxy (split Jun-2014))
Telangana,TL,2018,8,304.7,216.5,Andhra Pradesh (parent-state proxy (split Jun-2014))
Telangana,TL,2018,9,304.8,217,Andhra Pradesh (parent-state proxy (split Jun-2014))
Telangana,TL,2018,10,302.4,220,Andhra Pradesh (parent-state proxy (split Jun-2014))
Telangana,TL,2018,11,299.3,216.8,Andhra Pradesh (parent-state proxy (split Jun-2014))
Telangana,TL,2018,12,301.9,218,Andhra Pradesh (parent-state proxy (split Jun-2014))
Telangana,TL,2019,1,306.6,222.6,Andhra Pradesh (parent-state proxy (split Jun-2014))
Telangana,TL,2019,2,309.2,229.3,Andhra Pradesh (parent-state proxy (split Jun-2014))
Telangana,TL,2019,3,314.7,226.9,Andhra Pradesh (parent-state proxy (split Jun-2014))
Telangana,TL,2019,4,314.3,225.1,Andhra Pradesh (parent-state proxy (split Jun-2014))
Telangana,TL,2019,5,324.3,229.7,Andhra Pradesh (parent-state proxy (split Jun-2014))
Telangana,TL,2019,6,321.4,229.8,Andhra Pradesh (parent-state proxy (split Jun-2014))
Telangana,TL,2019,7,323.5,231.6,Andhra Pradesh (parent-state proxy (split Jun-2014))
Telangana,TL,2019,8,326.4,227.7,Andhra Pradesh (parent-state proxy (split Jun-2014))
Telangana,TL,2019,9,331.1,229.2,Andhra Pradesh (parent-state proxy (split Jun-2014))
Telangana,TL,2019,10,332,221.2,Andhra Pradesh (parent-state proxy (split Jun-2014))
Telangana,TL,2019,11,327.5,232.9,Andhra Pradesh (parent-state proxy (split Jun-2014))
Telangana,TL,2019,12,341.5,232.5,Andhra Pradesh (parent-state proxy (split Jun-2014))
Telangana,TL,2020,1,336.9,241.2,Andhra Pradesh (parent-state proxy (split Jun-2014))
Telangana,TL,2020,2,337.6,244.4,Andhra Pradesh (parent-state proxy (split Jun-2014))
Telangana,TL,2020,3,336.4,246.9,Andhra Pradesh (parent-state proxy (split Jun-2014))
Telangana,TL,2020,5,,,Andhra Pradesh (parent-state proxy (split Jun-2014))
Telangana,TL,2020,6,335.4,251.4,Andhra Pradesh (parent-state proxy (split Jun-2014))
Telangana,TL,2020,7,342.2,255.4,Andhra Pradesh (parent-state proxy (split Jun-2014))
Telangana,TL,2020,8,341.1,249.8,Andhra Pradesh (parent-state proxy (split Jun-2014))
Telangana,TL,2020,9,343.8,251.8,Andhra Pradesh (parent-state proxy (split Jun-2014))
Telangana,TL,2020,10,343.2,251.3,Andhra Pradesh (parent-state proxy (split Jun-2014))
Telangana,TL,2020,11,347.1,260.6,Andhra Pradesh (parent-state proxy (split Jun-2014))
Telangana,TL,2020,12,351.2,266.9,Andhra Pradesh (parent-state proxy (split Jun-2014))
Telangana,TL,2021,1,355,265.2,Andhra Pradesh (parent-state proxy (split Jun-2014))
Telangana,TL,2021,2,358.3,271.4,Andhra Pradesh (parent-state proxy (split Jun-2014))
Telangana,TL,2021,3,354.6,274.6,Andhra Pradesh (parent-state proxy (split Jun-2014))
Telangana,TL,2021,4,362.7,275.3,Andhra Pradesh (parent-state proxy (split Jun-2014))
Telangana,TL,2021,5,357.8,275.8,Andhra Pradesh (parent-state proxy (split Jun-2014))
Telangana,TL,2021,6,357.4,275.4,Andhra Pradesh (parent-state proxy (split Jun-2014))
Telangana,TL,2021,7,359.5,278.9,Andhra Pradesh (parent-state proxy (split Jun-2014))
Telangana,TL,2021,8,360.6,281.9,Andhra Pradesh (parent-state proxy (split Jun-2014))
Telangana,TL,2021,9,364.5,276.6,Andhra Pradesh (parent-state proxy (split Jun-2014))
Telangana,TL,2021,10,370.2,279.1,Andhra Pradesh (parent-state proxy (split Jun-2014))
Telangana,TL,2021,11,376.7,281,Andhra Pradesh (parent-state proxy (split Jun-2014))
Telangana,TL,2021,12,380.6,286.7,Andhra Pradesh (parent-state proxy (split Jun-2014))
Telangana,TL,2022,1,377,287.8,Andhra Pradesh (parent-state proxy (split Jun-2014))
Telangana,TL,2022,2,387.8,290.3,Andhra Pradesh (parent-state proxy (split Jun-2014))
Telangana,TL,2022,3,401.3,296.9,Andhra Pradesh (parent-state proxy (split Jun-2014))
Telangana,TL,2022,4,406.5,299.9,Andhra Pradesh (parent-state proxy (split Jun-2014))
Telangana,TL,2022,5,404.3,298.2,Andhra Pradesh (parent-state proxy (split Jun-2014))
Telangana,TL,2022,6,409.4,303.7,Andhra Pradesh (parent-state proxy (split Jun-2014))
Telangana,TL,2022,7,415.2,318.3,Andhra Pradesh (parent-state proxy (split Jun-2014))
Telangana,TL,2022,8,417.9,309.8,Andhra Pradesh (parent-state proxy (split Jun-2014))
Telangana,TL,2022,9,421.1,312.9,Andhra Pradesh (parent-state proxy (split Jun-2014))
Telangana,TL,2022,10,426.2,315.3,Andhra Pradesh (parent-state proxy (split Jun-2014))
Telangana,TL,2022,11,430.6,316.1,Andhra Pradesh (parent-state proxy (split Jun-2014))
Telangana,TL,2022,12,431.9,318.7,Andhra Pradesh (parent-state proxy (split Jun-2014))
Telangana,TL,2023,1,431.9,319.3,Andhra Pradesh (parent-state proxy (split Jun-2014))
Telangana,TL,2023,2,438.2,324.1,Andhra Pradesh (parent-state proxy (split Jun-2014))
Telangana,TL,2023,3,441.9,325.9,Andhra Pradesh (parent-state proxy (split Jun-2014))
Telangana,TL,2023,4,446.6,329.8,Andhra Pradesh (parent-state proxy (split Jun-2014))
Telangana,TL,2023,5,453.5,335.5,Andhra Pradesh (parent-state proxy (split Jun-2014))
Telangana,TL,2023,6,457.1,338.1,Andhra Pradesh (parent-state proxy (split Jun-2014))
Telangana,TL,2023,7,463.4,344.1,Andhra Pradesh (parent-state proxy (split Jun-2014))
Telangana,TL,2023,8,467.3,344.9,Andhra Pradesh (parent-state proxy (split Jun-2014))
Telangana,TL,2023,9,479.8,346.4,Andhra Pradesh (parent-state proxy (split Jun-2014))
Telangana,TL,2023,10,481.5,347.9,Andhra Pradesh (parent-state proxy (split Jun-2014))
Telangana,TL,2023,11,484.5,350.8,Andhra Pradesh (parent-state proxy (split Jun-2014))
Telangana,TL,2023,12,476,352.2,Andhra Pradesh (parent-state proxy (split Jun-2014))
Telangana,TL,2024,1,480,355.5,Andhra Pradesh (parent-state proxy (split Jun-2014))
Telangana,TL,2024,2,481.4,357.3,Andhra Pradesh (parent-state proxy (split Jun-2014))
Telangana,TL,2024,3,500.6,362.1,Andhra Pradesh (parent-state proxy (split Jun-2014))
Telangana,TL,2024,4,500.6,362.1,Andhra Pradesh (parent-state proxy (split Jun-2014))
Telangana,TL,2024,5,504.1,363.5,Andhra Pradesh (parent-state proxy (split Jun-2014))
Telangana,TL,2024,6,507.1,364.4,Andhra Pradesh (parent-state proxy (split Jun-2014))
Telangana,TL,2024,7,514.7,366.7,Andhra Pradesh (parent-state proxy (split Jun-2014))
Telangana,TL,2024,8,519,367.9,Andhra Pradesh (parent-state proxy (split Jun-2014))
Telangana,TL,2024,9,520.8,368.6,Andhra Pradesh (parent-state proxy (split Jun-2014))
Telangana,TL,2024,10,522.6,369.1,Andhra Pradesh (parent-state proxy (split Jun-2014))
Telangana,TL,2024,11,524.7,371.1,Andhra Pradesh (parent-state proxy (split Jun-2014))
Telangana,TL,2024,12,525.9,373.6,Andhra Pradesh (parent-state proxy (split Jun-2014))
Telangana,TL,2025,1,527.5,374.6,Andhra Pradesh (parent-state proxy (split Jun-2014))
Telangana,TL,2025,2,528.8,377.1,Andhra Pradesh (parent-state proxy (split Jun-2014))
Telangana,TL,2025,3,531.6,379.2,Andhra Pradesh (parent-state proxy (split Jun-2014))
Telangana,TL,2025,4,533,379.7,Andhra Pradesh (parent-state proxy (split Jun-2014))
Telangana,TL,2025,5,535.4,379.8,Andhra Pradesh (parent-state proxy (split Jun-2014))
Telangana,TL,2025,6,539.3,382.2,Andhra Pradesh (parent-state proxy (split Jun-2014))
Telangana,TL,2025,7,646.5,438.3,Andhra Pradesh (parent-state proxy (split Jun-2014))
Telangana,TL,2025,8,653.8,443.5,Andhra Pradesh (parent-state proxy (split Jun-2014))
Telangana,TL,2025,9,654.1,443.2,Andhra Pradesh (parent-state proxy (split Jun-2014))
Telangana,TL,2025,10,658.8,431.6,Andhra Pradesh (parent-state proxy (split Jun-2014))
Telangana,TL,2025,11,636.4,433,Andhra Pradesh (parent-state proxy (split Jun-2014))
Telangana,TL,2025,12,756.2,777.8,Andhra Pradesh (parent-state proxy (split Jun-2014))
Telangana,TL,2026,1,756.2,777.8,Andhra Pradesh (parent-state proxy (split Jun-2014))
Telangana,TL,2026,2,756.2,777.8,Andhra Pradesh (parent-state proxy (split Jun-2014))
Telangana,TL,2026,3,756.2,777.8,Andhra Pradesh (parent-state proxy (split Jun-2014))
Tripura,TR,2017,1,286.7,,direct
Tripura,TR,2017,2,286.7,,direct
Tripura,TR,2017,3,286.7,,direct
Tripura,TR,2017,4,286.7,,direct
Tripura,TR,2017,5,286.7,,direct
Tripura,TR,2017,6,286.7,,direct
Tripura,TR,2017,7,286.7,,direct
Tripura,TR,2017,8,286.7,,direct
Tripura,TR,2017,9,286.7,,direct
Tripura,TR,2017,10,286.7,,direct
Tripura,TR,2017,11,286.7,,direct
Tripura,TR,2017,12,286.7,,direct
Tripura,TR,2018,1,286.7,,direct
Tripura,TR,2018,2,286.7,,direct
Tripura,TR,2018,3,286.7,,direct
Tripura,TR,2018,4,286.7,,direct
Tripura,TR,2018,5,286.7,,direct
Tripura,TR,2018,6,286.7,,direct
Tripura,TR,2018,7,286.7,,direct
Tripura,TR,2018,8,286.7,,direct
Tripura,TR,2018,9,286.7,,direct
Tripura,TR,2018,10,286.7,,direct
Tripura,TR,2018,11,286.7,,direct
Tripura,TR,2018,12,286.7,,direct
Tripura,TR,2019,1,286.7,,direct
Tripura,TR,2019,2,286.7,,direct
Tripura,TR,2019,3,286.7,,direct
Tripura,TR,2019,4,286.7,,direct
Tripura,TR,2019,5,286.7,,direct
Tripura,TR,2019,6,286.7,,direct
Tripura,TR,2019,7,286.7,,direct
Tripura,TR,2019,8,286.7,,direct
Tripura,TR,2019,9,286.7,,direct
Tripura,TR,2019,10,286.7,,direct
Tripura,TR,2019,11,286.7,,direct
Tripura,TR,2019,12,286.7,,direct
Tripura,TR,2020,1,286.7,,direct
Tripura,TR,2020,2,286.7,,direct
Tripura,TR,2020,3,286.7,,direct
Tripura,TR,2020,5,,,direct
Tripura,TR,2020,6,,,direct
Tripura,TR,2020,7,286.7,,direct
Tripura,TR,2020,8,286.7,,direct
Tripura,TR,2020,9,286.7,,direct
Tripura,TR,2020,10,286.7,,direct
Tripura,TR,2020,11,286.7,,direct
Tripura,TR,2020,12,286.7,,direct
Tripura,TR,2021,1,286.7,,direct
Tripura,TR,2021,2,286.7,,direct
Tripura,TR,2021,3,286.7,,direct
Tripura,TR,2021,4,286.7,,direct
Tripura,TR,2021,5,286.7,,direct
Tripura,TR,2021,6,286.7,,direct
Tripura,TR,2021,7,286.7,,direct
Tripura,TR,2021,8,286.7,,direct
Tripura,TR,2021,9,286.7,,direct
Tripura,TR,2021,10,286.7,,direct
Tripura,TR,2021,11,286.7,,direct
Tripura,TR,2021,12,286.7,,direct
Tripura,TR,2022,1,286.7,,direct
Tripura,TR,2022,2,286.7,,direct
Tripura,TR,2022,3,286.7,,direct
Tripura,TR,2022,4,286.7,,direct
Tripura,TR,2022,5,286.7,,direct
Tripura,TR,2022,6,286.7,,direct
Tripura,TR,2022,7,286.7,,direct
Tripura,TR,2022,8,286.7,,direct
Tripura,TR,2022,9,286.7,,direct
Tripura,TR,2022,10,336,,direct
Tripura,TR,2022,11,336,,direct
Tripura,TR,2022,12,336,,direct
Tripura,TR,2023,1,336,,direct
Tripura,TR,2023,2,336,,direct
Tripura,TR,2023,3,336,,direct
Tripura,TR,2023,4,336,,direct
Tripura,TR,2023,5,336,,direct
Tripura,TR,2023,6,336,,direct
Tripura,TR,2023,7,336,,direct
Tripura,TR,2023,8,336,,direct
Tripura,TR,2023,9,336,,direct
Tripura,TR,2023,10,336,,direct
Tripura,TR,2023,11,336,,direct
Tripura,TR,2023,12,336,,direct
Tripura,TR,2024,1,336,,direct
Tripura,TR,2024,2,336,,direct
Tripura,TR,2024,3,336,,direct
Tripura,TR,2024,4,336,,direct
Tripura,TR,2024,5,336,,direct
Tripura,TR,2024,6,336,,direct
Tripura,TR,2024,7,336,,direct
Tripura,TR,2024,8,415.7,,direct
Tripura,TR,2024,9,415.7,,direct
Tripura,TR,2024,10,415.7,,direct
Tripura,TR,2024,11,415.7,,direct
Tripura,TR,2024,12,415.7,,direct
Tripura,TR,2025,1,415.7,,direct
Tripura,TR,2025,2,415.7,,direct
Tripura,TR,2025,3,415.7,,direct
Tripura,TR,2025,4,415.7,,direct
Tripura,TR,2025,5,415.7,,direct
Tripura,TR,2025,6,415.7,,direct
Tripura,TR,2025,7,492.1,,direct
Tripura,TR,2025,8,492.6,,direct
Tripura,TR,2025,9,492.6,,direct
Tripura,TR,2025,10,492.6,,direct
Tripura,TR,2025,11,494,,direct
Tripura,TR,2025,12,353.4,296,direct
Tripura,TR,2026,1,353.6,296,direct
Tripura,TR,2026,2,353.6,296.4,direct
Tripura,TR,2026,3,354,296.9,direct
Uttar Pradesh,UP,2017,1,247.5,185.2,direct
Uttar Pradesh,UP,2017,2,247.8,189,direct
Uttar Pradesh,UP,2017,3,242.7,194.5,direct
Uttar Pradesh,UP,2017,4,243.1,195.2,direct
Uttar Pradesh,UP,2017,5,244.5,196.3,direct
Uttar Pradesh,UP,2017,6,244,192.6,direct
Uttar Pradesh,UP,2017,7,249,198.7,direct
Uttar Pradesh,UP,2017,8,251,205.6,direct
Uttar Pradesh,UP,2017,9,254.4,209.3,direct
Uttar Pradesh,UP,2017,10,252.4,201,direct
Uttar Pradesh,UP,2017,11,252.5,201.2,direct
Uttar Pradesh,UP,2017,12,252.6,202.7,direct
Uttar Pradesh,UP,2018,1,254,203.1,direct
Uttar Pradesh,UP,2018,2,253.7,203,direct
Uttar Pradesh,UP,2018,3,252.8,202.4,direct
Uttar Pradesh,UP,2018,4,252.7,202.5,direct
Uttar Pradesh,UP,2018,5,253.7,204.3,direct
Uttar Pradesh,UP,2018,6,258.1,207,direct
Uttar Pradesh,UP,2018,7,267.4,216.3,direct
Uttar Pradesh,UP,2018,8,274.2,217.8,direct
Uttar Pradesh,UP,2018,9,274,218.4,direct
Uttar Pradesh,UP,2018,10,273.8,220.8,direct
Uttar Pradesh,UP,2018,11,273.4,219.6,direct
Uttar Pradesh,UP,2018,12,274.1,221.2,direct
Uttar Pradesh,UP,2019,1,274.8,220.9,direct
Uttar Pradesh,UP,2019,2,275.5,223.7,direct
Uttar Pradesh,UP,2019,3,275.5,222.6,direct
Uttar Pradesh,UP,2019,4,276,222.6,direct
Uttar Pradesh,UP,2019,5,278.1,224.9,direct
Uttar Pradesh,UP,2019,6,278.7,225,direct
Uttar Pradesh,UP,2019,7,278.3,224,direct
Uttar Pradesh,UP,2019,8,276.9,224.5,direct
Uttar Pradesh,UP,2019,9,278.3,226.1,direct
Uttar Pradesh,UP,2019,10,279,223,direct
Uttar Pradesh,UP,2019,11,281.2,221.4,direct
Uttar Pradesh,UP,2019,12,282.1,224.1,direct
Uttar Pradesh,UP,2020,1,285,231.5,direct
Uttar Pradesh,UP,2020,2,284.3,230,direct
Uttar Pradesh,UP,2020,3,284.6,230.4,direct
Uttar Pradesh,UP,2020,5,,,direct
Uttar Pradesh,UP,2020,6,284,243.4,direct
Uttar Pradesh,UP,2020,7,284.5,233.7,direct
Uttar Pradesh,UP,2020,8,284.5,233.7,direct
Uttar Pradesh,UP,2020,9,285.6,234.1,direct
Uttar Pradesh,UP,2020,10,286,233.9,direct
Uttar Pradesh,UP,2020,11,287.3,236.9,direct
Uttar Pradesh,UP,2020,12,287.1,236.8,direct
Uttar Pradesh,UP,2021,1,286.5,236.4,direct
Uttar Pradesh,UP,2021,2,290.8,237.1,direct
Uttar Pradesh,UP,2021,3,292.5,239.1,direct
Uttar Pradesh,UP,2021,4,293.2,239.2,direct
Uttar Pradesh,UP,2021,5,292.7,240.4,direct
Uttar Pradesh,UP,2021,6,295.4,242.6,direct
Uttar Pradesh,UP,2021,7,299.1,246.7,direct
Uttar Pradesh,UP,2021,8,300.4,248.2,direct
Uttar Pradesh,UP,2021,9,301.2,248.7,direct
Uttar Pradesh,UP,2021,10,300.7,247.2,direct
Uttar Pradesh,UP,2021,11,301.5,250.6,direct
Uttar Pradesh,UP,2021,12,305.5,251.8,direct
Uttar Pradesh,UP,2022,1,309,250.8,direct
Uttar Pradesh,UP,2022,2,314,259.7,direct
Uttar Pradesh,UP,2022,3,319.8,265.9,direct
Uttar Pradesh,UP,2022,4,321.9,268.8,direct
Uttar Pradesh,UP,2022,5,322.9,268.9,direct
Uttar Pradesh,UP,2022,6,323.3,268.9,direct
Uttar Pradesh,UP,2022,7,325,267.9,direct
Uttar Pradesh,UP,2022,8,328.5,272.1,direct
Uttar Pradesh,UP,2022,9,328.4,271.9,direct
Uttar Pradesh,UP,2022,10,330.9,275.2,direct
Uttar Pradesh,UP,2022,11,332,277.6,direct
Uttar Pradesh,UP,2022,12,334.7,280.4,direct
Uttar Pradesh,UP,2023,1,336.6,281.4,direct
Uttar Pradesh,UP,2023,2,337,283.2,direct
Uttar Pradesh,UP,2023,3,338.7,284.9,direct
Uttar Pradesh,UP,2023,4,340.5,286.9,direct
Uttar Pradesh,UP,2023,5,341.2,287.6,direct
Uttar Pradesh,UP,2023,6,343.6,290.4,direct
Uttar Pradesh,UP,2023,7,344.4,292.5,direct
Uttar Pradesh,UP,2023,8,345.5,292.9,direct
Uttar Pradesh,UP,2023,9,346.7,295.3,direct
Uttar Pradesh,UP,2023,10,348.3,297.9,direct
Uttar Pradesh,UP,2023,11,348.5,300.2,direct
Uttar Pradesh,UP,2023,12,350.3,300.9,direct
Uttar Pradesh,UP,2024,1,351.8,302.4,direct
Uttar Pradesh,UP,2024,2,352,302.5,direct
Uttar Pradesh,UP,2024,3,356.3,307.9,direct
Uttar Pradesh,UP,2024,4,356.3,307.9,direct
Uttar Pradesh,UP,2024,5,358.2,310.4,direct
Uttar Pradesh,UP,2024,6,358.2,310.4,direct
Uttar Pradesh,UP,2024,7,360.9,312.7,direct
Uttar Pradesh,UP,2024,8,361.4,313.4,direct
Uttar Pradesh,UP,2024,9,363,313.4,direct
Uttar Pradesh,UP,2024,10,364,314.5,direct
Uttar Pradesh,UP,2024,11,365.3,316.5,direct
Uttar Pradesh,UP,2024,12,366.5,319.1,direct
Uttar Pradesh,UP,2025,1,369.2,321.2,direct
Uttar Pradesh,UP,2025,2,370.4,321.4,direct
Uttar Pradesh,UP,2025,3,370.9,321.5,direct
Uttar Pradesh,UP,2025,4,372,324.3,direct
Uttar Pradesh,UP,2025,5,373.1,325.7,direct
Uttar Pradesh,UP,2025,6,373.4,325.8,direct
Uttar Pradesh,UP,2025,7,439.1,362.5,direct
Uttar Pradesh,UP,2025,8,432.8,354.8,direct
Uttar Pradesh,UP,2025,9,432.8,354.8,direct
Uttar Pradesh,UP,2025,10,435.3,354.5,direct
Uttar Pradesh,UP,2025,11,435.7,354.9,direct
Uttar Pradesh,UP,2025,12,418.9,308.5,direct
Uttar Pradesh,UP,2026,1,420.8,312.6,direct
Uttar Pradesh,UP,2026,2,421.5,320.2,direct
Uttar Pradesh,UP,2026,3,422,320.6,direct
Uttarakhand,UC,2017,1,247.5,185.2,Uttar Pradesh (parent-state proxy (split Nov-2000))
Uttarakhand,UC,2017,2,247.8,189,Uttar Pradesh (parent-state proxy (split Nov-2000))
Uttarakhand,UC,2017,3,242.7,194.5,Uttar Pradesh (parent-state proxy (split Nov-2000))
Uttarakhand,UC,2017,4,243.1,195.2,Uttar Pradesh (parent-state proxy (split Nov-2000))
Uttarakhand,UC,2017,5,244.5,196.3,Uttar Pradesh (parent-state proxy (split Nov-2000))
Uttarakhand,UC,2017,6,244,192.6,Uttar Pradesh (parent-state proxy (split Nov-2000))
Uttarakhand,UC,2017,7,249,198.7,Uttar Pradesh (parent-state proxy (split Nov-2000))
Uttarakhand,UC,2017,8,251,205.6,Uttar Pradesh (parent-state proxy (split Nov-2000))
Uttarakhand,UC,2017,9,254.4,209.3,Uttar Pradesh (parent-state proxy (split Nov-2000))
Uttarakhand,UC,2017,10,252.4,201,Uttar Pradesh (parent-state proxy (split Nov-2000))
Uttarakhand,UC,2017,11,252.5,201.2,Uttar Pradesh (parent-state proxy (split Nov-2000))
Uttarakhand,UC,2017,12,252.6,202.7,Uttar Pradesh (parent-state proxy (split Nov-2000))
Uttarakhand,UC,2018,1,254,203.1,Uttar Pradesh (parent-state proxy (split Nov-2000))
Uttarakhand,UC,2018,2,253.7,203,Uttar Pradesh (parent-state proxy (split Nov-2000))
Uttarakhand,UC,2018,3,252.8,202.4,Uttar Pradesh (parent-state proxy (split Nov-2000))
Uttarakhand,UC,2018,4,252.7,202.5,Uttar Pradesh (parent-state proxy (split Nov-2000))
Uttarakhand,UC,2018,5,253.7,204.3,Uttar Pradesh (parent-state proxy (split Nov-2000))
Uttarakhand,UC,2018,6,258.1,207,Uttar Pradesh (parent-state proxy (split Nov-2000))
Uttarakhand,UC,2018,7,267.4,216.3,Uttar Pradesh (parent-state proxy (split Nov-2000))
Uttarakhand,UC,2018,8,274.2,217.8,Uttar Pradesh (parent-state proxy (split Nov-2000))
Uttarakhand,UC,2018,9,274,218.4,Uttar Pradesh (parent-state proxy (split Nov-2000))
Uttarakhand,UC,2018,10,273.8,220.8,Uttar Pradesh (parent-state proxy (split Nov-2000))
Uttarakhand,UC,2018,11,273.4,219.6,Uttar Pradesh (parent-state proxy (split Nov-2000))
Uttarakhand,UC,2018,12,274.1,221.2,Uttar Pradesh (parent-state proxy (split Nov-2000))
Uttarakhand,UC,2019,1,274.8,220.9,Uttar Pradesh (parent-state proxy (split Nov-2000))
Uttarakhand,UC,2019,2,275.5,223.7,Uttar Pradesh (parent-state proxy (split Nov-2000))
Uttarakhand,UC,2019,3,275.5,222.6,Uttar Pradesh (parent-state proxy (split Nov-2000))
Uttarakhand,UC,2019,4,276,222.6,Uttar Pradesh (parent-state proxy (split Nov-2000))
Uttarakhand,UC,2019,5,278.1,224.9,Uttar Pradesh (parent-state proxy (split Nov-2000))
Uttarakhand,UC,2019,6,278.7,225,Uttar Pradesh (parent-state proxy (split Nov-2000))
Uttarakhand,UC,2019,7,278.3,224,Uttar Pradesh (parent-state proxy (split Nov-2000))
Uttarakhand,UC,2019,8,276.9,224.5,Uttar Pradesh (parent-state proxy (split Nov-2000))
Uttarakhand,UC,2019,9,278.3,226.1,Uttar Pradesh (parent-state proxy (split Nov-2000))
Uttarakhand,UC,2019,10,279,223,Uttar Pradesh (parent-state proxy (split Nov-2000))
Uttarakhand,UC,2019,11,281.2,221.4,Uttar Pradesh (parent-state proxy (split Nov-2000))
Uttarakhand,UC,2019,12,282.1,224.1,Uttar Pradesh (parent-state proxy (split Nov-2000))
Uttarakhand,UC,2020,1,285,231.5,Uttar Pradesh (parent-state proxy (split Nov-2000))
Uttarakhand,UC,2020,2,284.3,230,Uttar Pradesh (parent-state proxy (split Nov-2000))
Uttarakhand,UC,2020,3,284.6,230.4,Uttar Pradesh (parent-state proxy (split Nov-2000))
Uttarakhand,UC,2020,5,,,Uttar Pradesh (parent-state proxy (split Nov-2000))
Uttarakhand,UC,2020,6,284,243.4,Uttar Pradesh (parent-state proxy (split Nov-2000))
Uttarakhand,UC,2020,7,284.5,233.7,Uttar Pradesh (parent-state proxy (split Nov-2000))
Uttarakhand,UC,2020,8,284.5,233.7,Uttar Pradesh (parent-state proxy (split Nov-2000))
Uttarakhand,UC,2020,9,285.6,234.1,Uttar Pradesh (parent-state proxy (split Nov-2000))
