state,state_code,district_raw,district_norm,date,trigger1,fetch_status
Madhya Pradesh,C91S19,NARMADAPURAM,NARMADAPURAM,2026-06-16,No,ok
Madhya Pradesh,C91S19,NARSINGHPUR,NARSINGHPUR,2026-06-16,Yes,ok
Madhya Pradesh,C91S19,NEEMUCH,NEEMUCH,2026-06-16,Yes,ok
Madhya Pradesh,C91S19,NIWARI,NIWARI,2026-06-16,No,ok
Madhya Pradesh,C91S19,PANDHURNA,PANDHURNA,2026-06-16,Yes,ok
Madhya Pradesh,C91S19,PANNA,PANNA,2026-06-16,No,ok
Madhya Pradesh,C91S19,RAISEN,RAISEN,2026-06-16,No,ok
Madhya Pradesh,C91S19,RAJGARH,RAJGARH,2026-06-16,Yes,ok
Madhya Pradesh,C91S19,RATLAM,RATLAM,2026-06-16,Yes,ok
Madhya Pradesh,C91S19,REWA,REWA,2026-06-16,Yes,ok
Madhya Pradesh,C91S19,SAGAR,SAGAR,2026-06-16,No,ok
Madhya Pradesh,C91S19,SATNA,SATNA,2026-06-16,No,ok
Madhya Pradesh,C91S19,SEHORE,SEHORE,2026-06-16,No,ok
Madhya Pradesh,C91S19,SEONI,SEONI,2026-06-16,Yes,ok
Madhya Pradesh,C91S19,SHAHDOL,SHAHDOL,2026-06-16,Yes,ok
Madhya Pradesh,C91S19,SHAJAPUR,SHAJAPUR,2026-06-16,Yes,ok
Madhya Pradesh,C91S19,SHEOPUR,SHEOPUR,2026-06-16,Yes,ok
Madhya Pradesh,C91S19,SHIVPURI,SHIVPURI,2026-06-16,No,ok
Madhya Pradesh,C91S19,SINGRAULI,SINGRAULI,2026-06-16,Yes,ok
Madhya Pradesh,C91S19,TIKAMGARH,TIKAMGARH,2026-06-16,Yes,ok
Madhya Pradesh,C91S19,UJJAIN,UJJAIN,2026-06-16,Yes,ok
Madhya Pradesh,C91S19,UMARIA,UMARIA,2026-06-16,No,ok
Madhya Pradesh,C91S19,VIDISHA,VIDISHA,2026-06-16,No,ok
Madhya Pradesh,C91S19,SIDHI,SIDHI,2026-06-16,Yes,ok
Madhya Pradesh,C91S19,DATIA,DATIA,2026-06-16,No,ok
Madhya Pradesh,C91S19,Disputed,DISPUTED,2026-06-16,Yes,ok
Madhya Pradesh,C91S19,Disputed,DISPUTED,2026-06-16,No,ok
Madhya Pradesh,C91S19,AGAR MALWA,AGAR MALWA,2026-07-01,No,ok
Madhya Pradesh,C91S19,ALIRAJPUR,ALIRAJPUR,2026-07-01,Yes,ok
Madhya Pradesh,C91S19,ANUPPUR,ANUPPUR,2026-07-01,Yes,ok
Madhya Pradesh,C91S19,ASHOKNAGAR,ASHOKNAGAR,2026-07-01,No,ok
Madhya Pradesh,C91S19,BALAGHAT,BALAGHAT,2026-07-01,Yes,ok
Madhya Pradesh,C91S19,BARWANI,BARWANI,2026-07-01,No,ok
Madhya Pradesh,C91S19,BETUL,BETUL,2026-07-01,No,ok
Madhya Pradesh,C91S19,BHIND,BHIND,2026-07-01,Yes,ok
Madhya Pradesh,C91S19,BHOPAL,BHOPAL,2026-07-01,No,ok
Madhya Pradesh,C91S19,BURHANPUR,BURHANPUR,2026-07-01,No,ok
Madhya Pradesh,C91S19,CHHATARPUR,CHHATARPUR,2026-07-01,Yes,ok
Madhya Pradesh,C91S19,CHHINDWARA,CHHINDWARA,2026-07-01,No,ok
Madhya Pradesh,C91S19,DAMOH,DAMOH,2026-07-01,Yes,ok
Madhya Pradesh,C91S19,DEWAS,DEWAS,2026-07-01,No,ok
Madhya Pradesh,C91S19,DHAR,DHAR,2026-07-01,No,ok
Madhya Pradesh,C91S19,DINDORI,DINDORI,2026-07-01,Yes,ok
Madhya Pradesh,C91S19,GUNA,GUNA,2026-07-01,No,ok
Madhya Pradesh,C91S19,GWALIOR,GWALIOR,2026-07-01,Yes,ok
Madhya Pradesh,C91S19,HARDA,HARDA,2026-07-01,No,ok
Madhya Pradesh,C91S19,INDORE,INDORE,2026-07-01,No,ok
Madhya Pradesh,C91S19,JABALPUR,JABALPUR,2026-07-01,Yes,ok
Madhya Pradesh,C91S19,JHABUA,JHABUA,2026-07-01,No,ok
Madhya Pradesh,C91S19,KATNI,KATNI,2026-07-01,Yes,ok
Madhya Pradesh,C91S19,KHANDWA,KHANDWA,2026-07-01,No,ok
Madhya Pradesh,C91S19,KHARGONE,KHARGONE,2026-07-01,No,ok
Madhya Pradesh,C91S19,MAIHAR,MAIHAR,2026-07-01,Yes,ok
Madhya Pradesh,C91S19,MANDLA,MANDLA,2026-07-01,Yes,ok
Madhya Pradesh,C91S19,MANDSAUR,MANDSAUR,2026-07-01,No,ok
Madhya Pradesh,C91S19,MAUGANJ,MAUGANJ,2026-07-01,Yes,ok
Madhya Pradesh,C91S19,MORENA,MORENA,2026-07-01,Yes,ok
Madhya Pradesh,C91S19,NARMADAPURAM,NARMADAPURAM,2026-07-01,No,ok
Madhya Pradesh,C91S19,NARSINGHPUR,NARSINGHPUR,2026-07-01,Yes,ok
Madhya Pradesh,C91S19,NEEMUCH,NEEMUCH,2026-07-01,No,ok
Madhya Pradesh,C91S19,NIWARI,NIWARI,2026-07-01,Yes,ok
Madhya Pradesh,C91S19,PANDHURNA,PANDHURNA,2026-07-01,No,ok
Madhya Pradesh,C91S19,PANNA,PANNA,2026-07-01,Yes,ok
Madhya Pradesh,C91S19,RAISEN,RAISEN,2026-07-01,No,ok
Madhya Pradesh,C91S19,RAJGARH,RAJGARH,2026-07-01,No,ok
Madhya Pradesh,C91S19,RATLAM,RATLAM,2026-07-01,No,ok
Madhya Pradesh,C91S19,REWA,REWA,2026-07-01,Yes,ok
Madhya Pradesh,C91S19,SAGAR,SAGAR,2026-07-01,No,ok
Madhya Pradesh,C91S19,SATNA,SATNA,2026-07-01,Yes,ok
Madhya Pradesh,C91S19,SEHORE,SEHORE,2026-07-01,No,ok
Madhya Pradesh,C91S19,SEONI,SEONI,2026-07-01,Yes,ok
Madhya Pradesh,C91S19,SHAHDOL,SHAHDOL,2026-07-01,Yes,ok
Madhya Pradesh,C91S19,SHAJAPUR,SHAJAPUR,2026-07-01,No,ok
Madhya Pradesh,C91S19,SHEOPUR,SHEOPUR,2026-07-01,No,ok
Madhya Pradesh,C91S19,SHIVPURI,SHIVPURI,2026-07-01,No,ok
Madhya Pradesh,C91S19,SINGRAULI,SINGRAULI,2026-07-01,Yes,ok
Madhya Pradesh,C91S19,TIKAMGARH,TIKAMGARH,2026-07-01,Yes,ok
Madhya Pradesh,C91S19,UJJAIN,UJJAIN,2026-07-01,No,ok
Madhya Pradesh,C91S19,UMARIA,UMARIA,2026-07-01,Yes,ok
Madhya Pradesh,C91S19,VIDISHA,VIDISHA,2026-07-01,No,ok
Madhya Pradesh,C91S19,SIDHI,SIDHI,2026-07-01,Yes,ok
Madhya Pradesh,C91S19,DATIA,DATIA,2026-07-01,Yes,ok
Madhya Pradesh,C91S19,Disputed,DISPUTED,2026-07-01,No,ok
Madhya Pradesh,C91S19,Disputed,DISPUTED,2026-07-01,Yes,ok
Madhya Pradesh,C91S19,AGAR MALWA,AGAR MALWA,2026-07-16,No,ok
Madhya Pradesh,C91S19,ALIRAJPUR,ALIRAJPUR,2026-07-16,Yes,ok
Madhya Pradesh,C91S19,ANUPPUR,ANUPPUR,2026-07-16,Yes,ok
Madhya Pradesh,C91S19,ASHOKNAGAR,ASHOKNAGAR,2026-07-16,No,ok
Madhya Pradesh,C91S19,BALAGHAT,BALAGHAT,2026-07-16,Yes,ok
Madhya Pradesh,C91S19,BARWANI,BARWANI,2026-07-16,No,ok
Madhya Pradesh,C91S19,BETUL,BETUL,2026-07-16,No,ok
Madhya Pradesh,C91S19,BHIND,BHIND,2026-07-16,Yes,ok
Madhya Pradesh,C91S19,BHOPAL,BHOPAL,2026-07-16,No,ok
Madhya Pradesh,C91S19,BURHANPUR,BURHANPUR,2026-07-16,No,ok
Madhya Pradesh,C91S19,CHHATARPUR,CHHATARPUR,2026-07-16,Yes,ok
Madhya Pradesh,C91S19,CHHINDWARA,CHHINDWARA,2026-07-16,No,ok
Madhya Pradesh,C91S19,DAMOH,DAMOH,2026-07-16,Yes,ok
Madhya Pradesh,C91S19,DEWAS,DEWAS,2026-07-16,No,ok
Madhya Pradesh,C91S19,DHAR,DHAR,2026-07-16,No,ok
Madhya Pradesh,C91S19,DINDORI,DINDORI,2026-07-16,Yes,ok
Madhya Pradesh,C91S19,GUNA,GUNA,2026-07-16,No,ok
Madhya Pradesh,C91S19,GWALIOR,GWALIOR,2026-07-16,Yes,ok
Madhya Pradesh,C91S19,HARDA,HARDA,2026-07-16,No,ok
Madhya Pradesh,C91S19,INDORE,INDORE,2026-07-16,No,ok
Madhya Pradesh,C91S19,JABALPUR,JABALPUR,2026-07-16,Yes,ok
Madhya Pradesh,C91S19,JHABUA,JHABUA,2026-07-16,No,ok
Madhya Pradesh,C91S19,KATNI,KATNI,2026-07-16,Yes,ok
Madhya Pradesh,C91S19,KHANDWA,KHANDWA,2026-07-16,No,ok
Madhya Pradesh,C91S19,KHARGONE,KHARGONE,2026-07-16,No,ok
Madhya Pradesh,C91S19,MAIHAR,MAIHAR,2026-07-16,Yes,ok
Madhya Pradesh,C91S19,MANDLA,MANDLA,2026-07-16,Yes,ok
Madhya Pradesh,C91S19,MANDSAUR,MANDSAUR,2026-07-16,No,ok
Madhya Pradesh,C91S19,MAUGANJ,MAUGANJ,2026-07-16,Yes,ok
Madhya Pradesh,C91S19,MORENA,MORENA,2026-07-16,Yes,ok
Madhya Pradesh,C91S19,NARMADAPURAM,NARMADAPURAM,2026-07-16,No,ok
Madhya Pradesh,C91S19,NARSINGHPUR,NARSINGHPUR,2026-07-16,Yes,ok
Madhya Pradesh,C91S19,NEEMUCH,NEEMUCH,2026-07-16,No,ok
Madhya Pradesh,C91S19,NIWARI,NIWARI,2026-07-16,Yes,ok
Madhya Pradesh,C91S19,PANDHURNA,PANDHURNA,2026-07-16,No,ok
Madhya Pradesh,C91S19,PANNA,PANNA,2026-07-16,Yes,ok
Madhya Pradesh,C91S19,RAISEN,RAISEN,2026-07-16,No,ok
Madhya Pradesh,C91S19,RAJGARH,RAJGARH,2026-07-16,No,ok
Madhya Pradesh,C91S19,RATLAM,RATLAM,2026-07-16,No,ok
Madhya Pradesh,C91S19,REWA,REWA,2026-07-16,Yes,ok
Madhya Pradesh,C91S19,SAGAR,SAGAR,2026-07-16,No,ok
Madhya Pradesh,C91S19,SATNA,SATNA,2026-07-16,Yes,ok
Madhya Pradesh,C91S19,SEHORE,SEHORE,2026-07-16,No,ok
Madhya Pradesh,C91S19,SEONI,SEONI,2026-07-16,Yes,ok
Madhya Pradesh,C91S19,SHAHDOL,SHAHDOL,2026-07-16,Yes,ok
Madhya Pradesh,C91S19,SHAJAPUR,SHAJAPUR,2026-07-16,No,ok
Madhya Pradesh,C91S19,SHEOPUR,SHEOPUR,2026-07-16,No,ok
Madhya Pradesh,C91S19,SHIVPURI,SHIVPURI,2026-07-16,No,ok
Madhya Pradesh,C91S19,SINGRAULI,SINGRAULI,2026-07-16,Yes,ok
Madhya Pradesh,C91S19,TIKAMGARH,TIKAMGARH,2026-07-16,Yes,ok
Madhya Pradesh,C91S19,UJJAIN,UJJAIN,2026-07-16,No,ok
Madhya Pradesh,C91S19,UMARIA,UMARIA,2026-07-16,Yes,ok
Madhya Pradesh,C91S19,VIDISHA,VIDISHA,2026-07-16,No,ok
Madhya Pradesh,C91S19,SIDHI,SIDHI,2026-07-16,Yes,ok
Madhya Pradesh,C91S19,DATIA,DATIA,2026-07-16,Yes,ok
Madhya Pradesh,C91S19,Disputed,DISPUTED,2026-07-16,No,ok
Madhya Pradesh,C91S19,Disputed,DISPUTED,2026-07-16,Yes,ok
Madhya Pradesh,C91S19,AGAR MALWA,AGAR MALWA,2026-08-01,No,ok
Madhya Pradesh,C91S19,ALIRAJPUR,ALIRAJPUR,2026-08-01,Yes,ok
Madhya Pradesh,C91S19,ANUPPUR,ANUPPUR,2026-08-01,Yes,ok
Madhya Pradesh,C91S19,ASHOKNAGAR,ASHOKNAGAR,2026-08-01,No,ok
Madhya Pradesh,C91S19,BALAGHAT,BALAGHAT,2026-08-01,Yes,ok
Madhya Pradesh,C91S19,BARWANI,BARWANI,2026-08-01,Yes,ok
Madhya Pradesh,C91S19,BETUL,BETUL,2026-08-01,No,ok
Madhya Pradesh,C91S19,BHIND,BHIND,2026-08-01,Yes,ok
Madhya Pradesh,C91S19,BHOPAL,BHOPAL,2026-08-01,No,ok
Madhya Pradesh,C91S19,BURHANPUR,BURHANPUR,2026-08-01,Yes,ok
Madhya Pradesh,C91S19,CHHATARPUR,CHHATARPUR,2026-08-01,Yes,ok
Madhya Pradesh,C91S19,CHHINDWARA,CHHINDWARA,2026-08-01,No,ok
Madhya Pradesh,C91S19,DAMOH,DAMOH,2026-08-01,Yes,ok
Madhya Pradesh,C91S19,DEWAS,DEWAS,2026-08-01,Yes,ok
Madhya Pradesh,C91S19,DHAR,DHAR,2026-08-01,Yes,ok
Madhya Pradesh,C91S19,DINDORI,DINDORI,2026-08-01,Yes,ok
Madhya Pradesh,C91S19,GUNA,GUNA,2026-08-01,No,ok
Madhya Pradesh,C91S19,GWALIOR,GWALIOR,2026-08-01,Yes,ok
Madhya Pradesh,C91S19,HARDA,HARDA,2026-08-01,Yes,ok
Madhya Pradesh,C91S19,INDORE,INDORE,2026-08-01,Yes,ok
Madhya Pradesh,C91S19,JABALPUR,JABALPUR,2026-08-01,Yes,ok
Madhya Pradesh,C91S19,JHABUA,JHABUA,2026-08-01,Yes,ok
Madhya Pradesh,C91S19,KATNI,KATNI,2026-08-01,Yes,ok
Madhya Pradesh,C91S19,KHANDWA,KHANDWA,2026-08-01,Yes,ok
Madhya Pradesh,C91S19,KHARGONE,KHARGONE,2026-08-01,Yes,ok
Madhya Pradesh,C91S19,MAIHAR,MAIHAR,2026-08-01,Yes,ok
Madhya Pradesh,C91S19,MANDLA,MANDLA,2026-08-01,Yes,ok
Madhya Pradesh,C91S19,MANDSAUR,MANDSAUR,2026-08-01,No,ok
Madhya Pradesh,C91S19,MAUGANJ,MAUGANJ,2026-08-01,Yes,ok
Madhya Pradesh,C91S19,MORENA,MORENA,2026-08-01,Yes,ok
Madhya Pradesh,C91S19,NARMADAPURAM,NARMADAPURAM,2026-08-01,No,ok
Madhya Pradesh,C91S19,NARSINGHPUR,NARSINGHPUR,2026-08-01,Yes,ok
Madhya Pradesh,C91S19,NEEMUCH,NEEMUCH,2026-08-01,Yes,ok
Madhya Pradesh,C91S19,NIWARI,NIWARI,2026-08-01,Yes,ok
Madhya Pradesh,C91S19,PANDHURNA,PANDHURNA,2026-08-01,No,ok
Madhya Pradesh,C91S19,PANNA,PANNA,2026-08-01,Yes,ok
Madhya Pradesh,C91S19,RAISEN,RAISEN,2026-08-01,No,ok
Madhya Pradesh,C91S19,RAJGARH,RAJGARH,2026-08-01,No,ok
Madhya Pradesh,C91S19,RATLAM,RATLAM,2026-08-01,Yes,ok
Madhya Pradesh,C91S19,REWA,REWA,2026-08-01,Yes,ok
Madhya Pradesh,C91S19,SAGAR,SAGAR,2026-08-01,No,ok
Madhya Pradesh,C91S19,SATNA,SATNA,2026-08-01,Yes,ok
Madhya Pradesh,C91S19,SEHORE,SEHORE,2026-08-01,No,ok
Madhya Pradesh,C91S19,SEONI,SEONI,2026-08-01,Yes,ok
Madhya Pradesh,C91S19,SHAHDOL,SHAHDOL,2026-08-01,Yes,ok
Madhya Pradesh,C91S19,SHAJAPUR,SHAJAPUR,2026-08-01,No,ok
Madhya Pradesh,C91S19,SHEOPUR,SHEOPUR,2026-08-01,Yes,ok
Madhya Pradesh,C91S19,SHIVPURI,SHIVPURI,2026-08-01,Yes,ok
Madhya Pradesh,C91S19,SINGRAULI,SINGRAULI,2026-08-01,Yes,ok
Madhya Pradesh,C91S19,TIKAMGARH,TIKAMGARH,2026-08-01,Yes,ok
Madhya Pradesh,C91S19,UJJAIN,UJJAIN,2026-08-01,Yes,ok
Madhya Pradesh,C91S19,UMARIA,UMARIA,2026-08-01,Yes,ok
Madhya Pradesh,C91S19,VIDISHA,VIDISHA,2026-08-01,No,ok
Madhya Pradesh,C91S19,SIDHI,SIDHI,2026-08-01,Yes,ok
Madhya Pradesh,C91S19,DATIA,DATIA,2026-08-01,Yes,ok
Madhya Pradesh,C91S19,Disputed,DISPUTED,2026-08-01,No,ok
Madhya Pradesh,C91S19,Disputed,DISPUTED,2026-08-01,Yes,ok
Madhya Pradesh,C91S19,AGAR MALWA,AGAR MALWA,2026-08-16,Yes,ok
Madhya Pradesh,C91S19,ALIRAJPUR,ALIRAJPUR,2026-08-16,Yes,ok
Madhya Pradesh,C91S19,ANUPPUR,ANUPPUR,2026-08-16,Yes,ok
Madhya Pradesh,C91S19,ASHOKNAGAR,ASHOKNAGAR,2026-08-16,No,ok
Madhya Pradesh,C91S19,BALAGHAT,BALAGHAT,2026-08-16,Yes,ok
Madhya Pradesh,C91S19,BARWANI,BARWANI,2026-08-16,Yes,ok
Madhya Pradesh,C91S19,BETUL,BETUL,2026-08-16,No,ok
Madhya Pradesh,C91S19,BHIND,BHIND,2026-08-16,Yes,ok
Madhya Pradesh,C91S19,BHOPAL,BHOPAL,2026-08-16,Yes,ok
Madhya Pradesh,C91S19,BURHANPUR,BURHANPUR,2026-08-16,Yes,ok
Madhya Pradesh,C91S19,CHHATARPUR,CHHATARPUR,2026-08-16,Yes,ok
Madhya Pradesh,C91S19,CHHINDWARA,CHHINDWARA,2026-08-16,No,ok
Madhya Pradesh,C91S19,DAMOH,DAMOH,2026-08-16,Yes,ok
Madhya Pradesh,C91S19,DEWAS,DEWAS,2026-08-16,Yes,ok
Madhya Pradesh,C91S19,DHAR,DHAR,2026-08-16,Yes,ok
Madhya Pradesh,C91S19,DINDORI,DINDORI,2026-08-16,Yes,ok
Madhya Pradesh,C91S19,GUNA,GUNA,2026-08-16,No,ok
Madhya Pradesh,C91S19,GWALIOR,GWALIOR,2026-08-16,Yes,ok
Madhya Pradesh,C91S19,HARDA,HARDA,2026-08-16,Yes,ok
Madhya Pradesh,C91S19,INDORE,INDORE,2026-08-16,Yes,ok
Madhya Pradesh,C91S19,JABALPUR,JABALPUR,2026-08-16,Yes,ok
Madhya Pradesh,C91S19,JHABUA,JHABUA,2026-08-16,Yes,ok
Madhya Pradesh,C91S19,KATNI,KATNI,2026-08-16,Yes,ok
Madhya Pradesh,C91S19,KHANDWA,KHANDWA,2026-08-16,Yes,ok
Madhya Pradesh,C91S19,KHARGONE,KHARGONE,2026-08-16,Yes,ok
Madhya Pradesh,C91S19,MAIHAR,MAIHAR,2026-08-16,Yes,ok
Madhya Pradesh,C91S19,MANDLA,MANDLA,2026-08-16,Yes,ok
Madhya Pradesh,C91S19,MANDSAUR,MANDSAUR,2026-08-16,No,ok
Madhya Pradesh,C91S19,MAUGANJ,MAUGANJ,2026-08-16,Yes,ok
Madhya Pradesh,C91S19,MORENA,MORENA,2026-08-16,Yes,ok
Madhya Pradesh,C91S19,NARMADAPURAM,NARMADAPURAM,2026-08-16,No,ok
Madhya Pradesh,C91S19,NARSINGHPUR,NARSINGHPUR,2026-08-16,Yes,ok
Madhya Pradesh,C91S19,NEEMUCH,NEEMUCH,2026-08-16,Yes,ok
Madhya Pradesh,C91S19,NIWARI,NIWARI,2026-08-16,Yes,ok
Madhya Pradesh,C91S19,PANDHURNA,PANDHURNA,2026-08-16,No,ok
Madhya Pradesh,C91S19,PANNA,PANNA,2026-08-16,Yes,ok
Madhya Pradesh,C91S19,RAISEN,RAISEN,2026-08-16,No,ok
Madhya Pradesh,C91S19,RAJGARH,RAJGARH,2026-08-16,Yes,ok
Madhya Pradesh,C91S19,RATLAM,RATLAM,2026-08-16,Yes,ok
Madhya Pradesh,C91S19,REWA,REWA,2026-08-16,Yes,ok
Madhya Pradesh,C91S19,SAGAR,SAGAR,2026-08-16,Yes,ok
Madhya Pradesh,C91S19,SATNA,SATNA,2026-08-16,Yes,ok
Madhya Pradesh,C91S19,SEHORE,SEHORE,2026-08-16,No,ok
Madhya Pradesh,C91S19,SEONI,SEONI,2026-08-16,Yes,ok
Madhya Pradesh,C91S19,SHAHDOL,SHAHDOL,2026-08-16,Yes,ok
Madhya Pradesh,C91S19,SHAJAPUR,SHAJAPUR,2026-08-16,Yes,ok
Madhya Pradesh,C91S19,SHEOPUR,SHEOPUR,2026-08-16,Yes,ok
Madhya Pradesh,C91S19,SHIVPURI,SHIVPURI,2026-08-16,Yes,ok
Madhya Pradesh,C91S19,SINGRAULI,SINGRAULI,2026-08-16,Yes,ok
Madhya Pradesh,C91S19,TIKAMGARH,TIKAMGARH,2026-08-16,Yes,ok
Madhya Pradesh,C91S19,UJJAIN,UJJAIN,2026-08-16,Yes,ok
Madhya Pradesh,C91S19,UMARIA,UMARIA,2026-08-16,Yes,ok
Madhya Pradesh,C91S19,VIDISHA,VIDISHA,2026-08-16,No,ok
Madhya Pradesh,C91S19,SIDHI,SIDHI,2026-08-16,Yes,ok
Madhya Pradesh,C91S19,DATIA,DATIA,2026-08-16,Yes,ok
Madhya Pradesh,C91S19,Disputed,DISPUTED,2026-08-16,No,ok
Madhya Pradesh,C91S19,Disputed,DISPUTED,2026-08-16,Yes,ok
Madhya Pradesh,C91S19,AGAR MALWA,AGAR MALWA,2026-09-01,Yes,ok
Madhya Pradesh,C91S19,ALIRAJPUR,ALIRAJPUR,2026-09-01,Yes,ok
Madhya Pradesh,C91S19,ANUPPUR,ANUPPUR,2026-09-01,Yes,ok
Madhya Pradesh,C91S19,ASHOKNAGAR,ASHOKNAGAR,2026-09-01,No,ok
Madhya Pradesh,C91S19,BALAGHAT,BALAGHAT,2026-09-01,Yes,ok
Madhya Pradesh,C91S19,BARWANI,BARWANI,2026-09-01,Yes,ok
Madhya Pradesh,C91S19,BETUL,BETUL,2026-09-01,No,ok
Madhya Pradesh,C91S19,BHIND,BHIND,2026-09-01,Yes,ok
Madhya Pradesh,C91S19,BHOPAL,BHOPAL,2026-09-01,Yes,ok
Madhya Pradesh,C91S19,BURHANPUR,BURHANPUR,2026-09-01,Yes,ok
Madhya Pradesh,C91S19,CHHATARPUR,CHHATARPUR,2026-09-01,Yes,ok
Madhya Pradesh,C91S19,CHHINDWARA,CHHINDWARA,2026-09-01,No,ok
Madhya Pradesh,C91S19,DAMOH,DAMOH,2026-09-01,Yes,ok
Madhya Pradesh,C91S19,DEWAS,DEWAS,2026-09-01,Yes,ok
Madhya Pradesh,C91S19,DHAR,DHAR,2026-09-01,Yes,ok
Madhya Pradesh,C91S19,DINDORI,DINDORI,2026-09-01,Yes,ok
Madhya Pradesh,C91S19,GUNA,GUNA,2026-09-01,No,ok
Madhya Pradesh,C91S19,GWALIOR,GWALIOR,2026-09-01,Yes,ok
Madhya Pradesh,C91S19,HARDA,HARDA,2026-09-01,Yes,ok
Madhya Pradesh,C91S19,INDORE,INDORE,2026-09-01,Yes,ok
Madhya Pradesh,C91S19,JABALPUR,JABALPUR,2026-09-01,Yes,ok
Madhya Pradesh,C91S19,JHABUA,JHABUA,2026-09-01,Yes,ok
Madhya Pradesh,C91S19,KATNI,KATNI,2026-09-01,Yes,ok
Madhya Pradesh,C91S19,KHANDWA,KHANDWA,2026-09-01,Yes,ok
Madhya Pradesh,C91S19,KHARGONE,KHARGONE,2026-09-01,Yes,ok
Madhya Pradesh,C91S19,MAIHAR,MAIHAR,2026-09-01,Yes,ok
Madhya Pradesh,C91S19,MANDLA,MANDLA,2026-09-01,Yes,ok
Madhya Pradesh,C91S19,MANDSAUR,MANDSAUR,2026-09-01,No,ok
Madhya Pradesh,C91S19,MAUGANJ,MAUGANJ,2026-09-01,Yes,ok
Madhya Pradesh,C91S19,MORENA,MORENA,2026-09-01,Yes,ok
Madhya Pradesh,C91S19,NARMADAPURAM,NARMADAPURAM,2026-09-01,No,ok
Madhya Pradesh,C91S19,NARSINGHPUR,NARSINGHPUR,2026-09-01,Yes,ok
Madhya Pradesh,C91S19,NEEMUCH,NEEMUCH,2026-09-01,Yes,ok
Madhya Pradesh,C91S19,NIWARI,NIWARI,2026-09-01,Yes,ok
Madhya Pradesh,C91S19,PANDHURNA,PANDHURNA,2026-09-01,No,ok
Madhya Pradesh,C91S19,PANNA,PANNA,2026-09-01,Yes,ok
Madhya Pradesh,C91S19,RAISEN,RAISEN,2026-09-01,No,ok
Madhya Pradesh,C91S19,RAJGARH,RAJGARH,2026-09-01,Yes,ok
Madhya Pradesh,C91S19,RATLAM,RATLAM,2026-09-01,Yes,ok
Madhya Pradesh,C91S19,REWA,REWA,2026-09-01,Yes,ok
Madhya Pradesh,C91S19,SAGAR,SAGAR,2026-09-01,Yes,ok
Madhya Pradesh,C91S19,SATNA,SATNA,2026-09-01,Yes,ok
Madhya Pradesh,C91S19,SEHORE,SEHORE,2026-09-01,No,ok
Madhya Pradesh,C91S19,SEONI,SEONI,2026-09-01,Yes,ok
Madhya Pradesh,C91S19,SHAHDOL,SHAHDOL,2026-09-01,Yes,ok
Madhya Pradesh,C91S19,SHAJAPUR,SHAJAPUR,2026-09-01,Yes,ok
Madhya Pradesh,C91S19,SHEOPUR,SHEOPUR,2026-09-01,Yes,ok
Madhya Pradesh,C91S19,SHIVPURI,SHIVPURI,2026-09-01,Yes,ok
Madhya Pradesh,C91S19,SINGRAULI,SINGRAULI,2026-09-01,Yes,ok
Madhya Pradesh,C91S19,TIKAMGARH,TIKAMGARH,2026-09-01,Yes,ok
Madhya Pradesh,C91S19,UJJAIN,UJJAIN,2026-09-01,Yes,ok
Madhya Pradesh,C91S19,UMARIA,UMARIA,2026-09-01,Yes,ok
Madhya Pradesh,C91S19,VIDISHA,VIDISHA,2026-09-01,No,ok
Madhya Pradesh,C91S19,SIDHI,SIDHI,2026-09-01,Yes,ok
Madhya Pradesh,C91S19,DATIA,DATIA,2026-09-01,Yes,ok
Madhya Pradesh,C91S19,Disputed,DISPUTED,2026-09-01,No,ok
Madhya Pradesh,C91S19,Disputed,DISPUTED,2026-09-01,Yes,ok
Madhya Pradesh,C91S19,,,2026-09-16,,empty_response
Madhya Pradesh,C91S19,,,2026-10-01,,empty_response
Madhya Pradesh,C91S19,,,2026-10-16,,empty_response
Maharashtra,C91S20,AHMEDNAGAR,AHMEDNAGAR,2022-06-16,No,ok
Maharashtra,C91S20,BEED,BEED,2022-06-16,No,ok
Maharashtra,C91S20,BHANDARA,BHANDARA,2022-06-16,Yes,ok
Maharashtra,C91S20,CHANDRAPUR,CHANDRAPUR,2022-06-16,Yes,ok
Maharashtra,C91S20,DHULE,DHULE,2022-06-16,No,ok
Maharashtra,C91S20,GADCHIROLI,GADCHIROLI,2022-06-16,Yes,ok
Maharashtra,C91S20,GONDIA,GONDIA,2022-06-16,Yes,ok
Maharashtra,C91S20,HINGOLI,HINGOLI,2022-06-16,Yes,ok
Maharashtra,C91S20,JALGAON,JALGAON,2022-06-16,No,ok
Maharashtra,C91S20,KOLHAPUR,KOLHAPUR,2022-06-16,No,ok
Maharashtra,C91S20,LATUR,LATUR,2022-06-16,No,ok
Maharashtra,C91S20,MUMBAI,MUMBAI,2022-06-16,Yes,ok
Maharashtra,C91S20,NAGPUR,NAGPUR,2022-06-16,Yes,ok
Maharashtra,C91S20,NANDED,NANDED,2022-06-16,No,ok
Maharashtra,C91S20,NASHIK,NASHIK,2022-06-16,No,ok
Maharashtra,C91S20,NANDURBAR,NANDURBAR,2022-06-16,No,ok
Maharashtra,C91S20,PALGHAR,PALGHAR,2022-06-16,No,ok
Maharashtra,C91S20,PUNE,PUNE,2022-06-16,No,ok
Maharashtra,C91S20,RAIGARH,RAIGARH,2022-06-16,Yes,ok
